gene	node	taxon	family	order	kingdom	core_domain	homology_group	closest_group	closest_group_top10frac	closest_OG_euk	closest_OG_euk_top10frac	closest_node	closest_node_dist	euk_top_frac	arc_top_frac	bac_top_frac	closest_group_filt	closest_OG_euk_filt	architecture	simarq
vir_AFM54685.1	vir_AFM54685.1_236-302	Nonlabens phage P12024S	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG18	bac	0.9	NA	NA	bac_WP_145056287.1_248-325	1.7586047017	0	0.1	0.9	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AAR97690.1	vir_AAR97690.1_53-134	Bordetella virus BPP1	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG19	bac	1	NA	NA	bac_WP_015063616.1_48-130	0.0990750079	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AUR81836.1	vir_AUR81836.1_51-150	Vibrio phage 1.015.O._10N.222.51.E5	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG19	bac	1	NA	NA	bac_WP_154320551.1_58-148	2.361876723	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ADO67425.1	vir_ADO67425.1_592-704	Cafeteria roenbergensis virus BV-PW1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	arc	0.8	ELP3	0.1	bac_WP_162858113.1_502-563	1.0974659322	0.1	0.8	0.1	arc	unk	Radical_SAM Acetyltransf_1	Radical_SAM,Acetyltransf_1
vir_ERX552261.23_contig_3202_20	vir_ERX552261.23_contig_3202_20_439-553	ERX552261.23	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	arc	0.8	ELP3	0.1	bac_WP_162858113.1_502-563	1.2508613029	0.1	0.8	0.1	arc	unk	Radical_SAM Radical_SAM_C	Radical_SAM,Radical_SAM_C
vir_ERX552254.13_contig_4478_26	vir_ERX552254.13_contig_4478_26_547-625	ERX552254.13	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	arc	0.8	ELP3	0.1	bac_WP_162858113.1_502-563	1.1802601362	0.1	0.8	0.1	arc	unk	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_ARF12340.1	vir_ARF12340.1_514-622	Klosneuvirus KNV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	1	ELP3	1	Sappar_KDO35061_474-586	1.019108453	1	0	0	euk	ELP3	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_AII17209.1	vir_AII17209.1_457-566	Aureococcus anophagefferens virus	Phycodnaviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.3283595622	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C	Radical_SAM,Radical_SAM_C
vir_ERX552252.36_contig_282_5	vir_ERX552252.36_contig_282_5_453-563	ERX552252.36	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.6614390164	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_ERX552270.42_contig_34294_2	vir_ERX552270.42_contig_34294_2_450-559	ERX552270.42	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.6749772574	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_ARF09600.1	vir_ARF09600.1_519-631	Indivirus ILV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.2436421987	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_ERX552257.75_contig_13252_40	vir_ERX552257.75_contig_13252_40_502-611	ERX552257.75	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.9288153733	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_ERX552270.106_contig_3631_8	vir_ERX552270.106_contig_3631_8_501-612	ERX552270.106	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.9655645738	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C	Radical_SAM,Radical_SAM_C
vir_ALH23049.1	vir_ALH23049.1_513-622	Chrysochromulina ericina virus	Phycodnaviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	2.008047185	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_ERX552256.7_contig_8739_6	vir_ERX552256.7_contig_8739_6_512-622	ERX552256.7	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.9461041744	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_ERX552270.100_contig_9516_2	vir_ERX552270.100_contig_9516_2_504-616	ERX552270.100	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.7580958534	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C	Radical_SAM,Radical_SAM_C
vir_ERX552270.24_contig_11190_30	vir_ERX552270.24_contig_11190_30_464-573	ERX552270.24	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.5874179222	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C	Radical_SAM,Radical_SAM_C
vir_ERX552264.42_contig_11109_2	vir_ERX552264.42_contig_11109_2_534-642	ERX552264.42	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.4504545019	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_ERX552239.25_contig_72696_37	vir_ERX552239.25_contig_72696_37_531-640	ERX552239.25	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.3121942488	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_ERX552243.92_contig_7051_13	vir_ERX552243.92_contig_7051_13_537-601	ERX552243.92	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.2242244492	0.5	0.4	0.1	euk	ELP3	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_AUL78139.1	vir_AUL78139.1_542-612	Tupanvirus soda lake	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	arc	0.5	ELP3	0.4	arc_RLF02907.1_150-213	1.1416588223	0.4	0.5	0.1	arc	unk	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_AUL79443.1	vir_AUL79443.1_529-591	Tupanvirus deep ocean	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	arc	0.5	ELP3	0.4	arc_RLF02907.1_150-213	1.0888667526	0.4	0.5	0.1	arc	unk	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_AYV75695.1	vir_AYV75695.1_501-623	Terrestrivirus sp.	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	bac	0.5	ELP3	0.3	Esil_CBN75985_464-570	1.4831713378	0.3	0.2	0.5	bac	unk	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_AYV78359.1	vir_AYV78359.1_551-612	Edafosvirus sp.	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	bac	0.5	ELP3	0.3	Esil_CBN75985_464-570	1.7323793416	0.3	0.2	0.5	bac	unk	Radical_SAM Radical_SAM_C	Radical_SAM,Radical_SAM_C
vir_ATZ80694.1	vir_ATZ80694.1_534-614	Bodo saltans virus	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	bac	0.5	ELP3	0.3	Esil_CBN75985_464-570	1.8027812716	0.3	0.2	0.5	bac	unk	Radical_SAM Radical_SAM_C Acetyltransf_1	Radical_SAM,Radical_SAM_C,Acetyltransf_1
vir_ERX552255.53_contig_47633_19	vir_ERX552255.53_contig_47633_19_214-278	ERX552255.53	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	1.6721933762	0.5	0.4	0.1	euk	ELP3	Radical_SAM_C Acetyltransf_1	Radical_SAM_C,Acetyltransf_1
vir_BBI90546.1	vir_BBI90546.1_18-108	Tenacibaculum phage PTm1	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG2	euk	0.5	ELP3	0.5	Pygbif_GCRY01004276.1.p1_518-582	7.1618299583	0.5	0.4	0.1	euk	ELP3	Acetyltransf_1	Acetyltransf_1
vir_AFO71320.1	vir_AFO71320.1_186-246	Cronobacter phage CR5	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG20	bac	0.1	NA	NA	bac_WP_085017102.1_192-280	2.336519244	NA	0	0.1	unk	unk	Acetyltransf_7	Acetyltransf_7
vir_ANZ50293.1	vir_ANZ50293.1_188-253	Erwinia phage vB_EamM_Phobos	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG20	bac	0.1	NA	NA	bac_WP_085017102.1_192-280	2.4045770073	NA	0	0.1	unk	unk	Acetyltransf_10	Acetyltransf_10
vir_ANZ48952.1	vir_ANZ48952.1_189-276	Erwinia phage vB_EamM_EarlPhillipIV	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG20	bac	0.1	NA	NA	bac_WP_085017102.1_192-280	2.6258932212	NA	0	0.1	unk	unk	Acetyltransf_1	Acetyltransf_1
vir_AEP83937.1	vir_AEP83937.1_192-280	Salmonella phage SPN3US	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG20	bac	0.1	NA	NA	bac_WP_085017102.1_192-280	2e-06	NA	0	0.1	unk	unk	Acetyltransf_1	Acetyltransf_1
vir_AWN08895.1	vir_AWN08895.1_192-280	Salmonella phage STsAS	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG20	bac	0.1	NA	NA	bac_WP_085017102.1_192-280	0.3616690762	NA	0	0.1	unk	unk	Acetyltransf_1	Acetyltransf_1
vir_ANZ48682.1	vir_ANZ48682.1_193-280	Erwinia phage vB_EamM_ChrisDB	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG20	bac	0.1	NA	NA	bac_WP_085017102.1_192-280	1.4564140394	NA	0	0.1	unk	unk	Acetyltransf_1	Acetyltransf_1
vir_ANZ48410.1	vir_ANZ48410.1_210-280	Erwinia phage vB_EamM_Caitlin	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG20	bac	0.1	NA	NA	bac_WP_085017102.1_192-280	1.5886946739	NA	0	0.1	unk	unk	Acetyltransf_1	Acetyltransf_1
vir_ANZ49198.1	vir_ANZ49198.1_214-300	Erwinia phage vB_EamM_Huxley	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG20	bac	0.1	NA	NA	bac_WP_085017102.1_192-280	1.6883851266	NA	0	0.1	unk	unk	Acetyltransf_1	Acetyltransf_1
vir_AXF51262.1	vir_AXF51262.1_196-285	Erwinia phage Wellington	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG20	bac	0.1	NA	NA	bac_WP_085017102.1_192-280	1.7334572805	NA	0	0.1	unk	unk	Acetyltransf_1	Acetyltransf_1
vir_ANZ49483.1	vir_ANZ49483.1_196-285	Erwinia phage vB_EamM_Kwan	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG20	bac	0.1	NA	NA	bac_WP_085017102.1_192-280	1.7395390141	NA	0	0.1	unk	unk	Acetyltransf_1	Acetyltransf_1
vir_ALY08726.1	vir_ALY08726.1_20-95	Arthrobacter phage Circum	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG21	bac	0.1	NA	NA	bac_WP_143288705.1_26-108	1.7503618902	NA	0	0.1	unk	unk		
vir_ASR84619.1	vir_ASR84619.1_20-95	Arthrobacter phage Cheesy	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG21	bac	0.1	NA	NA	bac_WP_143288705.1_26-108	1.7125798461	NA	0	0.1	unk	unk		
vir_ASR80293.1	vir_ASR80293.1_20-95	Arthrobacter phage Heisenberger	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG21	bac	0.1	NA	NA	bac_WP_143288705.1_26-108	1.7799731374	NA	0	0.1	unk	unk		
vir_ASR80003.1	vir_ASR80003.1_21-95	Arthrobacter phage Arcadia	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG21	bac	0.1	NA	NA	bac_WP_143288705.1_26-108	1.8367187483	NA	0	0.1	unk	unk		
vir_AWN03281.1	vir_AWN03281.1_17-97	Microbacterium phage Camille	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG21	bac	0.1	NA	NA	bac_WP_143288705.1_26-108	1.4143537411	NA	0	0.1	unk	unk	Acetyltransf_7	Acetyltransf_7
vir_AWN03365.1	vir_AWN03365.1_25-100	Microbacterium phage Count	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG21	bac	0.1	NA	NA	bac_WP_143288705.1_26-108	1.8160928576	NA	0	0.1	unk	unk	Acetyltransf_1	Acetyltransf_1
vir_ASR80098.1	vir_ASR80098.1_20-95	Arthrobacter phage Correa	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG21	bac	0.1	NA	NA	bac_WP_143288705.1_26-108	1.7501890607	NA	0	0.1	unk	unk		
vir_AXH44176.1	vir_AXH44176.1_20-95	Arthrobacter phage KeaneyLin	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG21	bac	0.1	NA	NA	bac_WP_143288705.1_26-108	1.8462129512	NA	0	0.1	unk	unk		
vir_AMM44405.1	vir_AMM44405.1_20-95	Arthrobacter phage Mudcat	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG21	bac	0.1	NA	NA	bac_WP_143288705.1_26-108	1.8464096072	NA	0	0.1	unk	unk		
vir_AMM44963.1	vir_AMM44963.1_95-173	Bacillus phage SP-15	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG21	bac	0.1	NA	NA	bac_WP_143288705.1_26-108	1.1563868175	NA	0	0.1	unk	unk	Acetyltransf_1	Acetyltransf_1
vir_ABY27873.2	vir_ABY27873.2_82-158	Ostreococcus tauri virus OtV5	Phycodnaviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG22	Tvag	0.1	NA	NA	Tvag_XP_001299255.1_112-195	2.9153492845	NA	0	0	unk	unk	NMT NMT_C	NMT,NMT_C
vir_CAY39674.1	vir_CAY39674.1_82-158	Ostreococcus tauri virus 1	Phycodnaviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG22	Tvag	0.1	NA	NA	Tvag_XP_001299255.1_112-195	2.9153492845	NA	0	0	unk	unk	NMT NMT_C	NMT,NMT_C
vir_AFK65923.1	vir_AFK65923.1_82-158	Ostreococcus lucimarinus virus OlV6	Phycodnaviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG22	Tvag	0.1	NA	NA	Tvag_XP_001299255.1_112-195	2.6353233088	NA	0	0	unk	unk	NMT NMT_C	NMT,NMT_C
vir_AET84509.1	vir_AET84509.1_79-153	Ostreococcus lucimarinus virus OlV4	Phycodnaviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG22	Tvag	0.1	NA	NA	Tvag_XP_001299255.1_112-195	3.0645294355	NA	0	0	unk	unk	NMT NMT_C	NMT,NMT_C
vir_ERX552254.32_contig_2861_16	vir_ERX552254.32_contig_2861_16_113-187	ERX552254.32	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG22	Tvag	0.1	NA	NA	Tvag_XP_001299255.1_112-195	1.9839284692	NA	0	0	unk	unk	NMT	NMT
vir_ERX552270.108_contig_13617_24	vir_ERX552270.108_contig_13617_24_122-198	ERX552270.108	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG22	Tvag	0.1	NA	NA	Tvag_XP_001299255.1_112-195	2.7440779927	NA	0	0	unk	unk	Acetyltransf_1	Acetyltransf_1
vir_AMQ65939.1	vir_AMQ65939.1_55-146	Stenotrophomonas phage vB_SmaS-DLP_6	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG3	bac	0.9	NA	NA	bac_WP_116720449.1_49-139	2.12734461	0	0.1	0.9	bac	unk	Acetyltransf_3	Acetyltransf_3
vir_BBA65321.1	vir_BBA65321.1_44-129	Xanthomonas phage XacN1	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG3	bac	0.9	NA	NA	bac_WP_116720449.1_49-139	2.4814711555	0	0.1	0.9	bac	unk	Acetyltransf_3	Acetyltransf_3
vir_BBA65355.1	vir_BBA65355.1_50-141	Xanthomonas phage XacN1	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG3	bac	0.9	NA	NA	bac_WP_116720449.1_49-139	1.4874046369	0	0.1	0.9	bac	unk	Acetyltransf_3	Acetyltransf_3
vir_ABF71277.1	vir_ABF71277.1_48-127	Rhizobium phage 16-3	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG3	bac	1	NA	NA	bac_WP_153495105.1_64-127	0.3482576754	0	0	1	bac	unk	Acetyltransf_3	Acetyltransf_3
vir_ADZ31539.1	vir_ADZ31539.1_72-177	Planktothrix phage PaV-LD	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG3	bac	1	NA	NA	bac_WP_079681236.1_65-170	0.1035659371	0	0	1	bac	unk	Acetyltransf_3	Acetyltransf_3
vir_CAR95371.1	vir_CAR95371.1_63-154	Streptococcus phage phi-m46.1	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG3	bac	1	NA	NA	bac_WP_024418928.1_63-154	3.8713e-06	0	0	1	bac	unk	Acetyltransf_3	Acetyltransf_3
vir_AYV83859.1	vir_AYV83859.1_22-104	Hyperionvirus sp.	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG3	bac	0.9	NA	NA	arc_OPX81063.1_394-489	1.7108226763	0	0.1	0.9	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AUL78533.1	vir_AUL78533.1_101-193	Tupanvirus soda lake	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG3	bac	1	NA	NA	bac_WP_002992232.1_70-163	1.8219426046	0	0	1	bac	unk	Acetyltransf_3	Acetyltransf_3
vir_AUL79917.1	vir_AUL79917.1_100-192	Tupanvirus deep ocean	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG3	bac	1	NA	NA	bac_WP_002992232.1_70-163	1.7826781074	0	0	1	bac	unk	Acetyltransf_3	Acetyltransf_3
vir_ANM47633.1	vir_ANM47633.1_51-137	Streptococcus phage phiJH1301-2	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_079395263.1_51-137	0.0391206228	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_BAQ85019.1	vir_BAQ85019.1_38-90	uncultured Mediterranean phage uvMED	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_085098467.1_47-139	1.4603928893	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AXG66440.1	vir_AXG66440.1_11-79	Dickeya phage vB_DsoM_JA13	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_008473277.1_47-133	3.8862667489	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_AXG66764.1	vir_AXG66764.1_31-99	Dickeya phage vB_DsoM_JA29	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_008473277.1_47-133	3.869390795	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_ERX552270.122_contig_6594_50	vir_ERX552270.122_contig_6594_50_55-106	ERX552270.122	Iridoviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_146511995.1_45-130	3.0844724157	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ANM47634.1	vir_ANM47634.1_83-153	Streptococcus phage phiJH1301-2	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_002943593.1_58-128	4.5776e-06	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_AWN08908.1	vir_AWN08908.1_47-118	Salmonella phage STsAS	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_081196931.1_55-179	3.717323971	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_CAG27246.1	vir_CAG27246.1_89-162	Pseudomonas phage EL	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_142126579.1_89-162	0.0323067749	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_CAG27231.1	vir_CAG27231.1_61-149	Pseudomonas phage EL	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_142126871.1_61-149	0.0603182831	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AEO93856.1	vir_AEO93856.1_18-104	Bacillus virus G	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_154334637.1_47-134	3.9745119	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_ALH23722.1	vir_ALH23722.1_39-133	Pseudomonas phage PaMx11	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_154334637.1_47-134	2.1195635913	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_CEF89650.1	vir_CEF89650.1_40-134	Pseudomonas phage vB_PaeS_PAO1_Ab18	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_154334637.1_47-134	1.973368613	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AMD43377.1	vir_AMD43377.1_40-134	Pseudomonas phage ZC01	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG4	bac	1	NA	NA	bac_WP_154334637.1_47-134	2.0181564888	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AAV50586.1	vir_AAV50586.1_47-145	Acanthamoeba polyphaga mimivirus	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	bac_WP_019163774.1_40-136	0.8281508552	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_AKI80050.1	vir_AKI80050.1_48-145	Acanthamoeba polyphaga mimivirus	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	bac_WP_019163774.1_40-136	0.8065577624	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_AUL79172.1	vir_AUL79172.1_47-145	Tupanvirus deep ocean	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	bac_WP_019163774.1_40-136	0.5691294187	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_AUL77880.1	vir_AUL77880.1_49-145	Tupanvirus soda lake	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	bac_WP_019163774.1_40-136	0.6672686187	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_AGF85220.1	vir_AGF85220.1_47-144	Moumouvirus goulette	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	bac_WP_019163774.1_40-136	0.2535313015	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_AVL94900.1	vir_AVL94900.1_48-144	Moumouvirus australiensis	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	bac_WP_019163774.1_40-136	0.2524448089	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_AEQ32908.1	vir_AEQ32908.1_48-144	Megavirus chiliensis	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	bac_WP_019163774.1_40-136	0.0100559327	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_AZL89269.1	vir_AZL89269.1_48-144	Mimivirus sp. SH	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	bac_WP_019163774.1_40-136	0.0100382142	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
