gene	genomic_cluster	members	component	classification	posx	posy	species
Drer_ENSDARP00000102775.2	67	Drer_ENSDARP00000102775.2_2-109	0	H2B	-0.105186469852924	0.202882260084152	Drer
Drer_ENSDARP00000103937.2	67	Drer_ENSDARP00000103937.2_1-109	0	H2B	-0.268553733825684	0.308112740516663	Drer
Drer_ENSDARP00000104399.2	67	Drer_ENSDARP00000104399.2_1-99	4	H2AZ	-0.537616491317749	0.73748105764389	Drer
Drer_ENSDARP00000104630.1	67	Drer_ENSDARP00000104630.1_1-99	4	H2A	0.181465685367584	-0.264544397592545	Drer
Drer_ENSDARP00000107702.1	67	Drer_ENSDARP00000107702.1_2-109	0	H2B	-0.26661542057991	0.337629407644272	Drer
Drer_ENSDARP00000126712.1	67	Drer_ENSDARP00000126712.1_151-219	4	H2A	0.213125362992287	-0.34983429312706	Drer
Drer_ENSDARP00000126712.1	67	Drer_ENSDARP00000126712.1_15-138	0	H2B	-0.106772646307945	-0.162610128521919	Drer
Drer_ENSDARP00000126726.1	67	Drer_ENSDARP00000126726.1_2-109	0	H2B	-0.0632093101739883	0.226921409368515	Drer
Drer_ENSDARP00000128277.1	67	Drer_ENSDARP00000128277.1_2-109	0	H2B	0.0144325830042362	0.121306471526623	Drer
Drer_ENSDARP00000129570.1	67	Drer_ENSDARP00000129570.1_6-110	0	H2B	-0.0514003038406372	0.221815124154091	Drer
Drer_ENSDARP00000129663.1	67	Drer_ENSDARP00000129663.1_2-109	0	H2B	-0.0670375600457191	0.244326785206795	Drer
Drer_ENSDARP00000142201.1	67	Drer_ENSDARP00000142201.1_1-136	2	H3	-0.0132237430661917	-0.0595218352973461	Drer
Drer_ENSDARP00000142232.1	67	Drer_ENSDARP00000142232.1_4-109	0	H2B	-0.0753939598798752	0.237374603748322	Drer
Drer_ENSDARP00000142481.1	67	Drer_ENSDARP00000142481.1_14-94	1	H4	-0.492214554502005	0.166599298826408	Drer
Ehux_EOD03932	68	Ehux_EOD03932_26-103	1	H4	0.244736043885811	0.16552363022508	Ehux
Ehux_EOD21027	69	Ehux_EOD21027_1-117	2	H3	-0.0125379422679543	-0.0135741904377937	Ehux
Ehux_EOD21028	69	Ehux_EOD21028_106-176	1	H4	0.565102172754866	-0.349415898585799	Ehux
Ehux_EOD22945	68	Ehux_EOD22945_1-142	2	H3	0.0141704669222236	-0.0631396099925041	Ehux
Ehux_EOD22956	68	Ehux_EOD22956_1-97	4	H2A	0.34602889418602	-0.189808562397957	Ehux
Emue_0001g2522a	70	Emue_0001g2522a_12-106	0	H2B	0.019824992865324	0.310679107904434	Emue
Emue_0001g2523a	70	Emue_0001g2523a_1-98	4	H2A	0.181018680334091	-0.283124029636383	Emue
Emue_0007g126a	71	Emue_0007g126a_1-98	4	H2AZ	-0.545847952365875	0.741863131523132	Emue
Emue_0007g127a	71	Emue_0007g127a_12-106	0	H2B	0.362656056880951	-0.769545257091522	Emue
Emue_0007g151a	71	Emue_0007g151a_1-98	4	H2AZ	-0.547122359275818	0.751648247241974	Emue
Emue_0007g190a	71	Emue_0007g190a_1-107	0	H2B	-0.00227728439494967	0.308017373085022	Emue
Emue_0007g191a	71	Emue_0007g191a_1-44	4	H2A	0.367334514856339	-0.15746197104454	Emue
Emue_0007g192a	71	Emue_0007g192a_59-146	4	H2A	0.176210626959801	-0.226110979914665	Emue
Emue_0007g207a	71	Emue_0007g207a_149-215	4	H2A	0.12623505294323	-0.218881279230118	Emue
Emue_0007g208a	71	Emue_0007g208a_12-80	0	H2B	-0.0018092084210366	0.59468811750412	Emue
Emue_0007g209a	72	Emue_0007g209a_1-98	4	H2A	0.334058940410614	-0.194325625896454	Emue
Emue_0007g216a	72	Emue_0007g216a_11-105	0	H2B	-0.0304498728364706	0.526479661464691	Emue
Emue_0007g228a	72	Emue_0007g228a_11-106	0	H2B	0.0395325981080532	0.381192743778229	Emue
Emue_0008g1238a	73	Emue_0008g1238a_1-98	4	H2A	0.176691681146622	-0.152670651674271	Emue
Emue_0008g1239a	73	Emue_0008g1239a_7-106	0	H2B	-0.198672518134117	-0.0999789461493492	Emue
Emue_0008g1254a	73	Emue_0008g1254a_1-98	4	H2AZ	-0.519595921039581	0.681539058685303	Emue
Emue_0012g533a	74	Emue_0012g533a_1-136	2	H3	-0.00499082123860717	-0.0526902861893177	Emue
Emue_0014g552a	71	Emue_0014g552a_1-98	4	H2A	0.0126002272590995	-0.117434956133366	Emue
Emue_0014g878a	71	Emue_0014g878a_1-98	4	H2A	0.344388246536255	-0.186144024133682	Emue
Emue_0018g273a	75	Emue_0018g273a_26-103	1	H4	-0.0572898870249463	-0.170041831582828	Emue
Emul_CDI96644.1	76	Emul_CDI96644.1_26-103	1	H4	-0.091487647557915	-0.236345780729925	Emul
Emul_CDS35647.1	76	Emul_CDS35647.1_29-131	0	H2B	-0.135190278291702	0.232052624225616	Emul
Emul_CDS36059.2	76	Emul_CDS36059.2_13-114	4	H2A	0.212996587157249	-0.221182212233543	Emul
Emul_CDS36085.1	76	Emul_CDS36085.1_27-131	0	H2B	-0.208949640393257	0.208383247256279	Emul
Emul_CDS36284.1	76	Emul_CDS36284.1_24-130	0	H2B	-0.294811487197876	0.240736246109009	Emul
Emul_CDS37479.1	77	Emul_CDS37479.1_1-98	4	H2A	0.216377571225166	-0.225208312273026	Emul
Emul_CDS37480.1	77	Emul_CDS37480.1_5-107	0	H2B	0.196684285998344	0.364921599626541	Emul
Emul_CUT98447.1	78	Emul_CUT98447.1_5-78	4	H2A	0.340222239494324	-0.260217100381851	Emul
Emul_CUT98469.1	79	Emul_CUT98469.1_3-96	4	H2A	0.190593913197517	-0.284914821386337	Emul
Emul_CUT99837.1	80	Emul_CUT99837.1_1-90	4	H2A	-0.0577312298119068	-0.110016413033009	Emul
Esil_CBJ32072	81	Esil_CBJ32072_6-111	4	H2A	0.281462639570236	-0.267819225788116	Esil
Esil_CBJ32075	81	Esil_CBJ32075_1-136	2	H3	-0.0185060873627663	-0.018453985452652	Esil
Esil_CBJ32076	81	Esil_CBJ32076_1-102	0	H2B	-0.284980416297913	0.10526130348444	Esil
Esil_CBJ32077	81	Esil_CBJ32077_2-97	4	H2A	0.0211793016642332	-0.141303077340126	Esil
Esil_CBJ33198	81	Esil_CBJ33198_29-106	1	H4	0.29132261760822	0.22543836473726	Esil
Esil_CBJ48885	81	Esil_CBJ48885_2-97	4	H2A	0.2490154504776	-0.240679696202278	Esil
Esil_CBJ48887	81	Esil_CBJ48887_1-120	2	H3	-0.000928322959225625	-0.0406485535204411	Esil
Esil_CBN74671	81	Esil_CBN74671_2-97	4	H2A	-0.05654376745224	-0.119214601814747	Esil
Esil_CBN77408	81	Esil_CBN77408_2-97	4	H2A	0.199344485998154	-0.249621570110321	Esil
Exapal_XP_020893576.1	82	Exapal_XP_020893576.1_1-136	2	H3	0.0267367344349623	-0.0883364379405975	Exapal
Exapal_XP_020893577.1	82	Exapal_XP_020893577.1_1-98	4	H2A	0.168788686394691	-0.21318231523037	Exapal
Exapal_XP_020893578.1	82	Exapal_XP_020893578.1_26-103	1	H4	-0.10944131651898	-0.280782967470448	Exapal
Exapal_XP_020893626.1	82	Exapal_XP_020893626.1_1-136	2	H3	0.0101848812773824	-0.0783969759941101	Exapal
Exapal_XP_020894112.1	82	Exapal_XP_020894112.1_1-136	2	H3	0.0133159551769495	-0.0536574795842171	Exapal
Exapal_XP_020894113.1	82	Exapal_XP_020894113.1_1-98	4	H2AZ	-0.522880971431732	0.682709157466888	Exapal
Exapal_XP_020894114.1	82	Exapal_XP_020894114.1_1-109	0	H2B	-0.135451465845108	0.221969187259674	Exapal
Exapal_XP_020896799.1	82	Exapal_XP_020896799.1_1-98	4	H2A	0.14218345284462	-0.217418611049652	Exapal
Exapal_XP_020896800.1	82	Exapal_XP_020896800.1_30-107	1	H4	-0.0470931107059517	-0.653203916319014	Exapal
Exapal_XP_020896800.1	82	Exapal_XP_020896800.1_94-207	0	H2B	-0.232170015573502	0.294829070568085	Exapal
Exapal_XP_020899522.1	82	Exapal_XP_020899522.1_53-166	0	H2B	-0.2553331553936	0.305647641420364	Exapal
Exapal_XP_020899546.1	82	Exapal_XP_020899546.1_1-98	4	H2A	0.145004138350487	-0.167463153600693	Exapal
Exapal_XP_020908223.1	83	Exapal_XP_020908223.1_1-99	4	H2A	0.206168368458748	-0.328786849975586	Exapal
Exapal_XP_020908224.1	83	Exapal_XP_020908224.1_1-106	0	H2B	-0.107591412961483	0.165042951703072	Exapal
Exapal_XP_020913118.1	82	Exapal_XP_020913118.1_1-98	4	H2A	0.141729652881622	-0.227668061852455	Exapal
Exapal_XP_020913618.1	84	Exapal_XP_020913618.1_14-109	0	H2B	0.180056601762772	-0.402743309736252	Exapal
Exapal_XP_020913656.1	84	Exapal_XP_020913656.1_7-98	4	H2A	-0.0291726961731911	-0.156536400318146	Exapal
Exapal_XP_020917666.1	82	Exapal_XP_020917666.1_1-98	4	H2A	0.201679781079292	-0.235209196805954	Exapal
Gpro_KXS09017	85	Gpro_KXS09017_1-122	0	H2B	0.132701694965363	0.130626901984215	Gpro
Gpro_KXS13514	86	Gpro_KXS13514_26-103	1	H4	-0.27873467619309	0.266923899087407	Gpro
Gpro_KXS13515	86	Gpro_KXS13515_1-136	2	H3	0.0548634715378284	-0.0476382672786713	Gpro
Gpro_KXS14520	85	Gpro_KXS14520_6-103	4	H2A	0.198786035180092	-0.240023121237755	Gpro
Gpro_KXS14521	85	Gpro_KXS14521_1-122	0	H2B	0.155345425009727	0.120098866522312	Gpro
Gracho_PXF43757.1	87	Gracho_PXF43757.1_25-103	1	H4	0.208214452963501	0.537861803209077	Gracho
Gracho_PXF43758.1	87	Gracho_PXF43758.1_1-136	2	H3	-0.0137501377612352	-0.0338922627270222	Gracho
Gracho_PXF47806.1	88	Gracho_PXF47806.1_7-110	0	H2B	0.301613986492157	0.0414489209651947	Gracho
Gracho_PXF47807.1	88	Gracho_PXF47807.1_1-91	4	H2A	-0.0367828570306301	-0.115657791495323	Gracho
Gracho_PXF49105.1	89	Gracho_PXF49105.1_4-112	0	H2B	0.106684610247612	0.0851986035704613	Gracho
Gracho_PXF49106.1	89	Gracho_PXF49106.1_1-93	4	H2A	0.204015091061592	-0.201354444026947	Gracho
Gthe_EKX50507	90	Gthe_EKX50507_1-110	0	H2B	-0.254325121641159	-0.0757255703210831	Gthe
Hduj_OQV17567.1	91	Hduj_OQV17567.1_4-99	4	H2A	0.260324835777283	-0.194161251187325	Hduj
Hduj_OQV17568.1	91	Hduj_OQV17568.1_1-110	0	H2B	-0.104414656758308	0.137065514922142	Hduj
Hduj_OQV20926.1	92	Hduj_OQV20926.1_1-136	2	H3	0.00159303529653698	-0.0284463781863451	Hduj
Hduj_OQV20927.1	92	Hduj_OQV20927.1_26-103	1	H4	-0.307630074675268	-0.369583689184502	Hduj
Hduj_OQV24683.1	92	Hduj_OQV24683.1_1-73	2	H3	0.00153369701001793	-0.0453521944582462	Hduj
Helrob_HelroP126929	93	Helrob_HelroP126929_4-98	4	H2A	0.22015355527401	-0.253643959760666	Helrob
Helrob_HelroP158271	93	Helrob_HelroP158271_1-105	0	H2B	-0.311838269233704	0.196907326579094	Helrob
Helrob_HelroP172804	93	Helrob_HelroP172804_27-106	1	H4	-0.0387135828796034	-0.568458407245578	Helrob
Helrob_HelroP172808	93	Helrob_HelroP172808_27-106	1	H4	0.043929391427007	-0.532413960900295	Helrob
Helrob_HelroP70817	94	Helrob_HelroP70817_1-69	0	H2B	-0.648081064224243	0.0571536719799042	Helrob
Helrob_HelroP70875	94	Helrob_HelroP70875_31-103	1	H4	0.0683073941268011	-0.637952861479439	Helrob
Helrob_HelroP79198	93	Helrob_HelroP79198_1-136	2	H3	0.0232002176344395	-0.0547493435442448	Helrob
Helrob_HelroP79262	93	Helrob_HelroP79262_1-117	2	H3	0.0541572049260139	-0.093824714422226	Helrob
Helrob_HelroP79367	93	Helrob_HelroP79367_1-67	2	other_CENP	-0.0435191169381142	0.279349744319916	Helrob
Helrob_HelroP84695	93	Helrob_HelroP84695_25-103	1	H4	-0.365548140158535	0.1924480005067	Helrob
Honfer_GBG34895	95	Honfer_GBG34895_6-106	0	H2B	0.22542767226696	-0.219395503401756	Honfer
Honfer_GBG34896	95	Honfer_GBG34896_3-100	4	H2A	0.0299007743597031	-0.138782352209091	Honfer
Hsap_ENSP00000244537.6	96	Hsap_ENSP00000244537.6_26-103	1	H4	-0.172081806019609	-0.267010368827802	Hsap
Hsap_ENSP00000274764.3	97	Hsap_ENSP00000274764.3_1-112	0	H2B	0.00907538924366236	0.155006468296051	Hsap
Hsap_ENSP00000289316.2	96	Hsap_ENSP00000289316.2_2-111	0	H2B	0.125762730836868	-0.210519671440125	Hsap
Hsap_ENSP00000297012.4	97	Hsap_ENSP00000297012.4_1-99	4	H2A	0.184467151761055	-0.277463167905807	Hsap
Hsap_ENSP00000303373.2	96	Hsap_ENSP00000303373.2_1-99	4	H2A	0.201090380549431	-0.276764184236526	Hsap
Hsap_ENSP00000321389.5	96	Hsap_ENSP00000321389.5_1-99	4	H2A	0.21112747490406	-0.251715421676636	Hsap
Hsap_ENSP00000321744.4	96	Hsap_ENSP00000321744.4_1-111	0	H2B	-0.149581775069237	-0.108009599149227	Hsap
Hsap_ENSP00000328484.4	96	Hsap_ENSP00000328484.4_1-99	4	H2A	0.212540909647942	-0.253569662570953	Hsap
Hsap_ENSP00000332194.3	96	Hsap_ENSP00000332194.3_1-99	4	H2A	0.274120569229126	-0.175867334008217	Hsap
Hsap_ENSP00000332790.4	96	Hsap_ENSP00000332790.4_1-99	4	H2A	0.195718944072723	-0.249924004077911	Hsap
Hsap_ENSP00000333277.2	96	Hsap_ENSP00000333277.2_1-136	2	H3	0.04282546043396	-0.0371112078428268	Hsap
Hsap_ENSP00000341094.2	96	Hsap_ENSP00000341094.2_1-99	4	H2A	0.00933873001486063	-0.126149624586105	Hsap
Hsap_ENSP00000342886.3	96	Hsap_ENSP00000342886.3_1-111	0	H2B	-0.0665137246251106	0.560405611991882	Hsap
Hsap_ENSP00000347119.3	98	Hsap_ENSP00000347119.3_1-133	0	H2B	0.0398113913834095	0.366798311471939	Hsap
Hsap_ENSP00000349430.2	96	Hsap_ENSP00000349430.2_1-111	0	H2B	-0.326677322387695	0.477434426546097	Hsap
Hsap_ENSP00000351589.3	96	Hsap_ENSP00000351589.3_1-99	4	macroH2A	-0.00675082905218005	0.0661762654781342	Hsap
Hsap_ENSP00000352252.3	96	Hsap_ENSP00000352252.3_1-136	2	H3	0.549426794052124	0.146266892552376	Hsap
Hsap_ENSP00000354723.3	98	Hsap_ENSP00000354723.3_14-154	0	H2B	-0.0493886023759842	0.205354705452919	Hsap
Hsap_ENSP00000355656.2	99	Hsap_ENSP00000355656.2_1-99	4	H2A	0.200303494930267	-0.275433093309402	Hsap
Hsap_ENSP00000355657.2	99	Hsap_ENSP00000355657.2_1-136	2	H3	0.00284658139571548	-0.0659605488181114	Hsap
Hsap_ENSP00000358151.2	96	Hsap_ENSP00000358151.2_1-111	0	H2B	-0.319117665290833	0.461427390575409	Hsap
Hsap_ENSP00000358155.2	96	Hsap_ENSP00000358155.2_1-99	4	H2AZ	-0.527229011058807	0.706360578536987	Hsap
Hsap_ENSP00000366618.2	96	Hsap_ENSP00000366618.2_2-111	0	H2B	-0.361690551042557	0.388244688510895	Hsap
Hsap_ENSP00000373730.3	96	Hsap_ENSP00000373730.3_1-99	4	H2A	0.228349402546883	-0.247787445783615	Hsap
Hsap_ENSP00000445831.1	96	Hsap_ENSP00000445831.1_2-111	0	H2B	-0.186906054615974	0.333824634552002	Hsap
Hsap_ENSP00000475942.1	96	Hsap_ENSP00000475942.1_1-111	0	H2B	-0.539315819740295	0.244243144989014	Hsap
Hsap_ENSP00000477527.2	96	Hsap_ENSP00000477527.2_2-111	0	H2B	-0.321563690900803	0.469323068857193	Hsap
Hsap_ENSP00000477907.2	96	Hsap_ENSP00000477907.2_6-111	0	H2B	-0.314944595098495	0.444946438074112	Hsap
Hsap_ENSP00000479169.1	96	Hsap_ENSP00000479169.1_2-111	0	H2B	-0.316564530134201	0.464790493249893	Hsap
Hsap_ENSP00000479284.1	99	Hsap_ENSP00000479284.1_1-111	0	H2B	-0.0856241285800934	0.211963519454002	Hsap
Hsap_ENSP00000482674.2	96	Hsap_ENSP00000482674.2_1-111	0	H2B	-0.332671314477921	0.407947897911072	Hsap
Hsap_ENSP00000489536.1	96	Hsap_ENSP00000489536.1_1-99	4	H2A	0.215676739811897	-0.294906735420227	Hsap
Hydvul_Sc4wPfr_24.g32543.t1	100	Hydvul_Sc4wPfr_24.g32543.t1_1-97	4	H2A	0.232959941029549	-0.1524997651577	Hydvul
Hydvul_Sc4wPfr_24.g32544.t1	100	Hydvul_Sc4wPfr_24.g32544.t1_1-97	4	H2A	0.233186542987823	-0.150660380721092	Hydvul
Hydvul_Sc4wPfr_433.g11154.t1	101	Hydvul_Sc4wPfr_433.g11154.t1_1-56	4	H2A	0.213052928447723	-0.125153779983521	Hydvul
Hydvul_Sc4wPfr_433.g11155.t1	101	Hydvul_Sc4wPfr_433.g11155.t1_6-119	0	H2B	-0.0107892211526632	0.457949846982956	Hydvul
Hydvul_Sc4wPfr_488.g29965.t1	102	Hydvul_Sc4wPfr_488.g29965.t1_5-119	0	H2B	-0.307745933532715	0.436642855405807	Hydvul
Hydvul_Sc4wPfr_488.g29966.t1	102	Hydvul_Sc4wPfr_488.g29966.t1_1-98	4	H2A	0.26378071308136	-0.167959690093994	Hydvul
Klenit_GAQ79228.1	103	Klenit_GAQ79228.1_7-73	2	H3	-0.0050040534697473	-0.0205639041960239	Klenit
Klenit_GAQ80377.1	104	Klenit_GAQ80377.1_80-196	2	H3	-0.0396412499248981	0.0433299392461777	Klenit
Klenit_GAQ82270.1	105	Klenit_GAQ82270.1_25-149	0	H2B	0.311675399541855	-0.641792118549347	Klenit
Klenit_GAQ82271.1	105	Klenit_GAQ82271.1_1-96	4	H2A	0.232501804828644	-0.251976370811462	Klenit
Klenit_GAQ82314.1	106	Klenit_GAQ82314.1_11-114	4	H2A	0.192419067025185	-0.262709349393845	Klenit
Klenit_GAQ84028.1	107	Klenit_GAQ84028.1_8-147	0	H2B	0.250966429710388	0.28135758638382	Klenit
Klenit_GAQ87552.1	108	Klenit_GAQ87552.1_163-315	2	H3	-0.047237578779459	-0.0753932595252991	Klenit
Klenit_GAQ87552.1	108	Klenit_GAQ87552.1_1-145	2	H3	0.0593512617051601	-0.0514274388551712	Klenit
Klenit_GAQ88012.1	109	Klenit_GAQ88012.1_26-103	1	H4	0.328219615504357	0.220503171117606	Klenit
Klenit_GAQ88311.1	109	Klenit_GAQ88311.1_1-136	2	H3	-0.00602582888677716	-0.0350103862583637	Klenit
Klenit_GAQ88594.1	110	Klenit_GAQ88594.1_11-79	2	other_CENP	-0.151667505502701	0.00114396680146456	Klenit
Klenit_GAQ89159.1	111	Klenit_GAQ89159.1_142-274	2	H3	0.0958713665604591	-0.0168007854372263	Klenit
Klenit_GAQ89160.1	111	Klenit_GAQ89160.1_188-242	2	H3	-0.0253734029829502	-0.114638991653919	Klenit
Klenit_GAQ89306.1	112	Klenit_GAQ89306.1_1-136	2	H3	-0.0143011352047324	-0.0235940832644701	Klenit
Klenit_GAQ90781.1	113	Klenit_GAQ90781.1_13-135	2	H3	-0.0188313107937574	-0.0186814144253731	Klenit
Klenit_GAQ91679.1	114	Klenit_GAQ91679.1_1-119	2	H3	-0.095369778573513	-0.0412216745316982	Klenit
Klenit_GAQ91731.1	115	Klenit_GAQ91731.1_217-313	2	H3	0.11411115527153	-0.0695419311523438	Klenit
Klenit_GAQ92181.1	116	Klenit_GAQ92181.1_70-183	2	H3	0.0276247411966324	-0.0332004688680172	Klenit
Klenit_GAQ92388.1	117	Klenit_GAQ92388.1_7-89	2	H3	0.00323238340206444	0.0473754853010178	Klenit
Klenit_GAQ92405.1	118	Klenit_GAQ92405.1_200-282	2	other_CENP	0.145072892308235	0.0177334491163492	Klenit
Klenit_GAQ92406.1	118	Klenit_GAQ92406.1_321-454	2	H3	-0.0309466477483511	-0.0221947748214006	Klenit
Klenit_GAQ92407.1	118	Klenit_GAQ92407.1_40-191	2	H3	0.0802680924534798	-0.0298496149480343	Klenit
Klenit_GAQ93071.1	119	Klenit_GAQ93071.1_315-388	2	H3	0.272672027349472	-0.0815276354551315	Klenit
Klenit_GAQ93071.1	119	Klenit_GAQ93071.1_454-516	2	H3	0.195289582014084	-0.0594695247709751	Klenit
Klenit_GAQ93086.1	120	Klenit_GAQ93086.1_117-174	2	H3	0.0230947732925415	-0.0430849343538284	Klenit
Lgig_LotgiP145440	121	Lgig_LotgiP145440_1-136	2	H3	-0.0289808362722397	-0.0317203179001808	Lgig
Lgig_LotgiP145453	121	Lgig_LotgiP145453_1-72	2	H3	-0.0340971574187279	0.0425835587084293	Lgig
Lgig_LotgiP145781	122	Lgig_LotgiP145781_1-68	2	other_CENP	-0.0192466769367456	0.0460898913443089	Lgig
Lgig_LotgiP145782	122	Lgig_LotgiP145782_1-72	2	H3	0.0100916353985667	-0.123899273574352	Lgig
Lgig_LotgiP146043	121	Lgig_LotgiP146043_1-58	2	H3	-0.0561327338218689	0.353984415531158	Lgig
Lgig_LotgiP146485	121	Lgig_LotgiP146485_2-98	4	H2A	0.103897392749786	-0.127962380647659	Lgig
Lgig_LotgiP147338	121	Lgig_LotgiP147338_4-107	0	H2B	-0.4652439057827	0.221995607018471	Lgig
Lgig_LotgiP147922	121	Lgig_LotgiP147922_2-98	4	H2A	0.312348425388336	-0.184497490525246	Lgig
Lgig_LotgiP148108	121	Lgig_LotgiP148108_26-103	1	H4	-0.241654737412243	0.335723935456589	Lgig
Lgig_LotgiP175997	121	Lgig_LotgiP175997_100-201	0	H2B	-0.42359247803688	0.21073243021965	Lgig
Lgig_LotgiP175997	121	Lgig_LotgiP175997_30-106	1	H4	-0.150865748983525	-0.53709248738066	Lgig
Lgig_LotgiP176431	121	Lgig_LotgiP176431_6-107	0	H2B	-0.372871547937393	0.22066767513752	Lgig
Lgig_LotgiP176845	121	Lgig_LotgiP176845_1-136	2	H3	0.0975845232605934	-0.0928250551223755	Lgig
Linana_g18735.t1	123	Linana_g18735.t1_26-103	1	H4	-0.30535974341118	-0.345560836865113	Linana
Linana_g18758.t1	123	Linana_g18758.t1_1-98	4	H2A	0.243579626083374	-0.233997896313667	Linana
Lmaj_CAJ02838	124	Lmaj_CAJ02838_1-130	2	H3	0.0658063143491745	-0.0552461743354797	Lmaj
Lmaj_CAJ03576	124	Lmaj_CAJ03576_1-130	2	H3	0.0284765642136335	-0.0942419394850731	Lmaj
Lmaj_CAJ04441	125	Lmaj_CAJ04441_1-101	4	H2A	0.0745754912495613	-0.276579082012177	Lmaj
Lmaj_CAJ07088	126	Lmaj_CAJ07088_1-94	0	H2B	-0.548036098480225	0.198493495583534	Lmaj
Lmaj_CBZ12512	127	Lmaj_CBZ12512_1-101	4	H2A	0.056655827909708	-0.286425173282623	Lmaj
Lmaj_CBZ12513	127	Lmaj_CBZ12513_1-101	4	H2A	0.29241356253624	-0.191723480820656	Lmaj
Lmaj_CBZ12514	127	Lmaj_CBZ12514_1-101	4	H2A	0.204663917422295	-0.192878141999245	Lmaj
Lpol_XP_013776727.1	128	Lpol_XP_013776727.1_1-109	0	H2B	-0.491883128881454	0.360117584466934	Lpol
Lpol_XP_013776729.1	128	Lpol_XP_013776729.1_2-98	4	H2A	0.208404615521431	-0.15726912021637	Lpol
Marpol_PTQ27186	129	Marpol_PTQ27186_27-103	1	H4	0.491771276382451	-0.165074647990513	Marpol
Marpol_PTQ27188	129	Marpol_PTQ27188_1-131	0	H2B	0.333362430334091	-0.802748560905457	Marpol
Mbre_EDQ85108	130	Mbre_EDQ85108_25-103	1	H4	-0.268453023854529	0.327286755509303	Mbre
Mbre_EDQ85965	131	Mbre_EDQ85965_1-136	2	H3	0.0183791406452656	-0.0544261895120144	Mbre
Mbre_EDQ86043	131	Mbre_EDQ86043_1-105	0	H2B	0.339262545108795	-0.7720587849617	Mbre
Mbre_EDQ86044	130	Mbre_EDQ86044_1-100	4	H2A	0.224084317684174	-0.121898464858532	Mbre
Mcir_OAD00957	132	Mcir_OAD00957_1-136	2	H3	-0.0586232841014862	0.345743864774704	Mcir
Mcir_OAD03484	132	Mcir_OAD03484_26-103	1	H4	-0.470165186830496	0.10909873260093	Mcir
Mcir_OAD03486	132	Mcir_OAD03486_5-100	4	H2AZ	-0.536916613578796	0.734699368476868	Mcir
Mgut_XP_012831980.1	133	Mgut_XP_012831980.1_11-107	4	H2A	-0.0205149929970503	-0.135203555226326	Mgut
Mgut_XP_012831981.1	133	Mgut_XP_012831981.1_1-108	4	H2A	-0.0705821961164474	-0.107056424021721	Mgut
Mgut_XP_012834789.1	134	Mgut_XP_012834789.1_1-135	0	H2B	0.319650322198868	-0.670774698257446	Mgut
Mgut_XP_012837292.1	135	Mgut_XP_012837292.1_5-105	4	H2A	-0.0427269786596298	-0.100596889853477	Mgut
Mgut_XP_012837303.1	135	Mgut_XP_012837303.1_1-105	4	macroH2A	0.140865981578827	-0.175262153148651	Mgut
Morelo_OAQ25419	136	Morelo_OAQ25419_23-101	1	H4	-0.163856995668003	0.385709941779274	Morelo
Morelo_OAQ25420	136	Morelo_OAQ25420_1-136	2	H3	0.053994283080101	-0.0419690869748592	Morelo
Morelo_OAQ31267	136	Morelo_OAQ31267_25-103	1	H4	-0.236886668480735	0.496551739852139	Morelo
Morelo_OAQ31272	137	Morelo_OAQ31272_1-121	0	H2B	0.0545697174966335	0.140035375952721	Morelo
Morelo_OAQ31273	137	Morelo_OAQ31273_5-101	4	H2A	0.185211330652237	-0.221182525157928	Morelo
Morvir_scaffold298.g4.t1	138	Morvir_scaffold298.g4.t1_2-98	4	macroH2A	0.155482053756714	-0.266116946935654	Morvir
Morvir_scaffold37.g44.t1	139	Morvir_scaffold37.g44.t1_1-98	4	H2A	-0.0570471063256264	-0.0968357622623444	Morvir
Morvir_scaffold37.g45.t1	139	Morvir_scaffold37.g45.t1_6-123	0	H2B	-0.155776813626289	0.194826662540436	Morvir
Morvir_scaffold376.g1.t1	140	Morvir_scaffold376.g1.t1_2-97	4	H2A	-0.069023884832859	-0.0882229506969452	Morvir
Morvir_scaffold376.g2.t1	140	Morvir_scaffold376.g2.t1_3-98	4	H2A	0.190285593271255	-0.264822691679001	Morvir
Morvir_scaffold402.g10.t1	138	Morvir_scaffold402.g10.t1_1-136	2	H3	0.00795297790318727	-0.0500605888664722	Morvir
Morvir_scaffold402.g12.t1	138	Morvir_scaffold402.g12.t1_26-121	0	H2B	0.2147176861763	0.313059091567993	Morvir
Mpus_XP_003054974.1	141	Mpus_XP_003054974.1_1-97	4	H2A	0.286122739315033	-0.261452227830887	Mpus
Mpus_XP_003055512.1	141	Mpus_XP_003055512.1_1-102	0	H2B	-0.0790226459503174	0.2442636936903	Mpus
Mpus_XP_003059221.1	142	Mpus_XP_003059221.1_1-136	2	H3	-0.0275906268507242	-0.0279704332351685	Mpus
Mpus_XP_003059520.1	142	Mpus_XP_003059520.1_26-103	1	H4	0.266256969327839	0.157187946906482	Mpus
Ncra_EAA26766	143	Ncra_EAA26766_24-103	1	H4	-0.309261771456221	0.534295815819908	Ncra
Ncra_EAA26767	143	Ncra_EAA26767_1-136	2	H3	0.0669666156172752	-0.0665702670812607	Ncra
Ngad_EWM21571	144	Ngad_EWM21571_8-100	4	H2A	0.0348827913403511	-0.161049753427505	Ngad
Ngad_EWM21651	144	Ngad_EWM21651_1-102	0	H2B	-0.350512504577637	0.401369899511337	Ngad
