Ngad_EWM30662	Ngad_1_1
Ngad_EWM23674	Ngad_8_89
Ngad_EWM23685	Ngad_8_90
Ngad_EWM23681	Ngad_8_91
Ngad_EWM23666	Ngad_8_92
Ngad_EWM23668	Ngad_8_93
Ngad_EWM23673	Ngad_8_94
Ngad_EWM23663	Ngad_8_95
Ngad_EWM23679	Ngad_8_96
Ngad_EWM23695	Ngad_8_97
Ngad_EWM23675	Ngad_8_98
Ngad_EWM23700	Ngad_8_99
Ngad_EWM23690	Ngad_8_100
Ngad_EWM23694	Ngad_8_101
Ngad_EWM23699	Ngad_8_102
Ngad_EWM23683	Ngad_8_103
Ngad_EWM23708	Ngad_8_104
Ngad_EWM23707	Ngad_8_105
Ngad_EWM23669	Ngad_8_106
Ngad_EWM23662	Ngad_8_107
Ngad_EWM23696	Ngad_8_108
Ngad_EWM23693	Ngad_8_109
Ngad_EWM23684	Ngad_8_110
Ngad_EWM23702	Ngad_8_111
Ngad_EWM23661	Ngad_8_112
Ngad_EWM23660	Ngad_8_113
Ngad_EWM23650	Ngad_8_114
Ngad_EWM23651	Ngad_8_115
Ngad_EWM23656	Ngad_8_116
Ngad_EWM23655	Ngad_8_117
Ngad_EWM23646	Ngad_8_118
Ngad_EWM23658	Ngad_8_119
Ngad_EWM23647	Ngad_8_120
Ngad_EWM23649	Ngad_8_121
Ngad_EWM23657	Ngad_8_122
Ngad_EWM23648	Ngad_8_123
Ngad_EWM23654	Ngad_8_124
Ngad_EWM23653	Ngad_8_125
Ngad_EWM23652	Ngad_8_126
Ngad_EWM23659	Ngad_8_127
Ngad_EWM23645	Ngad_8_128
Ngad_EWM23640	Ngad_8_129
Ngad_EWM23631	Ngad_8_130
Ngad_EWM23632	Ngad_8_131
Ngad_EWM23641	Ngad_8_132
Ngad_EWM23635	Ngad_8_133
Ngad_EWM23633	Ngad_8_134
Ngad_EWM23638	Ngad_8_135
Ngad_EWM23642	Ngad_8_136
Ngad_EWM23636	Ngad_8_137
Ngad_EWM23634	Ngad_8_138
Ngad_EWM23637	Ngad_8_139
Ngad_EWM23644	Ngad_8_140
Ngad_EWM23643	Ngad_8_141
Ngad_EWM23639	Ngad_8_142
Ngad_EWM23617	Ngad_8_143
Ngad_EWM23628	Ngad_8_144
Ngad_EWM23621	Ngad_8_145
Ngad_EWM23624	Ngad_8_146
Ngad_EWM23619	Ngad_8_147
Ngad_EWM23626	Ngad_8_148
Ngad_EWM23622	Ngad_8_149
Ngad_EWM23623	Ngad_8_150
Ngad_EWM23627	Ngad_8_151
Ngad_EWM23618	Ngad_8_152
Ngad_EWM23625	Ngad_8_153
Ngad_EWM23620	Ngad_8_154
Ngad_EWM23630	Ngad_8_155
Ngad_EWM23629	Ngad_8_156
Ngad_EWM23616	Ngad_8_157
Ngad_EWM23615	Ngad_8_158
Ngad_EWM23612	Ngad_8_159
Ngad_EWM23614	Ngad_8_160
Ngad_EWM23613	Ngad_8_161
Ngad_EWM23608	Ngad_8_162
Ngad_EWM23609	Ngad_8_163
Ngad_EWM23611	Ngad_8_164
Ngad_EWM23610	Ngad_8_165
Ngad_EWM23607	Ngad_8_166
Ngad_EWM23605	Ngad_8_167
Ngad_EWM23606	Ngad_8_168
Ngad_EWM23595	Ngad_8_169
Ngad_EWM23596	Ngad_8_170
Ngad_EWM23603	Ngad_8_171
Ngad_EWM23592	Ngad_8_172
Ngad_EWM23588	Ngad_8_173
Ngad_EWM23600	Ngad_8_174
Ngad_EWM23601	Ngad_8_175
Ngad_EWM23602	Ngad_8_176
Ngad_EWM23593	Ngad_8_177
Ngad_EWM23597	Ngad_8_178
Ngad_EWM23594	Ngad_8_179
Ngad_EWM23599	Ngad_8_180
Ngad_EWM23598	Ngad_8_181
Ngad_EWM23587	Ngad_8_182
Ngad_EWM23589	Ngad_8_183
Ngad_EWM23586	Ngad_8_184
Ngad_EWM23585	Ngad_8_185
Ngad_EWM23582	Ngad_8_186
Ngad_EWM23584	Ngad_8_187
Ngad_EWM23580	Ngad_8_188
Ngad_EWM23583	Ngad_8_189
Ngad_EWM23581	Ngad_8_190
Ngad_EWM23576	Ngad_8_191
Ngad_EWM23578	Ngad_8_192
Ngad_EWM23579	Ngad_8_193
Ngad_EWM23577	Ngad_8_194
Ngad_EWM23575	Ngad_8_195
Ngad_EWM23574	Ngad_8_196
Ngad_EWM23573	Ngad_8_197
Ngad_EWM23569	Ngad_8_198
Ngad_EWM23572	Ngad_8_199
Ngad_EWM23571	Ngad_8_200
Ngad_EWM23570	Ngad_8_201
Ngad_EWM23568	Ngad_8_202
Ngad_EWM23567	Ngad_8_203
Ngad_EWM23566	Ngad_8_204
Ngad_EWM23565	Ngad_8_205
Ngad_EWM23564	Ngad_8_206
Ngad_EWM23563	Ngad_8_207
Ngad_EWM23561	Ngad_8_208
Ngad_EWM23562	Ngad_8_209
Ngad_EWM23560	Ngad_8_210
Ngad_EWM23559	Ngad_8_211
Ngad_EWM23558	Ngad_8_212
Ngad_EWM23555	Ngad_8_213
Ngad_EWM23557	Ngad_8_214
Ngad_EWM23556	Ngad_8_215
Ngad_EWM23550	Ngad_8_216
Ngad_EWM23551	Ngad_8_217
Ngad_EWM23552	Ngad_8_218
Ngad_EWM23549	Ngad_8_219
Ngad_EWM23548	Ngad_8_220
Ngad_EWM23547	Ngad_8_221
Ngad_EWM23546	Ngad_8_222
Ngad_EWM23543	Ngad_8_223
Ngad_EWM23544	Ngad_8_224
Ngad_EWM23545	Ngad_8_225
Ngad_EWM23541	Ngad_8_226
Ngad_EWM23540	Ngad_8_227
Ngad_EWM23539	Ngad_8_228
Ngad_EWM23538	Ngad_8_229
Ngad_EWM23533	Ngad_8_230
Ngad_EWM23537	Ngad_8_231
Ngad_EWM23536	Ngad_8_232
Ngad_EWM23532	Ngad_8_233
Ngad_EWM23535	Ngad_8_234
Ngad_EWM23534	Ngad_8_235
Ngad_EWM23531	Ngad_8_236
Ngad_EWM23530	Ngad_8_237
Ngad_EWM23529	Ngad_8_238
Ngad_EWM23528	Ngad_8_239
Ngad_EWM23526	Ngad_8_240
Ngad_EWM23527	Ngad_8_241
Ngad_EWM23525	Ngad_8_242
Ngad_EWM23524	Ngad_8_243
Ngad_EWM23523	Ngad_8_244
Ngad_EWM23522	Ngad_8_245
Ngad_EWM23521	Ngad_8_246
Ngad_EWM23520	Ngad_8_247
Ngad_EWM23519	Ngad_8_248
Ngad_EWM23517	Ngad_8_249
Ngad_EWM23518	Ngad_8_250
Ngad_EWM23516	Ngad_8_251
Ngad_EWM23515	Ngad_8_252
Ngad_EWM23514	Ngad_8_253
Ngad_EWM23513	Ngad_8_254
Ngad_EWM23511	Ngad_8_255
Ngad_EWM23512	Ngad_8_256
Ngad_EWM23510	Ngad_8_257
Ngad_EWM23509	Ngad_8_258
Ngad_EWM23505	Ngad_8_259
Ngad_EWM23508	Ngad_8_260
Ngad_EWM23506	Ngad_8_261
Ngad_EWM23504	Ngad_8_262
Ngad_EWM23503	Ngad_8_263
Ngad_EWM23502	Ngad_8_264
Ngad_EWM23501	Ngad_8_265
Ngad_EWM23497	Ngad_8_266
Ngad_EWM23498	Ngad_8_267
Ngad_EWM23500	Ngad_8_268
Ngad_EWM23496	Ngad_8_269
Ngad_EWM23499	Ngad_8_270
Ngad_EWM23485	Ngad_8_271
Ngad_EWM23487	Ngad_8_272
Ngad_EWM23488	Ngad_8_273
Ngad_EWM23491	Ngad_8_274
Ngad_EWM23495	Ngad_8_275
Ngad_EWM23492	Ngad_8_276
Ngad_EWM23490	Ngad_8_277
Ngad_EWM23486	Ngad_8_278
Ngad_EWM23489	Ngad_8_279
Ngad_EWM23494	Ngad_8_280
Ngad_EWM23493	Ngad_8_281
Ngad_EWM23483	Ngad_9_1
Ngad_EWM23484	Ngad_9_2
Ngad_EWM23482	Ngad_9_3
Ngad_EWM23478	Ngad_9_4
Ngad_EWM23479	Ngad_9_5
Ngad_EWM23477	Ngad_9_6
Ngad_EWM23481	Ngad_9_7
Ngad_EWM23476	Ngad_9_8
Ngad_EWM23475	Ngad_9_9
Ngad_EWM23474	Ngad_9_10
Ngad_EWM23471	Ngad_9_11
Ngad_EWM23472	Ngad_9_12
Ngad_EWM23473	Ngad_9_13
Ngad_EWM23468	Ngad_9_14
Ngad_EWM23470	Ngad_9_15
Ngad_EWM23469	Ngad_9_16
Ngad_EWM23467	Ngad_9_17
Ngad_EWM23465	Ngad_9_18
Ngad_EWM23466	Ngad_9_19
Ngad_EWM23463	Ngad_9_20
Ngad_EWM23464	Ngad_9_21
Ngad_EWM23462	Ngad_9_22
Ngad_EWM23461	Ngad_9_23
Ngad_EWM23460	Ngad_9_24
Ngad_EWM23459	Ngad_9_25
Ngad_EWM23458	Ngad_9_26
Ngad_EWM23457	Ngad_9_27
Ngad_EWM23455	Ngad_9_28
Ngad_EWM23456	Ngad_9_29
Ngad_EWM23453	Ngad_9_30
Ngad_EWM23451	Ngad_9_31
Ngad_EWM23452	Ngad_9_32
Ngad_EWM23450	Ngad_9_33
Ngad_EWM23449	Ngad_9_34
Ngad_EWM23448	Ngad_9_35
Ngad_EWM23447	Ngad_9_36
Ngad_EWM23445	Ngad_9_37
Ngad_EWM23442	Ngad_9_38
Ngad_EWM23444	Ngad_9_39
Ngad_EWM23443	Ngad_9_40
Ngad_EWM23441	Ngad_9_41
Ngad_EWM23439	Ngad_9_42
Ngad_EWM23440	Ngad_9_43
Ngad_EWM23437	Ngad_9_44
Ngad_EWM23438	Ngad_9_45
Ngad_EWM23436	Ngad_9_46
Ngad_EWM23434	Ngad_9_47
Ngad_EWM23435	Ngad_9_48
Ngad_EWM23431	Ngad_9_49
Ngad_EWM23432	Ngad_9_50
Ngad_EWM23429	Ngad_9_51
Ngad_EWM23430	Ngad_9_52
Ngad_EWM23433	Ngad_9_53
Ngad_EWM23428	Ngad_9_54
Ngad_EWM23427	Ngad_9_55
Ngad_EWM23426	Ngad_9_56
Ngad_EWM23425	Ngad_9_57
Ngad_EWM23423	Ngad_9_58
Ngad_EWM23424	Ngad_9_59
Ngad_EWM23422	Ngad_9_60
Ngad_EWM23420	Ngad_9_61
Ngad_EWM23421	Ngad_9_62
Ngad_EWM23419	Ngad_9_63
Ngad_EWM23410	Ngad_9_64
Ngad_EWM23406	Ngad_9_65
Ngad_EWM23404	Ngad_9_66
Ngad_EWM23409	Ngad_9_67
Ngad_EWM23403	Ngad_9_68
Ngad_EWM23414	Ngad_9_69
Ngad_EWM23412	Ngad_9_70
Ngad_EWM23402	Ngad_9_71
Ngad_EWM23405	Ngad_9_72
Ngad_EWM23416	Ngad_9_73
Ngad_EWM23408	Ngad_9_74
Ngad_EWM23411	Ngad_9_75
Ngad_EWM23415	Ngad_9_76
Ngad_EWM23417	Ngad_9_77
Ngad_EWM23413	Ngad_9_78
Ngad_EWM23418	Ngad_9_79
Ngad_EWM23407	Ngad_9_80
Ngad_EWM23401	Ngad_9_81
Ngad_EWM23397	Ngad_9_82
Ngad_EWM23400	Ngad_9_83
Ngad_EWM23398	Ngad_9_84
Ngad_EWM23399	Ngad_9_85
Ngad_EWM23385	Ngad_9_86
Ngad_EWM23390	Ngad_9_87
Ngad_EWM23392	Ngad_9_88
Ngad_EWM23395	Ngad_9_89
Ngad_EWM23394	Ngad_9_90
Ngad_EWM23393	Ngad_9_91
Ngad_EWM23387	Ngad_9_92
Ngad_EWM23389	Ngad_9_93
Ngad_EWM23388	Ngad_9_94
Ngad_EWM23391	Ngad_9_95
Ngad_EWM23396	Ngad_9_96
Ngad_EWM23386	Ngad_9_97
Ngad_EWM23383	Ngad_9_98
Ngad_EWM23384	Ngad_9_99
Ngad_EWM23382	Ngad_9_100
Ngad_EWM23379	Ngad_9_101
Ngad_EWM23376	Ngad_9_102
Ngad_EWM23380	Ngad_9_103
Ngad_EWM23381	Ngad_9_104
Ngad_EWM23377	Ngad_9_105
Ngad_EWM23378	Ngad_9_106
Ngad_EWM23375	Ngad_9_107
Ngad_EWM23367	Ngad_9_108
Ngad_EWM23372	Ngad_9_109
Ngad_EWM23347	Ngad_9_110
Ngad_EWM23363	Ngad_9_111
Ngad_EWM23368	Ngad_9_112
Ngad_EWM23366	Ngad_9_113
Ngad_EWM23365	Ngad_9_114
Ngad_EWM23348	Ngad_9_115
Ngad_EWM23353	Ngad_9_116
Ngad_EWM23354	Ngad_9_117
Ngad_EWM23358	Ngad_9_118
Ngad_EWM23356	Ngad_9_119
Ngad_EWM23352	Ngad_9_120
Ngad_EWM23361	Ngad_9_121
Ngad_EWM23355	Ngad_9_122
Ngad_EWM23364	Ngad_9_123
Ngad_EWM23351	Ngad_9_124
Ngad_EWM23373	Ngad_9_125
Ngad_EWM23369	Ngad_9_126
Ngad_EWM23349	Ngad_9_127
Ngad_EWM23360	Ngad_9_128
Ngad_EWM23371	Ngad_9_129
Ngad_EWM23362	Ngad_9_130
Ngad_EWM23374	Ngad_9_131
Ngad_EWM23344	Ngad_9_132
Ngad_EWM23345	Ngad_9_133
Ngad_EWM23359	Ngad_9_134
Ngad_EWM23370	Ngad_9_135
Ngad_EWM23350	Ngad_9_136
Ngad_EWM23346	Ngad_9_137
Ngad_EWM23343	Ngad_9_138
Ngad_EWM23317	Ngad_9_139
Ngad_EWM23305	Ngad_9_140
Ngad_EWM23341	Ngad_9_141
Ngad_EWM23302	Ngad_9_142
Ngad_EWM23336	Ngad_9_143
Ngad_EWM23331	Ngad_9_144
Ngad_EWM23328	Ngad_9_145
Ngad_EWM23303	Ngad_9_146
Ngad_EWM23306	Ngad_9_147
Ngad_EWM23314	Ngad_9_148
Ngad_EWM23316	Ngad_9_149
Ngad_EWM23335	Ngad_9_150
Ngad_EWM23325	Ngad_9_151
Ngad_EWM23326	Ngad_9_152
Ngad_EWM23313	Ngad_9_153
Ngad_EWM23308	Ngad_9_154
Ngad_EWM23318	Ngad_9_155
Ngad_EWM23323	Ngad_9_156
Ngad_EWM23334	Ngad_9_157
Ngad_EWM23320	Ngad_9_158
Ngad_EWM23329	Ngad_9_159
Ngad_EWM23337	Ngad_9_160
Ngad_EWM23333	Ngad_9_161
Ngad_EWM23315	Ngad_9_162
Ngad_EWM23339	Ngad_9_163
Ngad_EWM23340	Ngad_9_164
Ngad_EWM23330	Ngad_9_165
Ngad_EWM23307	Ngad_9_166
Ngad_EWM23304	Ngad_9_167
Ngad_EWM23324	Ngad_9_168
Ngad_EWM23338	Ngad_9_169
Ngad_EWM23319	Ngad_9_170
Ngad_EWM23327	Ngad_9_171
Ngad_EWM23312	Ngad_9_172
Ngad_EWM23332	Ngad_9_173
Ngad_EWM23310	Ngad_9_174
Ngad_EWM23301	Ngad_9_175
Ngad_EWM23300	Ngad_9_176
Ngad_EWM23293	Ngad_9_177
Ngad_EWM23299	Ngad_9_178
Ngad_EWM23291	Ngad_9_179
Ngad_EWM23287	Ngad_9_180
Ngad_EWM23297	Ngad_9_181
Ngad_EWM23290	Ngad_9_182
Ngad_EWM23288	Ngad_9_183
Ngad_EWM23282	Ngad_9_184
Ngad_EWM23289	Ngad_9_185
Ngad_EWM23298	Ngad_9_186
Ngad_EWM23292	Ngad_9_187
Ngad_EWM23283	Ngad_9_188
Ngad_EWM23296	Ngad_9_189
Ngad_EWM23285	Ngad_9_190
Ngad_EWM23286	Ngad_9_191
Ngad_EWM23295	Ngad_9_192
Ngad_EWM23284	Ngad_9_193
Ngad_EWM23294	Ngad_9_194
Ngad_EWM23277	Ngad_9_195
Ngad_EWM23281	Ngad_9_196
Ngad_EWM23279	Ngad_9_197
Ngad_EWM23280	Ngad_9_198
Ngad_EWM23278	Ngad_9_199
Ngad_EWM23276	Ngad_9_200
Ngad_EWM23275	Ngad_9_201
Ngad_EWM23273	Ngad_9_202
Ngad_EWM23274	Ngad_9_203
Ngad_EWM23271	Ngad_9_204
Ngad_EWM23272	Ngad_9_205
Ngad_EWM23270	Ngad_9_206
Ngad_EWM23268	Ngad_9_207
Ngad_EWM23267	Ngad_9_208
Ngad_EWM23269	Ngad_9_209
Ngad_EWM23265	Ngad_9_210
Ngad_EWM23266	Ngad_9_211
Ngad_EWM23264	Ngad_9_212
Ngad_EWM23263	Ngad_9_213
Ngad_EWM23262	Ngad_9_214
Ngad_EWM23261	Ngad_9_215
Ngad_EWM23260	Ngad_9_216
Ngad_EWM23259	Ngad_9_217
Ngad_EWM23258	Ngad_9_218
Ngad_EWM23257	Ngad_9_219
Ngad_EWM23255	Ngad_9_220
Ngad_EWM23256	Ngad_9_221
Ngad_EWM23254	Ngad_9_222
Ngad_EWM23252	Ngad_9_223
Ngad_EWM23251	Ngad_9_224
Ngad_EWM23250	Ngad_9_225
Ngad_EWM23249	Ngad_9_226
Ngad_EWM23248	Ngad_9_227
Ngad_EWM23247	Ngad_9_228
Ngad_EWM23246	Ngad_9_229
Ngad_EWM23245	Ngad_9_230
Ngad_EWM23244	Ngad_9_231
Ngad_EWM23243	Ngad_9_232
Ngad_EWM23242	Ngad_9_233
Ngad_EWM23241	Ngad_9_234
Ngad_EWM23240	Ngad_9_235
Ngad_EWM23239	Ngad_9_236
Ngad_EWM23238	Ngad_9_237
Ngad_EWM23237	Ngad_9_238
Ngad_EWM23236	Ngad_9_239
Ngad_EWM23235	Ngad_9_240
Ngad_EWM23234	Ngad_9_241
Ngad_EWM23233	Ngad_9_242
Ngad_EWM23232	Ngad_9_243
Ngad_EWM23231	Ngad_9_244
Ngad_EWM23229	Ngad_9_245
Ngad_EWM23230	Ngad_9_246
Ngad_EWM23227	Ngad_10_1
Ngad_EWM23228	Ngad_10_2
Ngad_EWM23226	Ngad_10_3
Ngad_EWM23225	Ngad_10_4
Ngad_EWM23224	Ngad_10_5
Ngad_EWM23223	Ngad_10_6
Ngad_EWM23222	Ngad_10_7
Ngad_EWM23221	Ngad_10_8
Ngad_EWM23220	Ngad_10_9
Ngad_EWM23219	Ngad_10_10
Ngad_EWM23218	Ngad_10_11
Ngad_EWM23217	Ngad_10_12
Ngad_EWM23216	Ngad_10_13
Ngad_EWM23214	Ngad_10_14
Ngad_EWM23215	Ngad_10_15
Ngad_EWM23213	Ngad_10_16
Ngad_EWM23212	Ngad_10_17
Ngad_EWM23211	Ngad_10_18
Ngad_EWM23209	Ngad_10_19
Ngad_EWM23210	Ngad_10_20
Ngad_EWM23208	Ngad_10_21
Ngad_EWM23207	Ngad_10_22
Ngad_EWM23204	Ngad_10_23
Ngad_EWM23206	Ngad_10_24
Ngad_EWM23205	Ngad_10_25
Ngad_EWM23203	Ngad_10_26
Ngad_EWM23202	Ngad_10_27
Ngad_EWM23201	Ngad_10_28
Ngad_EWM23199	Ngad_10_29
Ngad_EWM23200	Ngad_10_30
Ngad_EWM23198	Ngad_10_31
Ngad_EWM23197	Ngad_10_32
Ngad_EWM23196	Ngad_10_33
Ngad_EWM23195	Ngad_10_34
Ngad_EWM23191	Ngad_10_35
Ngad_EWM23193	Ngad_10_36
Ngad_EWM23194	Ngad_10_37
Ngad_EWM23192	Ngad_10_38
Ngad_EWM23190	Ngad_10_39
Ngad_EWM23188	Ngad_10_40
Ngad_EWM23186	Ngad_10_41
Ngad_EWM23187	Ngad_10_42
Ngad_EWM23185	Ngad_10_43
Ngad_EWM23184	Ngad_10_44
Ngad_EWM23183	Ngad_10_45
Ngad_EWM23182	Ngad_10_46
Ngad_EWM23181	Ngad_10_47
Ngad_EWM23178	Ngad_10_48
Ngad_EWM23179	Ngad_10_49
Ngad_EWM23176	Ngad_10_50
Ngad_EWM23180	Ngad_10_51
Ngad_EWM23177	Ngad_10_52
Ngad_EWM23155	Ngad_10_53
Ngad_EWM23157	Ngad_10_54
Ngad_EWM23144	Ngad_10_55
Ngad_EWM23172	Ngad_10_56
Ngad_EWM23150	Ngad_10_57
Ngad_EWM23149	Ngad_10_58
Ngad_EWM23171	Ngad_10_59
Ngad_EWM23170	Ngad_10_60
Ngad_EWM23160	Ngad_10_61
Ngad_EWM23136	Ngad_10_62
Ngad_EWM23145	Ngad_10_63
Ngad_EWM23159	Ngad_10_64
Ngad_EWM23165	Ngad_10_65
Ngad_EWM23167	Ngad_10_66
Ngad_EWM23142	Ngad_10_67
Ngad_EWM23154	Ngad_10_68
Ngad_EWM23139	Ngad_10_69
Ngad_EWM23162	Ngad_10_70
Ngad_EWM23148	Ngad_10_71
Ngad_EWM23143	Ngad_10_72
Ngad_EWM23161	Ngad_10_73
Ngad_EWM23169	Ngad_10_74
Ngad_EWM23174	Ngad_10_75
Ngad_EWM23166	Ngad_10_76
Ngad_EWM23153	Ngad_10_77
Ngad_EWM23141	Ngad_10_78
Ngad_EWM23158	Ngad_10_79
Ngad_EWM23138	Ngad_10_80
Ngad_EWM23151	Ngad_10_81
Ngad_EWM23147	Ngad_10_82
Ngad_EWM23137	Ngad_10_83
Ngad_EWM23163	Ngad_10_84
Ngad_EWM23140	Ngad_10_85
Ngad_EWM23135	Ngad_10_86
Ngad_EWM23168	Ngad_10_87
Ngad_EWM23173	Ngad_10_88
Ngad_EWM23175	Ngad_10_89
Ngad_EWM23164	Ngad_10_90
Ngad_EWM23134	Ngad_10_91
Ngad_EWM23133	Ngad_10_92
Ngad_EWM23123	Ngad_10_93
Ngad_EWM23131	Ngad_10_94
Ngad_EWM23125	Ngad_10_95
Ngad_EWM23127	Ngad_10_96
Ngad_EWM23126	Ngad_10_97
Ngad_EWM23132	Ngad_10_98
Ngad_EWM23130	Ngad_10_99
Ngad_EWM23129	Ngad_10_100
Ngad_EWM23124	Ngad_10_101
Ngad_EWM23122	Ngad_10_102
Ngad_EWM23120	Ngad_10_103
Ngad_EWM23121	Ngad_10_104
Ngad_EWM23119	Ngad_10_105
Ngad_EWM23111	Ngad_10_106
Ngad_EWM23117	Ngad_10_107
Ngad_EWM23112	Ngad_10_108
Ngad_EWM23113	Ngad_10_109
Ngad_EWM23118	Ngad_10_110
Ngad_EWM23115	Ngad_10_111
Ngad_EWM23116	Ngad_10_112
Ngad_EWM23114	Ngad_10_113
Ngad_EWM23110	Ngad_10_114
Ngad_EWM23109	Ngad_10_115
Ngad_EWM23108	Ngad_10_116
Ngad_EWM23105	Ngad_10_117
Ngad_EWM23107	Ngad_10_118
Ngad_EWM23106	Ngad_10_119
Ngad_EWM23103	Ngad_10_120
Ngad_EWM23104	Ngad_10_121
Ngad_EWM23101	Ngad_10_122
Ngad_EWM23102	Ngad_10_123
Ngad_EWM23100	Ngad_10_124
Ngad_EWM23099	Ngad_10_125
Ngad_EWM23095	Ngad_10_126
Ngad_EWM23096	Ngad_10_127
Ngad_EWM23097	Ngad_10_128
Ngad_EWM23098	Ngad_10_129
Ngad_EWM23094	Ngad_10_130
Ngad_EWM23093	Ngad_10_131
Ngad_EWM23090	Ngad_10_132
Ngad_EWM23092	Ngad_10_133
Ngad_EWM23091	Ngad_10_134
Ngad_EWM23089	Ngad_10_135
Ngad_EWM23087	Ngad_10_136
Ngad_EWM23088	Ngad_10_137
Ngad_EWM23086	Ngad_10_138
Ngad_EWM23085	Ngad_10_139
Ngad_EWM23084	Ngad_10_140
Ngad_EWM23083	Ngad_10_141
Ngad_EWM23082	Ngad_10_142
Ngad_EWM23081	Ngad_10_143
Ngad_EWM23079	Ngad_10_144
Ngad_EWM23080	Ngad_10_145
Ngad_EWM23078	Ngad_10_146
Ngad_EWM23077	Ngad_10_147
Ngad_EWM23076	Ngad_10_148
Ngad_EWM23075	Ngad_10_149
Ngad_EWM23074	Ngad_10_150
Ngad_EWM23072	Ngad_10_151
Ngad_EWM23073	Ngad_10_152
Ngad_EWM23070	Ngad_10_153
Ngad_EWM23071	Ngad_10_154
Ngad_EWM23069	Ngad_10_155
Ngad_EWM23068	Ngad_10_156
Ngad_EWM23067	Ngad_10_157
Ngad_EWM23066	Ngad_10_158
Ngad_EWM23065	Ngad_10_159
Ngad_EWM23064	Ngad_10_160
Ngad_EWM23063	Ngad_10_161
Ngad_EWM23062	Ngad_10_162
Ngad_EWM23059	Ngad_10_163
Ngad_EWM23061	Ngad_10_164
Ngad_EWM23060	Ngad_10_165
Ngad_EWM23057	Ngad_10_166
Ngad_EWM23058	Ngad_10_167
Ngad_EWM23056	Ngad_10_168
Ngad_EWM23055	Ngad_10_169
Ngad_EWM23054	Ngad_10_170
Ngad_EWM23053	Ngad_10_171
Ngad_EWM23051	Ngad_10_172
Ngad_EWM23049	Ngad_10_173
Ngad_EWM23052	Ngad_10_174
Ngad_EWM23050	Ngad_10_175
Ngad_EWM23048	Ngad_10_176
Ngad_EWM23046	Ngad_10_177
Ngad_EWM23045	Ngad_10_178
Ngad_EWM23047	Ngad_10_179
Ngad_EWM23044	Ngad_10_180
Ngad_EWM23041	Ngad_10_181
Ngad_EWM23043	Ngad_10_182
Ngad_EWM23042	Ngad_10_183
Ngad_EWM23039	Ngad_10_184
Ngad_EWM23038	Ngad_10_185
Ngad_EWM23040	Ngad_10_186
Ngad_EWM23035	Ngad_10_187
Ngad_EWM23036	Ngad_10_188
Ngad_EWM23031	Ngad_10_189
Ngad_EWM23033	Ngad_10_190
Ngad_EWM23034	Ngad_10_191
Ngad_EWM23032	Ngad_10_192
Ngad_EWM23030	Ngad_10_193
Ngad_EWM23029	Ngad_11_1
Ngad_EWM23027	Ngad_11_2
Ngad_EWM23024	Ngad_11_3
Ngad_EWM23022	Ngad_11_4
Ngad_EWM23023	Ngad_11_5
Ngad_EWM23020	Ngad_11_6
Ngad_EWM23021	Ngad_11_7
Ngad_EWM23019	Ngad_11_8
Ngad_EWM23018	Ngad_11_9
Ngad_EWM23016	Ngad_11_10
Ngad_EWM23017	Ngad_11_11
Ngad_EWM23015	Ngad_11_12
Ngad_EWM23013	Ngad_11_13
Ngad_EWM23012	Ngad_11_14
Ngad_EWM23014	Ngad_11_15
Ngad_EWM23011	Ngad_11_16
Ngad_EWM23010	Ngad_11_17
Ngad_EWM23008	Ngad_11_18
Ngad_EWM23005	Ngad_11_19
Ngad_EWM23004	Ngad_11_20
Ngad_EWM23003	Ngad_11_21
Ngad_EWM23002	Ngad_11_22
Ngad_EWM23000	Ngad_11_23
Ngad_EWM23001	Ngad_11_24
Ngad_EWM22999	Ngad_11_25
Ngad_EWM22998	Ngad_11_26
Ngad_EWM22997	Ngad_11_27
Ngad_EWM22995	Ngad_11_28
Ngad_EWM22996	Ngad_11_29
Ngad_EWM22994	Ngad_11_30
Ngad_EWM22992	Ngad_11_31
Ngad_EWM22993	Ngad_11_32
Ngad_EWM22991	Ngad_11_33
Ngad_EWM22989	Ngad_11_34
Ngad_EWM22990	Ngad_11_35
Ngad_EWM22987	Ngad_11_36
Ngad_EWM22988	Ngad_11_37
Ngad_EWM22986	Ngad_11_38
Ngad_EWM22984	Ngad_11_39
Ngad_EWM22985	Ngad_11_40
Ngad_EWM22983	Ngad_11_41
Ngad_EWM22982	Ngad_11_42
Ngad_EWM22980	Ngad_11_43
Ngad_EWM22981	Ngad_11_44
Ngad_EWM22978	Ngad_11_45
Ngad_EWM22979	Ngad_11_46
Ngad_EWM22974	Ngad_11_47
Ngad_EWM22977	Ngad_11_48
Ngad_EWM22976	Ngad_11_49
Ngad_EWM22975	Ngad_11_50
Ngad_EWM22973	Ngad_11_51
Ngad_EWM22972	Ngad_11_52
Ngad_EWM22961	Ngad_11_53
Ngad_EWM22964	Ngad_11_54
Ngad_EWM22960	Ngad_11_55
Ngad_EWM22969	Ngad_11_56
Ngad_EWM22957	Ngad_11_57
Ngad_EWM22967	Ngad_11_58
Ngad_EWM22962	Ngad_11_59
Ngad_EWM22959	Ngad_11_60
Ngad_EWM22966	Ngad_11_61
Ngad_EWM22963	Ngad_11_62
Ngad_EWM22968	Ngad_11_63
Ngad_EWM22956	Ngad_11_64
Ngad_EWM22965	Ngad_11_65
Ngad_EWM22958	Ngad_11_66
Ngad_EWM22970	Ngad_11_67
