Alblai_CCA13858	Alblai_1_1
Alblai_CCA16145	Alblai_18_95
Alblai_CCA16146	Alblai_18_96
Alblai_CCA16147	Alblai_18_97
Alblai_CCA16149	Alblai_19_1
Alblai_CCA16150	Alblai_19_2
Alblai_CCA16151	Alblai_19_3
Alblai_CCA16152	Alblai_19_4
Alblai_CCA16153	Alblai_19_5
Alblai_CCA16154	Alblai_19_6
Alblai_CCA16155	Alblai_19_7
Alblai_CCA16156	Alblai_19_8
Alblai_CCA16157	Alblai_19_9
Alblai_CCA16159	Alblai_19_10
Alblai_CCA16158	Alblai_19_11
Alblai_CCA16160	Alblai_19_12
Alblai_CCA16162	Alblai_19_13
Alblai_CCA16163	Alblai_19_14
Alblai_CCA16164	Alblai_19_15
Alblai_CCA16165	Alblai_19_16
Alblai_CCA16166	Alblai_19_17
Alblai_CCA16167	Alblai_19_18
Alblai_CCA16168	Alblai_19_19
Alblai_CCA16169	Alblai_19_20
Alblai_CCA16170	Alblai_19_21
Alblai_CCA16171	Alblai_19_22
Alblai_CCA16172	Alblai_19_23
Alblai_CCA16173	Alblai_19_24
Alblai_CCA16174	Alblai_19_25
Alblai_CCA16175	Alblai_19_26
Alblai_CCA16176	Alblai_19_27
Alblai_CCA16177	Alblai_19_28
Alblai_CCA16178	Alblai_19_29
Alblai_CCA16179	Alblai_19_30
Alblai_CCA16180	Alblai_19_31
Alblai_CCA16181	Alblai_19_32
Alblai_CCA16182	Alblai_19_33
Alblai_CCA16183	Alblai_19_34
Alblai_CCA16184	Alblai_19_35
Alblai_CCA16185	Alblai_19_36
Alblai_CCA16186	Alblai_19_37
Alblai_CCA16187	Alblai_19_38
Alblai_CCA16188	Alblai_19_39
Alblai_CCA16189	Alblai_19_40
Alblai_CCA16190	Alblai_19_41
Alblai_CCA16191	Alblai_19_42
Alblai_CCA16193	Alblai_19_43
Alblai_CCA16194	Alblai_19_44
Alblai_CCA16195	Alblai_19_45
Alblai_CCA16196	Alblai_19_46
Alblai_CCA16197	Alblai_19_47
Alblai_CCA16198	Alblai_19_48
Alblai_CCA16199	Alblai_19_49
Alblai_CCA16200	Alblai_19_50
Alblai_CCA16201	Alblai_19_51
Alblai_CCA16202	Alblai_19_52
Alblai_CCA16203	Alblai_19_53
Alblai_CCA16204	Alblai_19_54
Alblai_CCA16205	Alblai_19_55
Alblai_CCA16206	Alblai_19_56
Alblai_CCA16207	Alblai_19_57
Alblai_CCA16208	Alblai_19_58
Alblai_CCA16209	Alblai_19_59
Alblai_CCA16210	Alblai_19_60
Alblai_CCA16211	Alblai_19_61
Alblai_CCA16212	Alblai_19_62
Alblai_CCA16213	Alblai_19_63
Alblai_CCA16214	Alblai_19_64
Alblai_CCA16215	Alblai_19_65
Alblai_CCA16216	Alblai_19_66
Alblai_CCA16217	Alblai_19_67
Alblai_CCA16218	Alblai_19_68
Alblai_CCA16219	Alblai_19_69
Alblai_CCA16220	Alblai_19_70
Alblai_CCA16221	Alblai_19_71
Alblai_CCA16222	Alblai_19_72
Alblai_CCA16223	Alblai_19_73
Alblai_CCA16224	Alblai_19_74
Alblai_CCA16225	Alblai_19_75
Alblai_CCA16226	Alblai_19_76
Alblai_CCA16227	Alblai_19_77
Alblai_CCA16228	Alblai_19_78
Alblai_CCA16229	Alblai_19_79
Alblai_CCA16230	Alblai_19_80
Alblai_CCA16231	Alblai_19_81
Alblai_CCA16232	Alblai_19_82
Alblai_CCA16233	Alblai_19_83
Alblai_CCA16234	Alblai_19_84
Alblai_CCA16235	Alblai_19_85
Alblai_CCA16236	Alblai_19_86
Alblai_CCA16237	Alblai_19_87
Alblai_CCA16238	Alblai_19_88
Alblai_CCA16239	Alblai_19_89
Alblai_CCA16240	Alblai_19_90
Alblai_CCA16241	Alblai_19_91
Alblai_CCA16242	Alblai_19_92
Alblai_CCA16243	Alblai_19_93
Alblai_CCA16244	Alblai_19_94
Alblai_CCA16245	Alblai_19_95
Alblai_CCA16246	Alblai_19_96
Alblai_CCA16247	Alblai_19_97
Alblai_CCA16248	Alblai_19_98
Alblai_CCA16249	Alblai_19_99
Alblai_CCA16250	Alblai_19_100
Alblai_CCA16251	Alblai_19_101
Alblai_CCA16252	Alblai_19_102
Alblai_CCA16253	Alblai_19_103
Alblai_CCA16254	Alblai_19_104
Alblai_CCA16255	Alblai_19_105
Alblai_CCA16256	Alblai_19_106
Alblai_CCA16257	Alblai_19_107
Alblai_CCA16258	Alblai_20_1
Alblai_CCA16259	Alblai_20_2
Alblai_CCA16260	Alblai_20_3
Alblai_CCA16261	Alblai_20_4
Alblai_CCA16262	Alblai_20_5
Alblai_CCA16263	Alblai_20_6
Alblai_CCA16264	Alblai_20_7
Alblai_CCA16265	Alblai_20_8
Alblai_CCA16266	Alblai_20_9
Alblai_CCA16267	Alblai_20_10
Alblai_CCA16268	Alblai_20_11
Alblai_CCA16269	Alblai_20_12
Alblai_CCA16270	Alblai_20_13
Alblai_CCA16271	Alblai_20_14
Alblai_CCA16272	Alblai_20_15
Alblai_CCA16273	Alblai_20_16
Alblai_CCA16274	Alblai_20_17
Alblai_CCA16275	Alblai_20_18
Alblai_CCA16276	Alblai_20_19
Alblai_CCA16277	Alblai_20_20
Alblai_CCA16278	Alblai_20_21
Alblai_CCA16279	Alblai_20_22
Alblai_CCA16280	Alblai_20_23
Alblai_CCA16281	Alblai_20_24
Alblai_CCA16282	Alblai_20_25
Alblai_CCA16283	Alblai_20_26
Alblai_CCA16284	Alblai_20_27
Alblai_CCA16285	Alblai_20_28
Alblai_CCA16286	Alblai_20_29
Alblai_CCA16287	Alblai_20_30
Alblai_CCA16288	Alblai_20_31
Alblai_CCA16289	Alblai_20_32
Alblai_CCA16290	Alblai_20_33
Alblai_CCA16291	Alblai_20_34
Alblai_CCA16292	Alblai_20_35
Alblai_CCA16293	Alblai_20_36
Alblai_CCA16294	Alblai_20_37
Alblai_CCA16295	Alblai_20_38
Alblai_CCA16296	Alblai_20_39
Alblai_CCA16297	Alblai_20_40
Alblai_CCA16298	Alblai_20_41
Alblai_CCA16299	Alblai_20_42
Alblai_CCA16300	Alblai_20_43
Alblai_CCA16301	Alblai_20_44
Alblai_CCA16302	Alblai_20_45
Alblai_CCA16303	Alblai_20_46
Alblai_CCA16304	Alblai_20_47
Alblai_CCA16305	Alblai_20_48
Alblai_CCA16306	Alblai_20_49
Alblai_CCA16307	Alblai_20_50
Alblai_CCA16308	Alblai_20_51
Alblai_CCA16309	Alblai_20_52
Alblai_CCA16310	Alblai_20_53
Alblai_CCA16311	Alblai_20_54
Alblai_CCA16312	Alblai_20_55
Alblai_CCA16313	Alblai_20_56
Alblai_CCA16314	Alblai_20_57
Alblai_CCA16315	Alblai_20_58
Alblai_CCA16316	Alblai_20_59
Alblai_CCA16317	Alblai_20_60
Alblai_CCA16318	Alblai_20_61
Alblai_CCA16319	Alblai_20_62
Alblai_CCA16320	Alblai_20_63
Alblai_CCA16321	Alblai_20_64
Alblai_CCA16322	Alblai_20_65
Alblai_CCA16323	Alblai_20_66
Alblai_CCA16324	Alblai_20_67
Alblai_CCA16325	Alblai_20_68
Alblai_CCA16326	Alblai_20_69
Alblai_CCA16327	Alblai_20_70
Alblai_CCA16328	Alblai_20_71
Alblai_CCA16329	Alblai_20_72
Alblai_CCA16330	Alblai_20_73
Alblai_CCA16331	Alblai_20_74
Alblai_CCA16332	Alblai_20_75
Alblai_CCA16333	Alblai_20_76
Alblai_CCA16334	Alblai_20_77
Alblai_CCA16335	Alblai_20_78
Alblai_CCA16336	Alblai_20_79
Alblai_CCA16337	Alblai_20_80
Alblai_CCA16338	Alblai_20_81
Alblai_CCA16339	Alblai_20_82
Alblai_CCA16340	Alblai_20_83
Alblai_CCA16341	Alblai_20_84
Alblai_CCA16342	Alblai_20_85
Alblai_CCA16343	Alblai_20_86
Alblai_CCA16344	Alblai_20_87
Alblai_CCA16345	Alblai_20_88
Alblai_CCA16346	Alblai_20_89
Alblai_CCA16347	Alblai_20_90
Alblai_CCA16348	Alblai_20_91
Alblai_CCA16349	Alblai_20_92
Alblai_CCA16350	Alblai_20_93
Alblai_CCA16351	Alblai_21_1
Alblai_CCA16352	Alblai_21_2
Alblai_CCA16353	Alblai_21_3
Alblai_CCA16354	Alblai_21_4
Alblai_CCA16355	Alblai_21_5
Alblai_CCA16356	Alblai_21_6
Alblai_CCA16357	Alblai_21_7
Alblai_CCA16358	Alblai_21_8
Alblai_CCA16359	Alblai_21_9
Alblai_CCA16360	Alblai_21_10
Alblai_CCA16361	Alblai_21_11
Alblai_CCA16362	Alblai_21_12
Alblai_CCA16363	Alblai_21_13
Alblai_CCA16364	Alblai_21_14
Alblai_CCA16365	Alblai_21_15
Alblai_CCA16366	Alblai_21_16
Alblai_CCA16367	Alblai_21_17
Alblai_CCA16368	Alblai_21_18
Alblai_CCA16369	Alblai_21_19
Alblai_CCA16370	Alblai_21_20
Alblai_CCA16371	Alblai_21_21
Alblai_CCA16372	Alblai_21_22
Alblai_CCA16373	Alblai_21_23
Alblai_CCA16374	Alblai_21_24
Alblai_CCA16375	Alblai_21_25
Alblai_CCA16376	Alblai_21_26
Alblai_CCA16377	Alblai_21_27
Alblai_CCA16378	Alblai_21_28
Alblai_CCA16379	Alblai_21_29
Alblai_CCA16380	Alblai_21_30
Alblai_CCA16381	Alblai_21_31
Alblai_CCA16382	Alblai_21_32
Alblai_CCA16383	Alblai_21_33
Alblai_CCA16384	Alblai_21_34
Alblai_CCA16385	Alblai_21_35
Alblai_CCA16386	Alblai_21_36
Alblai_CCA16387	Alblai_21_37
Alblai_CCA16388	Alblai_21_38
Alblai_CCA16389	Alblai_21_39
Alblai_CCA16390	Alblai_21_40
Alblai_CCA16391	Alblai_21_41
Alblai_CCA16392	Alblai_21_42
Alblai_CCA16393	Alblai_21_43
Alblai_CCA16394	Alblai_21_44
Alblai_CCA16395	Alblai_21_45
Alblai_CCA16396	Alblai_21_46
Alblai_CCA16397	Alblai_21_47
Alblai_CCA16398	Alblai_21_48
Alblai_CCA16399	Alblai_21_49
Alblai_CCA16400	Alblai_21_50
Alblai_CCA16401	Alblai_21_51
Alblai_CCA16402	Alblai_21_52
Alblai_CCA16403	Alblai_21_53
Alblai_CCA16404	Alblai_21_54
Alblai_CCA16405	Alblai_21_55
Alblai_CCA16406	Alblai_21_56
Alblai_CCA16407	Alblai_21_57
Alblai_CCA16408	Alblai_21_58
Alblai_CCA16409	Alblai_21_59
Alblai_CCA16410	Alblai_21_60
Alblai_CCA16411	Alblai_21_61
Alblai_CCA16412	Alblai_21_62
Alblai_CCA16413	Alblai_21_63
Alblai_CCA16414	Alblai_21_64
Alblai_CCA16415	Alblai_21_65
Alblai_CCA16416	Alblai_21_66
Alblai_CCA16417	Alblai_21_67
Alblai_CCA16418	Alblai_21_68
Alblai_CCA16419	Alblai_21_69
Alblai_CCA16420	Alblai_21_70
Alblai_CCA16421	Alblai_21_71
Alblai_CCA16422	Alblai_21_72
Alblai_CCA16423	Alblai_21_73
Alblai_CCA16424	Alblai_21_74
Alblai_CCA16425	Alblai_21_75
Alblai_CCA16426	Alblai_21_76
Alblai_CCA16427	Alblai_21_77
Alblai_CCA16428	Alblai_21_78
Alblai_CCA16429	Alblai_21_79
Alblai_CCA16430	Alblai_21_80
Alblai_CCA16431	Alblai_21_81
Alblai_CCA16432	Alblai_21_82
Alblai_CCA16433	Alblai_21_83
Alblai_CCA16434	Alblai_21_84
Alblai_CCA16435	Alblai_21_85
Alblai_CCA16436	Alblai_21_86
Alblai_CCA16437	Alblai_21_87
Alblai_CCA16438	Alblai_21_88
Alblai_CCA16439	Alblai_21_89
Alblai_CCA16440	Alblai_21_90
Alblai_CCA16441	Alblai_21_91
Alblai_CCA16442	Alblai_21_92
Alblai_CCA16443	Alblai_21_93
Alblai_CCA16444	Alblai_21_94
Alblai_CCA16445	Alblai_21_95
Alblai_CCA16446	Alblai_21_96
Alblai_CCA16447	Alblai_21_97
Alblai_CCA16448	Alblai_22_1
Alblai_CCA16449	Alblai_22_2
Alblai_CCA16450	Alblai_22_3
Alblai_CCA16451	Alblai_22_4
Alblai_CCA16452	Alblai_22_5
Alblai_CCA16453	Alblai_22_6
Alblai_CCA16454	Alblai_22_7
Alblai_CCA16455	Alblai_22_8
Alblai_CCA16456	Alblai_22_9
Alblai_CCA16457	Alblai_22_10
Alblai_CCA16458	Alblai_22_11
Alblai_CCA16459	Alblai_22_12
Alblai_CCA16460	Alblai_22_13
Alblai_CCA16461	Alblai_22_14
Alblai_CCA16462	Alblai_22_15
Alblai_CCA16463	Alblai_22_16
Alblai_CCA16464	Alblai_22_17
Alblai_CCA16465	Alblai_22_18
Alblai_CCA16466	Alblai_22_19
Alblai_CCA16467	Alblai_22_20
Alblai_CCA16468	Alblai_22_21
Alblai_CCA16469	Alblai_22_22
Alblai_CCA16470	Alblai_22_23
Alblai_CCA16471	Alblai_22_24
Alblai_CCA16472	Alblai_22_25
Alblai_CCA16473	Alblai_22_26
Alblai_CCA16474	Alblai_22_27
Alblai_CCA16475	Alblai_22_28
Alblai_CCA16476	Alblai_22_29
Alblai_CCA16477	Alblai_22_30
Alblai_CCA16478	Alblai_22_31
Alblai_CCA16479	Alblai_22_32
Alblai_CCA16480	Alblai_22_33
Alblai_CCA16481	Alblai_22_34
Alblai_CCA16482	Alblai_22_35
Alblai_CCA16483	Alblai_22_36
Alblai_CCA16484	Alblai_22_37
Alblai_CCA16485	Alblai_22_38
Alblai_CCA16486	Alblai_22_39
Alblai_CCA16487	Alblai_22_40
Alblai_CCA16488	Alblai_22_41
Alblai_CCA16489	Alblai_22_42
Alblai_CCA16490	Alblai_22_43
Alblai_CCA16491	Alblai_22_44
Alblai_CCA16492	Alblai_22_45
Alblai_CCA16493	Alblai_22_46
Alblai_CCA16494	Alblai_22_47
Alblai_CCA16495	Alblai_22_48
Alblai_CCA16496	Alblai_22_49
Alblai_CCA16497	Alblai_22_50
Alblai_CCA16498	Alblai_22_51
Alblai_CCA16499	Alblai_22_52
Alblai_CCA16500	Alblai_22_53
Alblai_CCA16501	Alblai_22_54
Alblai_CCA16502	Alblai_22_55
Alblai_CCA16503	Alblai_22_56
Alblai_CCA16504	Alblai_22_57
Alblai_CCA16505	Alblai_22_58
Alblai_CCA16506	Alblai_22_59
Alblai_CCA16507	Alblai_22_60
Alblai_CCA16508	Alblai_22_61
Alblai_CCA16509	Alblai_22_62
Alblai_CCA16510	Alblai_22_63
Alblai_CCA16511	Alblai_22_64
Alblai_CCA16512	Alblai_22_65
Alblai_CCA16513	Alblai_22_66
Alblai_CCA16514	Alblai_22_67
Alblai_CCA16515	Alblai_22_68
Alblai_CCA16516	Alblai_22_69
Alblai_CCA16517	Alblai_22_70
Alblai_CCA16518	Alblai_22_71
Alblai_CCA16519	Alblai_22_72
Alblai_CCA16520	Alblai_22_73
Alblai_CCA16521	Alblai_22_74
Alblai_CCA16522	Alblai_22_75
Alblai_CCA16523	Alblai_22_76
Alblai_CCA16524	Alblai_22_77
Alblai_CCA16525	Alblai_22_78
Alblai_CCA16526	Alblai_22_79
Alblai_CCA16527	Alblai_22_80
Alblai_CCA16528	Alblai_22_81
Alblai_CCA16529	Alblai_22_82
Alblai_CCA16530	Alblai_22_83
Alblai_CCA16531	Alblai_22_84
Alblai_CCA16532	Alblai_22_85
Alblai_CCA16533	Alblai_22_86
Alblai_CCA16534	Alblai_22_87
Alblai_CCA16536	Alblai_22_88
Alblai_CCA16537	Alblai_22_89
Alblai_CCA16538	Alblai_22_90
Alblai_CCA16539	Alblai_22_91
Alblai_CCA16540	Alblai_22_92
Alblai_CCA16541	Alblai_22_93
Alblai_CCA16542	Alblai_22_94
Alblai_CCA16543	Alblai_22_95
Alblai_CCA16544	Alblai_22_96
Alblai_CCA16545	Alblai_22_97
Alblai_CCA16546	Alblai_23_1
Alblai_CCA16547	Alblai_23_2
Alblai_CCA16548	Alblai_23_3
Alblai_CCA16549	Alblai_23_4
Alblai_CCA16550	Alblai_23_5
Alblai_CCA16551	Alblai_23_6
Alblai_CCA16552	Alblai_23_7
Alblai_CCA16553	Alblai_23_8
Alblai_CCA16554	Alblai_23_9
Alblai_CCA16555	Alblai_23_10
Alblai_CCA16556	Alblai_23_11
Alblai_CCA16557	Alblai_23_12
Alblai_CCA16558	Alblai_23_13
Alblai_CCA16559	Alblai_23_14
Alblai_CCA16560	Alblai_23_15
Alblai_CCA16561	Alblai_23_16
Alblai_CCA16562	Alblai_23_17
Alblai_CCA16563	Alblai_23_18
Alblai_CCA16564	Alblai_23_19
Alblai_CCA16565	Alblai_23_20
Alblai_CCA16566	Alblai_23_21
Alblai_CCA16567	Alblai_23_22
Alblai_CCA16568	Alblai_23_23
Alblai_CCA16569	Alblai_23_24
Alblai_CCA16570	Alblai_23_25
Alblai_CCA16571	Alblai_23_26
Alblai_CCA16572	Alblai_23_27
Alblai_CCA16573	Alblai_23_28
Alblai_CCA16574	Alblai_23_29
Alblai_CCA16575	Alblai_23_30
Alblai_CCA16576	Alblai_23_31
Alblai_CCA16577	Alblai_23_32
Alblai_CCA16578	Alblai_23_33
Alblai_CCA16579	Alblai_23_34
Alblai_CCA16580	Alblai_23_35
Alblai_CCA16581	Alblai_23_36
Alblai_CCA16582	Alblai_23_37
Alblai_CCA16583	Alblai_23_38
Alblai_CCA16584	Alblai_23_39
Alblai_CCA16585	Alblai_23_40
Alblai_CCA16586	Alblai_23_41
Alblai_CCA16588	Alblai_23_42
Alblai_CCA16587	Alblai_23_43
Alblai_CCA16589	Alblai_23_44
Alblai_CCA16590	Alblai_23_45
Alblai_CCA16591	Alblai_23_46
Alblai_CCA16592	Alblai_23_47
Alblai_CCA16593	Alblai_23_48
Alblai_CCA16594	Alblai_23_49
Alblai_CCA16596	Alblai_23_50
Alblai_CCA16595	Alblai_23_51
Alblai_CCA16597	Alblai_23_52
Alblai_CCA16598	Alblai_23_53
Alblai_CCA16599	Alblai_23_54
Alblai_CCA16600	Alblai_23_55
Alblai_CCA16601	Alblai_23_56
Alblai_CCA16602	Alblai_23_57
Alblai_CCA16603	Alblai_23_58
Alblai_CCA16604	Alblai_23_59
Alblai_CCA16605	Alblai_23_60
Alblai_CCA16606	Alblai_23_61
Alblai_CCA16607	Alblai_23_62
Alblai_CCA16608	Alblai_23_63
Alblai_CCA16609	Alblai_23_64
Alblai_CCA16610	Alblai_23_65
Alblai_CCA16611	Alblai_23_66
Alblai_CCA16612	Alblai_23_67
Alblai_CCA16613	Alblai_23_68
Alblai_CCA16614	Alblai_23_69
Alblai_CCA16615	Alblai_23_70
Alblai_CCA16616	Alblai_23_71
Alblai_CCA16617	Alblai_23_72
Alblai_CCA16618	Alblai_23_73
Alblai_CCA16619	Alblai_23_74
Alblai_CCA16620	Alblai_23_75
Alblai_CCA16621	Alblai_23_76
Alblai_CCA16622	Alblai_23_77
Alblai_CCA16623	Alblai_23_78
Alblai_CCA16624	Alblai_23_79
Alblai_CCA16625	Alblai_23_80
Alblai_CCA16626	Alblai_23_81
Alblai_CCA16627	Alblai_23_82
Alblai_CCA16628	Alblai_23_83
Alblai_CCA16629	Alblai_23_84
Alblai_CCA16630	Alblai_24_1
Alblai_CCA16631	Alblai_24_2
Alblai_CCA16632	Alblai_24_3
Alblai_CCA16634	Alblai_24_4
Alblai_CCA16635	Alblai_24_5
Alblai_CCA16636	Alblai_24_6
Alblai_CCA16637	Alblai_24_7
Alblai_CCA16638	Alblai_24_8
Alblai_CCA16639	Alblai_24_9
Alblai_CCA16640	Alblai_24_10
Alblai_CCA16641	Alblai_24_11
Alblai_CCA16642	Alblai_24_12
Alblai_CCA16643	Alblai_24_13
Alblai_CCA16644	Alblai_24_14
Alblai_CCA16645	Alblai_24_15
Alblai_CCA16646	Alblai_24_16
Alblai_CCA16647	Alblai_24_17
Alblai_CCA16648	Alblai_24_18
Alblai_CCA16649	Alblai_24_19
Alblai_CCA16650	Alblai_24_20
Alblai_CCA16651	Alblai_24_21
Alblai_CCA16652	Alblai_24_22
Alblai_CCA16653	Alblai_24_23
Alblai_CCA16654	Alblai_24_24
Alblai_CCA16655	Alblai_24_25
Alblai_CCA16656	Alblai_24_26
Alblai_CCA16657	Alblai_24_27
Alblai_CCA16658	Alblai_24_28
Alblai_CCA16659	Alblai_24_29
Alblai_CCA16660	Alblai_24_30
Alblai_CCA16661	Alblai_24_31
Alblai_CCA16662	Alblai_24_32
Alblai_CCA16663	Alblai_24_33
Alblai_CCA16664	Alblai_24_34
Alblai_CCA16666	Alblai_24_35
Alblai_CCA16667	Alblai_24_36
Alblai_CCA16668	Alblai_24_37
Alblai_CCA16669	Alblai_24_38
Alblai_CCA16670	Alblai_24_39
Alblai_CCA16671	Alblai_24_40
Alblai_CCA16672	Alblai_24_41
Alblai_CCA16673	Alblai_24_42
Alblai_CCA16674	Alblai_24_43
Alblai_CCA16675	Alblai_24_44
Alblai_CCA16676	Alblai_24_45
Alblai_CCA16677	Alblai_24_46
Alblai_CCA16678	Alblai_24_47
Alblai_CCA16679	Alblai_24_48
Alblai_CCA16680	Alblai_24_49
Alblai_CCA16681	Alblai_24_50
Alblai_CCA16682	Alblai_24_51
Alblai_CCA16683	Alblai_24_52
Alblai_CCA16684	Alblai_24_53
Alblai_CCA16685	Alblai_24_54
Alblai_CCA16686	Alblai_24_55
Alblai_CCA16687	Alblai_24_56
Alblai_CCA16688	Alblai_24_57
Alblai_CCA16689	Alblai_24_58
Alblai_CCA16690	Alblai_24_59
Alblai_CCA16691	Alblai_24_60
Alblai_CCA16692	Alblai_24_61
Alblai_CCA16693	Alblai_24_62
Alblai_CCA16694	Alblai_24_63
Alblai_CCA16695	Alblai_24_64
Alblai_CCA16696	Alblai_24_65
Alblai_CCA16697	Alblai_24_66
Alblai_CCA16698	Alblai_24_67
Alblai_CCA16699	Alblai_24_68
Alblai_CCA16700	Alblai_24_69
Alblai_CCA16701	Alblai_24_70
Alblai_CCA16702	Alblai_24_71
Alblai_CCA16703	Alblai_24_72
Alblai_CCA16704	Alblai_24_73
Alblai_CCA16706	Alblai_25_1
Alblai_CCA16707	Alblai_25_2
Alblai_CCA16708	Alblai_25_3
Alblai_CCA16709	Alblai_25_4
Alblai_CCA16710	Alblai_25_5
Alblai_CCA16711	Alblai_25_6
Alblai_CCA16712	Alblai_25_7
Alblai_CCA16713	Alblai_25_8
Alblai_CCA16714	Alblai_25_9
Alblai_CCA16715	Alblai_25_10
Alblai_CCA16716	Alblai_25_11
Alblai_CCA16717	Alblai_25_12
Alblai_CCA16718	Alblai_25_13
Alblai_CCA16719	Alblai_25_14
Alblai_CCA16720	Alblai_25_15
Alblai_CCA16721	Alblai_25_16
Alblai_CCA16722	Alblai_25_17
Alblai_CCA16723	Alblai_25_18
Alblai_CCA16724	Alblai_25_19
Alblai_CCA16725	Alblai_25_20
Alblai_CCA16726	Alblai_25_21
Alblai_CCA16727	Alblai_25_22
Alblai_CCA16728	Alblai_25_23
Alblai_CCA16729	Alblai_25_24
Alblai_CCA16730	Alblai_25_25
Alblai_CCA16731	Alblai_25_26
Alblai_CCA16732	Alblai_25_27
Alblai_CCA16733	Alblai_25_28
Alblai_CCA16734	Alblai_25_29
Alblai_CCA16735	Alblai_25_30
Alblai_CCA16736	Alblai_25_31
Alblai_CCA16737	Alblai_25_32
Alblai_CCA16738	Alblai_25_33
Alblai_CCA16739	Alblai_25_34
Alblai_CCA16740	Alblai_25_35
Alblai_CCA16741	Alblai_25_36
Alblai_CCA16742	Alblai_25_37
Alblai_CCA16743	Alblai_25_38
Alblai_CCA16744	Alblai_25_39
Alblai_CCA16745	Alblai_25_40
Alblai_CCA16746	Alblai_25_41
Alblai_CCA16747	Alblai_25_42
Alblai_CCA16748	Alblai_25_43
Alblai_CCA16749	Alblai_25_44
Alblai_CCA16750	Alblai_25_45
Alblai_CCA16751	Alblai_25_46
Alblai_CCA16752	Alblai_25_47
Alblai_CCA16753	Alblai_25_48
Alblai_CCA16754	Alblai_25_49
Alblai_CCA16755	Alblai_25_50
Alblai_CCA16756	Alblai_25_51
Alblai_CCA16757	Alblai_25_52
Alblai_CCA16758	Alblai_25_53
Alblai_CCA16759	Alblai_25_54
Alblai_CCA16760	Alblai_25_55
Alblai_CCA16761	Alblai_25_56
Alblai_CCA16762	Alblai_25_57
Alblai_CCA16763	Alblai_25_58
Alblai_CCA16764	Alblai_25_59
Alblai_CCA16765	Alblai_25_60
Alblai_CCA16766	Alblai_25_61
Alblai_CCA16767	Alblai_25_62
Alblai_CCA16768	Alblai_25_63
Alblai_CCA16769	Alblai_25_64
Alblai_CCA16770	Alblai_25_65
Alblai_CCA16771	Alblai_25_66
Alblai_CCA16772	Alblai_25_67
Alblai_CCA16773	Alblai_25_68
Alblai_CCA16774	Alblai_25_69
Alblai_CCA16775	Alblai_25_70
Alblai_CCA16776	Alblai_25_71
Alblai_CCA16777	Alblai_25_72
Alblai_CCA16778	Alblai_25_73
Alblai_CCA16779	Alblai_25_74
Alblai_CCA16780	Alblai_25_75
Alblai_CCA16781	Alblai_25_76
Alblai_CCA16782	Alblai_25_77
Alblai_CCA16783	Alblai_25_78
Alblai_CCA16784	Alblai_26_1
Alblai_CCA16785	Alblai_26_2
Alblai_CCA16786	Alblai_26_3
Alblai_CCA16787	Alblai_26_4
Alblai_CCA16788	Alblai_26_5
Alblai_CCA16789	Alblai_26_6
Alblai_CCA16790	Alblai_26_7
Alblai_CCA16791	Alblai_26_8
Alblai_CCA16792	Alblai_26_9
Alblai_CCA16793	Alblai_26_10
Alblai_CCA16794	Alblai_26_11
Alblai_CCA16795	Alblai_26_12
Alblai_CCA16796	Alblai_26_13
Alblai_CCA16797	Alblai_26_14
Alblai_CCA16798	Alblai_26_15
Alblai_CCA16799	Alblai_26_16
Alblai_CCA16800	Alblai_26_17
Alblai_CCA16801	Alblai_26_18
Alblai_CCA16802	Alblai_26_19
Alblai_CCA16803	Alblai_26_20
Alblai_CCA16804	Alblai_26_21
Alblai_CCA16805	Alblai_26_22
Alblai_CCA16806	Alblai_26_23
Alblai_CCA16807	Alblai_26_24
Alblai_CCA16808	Alblai_26_25
Alblai_CCA16809	Alblai_26_26
Alblai_CCA16810	Alblai_26_27
Alblai_CCA16811	Alblai_26_28
Alblai_CCA16812	Alblai_26_29
Alblai_CCA16813	Alblai_26_30
Alblai_CCA16814	Alblai_26_31
Alblai_CCA16815	Alblai_26_32
Alblai_CCA16816	Alblai_26_33
Alblai_CCA16817	Alblai_26_34
Alblai_CCA16818	Alblai_26_35
Alblai_CCA16819	Alblai_26_36
Alblai_CCA16820	Alblai_26_37
Alblai_CCA16821	Alblai_26_38
Alblai_CCA16822	Alblai_26_39
Alblai_CCA16823	Alblai_26_40
Alblai_CCA16824	Alblai_26_41
Alblai_CCA16825	Alblai_26_42
Alblai_CCA16826	Alblai_26_43
Alblai_CCA16827	Alblai_26_44
Alblai_CCA16828	Alblai_26_45
Alblai_CCA16829	Alblai_26_46
Alblai_CCA16830	Alblai_26_47
Alblai_CCA16831	Alblai_26_48
Alblai_CCA16832	Alblai_26_49
Alblai_CCA16833	Alblai_26_50
Alblai_CCA16834	Alblai_26_51
Alblai_CCA16835	Alblai_26_52
Alblai_CCA16836	Alblai_26_53
Alblai_CCA16837	Alblai_26_54
Alblai_CCA16838	Alblai_26_55
Alblai_CCA16839	Alblai_26_56
Alblai_CCA16840	Alblai_26_57
Alblai_CCA16841	Alblai_26_58
Alblai_CCA16842	Alblai_26_59
Alblai_CCA16843	Alblai_26_60
Alblai_CCA16844	Alblai_26_61
Alblai_CCA16845	Alblai_26_62
Alblai_CCA16846	Alblai_26_63
Alblai_CCA16847	Alblai_26_64
Alblai_CCA16848	Alblai_26_65
Alblai_CCA16849	Alblai_26_66
Alblai_CCA16850	Alblai_26_67
