Adig_gene-ND5	Adig_1_1
Adig_XM_015918518.1	Adig_16_50
Adig_XM_015917854.1	Adig_16_51
Adig_XM_015918574.1	Adig_16_52
Adig_XM_015918584.1	Adig_16_53
Adig_XM_015918618.1	Adig_16_54
Adig_XM_015918608.1	Adig_16_55
Adig_XM_015917871.1	Adig_16_56
Adig_XM_015917876.1	Adig_16_57
Adig_XM_015917956.1	Adig_16_58
Adig_XM_015917884.1	Adig_16_59
Adig_XM_015917965.1	Adig_16_60
Adig_XM_015917895.1	Adig_16_61
Adig_XM_015917907.1	Adig_16_62
Adig_XM_015917980.1	Adig_16_63
Adig_XM_015918932.1	Adig_17_1
Adig_XM_015918940.1	Adig_17_2
Adig_XM_015918895.1	Adig_17_3
Adig_XM_015918963.1	Adig_17_4
Adig_XM_015918969.1	Adig_17_5
Adig_XM_015919001.1	Adig_17_6
Adig_XM_015918682.1	Adig_17_7
Adig_XM_015919009.1	Adig_17_8
Adig_XM_015919026.1	Adig_17_9
Adig_XM_015919052.1	Adig_17_10
Adig_XM_015919035.1	Adig_17_11
Adig_XM_015918692.1	Adig_17_12
Adig_XM_015918701.1	Adig_17_13
Adig_XM_015918712.1	Adig_17_14
Adig_XM_015918719.1	Adig_17_15
Adig_XM_015918728.1	Adig_17_16
Adig_XM_015918737.1	Adig_17_17
Adig_XM_015919065.1	Adig_17_18
Adig_XM_015919075.1	Adig_17_19
Adig_XM_015919092.1	Adig_17_20
Adig_XM_015918746.1	Adig_17_21
Adig_XM_015918754.1	Adig_17_22
Adig_XM_015919109.1	Adig_17_23
Adig_XM_015918766.1	Adig_17_24
Adig_XM_015919127.1	Adig_17_25
Adig_XM_015918775.1	Adig_17_26
Adig_XM_015918906.1	Adig_17_27
Adig_XM_015919138.1	Adig_17_28
Adig_XM_015919225.1	Adig_17_29
Adig_XM_015919184.1	Adig_17_30
Adig_XM_015918784.1	Adig_17_31
Adig_XM_015918792.1	Adig_17_32
Adig_XM_015918916.1	Adig_17_33
Adig_XM_015919265.1	Adig_17_34
Adig_XM_015919304.1	Adig_17_35
Adig_XM_015919295.1	Adig_17_36
Adig_XM_015919313.1	Adig_17_37
Adig_XM_015919324.1	Adig_17_38
Adig_XM_015918802.1	Adig_17_39
Adig_XM_015919335.1	Adig_17_40
Adig_XM_015919414.1	Adig_17_41
Adig_XM_015919390.1	Adig_17_42
Adig_XM_015919405.1	Adig_17_43
Adig_XM_015919433.1	Adig_17_44
Adig_XM_015918811.1	Adig_17_45
Adig_XM_015918821.1	Adig_17_46
Adig_XM_015919442.1	Adig_17_47
Adig_XM_015918829.1	Adig_17_48
Adig_XM_015919452.1	Adig_17_49
Adig_XM_015919479.1	Adig_17_50
Adig_XM_015919461.1	Adig_17_51
Adig_XM_015919495.1	Adig_17_52
Adig_XM_015919529.1	Adig_17_53
Adig_XM_015919558.1	Adig_17_54
Adig_XM_015919568.1	Adig_17_55
Adig_XM_015919519.1	Adig_17_56
Adig_XM_015918838.1	Adig_17_57
Adig_XM_015918848.1	Adig_17_58
Adig_XM_015919586.1	Adig_17_59
Adig_XM_015919652.1	Adig_17_60
Adig_XM_015919662.1	Adig_17_61
Adig_XM_015919696.1	Adig_17_62
Adig_XM_015918864.1	Adig_17_63
Adig_XM_015919674.1	Adig_17_64
Adig_XM_015919596.1	Adig_17_65
Adig_XM_015919685.1	Adig_17_66
Adig_XM_015919713.1	Adig_17_67
Adig_XM_015919727.1	Adig_17_68
Adig_XM_015919736.1	Adig_17_69
Adig_XM_015919759.1	Adig_17_70
Adig_XM_015918869.1	Adig_17_71
Adig_XM_015919747.1	Adig_17_72
Adig_XM_015918882.1	Adig_17_73
Adig_XM_015919768.1	Adig_17_74
Adig_XM_015919801.1	Adig_17_75
Adig_XM_015919826.1	Adig_17_76
Adig_XM_015919816.1	Adig_17_77
Adig_XM_015919833.1	Adig_18_1
Adig_XM_015919841.1	Adig_18_2
Adig_XM_015920160.1	Adig_18_3
Adig_XM_015919845.1	Adig_18_4
Adig_XM_015920203.1	Adig_18_5
Adig_XM_015919856.1	Adig_18_6
Adig_XM_015920217.1	Adig_18_7
Adig_XM_015920242.1	Adig_18_8
Adig_XM_015920230.1	Adig_18_9
Adig_XM_015919868.1	Adig_18_10
Adig_XM_015919880.1	Adig_18_11
Adig_XM_015919891.1	Adig_18_12
Adig_XM_015919902.1	Adig_18_13
Adig_XM_015920251.1	Adig_18_14
Adig_XM_015919915.1	Adig_18_15
Adig_XM_015920261.1	Adig_18_16
Adig_XM_015920150.1	Adig_18_17
Adig_XM_015919926.1	Adig_18_18
Adig_XM_015920271.1	Adig_18_19
Adig_XM_015920278.1	Adig_18_20
Adig_XM_015919936.1	Adig_18_21
Adig_XM_015920323.1	Adig_18_22
Adig_XM_015920333.1	Adig_18_23
Adig_XM_015920414.1	Adig_18_24
Adig_XM_015920438.1	Adig_18_25
Adig_XM_015920449.1	Adig_18_26
Adig_XM_015920425.1	Adig_18_27
Adig_XM_015920403.1	Adig_18_28
Adig_XM_015920459.1	Adig_18_29
Adig_XM_015919947.1	Adig_18_30
Adig_XM_015919955.1	Adig_18_31
Adig_XM_015920471.1	Adig_18_32
Adig_XM_015920488.1	Adig_18_33
Adig_XM_015920566.1	Adig_18_34
Adig_XM_015920554.1	Adig_18_35
Adig_XM_015919965.1	Adig_18_36
Adig_XM_015920589.1	Adig_18_37
Adig_XM_015920614.1	Adig_18_38
Adig_XM_015920621.1	Adig_18_39
Adig_XM_015920596.1	Adig_18_40
Adig_XM_015919977.1	Adig_18_41
Adig_XM_015920631.1	Adig_18_42
Adig_XM_015920644.1	Adig_18_43
Adig_XM_015919987.1	Adig_18_44
Adig_XM_015920654.1	Adig_18_45
Adig_XM_015920668.1	Adig_18_46
Adig_XM_015919998.1	Adig_18_47
Adig_XM_015920681.1	Adig_18_48
Adig_XM_015920011.1	Adig_18_49
Adig_XM_015920692.1	Adig_18_50
Adig_XM_015920019.1	Adig_18_51
Adig_XM_015920701.1	Adig_18_52
Adig_XM_015920709.1	Adig_18_53
Adig_XM_015920734.1	Adig_18_54
Adig_XM_015920755.1	Adig_18_55
Adig_XM_015920767.1	Adig_18_56
Adig_XM_015920878.1	Adig_18_57
Adig_XM_015920792.1	Adig_18_58
Adig_XM_015920890.1	Adig_18_59
Adig_XM_015920031.1	Adig_18_60
Adig_XM_015920935.1	Adig_18_61
Adig_XM_015920043.1	Adig_18_62
Adig_XM_015920056.1	Adig_18_63
Adig_XM_015920924.1	Adig_18_64
Adig_XM_015920956.1	Adig_18_65
Adig_XM_015920946.1	Adig_18_66
Adig_XM_015920967.1	Adig_18_67
Adig_XM_015920990.1	Adig_18_68
Adig_XM_015920985.1	Adig_18_69
Adig_XM_015920068.1	Adig_18_70
Adig_XM_015921032.1	Adig_18_71
Adig_XM_015921020.1	Adig_18_72
Adig_XM_015920080.1	Adig_18_73
Adig_XM_015920093.1	Adig_18_74
Adig_XM_015921055.1	Adig_18_75
Adig_XM_015920107.1	Adig_18_76
Adig_XM_015920117.1	Adig_18_77
Adig_XM_015921000.1	Adig_18_78
Adig_XM_015921009.1	Adig_18_79
Adig_XM_015921193.1	Adig_18_80
Adig_XM_015921090.1	Adig_18_81
Adig_XM_015921100.1	Adig_18_82
Adig_XM_015921109.1	Adig_18_83
Adig_XM_015921081.1	Adig_18_84
Adig_XM_015921118.1	Adig_18_85
Adig_XM_015921160.1	Adig_18_86
Adig_XM_015921151.1	Adig_18_87
Adig_XM_015921173.1	Adig_18_88
Adig_XM_015921136.1	Adig_18_89
Adig_XM_015921231.1	Adig_18_90
Adig_XM_015920126.1	Adig_18_91
Adig_XM_015920137.1	Adig_18_92
Adig_XM_015921240.1	Adig_18_93
Adig_XM_015921321.1	Adig_18_94
Adig_XM_015921263.1	Adig_18_95
Adig_XM_015921274.1	Adig_18_96
Adig_XM_015921253.1	Adig_18_97
Adig_XM_015921302.1	Adig_18_98
Adig_XM_015921331.1	Adig_19_1
Adig_XM_015921342.1	Adig_19_2
Adig_XM_015921642.1	Adig_19_3
Adig_XM_015921660.1	Adig_19_4
Adig_XM_015921686.1	Adig_19_5
Adig_XM_015921359.1	Adig_19_6
Adig_XM_015921709.1	Adig_19_7
Adig_XM_015921698.1	Adig_19_8
Adig_XM_015921738.1	Adig_19_9
Adig_XM_015921369.1	Adig_19_10
Adig_XM_015921764.1	Adig_19_11
Adig_XM_015921727.1	Adig_19_12
Adig_XM_015921379.1	Adig_19_13
Adig_XM_015921775.1	Adig_19_14
Adig_XM_015921786.1	Adig_19_15
Adig_XM_015921805.1	Adig_19_16
Adig_XM_015921390.1	Adig_19_17
Adig_XM_015921816.1	Adig_19_18
Adig_XM_015921825.1	Adig_19_19
Adig_XM_015921836.1	Adig_19_20
Adig_XM_015921796.1	Adig_19_21
Adig_XM_015921847.1	Adig_19_22
Adig_XM_015921401.1	Adig_19_23
Adig_XM_015921415.1	Adig_19_24
Adig_XM_015921856.1	Adig_19_25
Adig_XM_015921425.1	Adig_19_26
Adig_XM_015921866.1	Adig_19_27
Adig_XM_015921589.1	Adig_19_28
Adig_XM_015921915.1	Adig_19_29
Adig_XM_015921878.1	Adig_19_30
Adig_XM_015921891.1	Adig_19_31
Adig_XM_015921434.1	Adig_19_32
Adig_XM_015921930.1	Adig_19_33
Adig_XM_015921974.1	Adig_19_34
Adig_XM_015921946.1	Adig_19_35
Adig_XM_015921983.1	Adig_19_36
Adig_XM_015921963.1	Adig_19_37
Adig_XM_015921443.1	Adig_19_38
Adig_XM_015921994.1	Adig_19_39
Adig_XM_015922003.1	Adig_19_40
Adig_XM_015921453.1	Adig_19_41
Adig_XM_015922012.1	Adig_19_42
Adig_XM_015921465.1	Adig_19_43
Adig_XM_015921476.1	Adig_19_44
Adig_XM_015922028.1	Adig_19_45
Adig_XM_015922037.1	Adig_19_46
Adig_XM_015922057.1	Adig_19_47
Adig_XM_015922047.1	Adig_19_48
Adig_XM_015922068.1	Adig_19_49
Adig_XM_015922083.1	Adig_19_50
Adig_XM_015922110.1	Adig_19_51
Adig_XM_015921486.1	Adig_19_52
Adig_XM_015922121.1	Adig_19_53
Adig_XM_015921499.1	Adig_19_54
Adig_XM_015922101.1	Adig_19_55
Adig_XM_015922148.1	Adig_19_56
Adig_XM_015922137.1	Adig_19_57
Adig_XM_015921509.1	Adig_19_58
Adig_XM_015922183.1	Adig_19_59
Adig_XM_015921531.1	Adig_19_60
Adig_XM_015922211.1	Adig_19_61
Adig_XM_015921543.1	Adig_19_62
Adig_XM_015922231.1	Adig_19_63
Adig_XM_015922241.1	Adig_19_64
Adig_XM_015922250.1	Adig_19_65
Adig_XM_015921553.1	Adig_19_66
Adig_XM_015921561.1	Adig_19_67
Adig_XM_015921572.1	Adig_19_68
Adig_XM_015922259.1	Adig_19_69
Adig_XM_015921625.1	Adig_19_70
Adig_XM_015922665.1	Adig_20_1
Adig_XM_015922682.1	Adig_20_2
Adig_XM_015922692.1	Adig_20_3
Adig_XM_015922702.1	Adig_20_4
Adig_XM_015922317.1	Adig_20_5
Adig_XM_015922327.1	Adig_20_6
Adig_XM_015922338.1	Adig_20_7
Adig_XM_015922723.1	Adig_20_8
Adig_XM_015922762.1	Adig_20_9
Adig_XM_015922346.1	Adig_20_10
Adig_XM_015922710.1	Adig_20_11
Adig_XM_015922804.1	Adig_20_12
Adig_XM_015922772.1	Adig_20_13
Adig_XM_015922353.1	Adig_20_14
Adig_XM_015922373.1	Adig_20_15
Adig_XM_015922824.1	Adig_20_16
Adig_XM_015922386.1	Adig_20_17
Adig_XM_015922831.1	Adig_20_18
Adig_XM_015922835.1	Adig_20_19
Adig_XM_015922408.1	Adig_20_20
Adig_XM_015922422.1	Adig_20_21
Adig_XM_015922438.1	Adig_20_22
Adig_XM_015922858.1	Adig_20_23
Adig_XM_015922459.1	Adig_20_24
Adig_XM_015922870.1	Adig_20_25
Adig_XM_015922889.1	Adig_20_26
Adig_XM_015922580.1	Adig_20_27
Adig_XM_015922469.1	Adig_20_28
Adig_XM_015922590.1	Adig_20_29
Adig_XM_015922607.1	Adig_20_30
Adig_XM_015922619.1	Adig_20_31
Adig_XM_015922628.1	Adig_20_32
Adig_XM_015922940.1	Adig_20_33
Adig_XM_015922487.1	Adig_20_34
Adig_XM_015922924.1	Adig_20_35
Adig_XM_015922932.1	Adig_20_36
Adig_XM_015922496.1	Adig_20_37
Adig_XM_015922506.1	Adig_20_38
Adig_XM_015922949.1	Adig_20_39
Adig_XM_015922515.1	Adig_20_40
Adig_XM_015922524.1	Adig_20_41
Adig_XM_015922644.1	Adig_20_42
Adig_XM_015922959.1	Adig_20_43
Adig_XM_015922534.1	Adig_20_44
Adig_XM_015922972.1	Adig_20_45
Adig_XM_015922546.1	Adig_20_46
Adig_XM_015922980.1	Adig_20_47
Adig_XM_015922556.1	Adig_20_48
Adig_XM_015922989.1	Adig_20_49
Adig_XM_015923001.1	Adig_20_50
Adig_XM_015923012.1	Adig_20_51
Adig_XM_015923021.1	Adig_20_52
Adig_XM_015922568.1	Adig_20_53
Adig_XM_015922655.1	Adig_20_54
Adig_XM_015923423.1	Adig_21_1
Adig_XM_015923113.1	Adig_21_2
Adig_XM_015923413.1	Adig_21_3
Adig_XM_015923434.1	Adig_21_4
Adig_XM_015923123.1	Adig_21_5
Adig_XM_015923517.1	Adig_21_6
Adig_XM_015923464.1	Adig_21_7
Adig_XM_015923472.1	Adig_21_8
Adig_XM_015923492.1	Adig_21_9
Adig_XM_015923133.1	Adig_21_10
Adig_XM_015923533.1	Adig_21_11
Adig_XM_015923543.1	Adig_21_12
Adig_XM_015923141.1	Adig_21_13
Adig_XM_015923574.1	Adig_21_14
Adig_XM_015923587.1	Adig_21_15
Adig_XM_015923151.1	Adig_21_16
Adig_XM_015923652.1	Adig_21_17
Adig_XM_015923161.1	Adig_21_18
Adig_XM_015923661.1	Adig_21_19
Adig_XM_015923631.1	Adig_21_20
Adig_XM_015923171.1	Adig_21_21
Adig_XM_015923696.1	Adig_21_22
Adig_XM_015923674.1	Adig_21_23
Adig_XM_015923684.1	Adig_21_24
Adig_XM_015923175.1	Adig_21_25
Adig_XM_015923732.1	Adig_21_26
Adig_XM_015923761.1	Adig_21_27
Adig_XM_015923776.1	Adig_21_28
Adig_XM_015923755.1	Adig_21_29
Adig_XM_015923186.1	Adig_21_30
Adig_XM_015923744.1	Adig_21_31
Adig_XM_015923796.1	Adig_21_32
Adig_XM_015923826.1	Adig_21_33
Adig_XM_015923806.1	Adig_21_34
Adig_XM_015923843.1	Adig_21_35
Adig_XM_015923196.1	Adig_21_36
Adig_XM_015923869.1	Adig_21_37
Adig_XM_015923885.1	Adig_21_38
Adig_XM_015923860.1	Adig_21_39
Adig_XM_015923849.1	Adig_21_40
Adig_XM_015923205.1	Adig_21_41
Adig_XM_015923901.1	Adig_21_42
Adig_XM_015923914.1	Adig_21_43
Adig_XM_015923921.1	Adig_21_44
Adig_XM_015923216.1	Adig_21_45
Adig_XM_015923225.1	Adig_21_46
Adig_XM_015923932.1	Adig_21_47
Adig_XM_015923938.1	Adig_21_48
Adig_XM_015923971.1	Adig_21_49
Adig_XM_015923961.1	Adig_21_50
Adig_XM_015923949.1	Adig_21_51
Adig_XM_015923234.1	Adig_21_52
Adig_XM_015923979.1	Adig_21_53
Adig_XM_015923246.1	Adig_21_54
Adig_XM_015923987.1	Adig_21_55
Adig_XM_015923254.1	Adig_21_56
Adig_XM_015923262.1	Adig_21_57
Adig_XM_015923999.1	Adig_21_58
Adig_XM_015924009.1	Adig_21_59
Adig_XM_015924030.1	Adig_21_60
Adig_XM_015924018.1	Adig_21_61
Adig_XM_015924073.1	Adig_21_62
Adig_XM_015924042.1	Adig_21_63
Adig_XM_015923275.1	Adig_21_64
Adig_XM_015924096.1	Adig_21_65
Adig_XM_015923282.1	Adig_21_66
Adig_XM_015924130.1	Adig_21_67
Adig_XM_015924120.1	Adig_21_68
Adig_XM_015923292.1	Adig_21_69
Adig_XM_015923303.1	Adig_21_70
Adig_XM_015924157.1	Adig_21_71
Adig_XM_015924190.1	Adig_21_72
Adig_XM_015924212.1	Adig_21_73
Adig_XM_015923314.1	Adig_21_74
Adig_XM_015924258.1	Adig_21_75
Adig_XM_015924276.1	Adig_21_76
Adig_XM_015924303.1	Adig_21_77
Adig_XM_015924294.1	Adig_21_78
Adig_XM_015923322.1	Adig_21_79
Adig_XM_015923336.1	Adig_21_80
Adig_XM_015924249.1	Adig_21_81
Adig_XM_015924283.1	Adig_21_82
Adig_XM_015924316.1	Adig_21_83
Adig_XM_015923345.1	Adig_21_84
Adig_XM_015924347.1	Adig_21_85
Adig_XM_015923355.1	Adig_21_86
Adig_XM_015924363.1	Adig_21_87
Adig_XM_015923363.1	Adig_21_88
Adig_XM_015924371.1	Adig_21_89
Adig_XM_015924376.1	Adig_21_90
Adig_XM_015923372.1	Adig_21_91
Adig_XM_015924387.1	Adig_21_92
Adig_XM_015924405.1	Adig_21_93
Adig_XM_015923383.1	Adig_21_94
Adig_XM_015924420.1	Adig_21_95
Adig_XM_015924432.1	Adig_21_96
Adig_XM_015924476.1	Adig_21_97
Adig_XM_015923395.1	Adig_21_98
Adig_XM_015924448.1	Adig_21_99
Adig_XM_015924470.1	Adig_21_100
Adig_XM_015924459.1	Adig_21_101
Adig_XM_015924439.1	Adig_21_102
Adig_XM_015924496.1	Adig_21_103
Adig_XM_015924521.1	Adig_21_104
Adig_XM_015924506.1	Adig_21_105
Adig_XM_015924528.1	Adig_21_106
Adig_XM_015924532.1	Adig_21_107
Adig_XM_015924550.1	Adig_21_108
Adig_XM_015924568.1	Adig_21_109
Adig_XM_015924577.1	Adig_21_110
Adig_XM_015923406.1	Adig_21_111
Adig_XM_015924612.1	Adig_21_112
Adig_XM_015924598.1	Adig_21_113
Adig_XM_015924956.1	Adig_22_1
Adig_XM_015924941.1	Adig_22_2
Adig_XM_015924931.1	Adig_22_3
Adig_XM_015924626.1	Adig_22_4
Adig_XM_015924967.1	Adig_22_5
Adig_XM_015924977.1	Adig_22_6
Adig_XM_015925016.1	Adig_22_7
Adig_XM_015924637.1	Adig_22_8
Adig_XM_015924987.1	Adig_22_9
Adig_XM_015925026.1	Adig_22_10
Adig_XM_015925064.1	Adig_22_11
Adig_XM_015925056.1	Adig_22_12
Adig_XM_015924653.1	Adig_22_13
Adig_XM_015925076.1	Adig_22_14
Adig_XM_015925097.1	Adig_22_15
Adig_XM_015924666.1	Adig_22_16
Adig_XM_015925107.1	Adig_22_17
Adig_XM_015924673.1	Adig_22_18
Adig_XM_015925125.1	Adig_22_19
Adig_XM_015925136.1	Adig_22_20
Adig_XM_015925155.1	Adig_22_21
Adig_XM_015925196.1	Adig_22_22
Adig_XM_015925180.1	Adig_22_23
Adig_XM_015925188.1	Adig_22_24
Adig_XM_015925212.1	Adig_22_25
Adig_XM_015925223.1	Adig_22_26
Adig_XM_015925232.1	Adig_22_27
Adig_XM_015925241.1	Adig_22_28
Adig_XM_015924684.1	Adig_22_29
Adig_XM_015924694.1	Adig_22_30
Adig_XM_015925249.1	Adig_22_31
Adig_XM_015925261.1	Adig_22_32
Adig_XM_015925279.1	Adig_22_33
Adig_XM_015925272.1	Adig_22_34
Adig_XM_015925287.1	Adig_22_35
Adig_XM_015924707.1	Adig_22_36
Adig_XM_015925303.1	Adig_22_37
Adig_XM_015925313.1	Adig_22_38
Adig_XM_015925328.1	Adig_22_39
Adig_XM_015925344.1	Adig_22_40
Adig_XM_015925354.1	Adig_22_41
Adig_XM_015925337.1	Adig_22_42
Adig_XM_015925373.1	Adig_22_43
Adig_XM_015925383.1	Adig_22_44
Adig_XM_015924715.1	Adig_22_45
Adig_XM_015925413.1	Adig_22_46
Adig_XM_015924909.1	Adig_22_47
Adig_XM_015925428.1	Adig_22_48
Adig_XM_015925445.1	Adig_22_49
Adig_XM_015925438.1	Adig_22_50
Adig_XM_015924725.1	Adig_22_51
Adig_XM_015924733.1	Adig_22_52
Adig_XM_015924743.1	Adig_22_53
Adig_XM_015925470.1	Adig_22_54
Adig_XM_015891630.1	Adig_22_55
Adig_XM_015924753.1	Adig_22_56
Adig_XM_015891622.1	Adig_22_57
Adig_XM_015925460.1	Adig_22_58
Adig_XM_015925448.1	Adig_22_59
Adig_XM_015891640.1	Adig_22_60
Adig_XM_015891650.1	Adig_22_61
Adig_XM_015891676.1	Adig_22_62
Adig_XM_015891685.1	Adig_22_63
Adig_XM_015891712.1	Adig_22_64
Adig_XM_015891695.1	Adig_22_65
Adig_XM_015924762.1	Adig_22_66
Adig_XM_015891744.1	Adig_22_67
Adig_XM_015891718.1	Adig_22_68
Adig_XM_015924772.1	Adig_22_69
Adig_XM_015891734.1	Adig_22_70
Adig_XM_015924782.1	Adig_22_71
Adig_XM_015924794.1	Adig_22_72
Adig_XM_015891755.1	Adig_22_73
Adig_XM_015924805.1	Adig_22_74
Adig_XM_015891774.1	Adig_22_75
Adig_XM_015924813.1	Adig_22_76
Adig_XM_015924821.1	Adig_22_77
Adig_XM_015891803.1	Adig_22_78
Adig_XM_015891785.1	Adig_22_79
Adig_XM_015891814.1	Adig_22_80
Adig_XM_015891825.1	Adig_22_81
Adig_XM_015891834.1	Adig_22_82
Adig_XM_015924828.1	Adig_22_83
Adig_XM_015924837.1	Adig_22_84
Adig_XM_015891862.1	Adig_22_85
Adig_XM_015924844.1	Adig_22_86
Adig_XM_015924855.1	Adig_22_87
Adig_XM_015891906.1	Adig_22_88
Adig_XM_015891871.1	Adig_22_89
Adig_XM_015891917.1	Adig_22_90
Adig_XM_015891927.1	Adig_22_91
Adig_XM_015924865.1	Adig_22_92
Adig_XM_015924876.1	Adig_22_93
Adig_XM_015891955.1	Adig_22_94
Adig_XM_015924919.1	Adig_22_95
Adig_XM_015891991.1	Adig_22_96
Adig_XM_015892002.1	Adig_22_97
Adig_XM_015924887.1	Adig_22_98
Adig_XM_015892010.1	Adig_22_99
Adig_XM_015892029.1	Adig_22_100
Adig_XM_015924898.1	Adig_22_101
Adig_XM_015892039.1	Adig_23_1
Adig_XM_015892049.1	Adig_23_2
Adig_XM_015892062.1	Adig_23_3
Adig_XM_015892403.1	Adig_23_4
Adig_XM_015892070.1	Adig_23_5
Adig_XM_015892411.1	Adig_23_6
Adig_XM_015892441.1	Adig_23_7
Adig_XM_015892430.1	Adig_23_8
Adig_XM_015892081.1	Adig_23_9
Adig_XM_015892422.1	Adig_23_10
Adig_XM_015892458.1	Adig_23_11
Adig_XM_015892093.1	Adig_23_12
Adig_XM_015892382.1	Adig_23_13
Adig_XM_015892471.1	Adig_23_14
Adig_XM_015892100.1	Adig_23_15
Adig_XM_015892488.1	Adig_23_16
Adig_XM_015892496.1	Adig_23_17
Adig_XM_015892505.1	Adig_23_18
Adig_XM_015892109.1	Adig_23_19
Adig_XM_015892525.1	Adig_23_20
Adig_XM_015892532.1	Adig_23_21
Adig_XM_015892548.1	Adig_23_22
Adig_XM_015892119.1	Adig_23_23
Adig_XM_015892129.1	Adig_23_24
Adig_XM_015892138.1	Adig_23_25
Adig_XM_015892558.1	Adig_23_26
Adig_XM_015892584.1	Adig_23_27
Adig_XM_015892574.1	Adig_23_28
Adig_XM_015892602.1	Adig_23_29
Adig_XM_015892148.1	Adig_23_30
Adig_XM_015892624.1	Adig_23_31
Adig_XM_015892638.1	Adig_23_32
Adig_XM_015892665.1	Adig_23_33
Adig_XM_015892157.1	Adig_23_34
Adig_XM_015892704.1	Adig_23_35
Adig_XM_015892689.1	Adig_23_36
Adig_XM_015892167.1	Adig_23_37
Adig_XM_015892683.1	Adig_23_38
Adig_XM_015892176.1	Adig_23_39
Adig_XM_015892718.1	Adig_23_40
Adig_XM_015892734.1	Adig_23_41
Adig_XM_015892189.1	Adig_23_42
Adig_XM_015892200.1	Adig_23_43
Adig_XM_015892761.1	Adig_23_44
Adig_XM_015892772.1	Adig_23_45
Adig_XM_015892210.1	Adig_23_46
Adig_XM_015892752.1	Adig_23_47
Adig_XM_015892743.1	Adig_23_48
Adig_XM_015892798.1	Adig_23_49
Adig_XM_015892837.1	Adig_23_50
Adig_XM_015892827.1	Adig_23_51
Adig_XM_015892809.1	Adig_23_52
Adig_XM_015892781.1	Adig_23_53
Adig_XM_015892849.1	Adig_23_54
Adig_XM_015892216.1	Adig_23_55
Adig_XM_015892873.1	Adig_23_56
Adig_XM_015892864.1	Adig_23_57
Adig_XM_015892892.1	Adig_23_58
Adig_XM_015892226.1	Adig_23_59
Adig_XM_015892918.1	Adig_23_60
Adig_XM_015892908.1	Adig_23_61
Adig_XM_015892934.1	Adig_23_62
Adig_XM_015892238.1	Adig_23_63
Adig_XM_015892945.1	Adig_23_64
Adig_XM_015892250.1	Adig_23_65
Adig_XM_015892970.1	Adig_23_66
Adig_XM_015892259.1	Adig_23_67
Adig_XM_015892979.1	Adig_23_68
Adig_XM_015892989.1	Adig_23_69
Adig_XM_015893000.1	Adig_23_70
Adig_XM_015893008.1	Adig_23_71
Adig_XM_015893021.1	Adig_23_72
Adig_XM_015893031.1	Adig_23_73
Adig_XM_015892271.1	Adig_23_74
Adig_XM_015893111.1	Adig_23_75
Adig_XM_015892282.1	Adig_23_76
Adig_XM_015892292.1	Adig_23_77
Adig_XM_015893120.1	Adig_23_78
Adig_XM_015893087.1	Adig_23_79
Adig_XM_015892300.1	Adig_23_80
Adig_XM_015892307.1	Adig_23_81
Adig_XM_015893146.1	Adig_23_82
Adig_XM_015892316.1	Adig_23_83
Adig_XM_015892325.1	Adig_23_84
Adig_XM_015892335.1	Adig_23_85
Adig_XM_015892346.1	Adig_23_86
Adig_XM_015892356.1	Adig_23_87
Adig_XM_015892364.1	Adig_23_88
Adig_XM_015893166.1	Adig_23_89
Adig_XM_015893740.1	Adig_24_1
Adig_XM_015893236.1	Adig_24_2
Adig_XM_015893758.1	Adig_24_3
Adig_XM_015893767.1	Adig_24_4
Adig_XM_015893245.1	Adig_24_5
Adig_XM_015893777.1	Adig_24_6
Adig_XM_015893786.1	Adig_24_7
Adig_XM_015893265.1	Adig_24_8
Adig_XM_015893276.1	Adig_24_9
Adig_XM_015893808.1	Adig_24_10
Adig_XM_015893827.1	Adig_24_11
Adig_XM_015893834.1	Adig_24_12
Adig_XM_015893286.1	Adig_24_13
Adig_XM_015893294.1	Adig_24_14
Adig_XM_015893887.1	Adig_24_15
Adig_XM_015893844.1	Adig_24_16
Adig_XM_015893302.1	Adig_24_17
Adig_XM_015893654.1	Adig_24_18
Adig_XM_015893310.1	Adig_24_19
Adig_XM_015893910.1	Adig_24_20
Adig_XM_015893923.1	Adig_24_21
Adig_XM_015893321.1	Adig_24_22
Adig_XM_015893332.1	Adig_24_23
Adig_XM_015893934.1	Adig_24_24
Adig_XM_015893343.1	Adig_24_25
Adig_XM_015893356.1	Adig_24_26
Adig_XM_015893976.1	Adig_24_27
Adig_XM_015893962.1	Adig_24_28
Adig_XM_015893367.1	Adig_24_29
Adig_XM_015893948.1	Adig_24_30
Adig_XM_015893970.1	Adig_24_31
Adig_XM_015893378.1	Adig_24_32
Adig_XM_015893388.1	Adig_24_33
Adig_XM_015893398.1	Adig_24_34
Adig_XM_015894000.1	Adig_24_35
Adig_XM_015893406.1	Adig_24_36
Adig_XM_015893415.1	Adig_24_37
Adig_XM_015893427.1	Adig_24_38
Adig_XM_015894018.1	Adig_24_39
Adig_XM_015894027.1	Adig_24_40
Adig_XM_015894040.1	Adig_24_41
Adig_XM_015893436.1	Adig_24_42
Adig_XM_015893443.1	Adig_24_43
Adig_XM_015893451.1	Adig_24_44
Adig_XM_015893462.1	Adig_24_45
Adig_XM_015894061.1	Adig_24_46
Adig_XM_015894107.1	Adig_24_47
Adig_XM_015893471.1	Adig_24_48
Adig_XM_015894121.1	Adig_24_49
