Lpol_gene-COX1	Lpol_1_1
Lpol_XM_022385755.1	Lpol_591_1
Lpol_XM_022385758.1	Lpol_591_2
Lpol_XM_013918915.2	Lpol_591_3
Lpol_XM_022385760.1	Lpol_591_4
Lpol_XM_013918913.2	Lpol_591_5
Lpol_XM_022385753.1	Lpol_591_6
Lpol_XM_022385752.1	Lpol_591_7
Lpol_XM_022385761.1	Lpol_592_1
Lpol_XM_013918919.2	Lpol_592_2
Lpol_XM_022385763.1	Lpol_592_3
Lpol_XM_022385765.1	Lpol_592_4
Lpol_XM_013918921.1	Lpol_592_5
Lpol_XM_022385764.1	Lpol_592_6
Lpol_XM_013918925.2	Lpol_593_1
Lpol_XM_013918923.2	Lpol_593_2
Lpol_XM_022385772.1	Lpol_593_3
Lpol_XM_022385773.1	Lpol_594_1
Lpol_XM_013918927.2	Lpol_594_2
Lpol_XM_013918930.2	Lpol_594_3
Lpol_XM_013918931.2	Lpol_594_4
Lpol_XM_013918934.2	Lpol_594_5
Lpol_XM_013918945.2	Lpol_594_6
Lpol_XM_013918946.2	Lpol_595_1
Lpol_XM_022385791.1	Lpol_595_2
Lpol_XM_013918949.2	Lpol_595_3
Lpol_XM_022385786.1	Lpol_595_4
Lpol_XM_013918953.2	Lpol_595_5
Lpol_XM_022385803.1	Lpol_595_6
Lpol_XM_013918956.2	Lpol_596_1
Lpol_XM_022385808.1	Lpol_596_2
Lpol_XM_013918955.2	Lpol_596_3
Lpol_XM_022385813.1	Lpol_597_1
Lpol_XM_013918963.1	Lpol_597_2
Lpol_XM_022385814.1	Lpol_597_3
Lpol_XM_013918957.2	Lpol_597_4
Lpol_XM_022385818.1	Lpol_597_5
Lpol_XM_022385816.1	Lpol_597_6
Lpol_XM_013918964.2	Lpol_597_7
Lpol_XM_013918965.2	Lpol_597_8
Lpol_XM_013918960.2	Lpol_597_9
Lpol_XM_013918962.2	Lpol_597_10
Lpol_XM_013918967.2	Lpol_598_1
Lpol_XM_022385825.1	Lpol_598_2
Lpol_XM_022385826.1	Lpol_598_3
Lpol_XM_013918971.2	Lpol_598_4
Lpol_XM_013918972.2	Lpol_598_5
Lpol_XM_013918979.2	Lpol_599_1
Lpol_XM_022385829.1	Lpol_599_2
Lpol_XM_013918980.2	Lpol_599_3
Lpol_XM_013918982.2	Lpol_599_4
Lpol_XM_013918974.2	Lpol_599_5
Lpol_XM_022385834.1	Lpol_599_6
Lpol_XM_022385832.1	Lpol_599_7
Lpol_XM_022385827.1	Lpol_599_8
Lpol_XM_022385828.1	Lpol_599_9
Lpol_XM_013918978.2	Lpol_599_10
Lpol_XM_022385839.1	Lpol_600_1
Lpol_XM_013918986.2	Lpol_600_2
Lpol_XM_022385840.1	Lpol_600_3
Lpol_XM_013918988.2	Lpol_600_4
Lpol_XM_022385841.1	Lpol_600_5
Lpol_XM_013918994.2	Lpol_601_1
Lpol_XM_022385846.1	Lpol_601_2
Lpol_XM_013918996.2	Lpol_601_3
Lpol_XM_013919001.2	Lpol_601_4
Lpol_XM_013918991.1	Lpol_601_5
Lpol_XM_013918992.2	Lpol_601_6
Lpol_XM_013918997.2	Lpol_601_7
Lpol_XM_022385849.1	Lpol_601_8
Lpol_XM_022385852.1	Lpol_601_9
Lpol_XM_013919000.2	Lpol_601_10
Lpol_XM_022385855.1	Lpol_602_1
Lpol_XM_022385860.1	Lpol_602_2
Lpol_XM_022385854.1	Lpol_602_3
Lpol_XM_022385863.1	Lpol_602_4
Lpol_XM_022385875.1	Lpol_603_1
Lpol_XM_013919011.2	Lpol_603_2
Lpol_XM_013919013.2	Lpol_603_3
Lpol_XM_013919014.2	Lpol_603_4
Lpol_XM_013919015.2	Lpol_603_5
Lpol_XM_013919016.2	Lpol_603_6
Lpol_XM_013919009.2	Lpol_603_7
Lpol_XM_013919018.2	Lpol_603_8
Lpol_XM_013919017.2	Lpol_603_9
Lpol_XM_022385882.1	Lpol_603_10
Lpol_XM_022385891.1	Lpol_604_1
Lpol_XM_022385890.1	Lpol_604_2
Lpol_XM_022385895.1	Lpol_605_1
Lpol_XM_022385912.1	Lpol_606_1
Lpol_XM_022385901.1	Lpol_606_2
Lpol_XM_022385903.1	Lpol_606_3
Lpol_XM_022385902.1	Lpol_606_4
Lpol_XM_022385905.1	Lpol_606_5
Lpol_XM_022385907.1	Lpol_606_6
Lpol_XM_013919030.2	Lpol_606_7
Lpol_XM_022385910.1	Lpol_606_8
Lpol_XM_013919032.2	Lpol_607_1
Lpol_XM_013919033.2	Lpol_607_2
Lpol_XM_013919035.2	Lpol_607_3
Lpol_XM_013919034.2	Lpol_607_4
Lpol_XM_013919036.2	Lpol_607_5
Lpol_XM_013919037.2	Lpol_607_6
Lpol_XM_013919038.1	Lpol_607_7
Lpol_XM_013919039.2	Lpol_608_1
Lpol_XM_022385918.1	Lpol_608_2
Lpol_XM_013919041.2	Lpol_608_3
Lpol_XM_022385923.1	Lpol_608_4
Lpol_XM_022385924.1	Lpol_608_5
Lpol_XM_022385915.1	Lpol_608_6
Lpol_XM_022385916.1	Lpol_608_7
Lpol_XM_022385929.1	Lpol_608_8
Lpol_XM_013919045.2	Lpol_608_9
Lpol_XM_022385917.1	Lpol_608_10
Lpol_XM_013919050.2	Lpol_608_11
Lpol_XM_022385930.1	Lpol_608_12
Lpol_XM_013919056.2	Lpol_609_1
Lpol_XM_022385933.1	Lpol_609_2
Lpol_XM_022385934.1	Lpol_609_3
Lpol_XM_022385931.1	Lpol_609_4
Lpol_XM_013919055.2	Lpol_609_5
Lpol_XM_022385936.1	Lpol_610_1
Lpol_XM_022385937.1	Lpol_610_2
Lpol_XM_013919057.1	Lpol_610_3
Lpol_XM_022385938.1	Lpol_610_4
Lpol_XM_022385939.1	Lpol_611_1
Lpol_XM_013919061.1	Lpol_611_2
Lpol_XM_013919063.2	Lpol_611_3
Lpol_XM_013919064.1	Lpol_612_1
Lpol_XM_013919067.2	Lpol_612_2
Lpol_XM_013919072.2	Lpol_612_3
Lpol_XM_022385946.1	Lpol_613_1
Lpol_XM_022385954.1	Lpol_613_2
Lpol_XM_013919076.2	Lpol_613_3
Lpol_XM_013919077.2	Lpol_613_4
Lpol_XM_013919079.2	Lpol_613_5
Lpol_XM_013919083.2	Lpol_614_1
Lpol_XM_022385955.1	Lpol_614_2
Lpol_XM_013919082.2	Lpol_614_3
Lpol_XM_013919084.2	Lpol_615_1
Lpol_XM_013919086.2	Lpol_615_2
Lpol_XM_013919087.2	Lpol_615_3
Lpol_XM_013919085.2	Lpol_615_4
Lpol_XM_013919088.2	Lpol_615_5
Lpol_XM_013919089.2	Lpol_615_6
Lpol_XM_013919094.2	Lpol_615_7
Lpol_XM_013919095.2	Lpol_616_1
Lpol_XM_022385964.1	Lpol_616_2
Lpol_XM_013919098.2	Lpol_616_3
Lpol_XM_013919099.2	Lpol_616_4
Lpol_XM_013919100.2	Lpol_616_5
Lpol_XM_022385965.1	Lpol_616_6
Lpol_XM_013919101.2	Lpol_616_7
Lpol_XM_013919104.2	Lpol_616_8
Lpol_XM_013919105.2	Lpol_617_1
Lpol_XM_022385976.1	Lpol_617_2
Lpol_XM_022385974.1	Lpol_617_3
Lpol_XM_022385979.1	Lpol_617_4
Lpol_XM_022385973.1	Lpol_617_5
Lpol_XM_022385975.1	Lpol_617_6
Lpol_XM_022385984.1	Lpol_618_1
Lpol_XM_013919109.2	Lpol_618_2
Lpol_XM_022385986.1	Lpol_618_3
Lpol_XM_022385985.1	Lpol_618_4
Lpol_XM_013919110.2	Lpol_618_5
Lpol_XM_013919115.2	Lpol_618_6
Lpol_XM_013919116.2	Lpol_619_1
Lpol_XM_022385993.1	Lpol_619_2
Lpol_XM_022385992.1	Lpol_619_3
Lpol_XM_022385996.1	Lpol_620_1
Lpol_XM_013919122.2	Lpol_620_2
Lpol_XM_013919125.2	Lpol_620_3
Lpol_XM_013919126.2	Lpol_620_4
Lpol_XM_013919120.2	Lpol_620_5
Lpol_XM_022385998.1	Lpol_620_6
Lpol_XM_022385997.1	Lpol_620_7
Lpol_XM_022386001.1	Lpol_621_1
Lpol_XM_013919129.1	Lpol_621_2
Lpol_XM_022386005.1	Lpol_621_3
Lpol_XM_013919133.2	Lpol_621_4
Lpol_XM_022386003.1	Lpol_621_5
Lpol_XM_013919132.2	Lpol_621_6
Lpol_XM_022386013.1	Lpol_622_1
Lpol_XM_022386017.1	Lpol_622_2
Lpol_XM_022386009.1	Lpol_622_3
Lpol_XM_022386012.1	Lpol_622_4
Lpol_XM_013919137.2	Lpol_622_5
Lpol_XM_013919138.2	Lpol_622_6
Lpol_XM_013919139.2	Lpol_622_7
Lpol_XM_022386019.1	Lpol_623_1
Lpol_XM_013919142.2	Lpol_623_2
Lpol_XM_022386022.1	Lpol_623_3
Lpol_XM_022386020.1	Lpol_623_4
Lpol_XM_022386021.1	Lpol_623_5
Lpol_XM_013919147.2	Lpol_623_6
Lpol_XM_022386027.1	Lpol_624_1
Lpol_XM_022386031.1	Lpol_624_2
Lpol_XM_013919149.2	Lpol_624_3
Lpol_XM_013919154.2	Lpol_624_4
Lpol_XM_013919150.2	Lpol_624_5
Lpol_XM_022386026.1	Lpol_624_6
Lpol_XM_022386034.1	Lpol_624_7
Lpol_XM_022386036.1	Lpol_625_1
Lpol_XM_022386037.1	Lpol_625_2
Lpol_XM_022386040.1	Lpol_625_3
Lpol_XM_022386042.1	Lpol_625_4
Lpol_XM_013919158.2	Lpol_625_5
Lpol_XM_022386044.1	Lpol_625_6
Lpol_XM_022386035.1	Lpol_625_7
Lpol_XM_022386046.1	Lpol_626_1
Lpol_XM_022386047.1	Lpol_626_2
Lpol_XM_022386048.1	Lpol_626_3
Lpol_XM_022386050.1	Lpol_626_4
Lpol_XM_013919163.1	Lpol_626_5
Lpol_XM_013919169.2	Lpol_626_6
Lpol_XM_013919167.2	Lpol_626_7
Lpol_XM_022386052.1	Lpol_627_1
Lpol_XM_022386055.1	Lpol_627_2
Lpol_XM_013919172.2	Lpol_627_3
Lpol_XM_013919175.1	Lpol_627_4
Lpol_XM_013919173.2	Lpol_627_5
Lpol_XM_022386053.1	Lpol_627_6
Lpol_XM_022386056.1	Lpol_628_1
Lpol_XM_022386057.1	Lpol_628_2
Lpol_XM_022386058.1	Lpol_628_3
Lpol_XM_013919185.2	Lpol_629_1
Lpol_XM_022386061.1	Lpol_629_2
Lpol_XM_022386063.1	Lpol_629_3
Lpol_XM_022386064.1	Lpol_629_4
Lpol_XM_013919184.2	Lpol_629_5
Lpol_XM_013919193.2	Lpol_630_1
Lpol_XM_013919187.2	Lpol_630_2
Lpol_XM_013919190.2	Lpol_630_3
Lpol_XM_013919191.2	Lpol_630_4
Lpol_XM_022386068.1	Lpol_630_5
Lpol_XM_013919195.2	Lpol_631_1
Lpol_XM_022386073.1	Lpol_631_2
Lpol_XM_022386072.1	Lpol_631_3
Lpol_XM_013919196.1	Lpol_632_1
Lpol_XM_022386074.1	Lpol_632_2
Lpol_NM_001314135.1	Lpol_632_3
Lpol_XM_013919201.2	Lpol_632_4
Lpol_XM_022386076.1	Lpol_632_5
Lpol_XM_022386085.1	Lpol_633_1
Lpol_XM_022386088.1	Lpol_633_2
Lpol_XM_013919207.2	Lpol_633_3
Lpol_XM_013919209.2	Lpol_633_4
Lpol_XM_022386083.1	Lpol_633_5
Lpol_XM_013919212.2	Lpol_633_6
Lpol_XM_022386084.1	Lpol_633_7
Lpol_XM_022386097.1	Lpol_634_1
Lpol_XM_022386098.1	Lpol_634_2
Lpol_XM_022386100.1	Lpol_634_3
Lpol_XM_013919217.2	Lpol_635_1
Lpol_XM_022386102.1	Lpol_635_2
Lpol_XM_022386101.1	Lpol_635_3
Lpol_XM_013919218.2	Lpol_635_4
Lpol_XM_013919221.2	Lpol_635_5
Lpol_XM_022386107.1	Lpol_636_1
Lpol_XM_013919227.2	Lpol_636_2
Lpol_XM_013919228.2	Lpol_636_3
Lpol_XM_022386112.1	Lpol_636_4
Lpol_XM_022386111.1	Lpol_636_5
Lpol_XM_022386117.1	Lpol_637_1
Lpol_XM_022386119.1	Lpol_637_2
Lpol_XM_022386118.1	Lpol_637_3
Lpol_XM_013919230.2	Lpol_637_4
Lpol_XM_013919231.2	Lpol_637_5
Lpol_XM_022386120.1	Lpol_637_6
Lpol_XM_022386126.1	Lpol_638_1
Lpol_XM_022386132.1	Lpol_638_2
Lpol_XM_022386127.1	Lpol_638_3
Lpol_XM_013919236.2	Lpol_638_4
Lpol_XM_013919244.2	Lpol_638_5
Lpol_XM_022386134.1	Lpol_638_6
Lpol_XM_022386128.1	Lpol_638_7
Lpol_XM_022386129.1	Lpol_638_8
Lpol_XM_013919240.2	Lpol_638_9
Lpol_XM_022386130.1	Lpol_638_10
Lpol_XM_022386131.1	Lpol_638_11
Lpol_XM_022386137.1	Lpol_639_1
Lpol_XM_013919246.2	Lpol_639_2
Lpol_XM_013919247.2	Lpol_640_1
Lpol_XM_022386144.1	Lpol_640_2
Lpol_XM_022386146.1	Lpol_640_3
Lpol_XM_022386145.1	Lpol_640_4
Lpol_XM_022386150.1	Lpol_640_5
Lpol_XM_022386148.1	Lpol_640_6
Lpol_XM_022386153.1	Lpol_641_1
Lpol_XM_013919257.2	Lpol_641_2
Lpol_XM_013919259.2	Lpol_641_3
Lpol_XM_013919255.1	Lpol_641_4
Lpol_XM_022386151.1	Lpol_641_5
Lpol_XM_022386158.1	Lpol_642_1
Lpol_XM_013919265.2	Lpol_642_2
Lpol_XM_013919260.2	Lpol_642_3
Lpol_XM_013919264.2	Lpol_642_4
Lpol_XM_022386160.1	Lpol_642_5
Lpol_XM_013919262.2	Lpol_642_6
Lpol_XM_013919268.2	Lpol_643_1
Lpol_XM_022386166.1	Lpol_643_2
Lpol_XM_022386165.1	Lpol_643_3
Lpol_XM_013919272.2	Lpol_643_4
Lpol_XM_013919270.2	Lpol_643_5
Lpol_XM_013919269.2	Lpol_643_6
Lpol_XM_022386169.1	Lpol_643_7
Lpol_XM_022386172.1	Lpol_644_1
Lpol_XM_013919278.2	Lpol_644_2
Lpol_XM_022386175.1	Lpol_644_3
Lpol_XM_022386176.1	Lpol_644_4
Lpol_NM_001314170.1	Lpol_644_5
Lpol_NM_001314174.1	Lpol_644_6
Lpol_XM_013919281.2	Lpol_644_7
Lpol_XM_013919284.2	Lpol_645_1
Lpol_XM_013919285.2	Lpol_645_2
Lpol_XM_013919289.2	Lpol_645_3
Lpol_XM_013919291.2	Lpol_645_4
Lpol_XM_013919286.2	Lpol_645_5
Lpol_XM_013919292.2	Lpol_645_6
Lpol_XM_022386184.1	Lpol_645_7
Lpol_XM_013919288.2	Lpol_645_8
Lpol_XM_013919294.2	Lpol_646_1
Lpol_XM_022386190.1	Lpol_646_2
Lpol_XM_013919299.2	Lpol_647_1
Lpol_XM_013919303.2	Lpol_647_2
Lpol_XM_022386194.1	Lpol_647_3
Lpol_XM_013919301.2	Lpol_647_4
Lpol_XM_013919308.2	Lpol_648_1
Lpol_XM_013919304.2	Lpol_648_2
Lpol_XM_022386205.1	Lpol_648_3
Lpol_XM_013919306.2	Lpol_648_4
Lpol_XM_022386203.1	Lpol_648_5
Lpol_XM_022386200.1	Lpol_648_6
Lpol_XM_013919312.1	Lpol_648_7
Lpol_XM_022386201.1	Lpol_648_8
Lpol_XM_022386208.1	Lpol_648_9
Lpol_XM_022386204.1	Lpol_648_10
Lpol_XM_013919320.2	Lpol_649_1
Lpol_XM_013919321.2	Lpol_649_2
Lpol_XM_022386213.1	Lpol_649_3
Lpol_XM_013919324.2	Lpol_649_4
Lpol_XM_022386216.1	Lpol_649_5
Lpol_XM_013919325.2	Lpol_649_6
Lpol_XM_013919326.2	Lpol_649_7
Lpol_XM_022386210.1	Lpol_649_8
Lpol_XM_022386211.1	Lpol_649_9
Lpol_XM_013919318.2	Lpol_649_10
Lpol_XM_022386212.1	Lpol_649_11
Lpol_XM_013919336.2	Lpol_650_1
Lpol_XM_013919327.2	Lpol_650_2
Lpol_XM_013919334.2	Lpol_650_3
Lpol_XM_013919331.2	Lpol_650_4
Lpol_XM_022386219.1	Lpol_650_5
Lpol_XM_013919329.1	Lpol_650_6
Lpol_XM_022386217.1	Lpol_650_7
Lpol_XM_013919333.1	Lpol_650_8
Lpol_XM_022386224.1	Lpol_651_1
Lpol_XM_013919342.2	Lpol_651_2
Lpol_XM_013919346.2	Lpol_651_3
Lpol_XM_013919345.2	Lpol_651_4
Lpol_XM_013919343.2	Lpol_651_5
Lpol_XM_022386228.1	Lpol_651_6
Lpol_XM_013919348.2	Lpol_651_7
Lpol_XM_013919349.2	Lpol_651_8
Lpol_XM_013919350.2	Lpol_652_1
Lpol_XM_013919351.1	Lpol_652_2
Lpol_XM_022386231.1	Lpol_652_3
Lpol_XM_022386229.1	Lpol_652_4
Lpol_XM_013919355.2	Lpol_652_5
Lpol_XM_022386233.1	Lpol_652_6
Lpol_XM_022386230.1	Lpol_652_7
Lpol_XM_013919361.2	Lpol_653_1
Lpol_XM_022386238.1	Lpol_653_2
Lpol_XM_013919366.2	Lpol_653_3
Lpol_XM_022386242.1	Lpol_653_4
Lpol_XM_013919367.2	Lpol_653_5
Lpol_XM_022386244.1	Lpol_653_6
Lpol_XM_013919368.2	Lpol_653_7
Lpol_XM_022386237.1	Lpol_653_8
Lpol_XM_013919374.2	Lpol_653_9
Lpol_XM_022386247.1	Lpol_653_10
Lpol_XM_022386248.1	Lpol_654_1
Lpol_XM_013919376.2	Lpol_654_2
Lpol_XM_022386250.1	Lpol_655_1
Lpol_XM_022386251.1	Lpol_655_2
Lpol_XM_022386262.1	Lpol_655_3
Lpol_XM_022386254.1	Lpol_655_4
Lpol_XM_013919380.1	Lpol_655_5
Lpol_XM_013919383.2	Lpol_656_1
Lpol_XM_022386268.1	Lpol_656_2
Lpol_XM_022386270.1	Lpol_657_1
Lpol_XM_013919387.2	Lpol_657_2
Lpol_XM_013919392.2	Lpol_657_3
Lpol_XM_013919390.2	Lpol_657_4
Lpol_XM_013919393.2	Lpol_657_5
Lpol_XM_013919394.2	Lpol_657_6
Lpol_XM_013919391.2	Lpol_657_7
Lpol_XM_022386281.1	Lpol_658_1
Lpol_XM_013919398.2	Lpol_658_2
Lpol_XM_013919405.2	Lpol_658_3
Lpol_XM_013919406.2	Lpol_658_4
Lpol_XM_013919399.2	Lpol_658_5
Lpol_XM_013919400.2	Lpol_658_6
Lpol_XM_022386300.1	Lpol_658_7
Lpol_XM_022386285.1	Lpol_658_8
Lpol_XM_013919410.2	Lpol_658_9
Lpol_XM_013919407.2	Lpol_658_10
Lpol_XM_013919408.2	Lpol_658_11
Lpol_XM_013919409.2	Lpol_658_12
Lpol_XM_022386305.1	Lpol_659_1
Lpol_XM_022386307.1	Lpol_659_2
Lpol_XM_013919414.2	Lpol_659_3
Lpol_XM_013919415.2	Lpol_659_4
Lpol_XM_013919416.2	Lpol_659_5
Lpol_XM_022386309.1	Lpol_660_1
Lpol_XM_013919417.2	Lpol_660_2
Lpol_XM_013919418.2	Lpol_660_3
Lpol_XM_013919423.2	Lpol_660_4
Lpol_XM_013919419.2	Lpol_660_5
Lpol_XM_022386310.1	Lpol_660_6
Lpol_XM_013919425.2	Lpol_661_1
Lpol_XM_013919431.2	Lpol_661_2
Lpol_XM_013919429.2	Lpol_661_3
Lpol_XM_013919434.2	Lpol_662_1
Lpol_XM_013919438.2	Lpol_662_2
Lpol_XM_013919441.2	Lpol_662_3
Lpol_XM_013919435.2	Lpol_662_4
Lpol_XM_022386317.1	Lpol_662_5
Lpol_XM_013919439.2	Lpol_662_6
Lpol_XM_013919436.2	Lpol_662_7
Lpol_XM_013919437.2	Lpol_662_8
Lpol_XM_022386330.1	Lpol_663_1
Lpol_XM_013919446.2	Lpol_663_2
Lpol_XM_013919442.2	Lpol_663_3
Lpol_XM_013919450.2	Lpol_663_4
Lpol_XM_022386335.1	Lpol_663_5
Lpol_XM_013919449.2	Lpol_663_6
Lpol_XM_013919451.2	Lpol_663_7
Lpol_XM_013919458.2	Lpol_664_1
Lpol_XM_013919454.2	Lpol_664_2
Lpol_XM_013919456.2	Lpol_664_3
Lpol_XM_013919460.2	Lpol_664_4
Lpol_XM_013919463.2	Lpol_664_5
Lpol_XM_022386340.1	Lpol_664_6
Lpol_XM_013919465.2	Lpol_665_1
Lpol_XM_013919470.2	Lpol_665_2
Lpol_XM_013919466.1	Lpol_665_3
Lpol_XM_013919468.1	Lpol_665_4
Lpol_XM_022386356.1	Lpol_665_5
Lpol_XM_013919469.2	Lpol_665_6
Lpol_XM_022386350.1	Lpol_665_7
Lpol_XM_013919474.2	Lpol_666_1
Lpol_XM_013919475.2	Lpol_666_2
Lpol_XM_022386366.1	Lpol_666_3
Lpol_XM_013919477.2	Lpol_666_4
Lpol_XM_013919488.2	Lpol_666_5
Lpol_XM_022386362.1	Lpol_666_6
Lpol_XM_013919485.2	Lpol_666_7
Lpol_XM_013919489.2	Lpol_666_8
Lpol_XM_013919480.2	Lpol_666_9
Lpol_XM_013919486.2	Lpol_666_10
Lpol_XM_013919491.2	Lpol_666_11
Lpol_XM_022386361.1	Lpol_666_12
Lpol_XM_022386363.1	Lpol_666_13
Lpol_XM_022386364.1	Lpol_666_14
Lpol_XM_022386374.1	Lpol_667_1
Lpol_XM_022386373.1	Lpol_667_2
Lpol_XM_022386376.1	Lpol_668_1
Lpol_XM_022386380.1	Lpol_669_1
Lpol_XM_013919508.2	Lpol_669_2
Lpol_XM_022386386.1	Lpol_669_3
Lpol_XM_013919499.2	Lpol_669_4
Lpol_XM_022386389.1	Lpol_669_5
Lpol_XM_022386394.1	Lpol_669_6
Lpol_XM_013919509.2	Lpol_669_7
Lpol_XM_022386381.1	Lpol_669_8
Lpol_XM_022386397.1	Lpol_669_9
Lpol_XM_013919510.2	Lpol_669_10
Lpol_XM_022386382.1	Lpol_669_11
Lpol_XM_013919504.2	Lpol_669_12
Lpol_XM_022386383.1	Lpol_669_13
Lpol_XM_022386399.1	Lpol_669_14
Lpol_XM_013919520.2	Lpol_669_15
Lpol_XM_013919521.2	Lpol_669_16
Lpol_XM_013919522.2	Lpol_669_17
Lpol_XM_022386385.1	Lpol_669_18
Lpol_XM_022386384.1	Lpol_669_19
Lpol_XM_013919507.2	Lpol_669_20
Lpol_XM_013919524.2	Lpol_670_1
Lpol_XM_022386407.1	Lpol_670_2
Lpol_XM_013919526.2	Lpol_670_3
Lpol_XM_013919527.2	Lpol_671_1
Lpol_XM_022386411.1	Lpol_671_2
Lpol_XM_022386410.1	Lpol_671_3
Lpol_XM_022386408.1	Lpol_671_4
Lpol_XM_013919530.2	Lpol_671_5
Lpol_XM_013919531.1	Lpol_671_6
Lpol_XM_013919532.2	Lpol_671_7
Lpol_XM_013919533.2	Lpol_672_1
Lpol_XM_022386420.1	Lpol_672_2
Lpol_XM_022386412.1	Lpol_672_3
Lpol_XM_022386422.1	Lpol_673_1
Lpol_XM_013919536.2	Lpol_673_2
Lpol_XM_013919538.2	Lpol_673_3
Lpol_XM_013919540.2	Lpol_673_4
Lpol_XM_013919541.2	Lpol_673_5
Lpol_XM_013919543.2	Lpol_673_6
Lpol_XM_022386421.1	Lpol_673_7
Lpol_XM_022386432.1	Lpol_674_1
Lpol_XM_022386431.1	Lpol_674_2
Lpol_XM_022386433.1	Lpol_674_3
Lpol_XM_022386435.1	Lpol_674_4
Lpol_XM_022386437.1	Lpol_674_5
Lpol_XM_013919548.2	Lpol_675_1
Lpol_XM_013919550.2	Lpol_675_2
Lpol_XM_022386439.1	Lpol_675_3
Lpol_XM_022386447.1	Lpol_676_1
Lpol_XM_022386444.1	Lpol_676_2
Lpol_XM_022386450.1	Lpol_676_3
Lpol_XM_022386446.1	Lpol_676_4
Lpol_XM_022386453.1	Lpol_676_5
Lpol_XM_022386445.1	Lpol_676_6
Lpol_XM_013919555.1	Lpol_677_1
Lpol_XM_013919556.2	Lpol_677_2
Lpol_XM_013919557.2	Lpol_677_3
Lpol_XM_013919560.2	Lpol_677_4
Lpol_XM_013919561.2	Lpol_677_5
Lpol_XM_022386462.1	Lpol_677_6
Lpol_XM_013919559.2	Lpol_677_7
Lpol_XM_022386466.1	Lpol_678_1
Lpol_XM_013919564.2	Lpol_678_2
Lpol_XM_013919565.2	Lpol_679_1
Lpol_XM_022386467.1	Lpol_679_2
Lpol_XM_013919567.2	Lpol_679_3
Lpol_XM_022386474.1	Lpol_679_4
Lpol_XM_022386476.1	Lpol_680_1
Lpol_XM_013919571.2	Lpol_680_2
Lpol_XM_013919573.2	Lpol_680_3
Lpol_XM_013919574.2	Lpol_681_1
Lpol_XM_013919575.2	Lpol_681_2
Lpol_XM_022386478.1	Lpol_681_3
Lpol_XM_022386479.1	Lpol_681_4
Lpol_XM_022386483.1	Lpol_682_1
Lpol_XM_022386484.1	Lpol_682_2
Lpol_XM_022386485.1	Lpol_682_3
Lpol_XM_013919583.2	Lpol_682_4
Lpol_XM_022386489.1	Lpol_683_1
Lpol_XM_013919586.2	Lpol_683_2
Lpol_XM_013919584.2	Lpol_683_3
Lpol_XM_013919587.2	Lpol_683_4
Lpol_XM_022386494.1	Lpol_683_5
Lpol_XM_022386493.1	Lpol_683_6
Lpol_XM_022386496.1	Lpol_684_1
Lpol_XM_022386495.1	Lpol_684_2
Lpol_XM_013919590.2	Lpol_684_3
Lpol_XM_022386498.1	Lpol_684_4
Lpol_XM_013919589.2	Lpol_684_5
Lpol_XM_013919592.2	Lpol_685_1
Lpol_XM_022386500.1	Lpol_685_2
Lpol_XM_013919595.2	Lpol_685_3
Lpol_XM_022386503.1	Lpol_685_4
Lpol_XM_013919598.2	Lpol_685_5
Lpol_XM_013919599.2	Lpol_685_6
Lpol_XM_013919600.2	Lpol_686_1
Lpol_XM_013919604.2	Lpol_686_2
Lpol_XM_013919606.2	Lpol_686_3
Lpol_XM_013919609.2	Lpol_686_4
Lpol_XM_013919602.2	Lpol_686_5
Lpol_XM_013919610.2	Lpol_686_6
Lpol_XM_013919612.2	Lpol_686_7
Lpol_XM_013919614.2	Lpol_686_8
Lpol_XM_022386514.1	Lpol_686_9
Lpol_XM_013919617.2	Lpol_687_1
Lpol_XM_022386521.1	Lpol_687_2
Lpol_XM_022386526.1	Lpol_688_1
Lpol_XM_013919620.2	Lpol_688_2
Lpol_XM_022386522.1	Lpol_688_3
Lpol_XM_013919622.2	Lpol_688_4
Lpol_XM_022386525.1	Lpol_688_5
Lpol_XM_022386524.1	Lpol_688_6
Lpol_XM_013919626.1	Lpol_688_7
Lpol_XM_013919627.2	Lpol_688_8
Lpol_XM_013919629.2	Lpol_689_1
Lpol_XM_013919632.2	Lpol_689_2
Lpol_XM_013919633.2	Lpol_689_3
Lpol_XM_022386539.1	Lpol_689_4
Lpol_XM_013919637.2	Lpol_689_5
Lpol_XM_013919631.1	Lpol_689_6
Lpol_XM_013919643.2	Lpol_690_1
Lpol_XM_013919638.2	Lpol_690_2
Lpol_XM_013919645.2	Lpol_690_3
Lpol_XM_013919647.2	Lpol_690_4
Lpol_XM_013919639.2	Lpol_690_5
Lpol_XM_022386547.1	Lpol_690_6
Lpol_XM_022386552.1	Lpol_691_1
Lpol_XM_013919650.2	Lpol_691_2
Lpol_XM_013919653.2	Lpol_691_3
Lpol_XM_013919656.2	Lpol_691_4
Lpol_XM_022386554.1	Lpol_691_5
Lpol_XM_022386550.1	Lpol_691_6
Lpol_XM_022386566.1	Lpol_691_7
Lpol_XM_013919652.2	Lpol_691_8
Lpol_XM_022386569.1	Lpol_691_9
Lpol_XM_013919664.2	Lpol_692_1
Lpol_XM_013919660.2	Lpol_692_2
Lpol_XM_022386574.1	Lpol_692_3
Lpol_XM_022386575.1	Lpol_692_4
Lpol_XM_022386576.1	Lpol_692_5
