Ttra_KNC45887	Ttra_1_1
Ttra_KNC46752	Ttra_12_21
Ttra_KNC46753	Ttra_12_22
Ttra_KNC46754	Ttra_12_23
Ttra_KNC46755	Ttra_12_24
Ttra_KNC46756	Ttra_12_25
Ttra_KNC46757	Ttra_12_26
Ttra_KNC46758	Ttra_12_27
Ttra_KNC46759	Ttra_12_28
Ttra_KNC46760	Ttra_12_29
Ttra_KNC46761	Ttra_12_30
Ttra_KNC46762	Ttra_12_31
Ttra_KNC46763	Ttra_12_32
Ttra_KNC46764	Ttra_12_33
Ttra_KNC46765	Ttra_12_34
Ttra_KNC46766	Ttra_12_35
Ttra_KNC46767	Ttra_12_36
Ttra_KNC46768	Ttra_12_37
Ttra_KNC46769	Ttra_12_38
Ttra_KNC46770	Ttra_12_39
Ttra_KNC46771	Ttra_12_40
Ttra_KNC46772	Ttra_12_41
Ttra_KNC46773	Ttra_12_42
Ttra_KNC46774	Ttra_12_43
Ttra_KNC46775	Ttra_12_44
Ttra_KNC46776	Ttra_12_45
Ttra_KNC46777	Ttra_12_46
Ttra_KNC46778	Ttra_12_47
Ttra_KNC46779	Ttra_12_48
Ttra_KNC46780	Ttra_12_49
Ttra_KNC46781	Ttra_12_50
Ttra_KNC46782	Ttra_12_51
Ttra_KNC46783	Ttra_12_52
Ttra_KNC46784	Ttra_12_53
Ttra_KNC46785	Ttra_12_54
Ttra_KNC46786	Ttra_12_55
Ttra_KNC46787	Ttra_12_56
Ttra_KNC46788	Ttra_12_57
Ttra_KNC46789	Ttra_12_58
Ttra_KNC46790	Ttra_12_59
Ttra_KNC46791	Ttra_12_60
Ttra_KNC46792	Ttra_12_61
Ttra_KNC46793	Ttra_12_62
Ttra_KNC46794	Ttra_12_63
Ttra_KNC46795	Ttra_12_64
Ttra_KNC46796	Ttra_12_65
Ttra_KNC46797	Ttra_12_66
Ttra_KNC46798	Ttra_12_67
Ttra_KNC46799	Ttra_12_68
Ttra_KNC46800	Ttra_12_69
Ttra_KNC46801	Ttra_12_70
Ttra_KNC46802	Ttra_12_71
Ttra_KNC46803	Ttra_12_72
Ttra_KNC46804	Ttra_12_73
Ttra_KNC46805	Ttra_12_74
Ttra_KNC46806	Ttra_12_75
Ttra_KNC46807	Ttra_12_76
Ttra_KNC46808	Ttra_12_77
Ttra_KNC46809	Ttra_12_78
Ttra_KNC46810	Ttra_12_79
Ttra_KNC46811	Ttra_12_80
Ttra_KNC46812	Ttra_12_81
Ttra_KNC46813	Ttra_12_82
Ttra_KNC46814	Ttra_12_83
Ttra_KNC46815	Ttra_12_84
Ttra_KNC46816	Ttra_12_85
Ttra_KNC46817	Ttra_12_86
Ttra_KNC46818	Ttra_12_87
Ttra_KNC46819	Ttra_12_88
Ttra_KNC46820	Ttra_12_89
Ttra_KNC46821	Ttra_12_90
Ttra_KNC46822	Ttra_12_91
Ttra_KNC46823	Ttra_12_92
Ttra_KNC46824	Ttra_12_93
Ttra_KNC46825	Ttra_12_94
Ttra_KNC46826	Ttra_12_95
Ttra_KNC46827	Ttra_12_96
Ttra_KNC46828	Ttra_12_97
Ttra_KNC46829	Ttra_12_98
Ttra_KNC46830	Ttra_12_99
Ttra_KNC46831	Ttra_12_100
Ttra_KNC46832	Ttra_12_101
Ttra_KNC46833	Ttra_12_102
Ttra_KNC46834	Ttra_12_103
Ttra_KNC46835	Ttra_12_104
Ttra_KNC46836	Ttra_12_105
Ttra_KNC46837	Ttra_12_106
Ttra_KNC46838	Ttra_12_107
Ttra_KNC46839	Ttra_12_108
Ttra_KNC46840	Ttra_12_109
Ttra_KNC46841	Ttra_12_110
Ttra_KNC46842	Ttra_12_111
Ttra_KNC46843	Ttra_12_112
Ttra_KNC46844	Ttra_12_113
Ttra_KNC46845	Ttra_12_114
Ttra_KNC46846	Ttra_12_115
Ttra_KNC46847	Ttra_12_116
Ttra_KNC46848	Ttra_12_117
Ttra_KNC46849	Ttra_12_118
Ttra_KNC46850	Ttra_12_119
Ttra_KNC46851	Ttra_12_120
Ttra_KNC46852	Ttra_12_121
Ttra_KNC46853	Ttra_12_122
Ttra_KNC46854	Ttra_12_123
Ttra_KNC46855	Ttra_12_124
Ttra_KNC46856	Ttra_12_125
Ttra_KNC46857	Ttra_12_126
Ttra_KNC46858	Ttra_12_127
Ttra_KNC46859	Ttra_12_128
Ttra_KNC46860	Ttra_12_129
Ttra_KNC46861	Ttra_12_130
Ttra_KNC46862	Ttra_12_131
Ttra_KNC46863	Ttra_12_132
Ttra_KNC46864	Ttra_12_133
Ttra_KNC46865	Ttra_12_134
Ttra_KNC46866	Ttra_12_135
Ttra_KNC46867	Ttra_12_136
Ttra_KNC46868	Ttra_12_137
Ttra_KNC46869	Ttra_12_138
Ttra_KNC46870	Ttra_12_139
Ttra_KNC46871	Ttra_12_140
Ttra_KNC46872	Ttra_12_141
Ttra_KNC46873	Ttra_12_142
Ttra_KNC46874	Ttra_12_143
Ttra_KNC46875	Ttra_12_144
Ttra_KNC46876	Ttra_12_145
Ttra_KNC46877	Ttra_12_146
Ttra_KNC46878	Ttra_12_147
Ttra_KNC46879	Ttra_12_148
Ttra_KNC46880	Ttra_12_149
Ttra_KNC46881	Ttra_12_150
Ttra_KNC46882	Ttra_12_151
Ttra_KNC46883	Ttra_12_152
Ttra_KNC46884	Ttra_12_153
Ttra_KNC46885	Ttra_12_154
Ttra_KNC46886	Ttra_12_155
Ttra_KNC46887	Ttra_12_156
Ttra_KNC46888	Ttra_12_157
Ttra_KNC46889	Ttra_12_158
Ttra_KNC46890	Ttra_12_159
Ttra_KNC46891	Ttra_12_160
Ttra_KNC46892	Ttra_12_161
Ttra_KNC46893	Ttra_12_162
Ttra_KNC46894	Ttra_12_163
Ttra_KNC46895	Ttra_12_164
Ttra_KNC46896	Ttra_12_165
Ttra_KNC46897	Ttra_12_166
Ttra_KNC46898	Ttra_12_167
Ttra_KNC46899	Ttra_12_168
Ttra_KNC46900	Ttra_12_169
Ttra_KNC46901	Ttra_12_170
Ttra_KNC46902	Ttra_12_171
Ttra_KNC46903	Ttra_12_172
Ttra_KNC46904	Ttra_12_173
Ttra_KNC46905	Ttra_12_174
Ttra_KNC46906	Ttra_12_175
Ttra_KNC46907	Ttra_12_176
Ttra_KNC46908	Ttra_12_177
Ttra_KNC46909	Ttra_12_178
Ttra_KNC46910	Ttra_12_179
Ttra_KNC46911	Ttra_12_180
Ttra_KNC46912	Ttra_12_181
Ttra_KNC46913	Ttra_12_182
Ttra_KNC46914	Ttra_12_183
Ttra_KNC46915	Ttra_12_184
Ttra_KNC46916	Ttra_12_185
Ttra_KNC46917	Ttra_12_186
Ttra_KNC46918	Ttra_12_187
Ttra_KNC46919	Ttra_12_188
Ttra_KNC46920	Ttra_12_189
Ttra_KNC46921	Ttra_12_190
Ttra_KNC46922	Ttra_12_191
Ttra_KNC46923	Ttra_12_192
Ttra_KNC46924	Ttra_12_193
Ttra_KNC46925	Ttra_12_194
Ttra_KNC46926	Ttra_12_195
Ttra_KNC46927	Ttra_12_196
Ttra_KNC46928	Ttra_12_197
Ttra_KNC46929	Ttra_12_198
Ttra_KNC46930	Ttra_12_199
Ttra_KNC46931	Ttra_12_200
Ttra_KNC46932	Ttra_12_201
Ttra_KNC46933	Ttra_12_202
Ttra_KNC46934	Ttra_12_203
Ttra_KNC46935	Ttra_12_204
Ttra_KNC46936	Ttra_12_205
Ttra_KNC46937	Ttra_12_206
Ttra_KNC46938	Ttra_12_207
Ttra_KNC46939	Ttra_12_208
Ttra_KNC46940	Ttra_12_209
Ttra_KNC46941	Ttra_12_210
Ttra_KNC46942	Ttra_12_211
Ttra_KNC46943	Ttra_12_212
Ttra_KNC46944	Ttra_12_213
Ttra_KNC46945	Ttra_12_214
Ttra_KNC46946	Ttra_12_215
Ttra_KNC46947	Ttra_12_216
Ttra_KNC46948	Ttra_12_217
Ttra_KNC46949	Ttra_12_218
Ttra_KNC46950	Ttra_12_219
Ttra_KNC46951	Ttra_12_220
Ttra_KNC46952	Ttra_12_221
Ttra_KNC46953	Ttra_12_222
Ttra_KNC46954	Ttra_12_223
Ttra_KNC46955	Ttra_12_224
Ttra_KNC46956	Ttra_12_225
Ttra_KNC46957	Ttra_12_226
Ttra_KNC46958	Ttra_12_227
Ttra_KNC46959	Ttra_12_228
Ttra_KNC46960	Ttra_12_229
Ttra_KNC46961	Ttra_12_230
Ttra_KNC46962	Ttra_12_231
Ttra_KNC46963	Ttra_12_232
Ttra_KNC46964	Ttra_12_233
Ttra_KNC46965	Ttra_12_234
Ttra_KNC46966	Ttra_12_235
Ttra_KNC46967	Ttra_12_236
Ttra_KNC46968	Ttra_12_237
Ttra_KNC46969	Ttra_12_238
Ttra_KNC46970	Ttra_12_239
Ttra_KNC46971	Ttra_12_240
Ttra_KNC46972	Ttra_12_241
Ttra_KNC46973	Ttra_12_242
Ttra_KNC46974	Ttra_12_243
Ttra_KNC46975	Ttra_12_244
Ttra_KNC46976	Ttra_12_245
Ttra_KNC46977	Ttra_12_246
Ttra_KNC46978	Ttra_12_247
Ttra_KNC46979	Ttra_12_248
Ttra_KNC46980	Ttra_12_249
Ttra_KNC46981	Ttra_12_250
Ttra_KNC46982	Ttra_12_251
Ttra_KNC46993	Ttra_13_1
Ttra_KNC46994	Ttra_13_2
Ttra_KNC46995	Ttra_13_3
Ttra_KNC46996	Ttra_13_4
Ttra_KNC46997	Ttra_13_5
Ttra_KNC46998	Ttra_13_6
Ttra_KNC46999	Ttra_13_7
Ttra_KNC47000	Ttra_13_8
Ttra_KNC47001	Ttra_13_9
Ttra_KNC47002	Ttra_13_10
Ttra_KNC47003	Ttra_13_11
Ttra_KNC47004	Ttra_13_12
Ttra_KNC47005	Ttra_13_13
Ttra_KNC47006	Ttra_13_14
Ttra_KNC47007	Ttra_13_15
Ttra_KNC47008	Ttra_13_16
Ttra_KNC47009	Ttra_13_17
Ttra_KNC47010	Ttra_13_18
Ttra_KNC47011	Ttra_13_19
Ttra_KNC47012	Ttra_13_20
Ttra_KNC47013	Ttra_13_21
Ttra_KNC47014	Ttra_13_22
Ttra_KNC47015	Ttra_13_23
Ttra_KNC47016	Ttra_13_24
Ttra_KNC47018	Ttra_13_25
Ttra_KNC47019	Ttra_13_26
Ttra_KNC47020	Ttra_13_27
Ttra_KNC47021	Ttra_13_28
Ttra_KNC47022	Ttra_13_29
Ttra_KNC47023	Ttra_13_30
Ttra_KNC47024	Ttra_13_31
Ttra_KNC47025	Ttra_13_32
Ttra_KNC47026	Ttra_13_33
Ttra_KNC47027	Ttra_13_34
Ttra_KNC47028	Ttra_13_35
Ttra_KNC47029	Ttra_13_36
Ttra_KNC47030	Ttra_13_37
Ttra_KNC47031	Ttra_13_38
Ttra_KNC47032	Ttra_13_39
Ttra_KNC47033	Ttra_13_40
Ttra_KNC47034	Ttra_13_41
Ttra_KNC47035	Ttra_13_42
Ttra_KNC47036	Ttra_13_43
Ttra_KNC47037	Ttra_13_44
Ttra_KNC47038	Ttra_13_45
Ttra_KNC47039	Ttra_13_46
Ttra_KNC47040	Ttra_13_47
Ttra_KNC47041	Ttra_13_48
Ttra_KNC47042	Ttra_13_49
Ttra_KNC47043	Ttra_13_50
Ttra_KNC47044	Ttra_13_51
Ttra_KNC47045	Ttra_13_52
Ttra_KNC47046	Ttra_13_53
Ttra_KNC47047	Ttra_13_54
Ttra_KNC47048	Ttra_13_55
Ttra_KNC47049	Ttra_13_56
Ttra_KNC47050	Ttra_13_57
Ttra_KNC47051	Ttra_13_58
Ttra_KNC47052	Ttra_13_59
Ttra_KNC47053	Ttra_13_60
Ttra_KNC47055	Ttra_13_61
Ttra_KNC47056	Ttra_13_62
Ttra_KNC47057	Ttra_13_63
Ttra_KNC47058	Ttra_13_64
Ttra_KNC47059	Ttra_13_65
Ttra_KNC47060	Ttra_13_66
Ttra_KNC47061	Ttra_13_67
Ttra_KNC47062	Ttra_13_68
Ttra_KNC47063	Ttra_13_69
Ttra_KNC47064	Ttra_13_70
Ttra_KNC47065	Ttra_13_71
Ttra_KNC47066	Ttra_13_72
Ttra_KNC47067	Ttra_13_73
Ttra_KNC47068	Ttra_13_74
Ttra_KNC47069	Ttra_13_75
Ttra_KNC47070	Ttra_13_76
Ttra_KNC47071	Ttra_13_77
Ttra_KNC47072	Ttra_13_78
Ttra_KNC47073	Ttra_13_79
Ttra_KNC47074	Ttra_13_80
Ttra_KNC47075	Ttra_13_81
Ttra_KNC47076	Ttra_13_82
Ttra_KNC47077	Ttra_13_83
Ttra_KNC47078	Ttra_13_84
Ttra_KNC47079	Ttra_13_85
Ttra_KNC47080	Ttra_13_86
Ttra_KNC47081	Ttra_13_87
Ttra_KNC47082	Ttra_13_88
Ttra_KNC47083	Ttra_13_89
Ttra_KNC47084	Ttra_13_90
Ttra_KNC47085	Ttra_13_91
Ttra_KNC47086	Ttra_13_92
Ttra_KNC47087	Ttra_13_93
Ttra_KNC47088	Ttra_13_94
Ttra_KNC47089	Ttra_13_95
Ttra_KNC47090	Ttra_13_96
Ttra_KNC47091	Ttra_13_97
Ttra_KNC47092	Ttra_13_98
Ttra_KNC47093	Ttra_13_99
Ttra_KNC47094	Ttra_13_100
Ttra_KNC47095	Ttra_13_101
Ttra_KNC47096	Ttra_13_102
Ttra_KNC47097	Ttra_13_103
Ttra_KNC47098	Ttra_13_104
Ttra_KNC47099	Ttra_13_105
Ttra_KNC47100	Ttra_13_106
Ttra_KNC47101	Ttra_13_107
Ttra_KNC47102	Ttra_13_108
Ttra_KNC47103	Ttra_13_109
Ttra_KNC47104	Ttra_13_110
Ttra_KNC47105	Ttra_13_111
Ttra_KNC47106	Ttra_13_112
Ttra_KNC47107	Ttra_13_113
Ttra_KNC47108	Ttra_13_114
Ttra_KNC47109	Ttra_13_115
Ttra_KNC47110	Ttra_13_116
Ttra_KNC47111	Ttra_13_117
Ttra_KNC47112	Ttra_13_118
Ttra_KNC47113	Ttra_13_119
Ttra_KNC47114	Ttra_13_120
Ttra_KNC47115	Ttra_13_121
Ttra_KNC47116	Ttra_13_122
Ttra_KNC47117	Ttra_13_123
Ttra_KNC47118	Ttra_13_124
Ttra_KNC47119	Ttra_13_125
Ttra_KNC47120	Ttra_13_126
Ttra_KNC47121	Ttra_13_127
Ttra_KNC47122	Ttra_13_128
Ttra_KNC47123	Ttra_13_129
Ttra_KNC47124	Ttra_13_130
Ttra_KNC47125	Ttra_13_131
Ttra_KNC47126	Ttra_13_132
Ttra_KNC47127	Ttra_13_133
Ttra_KNC47128	Ttra_13_134
Ttra_KNC47129	Ttra_13_135
Ttra_KNC47130	Ttra_13_136
Ttra_KNC47131	Ttra_13_137
Ttra_KNC47132	Ttra_13_138
Ttra_KNC47133	Ttra_13_139
Ttra_KNC47134	Ttra_13_140
Ttra_KNC47135	Ttra_13_141
Ttra_KNC47136	Ttra_13_142
Ttra_KNC47137	Ttra_13_143
Ttra_KNC47138	Ttra_13_144
Ttra_KNC47139	Ttra_13_145
Ttra_KNC47140	Ttra_13_146
Ttra_KNC47141	Ttra_13_147
Ttra_KNC47142	Ttra_13_148
Ttra_KNC47143	Ttra_13_149
Ttra_KNC47144	Ttra_13_150
Ttra_KNC47145	Ttra_13_151
Ttra_KNC47146	Ttra_13_152
Ttra_KNC47147	Ttra_13_153
Ttra_KNC47148	Ttra_13_154
Ttra_KNC47149	Ttra_13_155
Ttra_KNC47150	Ttra_13_156
Ttra_KNC47151	Ttra_13_157
Ttra_KNC47152	Ttra_13_158
Ttra_KNC47153	Ttra_13_159
Ttra_KNC47154	Ttra_13_160
Ttra_KNC47155	Ttra_13_161
Ttra_KNC47156	Ttra_13_162
Ttra_KNC47157	Ttra_13_163
Ttra_KNC47158	Ttra_13_164
Ttra_KNC47159	Ttra_13_165
Ttra_KNC47160	Ttra_13_166
Ttra_KNC47161	Ttra_13_167
Ttra_KNC47162	Ttra_13_168
Ttra_KNC47163	Ttra_13_169
Ttra_KNC47164	Ttra_13_170
Ttra_KNC47165	Ttra_13_171
Ttra_KNC47166	Ttra_13_172
Ttra_KNC47167	Ttra_13_173
Ttra_KNC47168	Ttra_13_174
Ttra_KNC47169	Ttra_13_175
Ttra_KNC47170	Ttra_13_176
Ttra_KNC47171	Ttra_13_177
Ttra_KNC47172	Ttra_13_178
Ttra_KNC47173	Ttra_13_179
Ttra_KNC47174	Ttra_13_180
Ttra_KNC47175	Ttra_13_181
Ttra_KNC47176	Ttra_13_182
Ttra_KNC47177	Ttra_13_183
Ttra_KNC47178	Ttra_13_184
Ttra_KNC47179	Ttra_13_185
Ttra_KNC47180	Ttra_13_186
Ttra_KNC47181	Ttra_13_187
Ttra_KNC47182	Ttra_13_188
Ttra_KNC47183	Ttra_13_189
Ttra_KNC47184	Ttra_13_190
Ttra_KNC47185	Ttra_13_191
Ttra_KNC47186	Ttra_13_192
Ttra_KNC47187	Ttra_13_193
Ttra_KNC47188	Ttra_13_194
Ttra_KNC47189	Ttra_13_195
Ttra_KNC47190	Ttra_13_196
Ttra_KNC47191	Ttra_13_197
Ttra_KNC47192	Ttra_13_198
Ttra_KNC47193	Ttra_13_199
Ttra_KNC47194	Ttra_13_200
Ttra_KNC47195	Ttra_13_201
Ttra_KNC47196	Ttra_13_202
Ttra_KNC47197	Ttra_13_203
Ttra_KNC47198	Ttra_13_204
Ttra_KNC47199	Ttra_13_205
Ttra_KNC47200	Ttra_13_206
Ttra_KNC47201	Ttra_13_207
Ttra_KNC47202	Ttra_13_208
Ttra_KNC47203	Ttra_13_209
Ttra_KNC47204	Ttra_13_210
Ttra_KNC47205	Ttra_13_211
Ttra_KNC47206	Ttra_13_212
Ttra_KNC47207	Ttra_13_213
Ttra_KNC47208	Ttra_13_214
Ttra_KNC47209	Ttra_13_215
Ttra_KNC47210	Ttra_13_216
Ttra_KNC47211	Ttra_13_217
Ttra_KNC47212	Ttra_13_218
Ttra_KNC47213	Ttra_13_219
Ttra_KNC47214	Ttra_13_220
Ttra_KNC47215	Ttra_13_221
Ttra_KNC47216	Ttra_13_222
Ttra_KNC47217	Ttra_13_223
Ttra_KNC47218	Ttra_13_224
Ttra_KNC47219	Ttra_13_225
Ttra_KNC47220	Ttra_13_226
Ttra_KNC47221	Ttra_13_227
Ttra_KNC47222	Ttra_13_228
Ttra_KNC47223	Ttra_13_229
Ttra_KNC47224	Ttra_13_230
Ttra_KNC47225	Ttra_13_231
Ttra_KNC47226	Ttra_13_232
Ttra_KNC47227	Ttra_13_233
Ttra_KNC47228	Ttra_13_234
Ttra_KNC47229	Ttra_13_235
Ttra_KNC47230	Ttra_14_1
Ttra_KNC47231	Ttra_14_2
Ttra_KNC47232	Ttra_14_3
Ttra_KNC47233	Ttra_14_4
Ttra_KNC47234	Ttra_14_5
Ttra_KNC47235	Ttra_14_6
Ttra_KNC47236	Ttra_14_7
Ttra_KNC47237	Ttra_14_8
Ttra_KNC47238	Ttra_14_9
Ttra_KNC47239	Ttra_14_10
Ttra_KNC47240	Ttra_14_11
Ttra_KNC47241	Ttra_14_12
Ttra_KNC47242	Ttra_14_13
Ttra_KNC47243	Ttra_14_14
Ttra_KNC47244	Ttra_14_15
Ttra_KNC47245	Ttra_14_16
Ttra_KNC47246	Ttra_14_17
Ttra_KNC47247	Ttra_14_18
Ttra_KNC47248	Ttra_14_19
Ttra_KNC47249	Ttra_14_20
Ttra_KNC47250	Ttra_14_21
Ttra_KNC47251	Ttra_14_22
Ttra_KNC47252	Ttra_14_23
Ttra_KNC47253	Ttra_14_24
Ttra_KNC47254	Ttra_14_25
Ttra_KNC47255	Ttra_14_26
Ttra_KNC47256	Ttra_14_27
Ttra_KNC47257	Ttra_14_28
Ttra_KNC47258	Ttra_14_29
Ttra_KNC47259	Ttra_14_30
Ttra_KNC47260	Ttra_14_31
Ttra_KNC47261	Ttra_14_32
Ttra_KNC47262	Ttra_14_33
Ttra_KNC47263	Ttra_14_34
Ttra_KNC47264	Ttra_14_35
Ttra_KNC47265	Ttra_14_36
Ttra_KNC47266	Ttra_14_37
Ttra_KNC47267	Ttra_14_38
Ttra_KNC47268	Ttra_14_39
Ttra_KNC47269	Ttra_14_40
Ttra_KNC47270	Ttra_14_41
Ttra_KNC47271	Ttra_14_42
Ttra_KNC47272	Ttra_14_43
Ttra_KNC47273	Ttra_14_44
Ttra_KNC47274	Ttra_14_45
Ttra_KNC47275	Ttra_14_46
Ttra_KNC47276	Ttra_14_47
Ttra_KNC47277	Ttra_14_48
Ttra_KNC47278	Ttra_14_49
Ttra_KNC47279	Ttra_14_50
Ttra_KNC47280	Ttra_14_51
Ttra_KNC47281	Ttra_14_52
Ttra_KNC47282	Ttra_14_53
Ttra_KNC47283	Ttra_14_54
Ttra_KNC47284	Ttra_14_55
Ttra_KNC47285	Ttra_14_56
Ttra_KNC47286	Ttra_14_57
Ttra_KNC47287	Ttra_14_58
Ttra_KNC47288	Ttra_14_59
Ttra_KNC47289	Ttra_14_60
Ttra_KNC47290	Ttra_14_61
Ttra_KNC47291	Ttra_14_62
Ttra_KNC47292	Ttra_14_63
Ttra_KNC47293	Ttra_14_64
Ttra_KNC47294	Ttra_14_65
Ttra_KNC47295	Ttra_14_66
Ttra_KNC47296	Ttra_14_67
Ttra_KNC47297	Ttra_14_68
Ttra_KNC47298	Ttra_14_69
Ttra_KNC47299	Ttra_14_70
Ttra_KNC47300	Ttra_14_71
Ttra_KNC47301	Ttra_14_72
Ttra_KNC47302	Ttra_14_73
Ttra_KNC47303	Ttra_14_74
Ttra_KNC47304	Ttra_14_75
Ttra_KNC47305	Ttra_14_76
Ttra_KNC47306	Ttra_14_77
Ttra_KNC47307	Ttra_14_78
Ttra_KNC47309	Ttra_14_79
Ttra_KNC47310	Ttra_14_80
Ttra_KNC47311	Ttra_14_81
Ttra_KNC47312	Ttra_14_82
Ttra_KNC47313	Ttra_14_83
Ttra_KNC47314	Ttra_14_84
Ttra_KNC47315	Ttra_14_85
Ttra_KNC47316	Ttra_14_86
Ttra_KNC47317	Ttra_14_87
Ttra_KNC47318	Ttra_14_88
Ttra_KNC47319	Ttra_14_89
Ttra_KNC47320	Ttra_14_90
Ttra_KNC47321	Ttra_14_91
Ttra_KNC47322	Ttra_14_92
Ttra_KNC47323	Ttra_14_93
Ttra_KNC47324	Ttra_14_94
Ttra_KNC47325	Ttra_14_95
Ttra_KNC47326	Ttra_14_96
Ttra_KNC47327	Ttra_14_97
Ttra_KNC47328	Ttra_14_98
Ttra_KNC47329	Ttra_14_99
Ttra_KNC47330	Ttra_14_100
Ttra_KNC47331	Ttra_14_101
Ttra_KNC47332	Ttra_14_102
Ttra_KNC47333	Ttra_14_103
Ttra_KNC47334	Ttra_14_104
Ttra_KNC47335	Ttra_14_105
Ttra_KNC47336	Ttra_14_106
Ttra_KNC47337	Ttra_14_107
Ttra_KNC47338	Ttra_14_108
Ttra_KNC47339	Ttra_14_109
Ttra_KNC47340	Ttra_14_110
Ttra_KNC47341	Ttra_14_111
Ttra_KNC47342	Ttra_14_112
Ttra_KNC47343	Ttra_14_113
Ttra_KNC47344	Ttra_14_114
Ttra_KNC47345	Ttra_14_115
Ttra_KNC47346	Ttra_14_116
Ttra_KNC47347	Ttra_14_117
Ttra_KNC47348	Ttra_14_118
Ttra_KNC47349	Ttra_14_119
Ttra_KNC47350	Ttra_14_120
Ttra_KNC47351	Ttra_14_121
Ttra_KNC47352	Ttra_14_122
Ttra_KNC47353	Ttra_14_123
Ttra_KNC47354	Ttra_14_124
Ttra_KNC47355	Ttra_14_125
Ttra_KNC47356	Ttra_14_126
Ttra_KNC47357	Ttra_14_127
Ttra_KNC47358	Ttra_14_128
Ttra_KNC47359	Ttra_14_129
Ttra_KNC47360	Ttra_14_130
Ttra_KNC47361	Ttra_14_131
Ttra_KNC47362	Ttra_14_132
Ttra_KNC47363	Ttra_14_133
Ttra_KNC47364	Ttra_14_134
Ttra_KNC47365	Ttra_14_135
Ttra_KNC47366	Ttra_14_136
Ttra_KNC47367	Ttra_14_137
Ttra_KNC47368	Ttra_14_138
Ttra_KNC47369	Ttra_14_139
Ttra_KNC47370	Ttra_14_140
Ttra_KNC47371	Ttra_14_141
Ttra_KNC47372	Ttra_14_142
Ttra_KNC47373	Ttra_14_143
Ttra_KNC47374	Ttra_14_144
Ttra_KNC47375	Ttra_14_145
Ttra_KNC47376	Ttra_14_146
Ttra_KNC47377	Ttra_14_147
Ttra_KNC47378	Ttra_14_148
Ttra_KNC47379	Ttra_14_149
Ttra_KNC47380	Ttra_14_150
Ttra_KNC47381	Ttra_14_151
Ttra_KNC47382	Ttra_14_152
Ttra_KNC47383	Ttra_14_153
Ttra_KNC47384	Ttra_14_154
Ttra_KNC47385	Ttra_14_155
Ttra_KNC47386	Ttra_14_156
Ttra_KNC47387	Ttra_14_157
Ttra_KNC47388	Ttra_14_158
Ttra_KNC47389	Ttra_14_159
Ttra_KNC47390	Ttra_14_160
Ttra_KNC47391	Ttra_14_161
Ttra_KNC47392	Ttra_14_162
Ttra_KNC47393	Ttra_14_163
Ttra_KNC47394	Ttra_14_164
Ttra_KNC47395	Ttra_14_165
Ttra_KNC47396	Ttra_14_166
Ttra_KNC47397	Ttra_14_167
Ttra_KNC47398	Ttra_14_168
Ttra_KNC47399	Ttra_14_169
Ttra_KNC47400	Ttra_14_170
Ttra_KNC47401	Ttra_14_171
Ttra_KNC47402	Ttra_14_172
Ttra_KNC47403	Ttra_14_173
Ttra_KNC47404	Ttra_14_174
Ttra_KNC47405	Ttra_14_175
Ttra_KNC47406	Ttra_14_176
Ttra_KNC47407	Ttra_14_177
Ttra_KNC47408	Ttra_14_178
Ttra_KNC47409	Ttra_14_179
Ttra_KNC47410	Ttra_14_180
Ttra_KNC47411	Ttra_14_181
Ttra_KNC47412	Ttra_14_182
Ttra_KNC47413	Ttra_14_183
Ttra_KNC47414	Ttra_14_184
Ttra_KNC47415	Ttra_14_185
Ttra_KNC47416	Ttra_14_186
Ttra_KNC47417	Ttra_14_187
Ttra_KNC47418	Ttra_14_188
Ttra_KNC47419	Ttra_14_189
Ttra_KNC47420	Ttra_14_190
Ttra_KNC47421	Ttra_14_191
Ttra_KNC47422	Ttra_14_192
Ttra_KNC47423	Ttra_14_193
Ttra_KNC47424	Ttra_14_194
Ttra_KNC47425	Ttra_14_195
Ttra_KNC47426	Ttra_14_196
Ttra_KNC47427	Ttra_14_197
Ttra_KNC47428	Ttra_14_198
Ttra_KNC47429	Ttra_14_199
Ttra_KNC47430	Ttra_14_200
Ttra_KNC47431	Ttra_14_201
Ttra_KNC47432	Ttra_14_202
Ttra_KNC47433	Ttra_15_1
Ttra_KNC47434	Ttra_15_2
Ttra_KNC47435	Ttra_15_3
Ttra_KNC47436	Ttra_15_4
Ttra_KNC47437	Ttra_15_5
Ttra_KNC47438	Ttra_15_6
Ttra_KNC47439	Ttra_15_7
Ttra_KNC47440	Ttra_15_8
Ttra_KNC47441	Ttra_15_9
Ttra_KNC47442	Ttra_15_10
Ttra_KNC47443	Ttra_15_11
Ttra_KNC47444	Ttra_15_12
Ttra_KNC47445	Ttra_15_13
Ttra_KNC47446	Ttra_15_14
Ttra_KNC47447	Ttra_15_15
Ttra_KNC47448	Ttra_15_16
Ttra_KNC47449	Ttra_15_17
Ttra_KNC47450	Ttra_15_18
Ttra_KNC47451	Ttra_15_19
Ttra_KNC47452	Ttra_15_20
Ttra_KNC47453	Ttra_15_21
Ttra_KNC47454	Ttra_15_22
Ttra_KNC47455	Ttra_15_23
Ttra_KNC47456	Ttra_15_24
Ttra_KNC47457	Ttra_15_25
Ttra_KNC47458	Ttra_15_26
Ttra_KNC47459	Ttra_15_27
Ttra_KNC47460	Ttra_15_28
Ttra_KNC47461	Ttra_15_29
Ttra_KNC47462	Ttra_15_30
Ttra_KNC47463	Ttra_15_31
