Rirr_XM_025323691.1	Rirr_1_1
Rirr_XM_025309937.1	Rirr_13_86
Rirr_XM_025323380.1	Rirr_13_87
Rirr_XM_025313168.1	Rirr_13_88
Rirr_XM_025313169.1	Rirr_13_89
Rirr_XM_025313473.1	Rirr_13_90
Rirr_XM_025309938.1	Rirr_13_91
Rirr_XM_025313170.1	Rirr_13_92
Rirr_XM_025313171.1	Rirr_13_93
Rirr_XM_025313172.1	Rirr_13_94
Rirr_XM_025308607.1	Rirr_13_95
Rirr_XM_025313173.1	Rirr_13_96
Rirr_XM_025313174.1	Rirr_13_97
Rirr_XM_025313175.1	Rirr_13_98
Rirr_XM_025313176.1	Rirr_13_99
Rirr_XM_025313177.1	Rirr_13_100
Rirr_XM_025313178.1	Rirr_13_101
Rirr_XM_025313179.1	Rirr_13_102
Rirr_XM_025313180.1	Rirr_13_103
Rirr_XM_025313181.1	Rirr_13_104
Rirr_XM_025313182.1	Rirr_13_105
Rirr_XM_025313183.1	Rirr_13_106
Rirr_XM_025313184.1	Rirr_13_107
Rirr_XM_025309939.1	Rirr_13_108
Rirr_XM_025308986.1	Rirr_13_109
Rirr_XM_025313185.1	Rirr_13_110
Rirr_XM_025323381.1	Rirr_13_111
Rirr_XM_025313186.1	Rirr_13_112
Rirr_XM_025313187.1	Rirr_13_113
Rirr_XM_025313188.1	Rirr_13_114
Rirr_XM_025331424.1	Rirr_13_115
Rirr_XM_025331425.1	Rirr_13_116
Rirr_XM_025331426.1	Rirr_13_117
Rirr_XM_025324099.1	Rirr_13_118
Rirr_XM_025324100.1	Rirr_13_119
Rirr_XM_025331427.1	Rirr_13_120
Rirr_XM_025309940.1	Rirr_13_121
Rirr_XM_025313189.1	Rirr_13_122
Rirr_XM_025313190.1	Rirr_13_123
Rirr_XM_025324101.1	Rirr_13_124
Rirr_XM_025313191.1	Rirr_13_125
Rirr_XM_025313192.1	Rirr_13_126
Rirr_XM_025313193.1	Rirr_13_127
Rirr_XM_025314382.1	Rirr_13_128
Rirr_XM_025329970.1	Rirr_13_129
Rirr_XM_025309941.1	Rirr_13_130
Rirr_XM_025309942.1	Rirr_13_131
Rirr_XM_025313194.1	Rirr_13_132
Rirr_XM_025324102.1	Rirr_13_133
Rirr_XM_025313195.1	Rirr_13_134
Rirr_XM_025324103.1	Rirr_13_135
Rirr_XM_025324104.1	Rirr_13_136
Rirr_XM_025324105.1	Rirr_13_137
Rirr_XM_025324106.1	Rirr_13_138
Rirr_XM_025324107.1	Rirr_13_139
Rirr_XM_025324108.1	Rirr_13_140
Rirr_XM_025324109.1	Rirr_13_141
Rirr_XM_025329971.1	Rirr_13_142
Rirr_XM_025324110.1	Rirr_13_143
Rirr_XM_025313196.1	Rirr_13_144
Rirr_XM_025313197.1	Rirr_13_145
Rirr_XM_025313198.1	Rirr_13_146
Rirr_XM_025313199.1	Rirr_13_147
Rirr_XM_025313200.1	Rirr_13_148
Rirr_XM_025313201.1	Rirr_13_149
Rirr_XM_025324111.1	Rirr_13_150
Rirr_XM_025313202.1	Rirr_13_151
Rirr_XM_025324112.1	Rirr_13_152
Rirr_XM_025313203.1	Rirr_13_153
Rirr_XM_025324113.1	Rirr_13_154
Rirr_XM_025313204.1	Rirr_13_155
Rirr_XM_025324114.1	Rirr_13_156
Rirr_XM_025313205.1	Rirr_13_157
Rirr_XM_025313206.1	Rirr_13_158
Rirr_XM_025313207.1	Rirr_13_159
Rirr_XM_025313208.1	Rirr_13_160
Rirr_XM_025324115.1	Rirr_13_161
Rirr_XM_025324116.1	Rirr_13_162
Rirr_XM_025324117.1	Rirr_13_163
Rirr_XM_025313209.1	Rirr_13_164
Rirr_XM_025309943.1	Rirr_13_165
Rirr_XM_025313210.1	Rirr_13_166
Rirr_XM_025313211.1	Rirr_13_167
Rirr_XM_025324118.1	Rirr_13_168
Rirr_XM_025313212.1	Rirr_13_169
Rirr_XM_025313213.1	Rirr_13_170
Rirr_XM_025313214.1	Rirr_13_171
Rirr_XM_025313215.1	Rirr_13_172
Rirr_XM_025313216.1	Rirr_13_173
Rirr_XM_025324119.1	Rirr_13_174
Rirr_XM_025309944.1	Rirr_13_175
Rirr_XM_025309945.1	Rirr_13_176
Rirr_XM_025331428.1	Rirr_14_1
Rirr_XM_025308918.1	Rirr_14_2
Rirr_XM_025309946.1	Rirr_14_3
Rirr_XM_025313217.1	Rirr_14_4
Rirr_XM_025324120.1	Rirr_14_5
Rirr_XM_025329972.1	Rirr_14_6
Rirr_XM_025309947.1	Rirr_14_7
Rirr_XM_025329973.1	Rirr_14_8
Rirr_XM_025324121.1	Rirr_14_9
Rirr_XM_025329974.1	Rirr_14_10
Rirr_XM_025313218.1	Rirr_14_11
Rirr_XM_025329975.1	Rirr_14_12
Rirr_XM_025309948.1	Rirr_14_13
Rirr_XM_025331429.1	Rirr_14_14
Rirr_XM_025329976.1	Rirr_14_15
Rirr_XM_025313219.1	Rirr_14_16
Rirr_XM_025309949.1	Rirr_14_17
Rirr_XM_025324122.1	Rirr_14_18
Rirr_XM_025309950.1	Rirr_14_19
Rirr_XM_025333037.1	Rirr_14_20
Rirr_XM_025324123.1	Rirr_14_21
Rirr_XM_025313220.1	Rirr_14_22
Rirr_XM_025324124.1	Rirr_14_23
Rirr_XM_025313221.1	Rirr_14_24
Rirr_XM_025331430.1	Rirr_14_25
Rirr_XM_025331045.1	Rirr_14_26
Rirr_XM_025308806.1	Rirr_14_27
Rirr_XM_025313222.1	Rirr_14_28
Rirr_XM_025313223.1	Rirr_14_29
Rirr_XM_025309951.1	Rirr_14_30
Rirr_XM_025309952.1	Rirr_14_31
Rirr_XM_025309953.1	Rirr_14_32
Rirr_XM_025324125.1	Rirr_14_33
Rirr_XM_025313224.1	Rirr_14_34
Rirr_XM_025308588.1	Rirr_14_35
Rirr_XM_025309954.1	Rirr_14_36
Rirr_XM_025324126.1	Rirr_14_37
Rirr_XM_025313225.1	Rirr_14_38
Rirr_XM_025331431.1	Rirr_14_39
Rirr_XM_025329977.1	Rirr_14_40
Rirr_XM_025331432.1	Rirr_14_41
Rirr_XM_025313226.1	Rirr_14_42
Rirr_XM_025329206.1	Rirr_14_43
Rirr_XM_025323382.1	Rirr_14_44
Rirr_XM_025313227.1	Rirr_14_45
Rirr_XM_025313228.1	Rirr_14_46
Rirr_XM_025313229.1	Rirr_14_47
Rirr_XM_025309955.1	Rirr_14_48
Rirr_XM_025324127.1	Rirr_14_49
Rirr_XM_025313230.1	Rirr_14_50
Rirr_XM_025313231.1	Rirr_14_51
Rirr_XM_025313232.1	Rirr_14_52
Rirr_XM_025308820.1	Rirr_14_53
Rirr_XM_025324128.1	Rirr_14_54
Rirr_XM_025324129.1	Rirr_14_55
Rirr_XM_025309956.1	Rirr_14_56
Rirr_XM_025313233.1	Rirr_14_57
Rirr_XM_025329207.1	Rirr_14_58
Rirr_XM_025313234.1	Rirr_14_59
Rirr_XM_025333038.1	Rirr_14_60
Rirr_XM_025313235.1	Rirr_14_61
Rirr_XM_025324130.1	Rirr_14_62
Rirr_XM_025313236.1	Rirr_14_63
Rirr_XM_025309957.1	Rirr_14_64
Rirr_XM_025331433.1	Rirr_14_65
Rirr_XM_025331434.1	Rirr_14_66
Rirr_XM_025313237.1	Rirr_14_67
Rirr_XM_025331435.1	Rirr_14_68
Rirr_XM_025329208.1	Rirr_14_69
Rirr_XM_025324131.1	Rirr_14_70
Rirr_XM_025333039.1	Rirr_14_71
Rirr_XM_025313238.1	Rirr_14_72
Rirr_XM_025333040.1	Rirr_14_73
Rirr_XM_025313239.1	Rirr_14_74
Rirr_XM_025333042.1	Rirr_14_75
Rirr_XM_025309958.1	Rirr_14_76
Rirr_XM_025313240.1	Rirr_14_77
Rirr_XM_025331436.1	Rirr_14_78
Rirr_XM_025323383.1	Rirr_14_79
Rirr_XM_025313241.1	Rirr_14_80
Rirr_XM_025313242.1	Rirr_14_81
Rirr_XM_025329209.1	Rirr_14_82
Rirr_XM_025309959.1	Rirr_14_83
Rirr_XM_025324132.1	Rirr_14_84
Rirr_XM_025313243.1	Rirr_14_85
Rirr_XM_025309960.1	Rirr_14_86
Rirr_XM_025309961.1	Rirr_14_87
Rirr_XM_025309962.1	Rirr_14_88
Rirr_XM_025324133.1	Rirr_14_89
Rirr_XM_025313244.1	Rirr_14_90
Rirr_XM_025329210.1	Rirr_14_91
Rirr_XM_025324134.1	Rirr_14_92
Rirr_XM_025309963.1	Rirr_14_93
Rirr_XM_025324135.1	Rirr_14_94
Rirr_XM_025329211.1	Rirr_14_95
Rirr_XM_025313245.1	Rirr_14_96
Rirr_XM_025313246.1	Rirr_14_97
Rirr_XM_025309964.1	Rirr_14_98
Rirr_XM_025331437.1	Rirr_14_99
Rirr_XM_025324136.1	Rirr_14_100
Rirr_XM_025308990.1	Rirr_14_101
Rirr_XM_025329212.1	Rirr_14_102
Rirr_XM_025313247.1	Rirr_14_103
Rirr_XM_025324137.1	Rirr_14_104
Rirr_XM_025313248.1	Rirr_14_105
Rirr_XM_025308923.1	Rirr_14_106
Rirr_XM_025313249.1	Rirr_14_107
Rirr_XM_025313250.1	Rirr_14_108
Rirr_XM_025324138.1	Rirr_14_109
Rirr_XM_025333043.1	Rirr_14_110
Rirr_XM_025324139.1	Rirr_14_111
Rirr_XM_025308989.1	Rirr_14_112
Rirr_XM_025333044.1	Rirr_14_113
Rirr_XM_025313251.1	Rirr_14_114
Rirr_XM_025323384.1	Rirr_14_115
Rirr_XM_025324140.1	Rirr_14_116
Rirr_XM_025308988.1	Rirr_14_117
Rirr_XM_025309965.1	Rirr_14_118
Rirr_XM_025324141.1	Rirr_14_119
Rirr_XM_025329213.1	Rirr_14_120
Rirr_XM_025331438.1	Rirr_14_121
Rirr_XM_025331439.1	Rirr_14_122
Rirr_XM_025324142.1	Rirr_14_123
Rirr_XM_025313252.1	Rirr_14_124
Rirr_XM_025333045.1	Rirr_14_125
Rirr_XM_025313253.1	Rirr_14_126
Rirr_XM_025331440.1	Rirr_14_127
Rirr_XM_025333046.1	Rirr_14_128
Rirr_XM_025313254.1	Rirr_14_129
Rirr_XM_025313255.1	Rirr_14_130
Rirr_XM_025313256.1	Rirr_14_131
Rirr_XM_025313257.1	Rirr_14_132
Rirr_XM_025313258.1	Rirr_14_133
Rirr_XM_025333047.1	Rirr_14_134
Rirr_XM_025313259.1	Rirr_14_135
Rirr_XM_025333048.1	Rirr_14_136
Rirr_XM_025313260.1	Rirr_14_137
Rirr_XM_025313261.1	Rirr_15_1
Rirr_XM_025313262.1	Rirr_15_2
Rirr_XM_025313263.1	Rirr_15_3
Rirr_XM_025313264.1	Rirr_15_4
Rirr_XM_025313265.1	Rirr_15_5
Rirr_XM_025331441.1	Rirr_15_6
Rirr_XM_025313267.1	Rirr_15_7
Rirr_XM_025313268.1	Rirr_15_8
Rirr_XM_025313269.1	Rirr_15_9
Rirr_XM_025313270.1	Rirr_15_10
Rirr_XM_025333094.1	Rirr_15_11
Rirr_XM_025324143.1	Rirr_15_12
Rirr_XM_025313271.1	Rirr_15_13
Rirr_XM_025313272.1	Rirr_15_14
Rirr_XM_025313273.1	Rirr_15_15
Rirr_XM_025309966.1	Rirr_15_16
Rirr_XM_025313274.1	Rirr_15_17
Rirr_XM_025313275.1	Rirr_15_18
Rirr_XM_025331442.1	Rirr_15_19
Rirr_XM_025308856.1	Rirr_15_20
Rirr_XM_025313276.1	Rirr_15_21
Rirr_XM_025333095.1	Rirr_15_22
Rirr_XM_025324144.1	Rirr_15_23
Rirr_XM_025313277.1	Rirr_15_24
Rirr_XM_025313278.1	Rirr_15_25
Rirr_XM_025329978.1	Rirr_15_26
Rirr_XM_025324145.1	Rirr_15_27
Rirr_XM_025313279.1	Rirr_15_28
Rirr_XM_025313280.1	Rirr_15_29
Rirr_XM_025313281.1	Rirr_15_30
Rirr_XM_025313282.1	Rirr_15_31
Rirr_XM_025313283.1	Rirr_15_32
Rirr_XM_025308991.1	Rirr_15_33
Rirr_XM_025324146.1	Rirr_15_34
Rirr_XM_025323385.1	Rirr_15_35
Rirr_XM_025324147.1	Rirr_15_36
Rirr_XM_025324148.1	Rirr_15_37
Rirr_XM_025329979.1	Rirr_15_38
Rirr_XM_025331443.1	Rirr_15_39
Rirr_XM_025331444.1	Rirr_15_40
Rirr_XM_025333096.1	Rirr_15_41
Rirr_XM_025333097.1	Rirr_15_42
Rirr_XM_025309967.1	Rirr_15_43
Rirr_XM_025313284.1	Rirr_15_44
Rirr_XM_025324149.1	Rirr_15_45
Rirr_XM_025329980.1	Rirr_15_46
Rirr_XM_025313285.1	Rirr_15_47
Rirr_XM_025331046.1	Rirr_15_48
Rirr_XM_025329981.1	Rirr_15_49
Rirr_XM_025309968.1	Rirr_15_50
Rirr_XM_025324150.1	Rirr_15_51
Rirr_XM_025324151.1	Rirr_15_52
Rirr_XM_025324152.1	Rirr_15_53
Rirr_XM_025324153.1	Rirr_15_54
Rirr_XM_025308673.1	Rirr_15_55
Rirr_XM_025308647.1	Rirr_15_56
Rirr_XM_025308591.1	Rirr_15_57
Rirr_XM_025324154.1	Rirr_15_58
Rirr_XM_025324155.1	Rirr_15_59
Rirr_XM_025331445.1	Rirr_15_60
Rirr_XM_025313286.1	Rirr_15_61
Rirr_XM_025313287.1	Rirr_15_62
Rirr_XM_025309969.1	Rirr_15_63
Rirr_XM_025324156.1	Rirr_15_64
Rirr_XM_025324157.1	Rirr_15_65
Rirr_XM_025309970.1	Rirr_15_66
Rirr_XM_025331446.1	Rirr_15_67
Rirr_XM_025333098.1	Rirr_15_68
Rirr_XM_025324158.1	Rirr_15_69
Rirr_XM_025324159.1	Rirr_15_70
Rirr_XM_025324160.1	Rirr_15_71
Rirr_XM_025309971.1	Rirr_15_72
Rirr_XM_025331447.1	Rirr_15_73
Rirr_XM_025331448.1	Rirr_15_74
Rirr_XM_025313288.1	Rirr_15_75
Rirr_XM_025313289.1	Rirr_15_76
Rirr_XM_025329234.1	Rirr_15_77
Rirr_XM_025309972.1	Rirr_15_78
Rirr_XM_025313290.1	Rirr_15_79
Rirr_XM_025313291.1	Rirr_15_80
Rirr_XM_025313292.1	Rirr_15_81
Rirr_XM_025313293.1	Rirr_15_82
Rirr_XM_025324161.1	Rirr_15_83
Rirr_XM_025333099.1	Rirr_15_84
Rirr_XM_025313294.1	Rirr_15_85
Rirr_XM_025313295.1	Rirr_15_86
Rirr_XM_025313296.1	Rirr_15_87
Rirr_XM_025313297.1	Rirr_15_88
Rirr_XM_025313298.1	Rirr_15_89
Rirr_XM_025313299.1	Rirr_15_90
Rirr_XM_025309973.1	Rirr_15_91
Rirr_XM_025313300.1	Rirr_15_92
Rirr_XM_025309974.1	Rirr_15_93
Rirr_XM_025313301.1	Rirr_15_94
Rirr_XM_025313302.1	Rirr_15_95
Rirr_XM_025333100.1	Rirr_15_96
Rirr_XM_025313303.1	Rirr_15_97
Rirr_XM_025333101.1	Rirr_15_98
Rirr_XM_025313304.1	Rirr_15_99
Rirr_XM_025313305.1	Rirr_15_100
Rirr_XM_025313306.1	Rirr_15_101
Rirr_XM_025313307.1	Rirr_15_102
Rirr_XM_025308624.1	Rirr_15_103
Rirr_XM_025331449.1	Rirr_15_104
Rirr_XM_025324162.1	Rirr_15_105
Rirr_XM_025331450.1	Rirr_15_106
Rirr_XM_025309975.1	Rirr_15_107
Rirr_XM_025331047.1	Rirr_15_108
Rirr_XM_025324163.1	Rirr_15_109
Rirr_XM_025313308.1	Rirr_15_110
Rirr_XM_025324164.1	Rirr_15_111
Rirr_XM_025329235.1	Rirr_15_112
Rirr_XM_025324165.1	Rirr_15_113
Rirr_XM_025309976.1	Rirr_15_114
Rirr_XM_025324166.1	Rirr_15_115
Rirr_XM_025333102.1	Rirr_15_116
Rirr_XM_025313309.1	Rirr_15_117
Rirr_XM_025324167.1	Rirr_15_118
Rirr_XM_025324168.1	Rirr_15_119
Rirr_XM_025324169.1	Rirr_15_120
Rirr_XM_025324170.1	Rirr_15_121
Rirr_XM_025313310.1	Rirr_15_122
Rirr_XM_025308749.1	Rirr_15_123
Rirr_XM_025324171.1	Rirr_15_124
Rirr_XM_025313311.1	Rirr_15_125
Rirr_XM_025313312.1	Rirr_15_126
Rirr_XM_025333103.1	Rirr_15_127
Rirr_XM_025309977.1	Rirr_15_128
Rirr_XM_025309978.1	Rirr_15_129
Rirr_XM_025313313.1	Rirr_15_130
Rirr_XM_025324172.1	Rirr_15_131
Rirr_XM_025313314.1	Rirr_15_132
Rirr_XM_025331451.1	Rirr_15_133
Rirr_XM_025313315.1	Rirr_15_134
Rirr_XM_025313316.1	Rirr_15_135
Rirr_XM_025324173.1	Rirr_15_136
Rirr_XM_025324174.1	Rirr_15_137
Rirr_XM_025313317.1	Rirr_15_138
Rirr_XM_025324175.1	Rirr_16_1
Rirr_XM_025324176.1	Rirr_16_2
Rirr_XM_025309979.1	Rirr_16_3
Rirr_XM_025309980.1	Rirr_16_4
Rirr_XM_025313318.1	Rirr_16_5
Rirr_XM_025309981.1	Rirr_16_6
Rirr_XM_025313319.1	Rirr_16_7
Rirr_XM_025331452.1	Rirr_16_8
Rirr_XM_025313320.1	Rirr_16_9
Rirr_XM_025309982.1	Rirr_16_10
Rirr_XM_025309983.1	Rirr_16_11
Rirr_XM_025309984.1	Rirr_16_12
Rirr_XM_025313321.1	Rirr_16_13
Rirr_XM_025333154.1	Rirr_16_14
Rirr_XM_025313322.1	Rirr_16_15
Rirr_XM_025324177.1	Rirr_16_16
Rirr_XM_025313323.1	Rirr_16_17
Rirr_XM_025313324.1	Rirr_16_18
Rirr_XM_025313325.1	Rirr_16_19
Rirr_XM_025329982.1	Rirr_16_20
Rirr_XM_025324178.1	Rirr_16_21
Rirr_XM_025329983.1	Rirr_16_22
Rirr_XM_025329241.1	Rirr_16_23
Rirr_XM_025324179.1	Rirr_16_24
Rirr_XM_025313326.1	Rirr_16_25
Rirr_XM_025324180.1	Rirr_16_26
Rirr_XM_025313327.1	Rirr_16_27
Rirr_XM_025313328.1	Rirr_16_28
Rirr_XM_025313329.1	Rirr_16_29
Rirr_XM_025324181.1	Rirr_16_30
Rirr_XM_025324182.1	Rirr_16_31
Rirr_XM_025308574.1	Rirr_16_32
Rirr_XM_025308713.1	Rirr_16_33
Rirr_XM_025308679.1	Rirr_16_34
Rirr_XM_025324183.1	Rirr_16_35
Rirr_XM_025313330.1	Rirr_16_36
Rirr_XM_025324184.1	Rirr_16_37
Rirr_XM_025313331.1	Rirr_16_38
Rirr_XM_025324185.1	Rirr_16_39
Rirr_XM_025329984.1	Rirr_16_40
Rirr_XM_025313332.1	Rirr_16_41
Rirr_XM_025309985.1	Rirr_16_42
Rirr_XM_025329242.1	Rirr_16_43
Rirr_XM_025324186.1	Rirr_16_44
Rirr_XM_025331453.1	Rirr_16_45
Rirr_XM_025309986.1	Rirr_16_46
Rirr_XM_025329243.1	Rirr_16_47
Rirr_XM_025323386.1	Rirr_16_48
Rirr_XM_025309987.1	Rirr_16_49
Rirr_XM_025324187.1	Rirr_16_50
Rirr_XM_025333155.1	Rirr_16_51
Rirr_XM_025333156.1	Rirr_16_52
Rirr_XM_025324188.1	Rirr_16_53
Rirr_XM_025313333.1	Rirr_16_54
Rirr_XM_025324189.1	Rirr_16_55
Rirr_XM_025323232.1	Rirr_16_56
Rirr_XM_025333158.1	Rirr_16_57
Rirr_XM_025333157.1	Rirr_16_58
Rirr_XM_025324190.1	Rirr_16_59
Rirr_XM_025313334.1	Rirr_16_60
Rirr_XM_025313335.1	Rirr_16_61
Rirr_XM_025309988.1	Rirr_16_62
Rirr_XM_025333159.1	Rirr_16_63
Rirr_XM_025309989.1	Rirr_16_64
Rirr_XM_025308992.1	Rirr_16_65
Rirr_XM_025308559.1	Rirr_16_66
Rirr_XM_025329985.1	Rirr_16_67
Rirr_XM_025324191.1	Rirr_16_68
Rirr_XM_025308994.1	Rirr_16_69
Rirr_XM_025324192.1	Rirr_16_70
Rirr_XM_025324193.1	Rirr_16_71
Rirr_XM_025309990.1	Rirr_16_72
Rirr_XM_025324194.1	Rirr_16_73
Rirr_XM_025309991.1	Rirr_16_74
Rirr_XM_025309992.1	Rirr_16_75
Rirr_XM_025313336.1	Rirr_16_76
Rirr_XM_025313337.1	Rirr_16_77
Rirr_XM_025313338.1	Rirr_16_78
Rirr_XM_025313339.1	Rirr_16_79
Rirr_XM_025324195.1	Rirr_16_80
Rirr_XM_025333160.1	Rirr_16_81
Rirr_XM_025313340.1	Rirr_16_82
Rirr_XM_025313341.1	Rirr_16_83
Rirr_XM_025313342.1	Rirr_16_84
Rirr_XM_025329244.1	Rirr_16_85
Rirr_XM_025329245.1	Rirr_16_86
Rirr_XM_025333161.1	Rirr_16_87
Rirr_XM_025308993.1	Rirr_16_88
Rirr_XM_025333163.1	Rirr_16_89
Rirr_XM_025313343.1	Rirr_16_90
Rirr_XM_025313344.1	Rirr_16_91
Rirr_XM_025313345.1	Rirr_16_92
Rirr_XM_025333164.1	Rirr_16_93
Rirr_XM_025333162.1	Rirr_16_94
Rirr_XM_025313346.1	Rirr_16_95
Rirr_XM_025313347.1	Rirr_16_96
Rirr_XM_025333165.1	Rirr_16_97
Rirr_XM_025324196.1	Rirr_16_98
Rirr_XM_025329246.1	Rirr_16_99
Rirr_XM_025324197.1	Rirr_16_100
Rirr_XM_025324198.1	Rirr_16_101
Rirr_XM_025329247.1	Rirr_16_102
Rirr_XM_025309993.1	Rirr_16_103
Rirr_XM_025313348.1	Rirr_16_104
Rirr_XM_025313349.1	Rirr_16_105
Rirr_XM_025333166.1	Rirr_16_106
Rirr_XM_025313350.1	Rirr_16_107
Rirr_XM_025313351.1	Rirr_16_108
Rirr_XM_025308997.1	Rirr_16_109
Rirr_XM_025313352.1	Rirr_16_110
Rirr_XM_025324199.1	Rirr_16_111
Rirr_XM_025313353.1	Rirr_16_112
Rirr_XM_025324200.1	Rirr_16_113
Rirr_XM_025324201.1	Rirr_16_114
Rirr_XM_025313354.1	Rirr_16_115
Rirr_XM_025308995.1	Rirr_16_116
Rirr_XM_025313355.1	Rirr_16_117
Rirr_XM_025333167.1	Rirr_16_118
Rirr_XM_025313356.1	Rirr_16_119
Rirr_XM_025313357.1	Rirr_16_120
Rirr_XM_025331454.1	Rirr_16_121
Rirr_XM_025331455.1	Rirr_16_122
Rirr_XM_025313358.1	Rirr_16_123
Rirr_XM_025313359.1	Rirr_16_124
Rirr_XM_025313360.1	Rirr_16_125
Rirr_XM_025324202.1	Rirr_16_126
Rirr_XM_025313361.1	Rirr_16_127
Rirr_XM_025313362.1	Rirr_16_128
Rirr_XM_025324203.1	Rirr_16_129
Rirr_XM_025329986.1	Rirr_16_130
Rirr_XM_025313363.1	Rirr_16_131
Rirr_XM_025313364.1	Rirr_16_132
Rirr_XM_025313365.1	Rirr_16_133
Rirr_XM_025313366.1	Rirr_16_134
Rirr_XM_025313367.1	Rirr_16_135
Rirr_XM_025324204.1	Rirr_16_136
Rirr_XM_025309994.1	Rirr_16_137
Rirr_XM_025313368.1	Rirr_16_138
Rirr_XM_025313369.1	Rirr_16_139
Rirr_XM_025313370.1	Rirr_16_140
Rirr_XM_025313371.1	Rirr_16_141
Rirr_XM_025313372.1	Rirr_16_142
Rirr_XM_025324205.1	Rirr_16_143
Rirr_XM_025313373.1	Rirr_16_144
Rirr_XM_025313374.1	Rirr_16_145
Rirr_XM_025313375.1	Rirr_16_146
Rirr_XM_025313376.1	Rirr_16_147
Rirr_XM_025329848.1	Rirr_16_148
Rirr_XM_025313377.1	Rirr_16_149
Rirr_XM_025313378.1	Rirr_16_150
Rirr_XM_025313379.1	Rirr_16_151
Rirr_XM_025313380.1	Rirr_16_152
Rirr_XM_025313381.1	Rirr_16_153
Rirr_XM_025329987.1	Rirr_16_154
Rirr_XM_025323387.1	Rirr_16_155
Rirr_XM_025313382.1	Rirr_16_156
Rirr_XM_025313383.1	Rirr_16_157
Rirr_XM_025313384.1	Rirr_16_158
Rirr_XM_025313385.1	Rirr_16_159
Rirr_XM_025324206.1	Rirr_16_160
Rirr_XM_025313386.1	Rirr_16_161
Rirr_XM_025313387.1	Rirr_16_162
Rirr_XM_025308996.1	Rirr_16_163
Rirr_XM_025324207.1	Rirr_16_164
Rirr_XM_025313388.1	Rirr_16_165
Rirr_XM_025313389.1	Rirr_16_166
Rirr_XM_025324208.1	Rirr_16_167
Rirr_XM_025313390.1	Rirr_16_168
Rirr_XM_025329248.1	Rirr_16_169
Rirr_XM_025331456.1	Rirr_16_170
Rirr_XM_025333168.1	Rirr_16_171
Rirr_XM_025309995.1	Rirr_17_1
Rirr_XM_025324209.1	Rirr_17_2
Rirr_XM_025333214.1	Rirr_17_3
Rirr_XM_025331048.1	Rirr_17_4
Rirr_XM_025324210.1	Rirr_17_5
Rirr_XM_025313391.1	Rirr_17_6
Rirr_XM_025309996.1	Rirr_17_7
Rirr_XM_025313392.1	Rirr_17_8
Rirr_XM_025313393.1	Rirr_17_9
Rirr_XM_025333215.1	Rirr_17_10
Rirr_XM_025309001.1	Rirr_17_11
Rirr_XM_025313394.1	Rirr_17_12
Rirr_XM_025331457.1	Rirr_17_13
Rirr_XM_025309997.1	Rirr_17_14
Rirr_XM_025331458.1	Rirr_17_15
Rirr_XM_025324211.1	Rirr_17_16
Rirr_XM_025324212.1	Rirr_17_17
Rirr_XM_025313395.1	Rirr_17_18
Rirr_XM_025331459.1	Rirr_17_19
Rirr_XM_025309998.1	Rirr_17_20
Rirr_XM_025324213.1	Rirr_17_21
Rirr_XM_025324214.1	Rirr_17_22
Rirr_XM_025309999.1	Rirr_17_23
Rirr_XM_025323388.1	Rirr_17_24
Rirr_XM_025323389.1	Rirr_17_25
Rirr_XM_025331460.1	Rirr_17_26
Rirr_XM_025324215.1	Rirr_17_27
Rirr_XM_025309002.1	Rirr_17_28
Rirr_XM_025309000.1	Rirr_17_29
Rirr_XM_025313396.1	Rirr_17_30
Rirr_XM_025313397.1	Rirr_17_31
Rirr_XM_025309004.1	Rirr_17_32
Rirr_XM_025309005.1	Rirr_17_33
Rirr_XM_025308999.1	Rirr_17_34
Rirr_XM_025309003.1	Rirr_17_35
Rirr_XM_025333216.1	Rirr_17_36
Rirr_XM_025313398.1	Rirr_17_37
Rirr_XM_025313399.1	Rirr_17_38
Rirr_XM_025324216.1	Rirr_17_39
Rirr_XM_025323390.1	Rirr_17_40
Rirr_XM_025313400.1	Rirr_17_41
Rirr_XM_025323391.1	Rirr_17_42
Rirr_XM_025324217.1	Rirr_17_43
Rirr_XM_025313401.1	Rirr_17_44
Rirr_XM_025329259.1	Rirr_17_45
Rirr_XM_025313402.1	Rirr_17_46
Rirr_XM_025313403.1	Rirr_17_47
Rirr_XM_025331049.1	Rirr_17_48
Rirr_XM_025324218.1	Rirr_17_49
Rirr_XM_025329260.1	Rirr_17_50
Rirr_XM_025331461.1	Rirr_17_51
Rirr_XM_025324219.1	Rirr_17_52
Rirr_XM_025313404.1	Rirr_17_53
Rirr_XM_025331462.1	Rirr_17_54
Rirr_XM_025308998.1	Rirr_17_55
Rirr_XM_025310000.1	Rirr_17_56
Rirr_XM_025313405.1	Rirr_17_57
Rirr_XM_025324220.1	Rirr_17_58
Rirr_XM_025324221.1	Rirr_17_59
Rirr_XM_025313406.1	Rirr_17_60
Rirr_XM_025313407.1	Rirr_17_61
Rirr_XM_025310001.1	Rirr_17_62
Rirr_XM_025324222.1	Rirr_17_63
Rirr_XM_025313408.1	Rirr_17_64
Rirr_XM_025324223.1	Rirr_17_65
Rirr_XM_025313409.1	Rirr_17_66
Rirr_XM_025333217.1	Rirr_17_67
Rirr_XM_025329988.1	Rirr_17_68
Rirr_XM_025313410.1	Rirr_17_69
Rirr_XM_025331463.1	Rirr_17_70
