Skow_gene-ATP6	Skow_1_1
Skow_XM_006815159.1	Skow_1480_4
Skow_XM_006815156.1	Skow_1480_5
Skow_XM_002733704.1	Skow_1481_1
Skow_XM_006815160.1	Skow_1481_2
Skow_XM_006815162.1	Skow_1481_3
Skow_XM_006815161.1	Skow_1481_4
Skow_XM_006815163.1	Skow_1481_5
Skow_XM_006815164.1	Skow_1481_6
Skow_XM_006815165.1	Skow_1481_7
Skow_XM_006815166.1	Skow_1481_8
Skow_XM_006815167.1	Skow_1481_9
Skow_XM_006815168.1	Skow_1481_10
Skow_XM_006815169.1	Skow_1481_11
Skow_XM_002733708.1	Skow_1481_12
Skow_XM_006815170.1	Skow_1481_13
Skow_XM_006815171.1	Skow_1481_14
Skow_XM_002733712.2	Skow_1482_1
Skow_XM_006815173.1	Skow_1482_2
Skow_XM_006815174.1	Skow_1482_3
Skow_XM_006815175.1	Skow_1482_4
Skow_XM_002733710.2	Skow_1482_5
Skow_XM_002733713.2	Skow_1482_6
Skow_XM_006815176.1	Skow_1482_7
Skow_XM_006815177.1	Skow_1482_8
Skow_XM_002733714.2	Skow_1482_9
Skow_XM_006815178.1	Skow_1482_10
Skow_XM_006815179.1	Skow_1482_11
Skow_XM_006815181.1	Skow_1483_1
Skow_XM_006815182.1	Skow_1483_2
Skow_XM_006815183.1	Skow_1483_3
Skow_XM_006815184.1	Skow_1483_4
Skow_XM_006815185.1	Skow_1483_5
Skow_XM_006815180.1	Skow_1483_6
Skow_XM_006815186.1	Skow_1483_7
Skow_XM_006815187.1	Skow_1483_8
Skow_XM_006815188.1	Skow_1483_9
Skow_XM_002733718.2	Skow_1483_10
Skow_XM_006815189.1	Skow_1483_11
Skow_XM_006815190.1	Skow_1483_12
Skow_XM_006815191.1	Skow_1484_1
Skow_XM_002733719.1	Skow_1484_2
Skow_XM_006815192.1	Skow_1484_3
Skow_XM_002733725.1	Skow_1485_1
Skow_XM_002733726.2	Skow_1485_2
Skow_XM_002733727.2	Skow_1485_3
Skow_XM_002733728.2	Skow_1485_4
Skow_XM_006815193.1	Skow_1485_5
Skow_XM_002733722.2	Skow_1485_6
Skow_XM_002733723.2	Skow_1485_7
Skow_XM_002733729.1	Skow_1485_8
Skow_XM_006815195.1	Skow_1485_9
Skow_XM_002733731.2	Skow_1485_10
Skow_XM_006815196.1	Skow_1485_11
Skow_XM_002733732.2	Skow_1485_12
Skow_XM_006815194.1	Skow_1485_13
Skow_XM_006815197.1	Skow_1485_14
Skow_XM_006815198.1	Skow_1485_15
Skow_XM_006815199.1	Skow_1485_16
Skow_XM_006815201.1	Skow_1486_1
Skow_XM_006815200.1	Skow_1486_2
Skow_XM_006815202.1	Skow_1486_3
Skow_XM_006815203.1	Skow_1486_4
Skow_XM_006815204.1	Skow_1486_5
Skow_XM_002733733.2	Skow_1486_6
Skow_XM_006815205.1	Skow_1486_7
Skow_XM_006815206.1	Skow_1486_8
Skow_XM_002733735.1	Skow_1486_9
Skow_XM_006815207.1	Skow_1486_10
Skow_XM_006815208.1	Skow_1486_11
Skow_XM_006815209.1	Skow_1486_12
Skow_XM_006815210.1	Skow_1486_13
Skow_XM_006815212.1	Skow_1487_1
Skow_XM_006815211.1	Skow_1487_2
Skow_XM_006815213.1	Skow_1487_3
Skow_XM_002733737.2	Skow_1487_4
Skow_XM_002733738.2	Skow_1487_5
Skow_XM_006815214.1	Skow_1487_6
Skow_XM_006815216.1	Skow_1488_1
Skow_XM_002733743.2	Skow_1488_2
Skow_XM_006815215.1	Skow_1488_3
Skow_XM_006815217.1	Skow_1488_4
Skow_XM_006815218.1	Skow_1488_5
Skow_XM_002733741.3	Skow_1488_6
Skow_XM_006815219.1	Skow_1489_1
Skow_XM_006815220.1	Skow_1489_2
Skow_XM_006815221.1	Skow_1489_3
Skow_XM_002733745.2	Skow_1489_4
Skow_XM_002733746.2	Skow_1489_5
Skow_XM_006815222.1	Skow_1490_1
Skow_XM_006815223.1	Skow_1490_2
Skow_XM_002733748.2	Skow_1490_3
Skow_XM_002733752.2	Skow_1490_4
Skow_XM_002733749.2	Skow_1490_5
Skow_XM_002733753.2	Skow_1490_6
Skow_XM_006815224.1	Skow_1490_7
Skow_XM_006815226.1	Skow_1491_1
Skow_XM_002733755.1	Skow_1491_2
Skow_XM_006815225.1	Skow_1491_3
Skow_XM_006815227.1	Skow_1491_4
Skow_XM_006815229.1	Skow_1492_1
Skow_XM_006815228.1	Skow_1492_2
Skow_XM_006815231.1	Skow_1493_1
Skow_XM_002733758.2	Skow_1493_2
Skow_XM_006815230.1	Skow_1493_3
Skow_XM_002733759.1	Skow_1493_4
Skow_XM_006815232.1	Skow_1493_5
Skow_XM_006815233.1	Skow_1494_1
Skow_XM_006815234.1	Skow_1494_2
Skow_XM_006815235.1	Skow_1495_1
Skow_XM_006815236.1	Skow_1495_2
Skow_XM_006815237.1	Skow_1495_3
Skow_XM_006815238.1	Skow_1495_4
Skow_XM_006815239.1	Skow_1495_5
Skow_XM_002733762.2	Skow_1495_6
Skow_XM_006815240.1	Skow_1496_1
Skow_XM_002733763.1	Skow_1496_2
Skow_XM_006815241.1	Skow_1497_1
Skow_XM_006815242.1	Skow_1497_2
Skow_XM_006815244.1	Skow_1498_1
Skow_XM_006815243.1	Skow_1498_2
Skow_XM_006815245.1	Skow_1498_3
Skow_XM_006815246.1	Skow_1498_4
Skow_XM_002733766.2	Skow_1499_1
Skow_XM_002733767.2	Skow_1499_2
Skow_XM_002733765.2	Skow_1499_3
Skow_XM_006815247.1	Skow_1499_4
Skow_XM_002733768.2	Skow_1499_5
Skow_XM_006815248.1	Skow_1500_1
Skow_XM_006815249.1	Skow_1500_2
Skow_XM_006815250.1	Skow_1500_3
Skow_XM_006815251.1	Skow_1500_4
Skow_XM_006815252.1	Skow_1500_5
Skow_XM_006815253.1	Skow_1501_1
Skow_XM_002733771.2	Skow_1501_2
Skow_XM_002733772.2	Skow_1501_3
Skow_XM_006815254.1	Skow_1502_1
Skow_XM_002733773.2	Skow_1502_2
Skow_XM_006815255.1	Skow_1502_3
Skow_XM_002733775.1	Skow_1502_4
Skow_XM_002733776.2	Skow_1502_5
Skow_XM_002733777.2	Skow_1502_6
Skow_XM_006815256.1	Skow_1503_1
Skow_XM_006815257.1	Skow_1503_2
Skow_XM_006815261.1	Skow_1504_1
Skow_XM_002733779.2	Skow_1504_2
Skow_XM_006815262.1	Skow_1504_3
Skow_XM_006815258.1	Skow_1504_4
Skow_XM_006815263.1	Skow_1504_5
Skow_XM_002733782.2	Skow_1504_6
Skow_XM_006815260.1	Skow_1504_7
Skow_XM_002733783.2	Skow_1504_8
Skow_XM_002733784.2	Skow_1504_9
Skow_XM_006815264.1	Skow_1505_1
Skow_XM_006815265.1	Skow_1505_2
Skow_XM_006815266.1	Skow_1506_1
Skow_XM_006815267.1	Skow_1506_2
Skow_XM_002733787.1	Skow_1507_1
Skow_XM_002733788.2	Skow_1507_2
Skow_XM_002733789.2	Skow_1507_3
Skow_XM_006815268.1	Skow_1507_4
Skow_XM_006815269.1	Skow_1507_5
Skow_XM_006815270.1	Skow_1508_1
Skow_XM_006815271.1	Skow_1508_2
Skow_XM_002733792.2	Skow_1509_1
Skow_XM_006815273.1	Skow_1510_1
Skow_XM_006815274.1	Skow_1510_2
Skow_XM_006815275.1	Skow_1511_1
Skow_XM_006815276.1	Skow_1511_2
Skow_XM_006815277.1	Skow_1512_1
Skow_XM_006815279.1	Skow_1513_1
Skow_XM_006815278.1	Skow_1513_2
Skow_XM_006815280.1	Skow_1513_3
Skow_XM_006815281.1	Skow_1513_4
Skow_XM_006815282.1	Skow_1514_1
Skow_XM_002733796.2	Skow_1514_2
Skow_XM_006815283.1	Skow_1515_1
Skow_XM_006815284.1	Skow_1516_1
Skow_XM_002733797.2	Skow_1517_1
Skow_XM_006815285.1	Skow_1518_1
Skow_XM_006815286.1	Skow_1519_1
Skow_XM_006815287.1	Skow_1520_1
Skow_XM_006815288.1	Skow_1521_1
Skow_XM_002733798.2	Skow_1522_1
Skow_XM_006815289.1	Skow_1523_1
Skow_NM_001168202.1	Skow_1524_1
Skow_XM_006815290.1	Skow_1525_1
Skow_XM_006815291.1	Skow_1526_1
Skow_XM_006815292.1	Skow_1527_1
Skow_XM_006815293.1	Skow_1528_1
Skow_XM_006815294.1	Skow_1529_1
Skow_XM_006815295.1	Skow_1530_1
Skow_XM_002733800.2	Skow_1531_1
Skow_XM_006815296.1	Skow_1532_1
Skow_XM_002733801.2	Skow_1533_1
Skow_XM_006815297.1	Skow_1534_1
Skow_XM_006815298.1	Skow_1535_1
Skow_XM_006815299.1	Skow_1536_1
Skow_XM_006815300.1	Skow_1537_1
Skow_XM_006815301.1	Skow_1538_1
Skow_XM_006815302.1	Skow_1539_1
Skow_XM_006815303.1	Skow_1539_2
Skow_XM_002733803.2	Skow_1540_1
Skow_XM_006815304.1	Skow_1541_1
Skow_XM_006815305.1	Skow_1542_1
Skow_XM_006815306.1	Skow_1543_1
Skow_XM_006815307.1	Skow_1544_1
Skow_XM_006815308.1	Skow_1545_1
Skow_XM_006815309.1	Skow_1546_1
Skow_XM_006815310.1	Skow_1546_2
Skow_XM_006815311.1	Skow_1547_1
Skow_XM_006815312.1	Skow_1548_1
Skow_XM_006815313.1	Skow_1549_1
Skow_XM_006815314.1	Skow_1550_1
Skow_XM_006815315.1	Skow_1551_1
Skow_XM_006815316.1	Skow_1552_1
Skow_XM_006815317.1	Skow_1552_2
Skow_XM_002733808.2	Skow_1552_3
Skow_XM_006815318.1	Skow_1552_4
Skow_XM_002733809.1	Skow_1553_1
Skow_XM_002733810.2	Skow_1553_2
Skow_XM_006815319.1	Skow_1553_3
Skow_XM_006815320.1	Skow_1553_4
Skow_XM_006815321.1	Skow_1553_5
Skow_XM_006815322.1	Skow_1554_1
Skow_XM_006815323.1	Skow_1554_2
Skow_XM_006815324.1	Skow_1554_3
Skow_XM_002733812.1	Skow_1554_4
Skow_XM_006815325.1	Skow_1554_5
Skow_XM_006815326.1	Skow_1554_6
Skow_XM_006815327.1	Skow_1554_7
Skow_XM_002733815.2	Skow_1554_8
Skow_XM_006815328.1	Skow_1554_9
Skow_XM_002733816.1	Skow_1554_10
Skow_XM_006815329.1	Skow_1554_11
Skow_XM_006815330.1	Skow_1554_12
Skow_XM_002733818.2	Skow_1555_1
Skow_XM_006815331.1	Skow_1555_2
Skow_XM_002733820.2	Skow_1555_3
Skow_XM_002733821.2	Skow_1555_4
Skow_XM_006815332.1	Skow_1555_5
Skow_XM_002733823.2	Skow_1555_6
Skow_XM_002733817.2	Skow_1555_7
Skow_XM_006815333.1	Skow_1555_8
Skow_XM_002733825.2	Skow_1556_1
Skow_XM_006815334.1	Skow_1556_2
Skow_XM_006815335.1	Skow_1556_3
Skow_XM_006815336.1	Skow_1556_4
Skow_XM_006815337.1	Skow_1557_1
Skow_XM_006815340.1	Skow_1557_2
Skow_XM_006815338.1	Skow_1557_3
Skow_XM_006815339.1	Skow_1557_4
Skow_XM_006815341.1	Skow_1558_1
Skow_XM_002733829.2	Skow_1558_2
Skow_XM_002733830.2	Skow_1558_3
Skow_XM_006815342.1	Skow_1558_4
Skow_XM_006815343.1	Skow_1558_5
Skow_XM_006815344.1	Skow_1558_6
Skow_XM_006815345.1	Skow_1559_1
Skow_XM_006815346.1	Skow_1559_2
Skow_XM_002733834.2	Skow_1559_3
Skow_XM_006815348.1	Skow_1560_1
Skow_XM_006815347.1	Skow_1560_2
Skow_XM_006815351.1	Skow_1561_1
Skow_XM_006815349.1	Skow_1561_2
Skow_XM_002733840.1	Skow_1561_3
Skow_XM_002733838.2	Skow_1561_4
Skow_XM_006815350.1	Skow_1561_5
Skow_XM_006815352.1	Skow_1561_6
Skow_XM_006815353.1	Skow_1561_7
Skow_XM_006815354.1	Skow_1561_8
Skow_NM_001164937.1	Skow_1562_1
Skow_NM_001164912.1	Skow_1562_2
Skow_XM_002733843.2	Skow_1563_1
Skow_XM_002733844.2	Skow_1563_2
Skow_XM_002733842.2	Skow_1563_3
Skow_XM_006815355.1	Skow_1563_4
Skow_XM_006815357.1	Skow_1564_1
Skow_XM_006815356.1	Skow_1564_2
Skow_XM_006815358.1	Skow_1565_1
Skow_XM_006815359.1	Skow_1565_2
Skow_XM_006815360.1	Skow_1565_3
Skow_XM_002733847.2	Skow_1566_1
Skow_XM_006815361.1	Skow_1566_2
Skow_XM_006815362.1	Skow_1567_1
Skow_XM_002733849.1	Skow_1568_1
Skow_XM_006815363.1	Skow_1568_2
Skow_XM_006815364.1	Skow_1568_3
Skow_XM_006815365.1	Skow_1569_1
Skow_XM_006815366.1	Skow_1569_2
Skow_XM_006815367.1	Skow_1570_1
Skow_XM_006815368.1	Skow_1571_1
Skow_XM_006815369.1	Skow_1572_1
Skow_XM_006815370.1	Skow_1572_2
Skow_XM_006815371.1	Skow_1573_1
Skow_XM_006815372.1	Skow_1574_1
Skow_XM_002733853.2	Skow_1575_1
Skow_XM_006815373.1	Skow_1576_1
Skow_XM_006815374.1	Skow_1577_1
Skow_XM_006815375.1	Skow_1577_2
Skow_XM_006815376.1	Skow_1578_1
Skow_XM_006815377.1	Skow_1579_1
Skow_XM_002733856.2	Skow_1580_1
Skow_XM_006815378.1	Skow_1581_1
Skow_XM_006815379.1	Skow_1582_1
Skow_XM_006815380.1	Skow_1583_1
Skow_XM_006815381.1	Skow_1584_1
Skow_XM_006815382.1	Skow_1585_1
Skow_XM_006815383.1	Skow_1586_1
Skow_XM_006815384.1	Skow_1587_1
Skow_XM_002733859.2	Skow_1588_1
Skow_XM_006815385.1	Skow_1589_1
Skow_XM_006815386.1	Skow_1590_1
Skow_XM_006815387.1	Skow_1591_1
Skow_XM_002733861.1	Skow_1592_1
Skow_XM_006815388.1	Skow_1593_1
Skow_XM_006815389.1	Skow_1594_1
Skow_XM_006815390.1	Skow_1595_1
Skow_XM_002733862.1	Skow_1596_1
Skow_XM_006815391.1	Skow_1597_1
Skow_XM_006815392.1	Skow_1598_1
Skow_XM_002733863.1	Skow_1599_1
Skow_XM_006815393.1	Skow_1600_1
Skow_XM_006815394.1	Skow_1601_1
Skow_XM_002733864.2	Skow_1602_1
Skow_XM_006815395.1	Skow_1603_1
Skow_XM_002733867.2	Skow_1604_1
Skow_XM_002733875.2	Skow_1605_1
Skow_XM_002733868.2	Skow_1605_2
Skow_XM_002733876.2	Skow_1605_3
Skow_XM_002733877.1	Skow_1605_4
Skow_XM_002733878.1	Skow_1605_5
Skow_XM_002733869.2	Skow_1605_6
Skow_XM_006815404.1	Skow_1605_7
Skow_XM_002733880.1	Skow_1605_8
Skow_XM_006815405.1	Skow_1605_9
Skow_XM_002733870.2	Skow_1605_10
Skow_XM_006815398.1	Skow_1605_11
Skow_XM_006815406.1	Skow_1605_12
Skow_NM_001164931.1	Skow_1605_13
Skow_NM_001165004.1	Skow_1605_14
Skow_XM_006815396.1	Skow_1605_15
Skow_NM_001165028.1	Skow_1605_16
Skow_XM_002733872.2	Skow_1605_17
Skow_XM_002733873.2	Skow_1605_18
Skow_XM_002733882.2	Skow_1605_19
Skow_NM_001164930.2	Skow_1605_20
Skow_XM_006815407.1	Skow_1605_21
Skow_XM_006815399.1	Skow_1605_22
Skow_XM_006815408.1	Skow_1605_23
Skow_XM_002733886.1	Skow_1605_24
Skow_XM_006815409.1	Skow_1605_25
Skow_XM_006815410.1	Skow_1605_26
Skow_XM_002733887.2	Skow_1605_27
Skow_XM_002733888.2	Skow_1605_28
Skow_XM_002733889.2	Skow_1605_29
Skow_XM_006815411.1	Skow_1605_30
Skow_NM_001184841.1	Skow_1605_31
Skow_XM_002733890.1	Skow_1605_32
Skow_XM_006815412.1	Skow_1605_33
Skow_XM_006815413.1	Skow_1605_34
Skow_XM_006815414.1	Skow_1605_35
Skow_XM_006815400.1	Skow_1605_36
Skow_XM_006815415.1	Skow_1605_37
Skow_XM_006815416.1	Skow_1605_38
Skow_XM_006815401.1	Skow_1605_39
Skow_XM_006815417.1	Skow_1605_40
Skow_XM_006815403.1	Skow_1605_41
Skow_XM_002733894.2	Skow_1605_42
Skow_XM_002733895.2	Skow_1605_43
Skow_XM_006815418.1	Skow_1605_44
Skow_XM_006815427.1	Skow_1606_1
Skow_XM_002733897.1	Skow_1606_2
Skow_XM_002733898.1	Skow_1606_3
Skow_XM_002733899.1	Skow_1606_4
Skow_XM_002733900.2	Skow_1606_5
Skow_XM_002733901.2	Skow_1606_6
Skow_XM_006815428.1	Skow_1606_7
Skow_XM_006815429.1	Skow_1606_8
Skow_XM_006815419.1	Skow_1606_9
Skow_XM_006815420.1	Skow_1606_10
Skow_NM_001164895.1	Skow_1606_11
Skow_XM_006815421.1	Skow_1606_12
Skow_XM_006815430.1	Skow_1606_13
Skow_XM_006815423.1	Skow_1606_14
Skow_XM_006815431.1	Skow_1606_15
Skow_XM_002733905.2	Skow_1606_16
Skow_XM_006815432.1	Skow_1606_17
Skow_XM_006815433.1	Skow_1606_18
Skow_XM_002733906.1	Skow_1606_19
Skow_XM_006815424.1	Skow_1606_20
Skow_XM_002733908.2	Skow_1606_21
Skow_XM_006815425.1	Skow_1606_22
Skow_XM_006815434.1	Skow_1606_23
Skow_XM_006815437.1	Skow_1607_1
Skow_XM_002733913.2	Skow_1607_2
Skow_XM_002733914.2	Skow_1607_3
Skow_XM_002733915.2	Skow_1607_4
Skow_XM_002733912.2	Skow_1607_5
Skow_XM_006815438.1	Skow_1607_6
Skow_XM_006815439.1	Skow_1607_7
Skow_XM_006815440.1	Skow_1607_8
Skow_XM_006815441.1	Skow_1607_9
Skow_XM_006815442.1	Skow_1607_10
Skow_XM_006815435.1	Skow_1607_11
Skow_XM_006815443.1	Skow_1607_12
Skow_XM_006815436.1	Skow_1607_13
Skow_XM_006815444.1	Skow_1607_14
Skow_XM_006815446.1	Skow_1608_1
Skow_XM_006815447.1	Skow_1608_2
Skow_XM_006815448.1	Skow_1608_3
Skow_XM_002733917.2	Skow_1608_4
Skow_XM_006815449.1	Skow_1608_5
Skow_XM_006815450.1	Skow_1608_6
Skow_NM_001168169.1	Skow_1608_7
Skow_XM_006815445.1	Skow_1608_8
Skow_XM_006815453.1	Skow_1609_1
Skow_XM_006815451.1	Skow_1609_2
Skow_XM_002733921.2	Skow_1609_3
Skow_XM_002733918.2	Skow_1609_4
Skow_XM_006815454.1	Skow_1609_5
Skow_XM_006815455.1	Skow_1609_6
Skow_XM_002733920.2	Skow_1609_7
Skow_XM_006815452.1	Skow_1609_8
Skow_XM_006815456.1	Skow_1609_9
Skow_XM_006815457.1	Skow_1609_10
Skow_XM_006815458.1	Skow_1610_1
Skow_XM_006815459.1	Skow_1610_2
Skow_XM_006815460.1	Skow_1610_3
Skow_XM_002733924.2	Skow_1610_4
Skow_XM_006815461.1	Skow_1611_1
Skow_XM_006815462.1	Skow_1612_1
Skow_XM_006815463.1	Skow_1613_1
Skow_XM_006815464.1	Skow_1614_1
Skow_XM_006815465.1	Skow_1615_1
Skow_XM_006815466.1	Skow_1615_2
Skow_XM_002733926.2	Skow_1616_1
Skow_NM_001168136.1	Skow_1616_2
Skow_XM_006815467.1	Skow_1616_3
Skow_XM_006815468.1	Skow_1617_1
Skow_XM_006815469.1	Skow_1618_1
Skow_XM_006815470.1	Skow_1619_1
Skow_XM_006815471.1	Skow_1620_1
Skow_XM_006815472.1	Skow_1621_1
Skow_XM_002733928.1	Skow_1622_1
Skow_XM_002733929.2	Skow_1622_2
Skow_XM_006815473.1	Skow_1623_1
Skow_XM_006815474.1	Skow_1624_1
Skow_XM_006815475.1	Skow_1625_1
Skow_XM_002733930.2	Skow_1626_1
Skow_XM_006815476.1	Skow_1626_2
Skow_XM_006815477.1	Skow_1627_1
Skow_NM_001168107.1	Skow_1628_1
Skow_NM_001166473.1-2	Skow_1629_1
Skow_XM_006815478.1	Skow_1630_1
Skow_XM_006815479.1	Skow_1630_2
Skow_XM_006815480.1	Skow_1631_1
Skow_XM_002733933.2	Skow_1631_2
Skow_XM_006815481.1	Skow_1632_1
Skow_XM_006815482.1	Skow_1633_1
Skow_XM_006815483.1	Skow_1634_1
Skow_XM_006815484.1	Skow_1635_1
Skow_XM_006815485.1	Skow_1636_1
Skow_XM_006815486.1	Skow_1637_1
Skow_XM_006815487.1	Skow_1638_1
Skow_XM_002733936.1	Skow_1639_1
Skow_XM_006815488.1	Skow_1640_1
Skow_XM_006815489.1	Skow_1641_1
Skow_XM_006815490.1	Skow_1642_1
Skow_XM_002733941.2	Skow_1643_1
Skow_XM_002733942.1	Skow_1644_1
Skow_XM_006815491.1	Skow_1645_1
Skow_XM_006815492.1	Skow_1646_1
Skow_XM_002733943.1	Skow_1647_1
Skow_XM_006815493.1	Skow_1648_1
Skow_XM_006815494.1	Skow_1649_1
Skow_XM_006815502.1	Skow_1650_1
Skow_XM_002733951.2	Skow_1650_2
Skow_XM_006815503.1	Skow_1650_3
Skow_XM_006815495.1	Skow_1650_4
Skow_NM_001168123.1	Skow_1650_5
Skow_XM_006815504.1	Skow_1650_6
Skow_XM_006815496.1	Skow_1650_7
Skow_XM_006815497.1	Skow_1650_8
Skow_XM_002733946.2	Skow_1650_9
Skow_XM_002733947.2	Skow_1650_10
Skow_XM_002733948.2	Skow_1650_11
Skow_XM_002733953.1	Skow_1650_12
Skow_XM_002733954.2	Skow_1650_13
Skow_XM_006815498.1	Skow_1650_14
Skow_XM_006815505.1	Skow_1650_15
Skow_XM_002733957.2	Skow_1650_16
Skow_XM_002733958.2	Skow_1650_17
Skow_XM_006815506.1	Skow_1650_18
Skow_XM_002733960.1	Skow_1650_19
Skow_XM_002733961.2	Skow_1650_20
Skow_XM_002733949.2	Skow_1650_21
Skow_XM_006815507.1	Skow_1650_22
Skow_XM_006815508.1	Skow_1650_23
Skow_XM_006815499.1	Skow_1650_24
Skow_XM_002733962.1	Skow_1650_25
Skow_XM_006815500.1	Skow_1650_26
Skow_XM_002733965.2	Skow_1650_27
Skow_XM_006815509.1	Skow_1650_28
Skow_XM_006815510.1	Skow_1650_29
Skow_XM_006815501.1	Skow_1650_30
Skow_XM_002733967.2	Skow_1650_31
Skow_XM_002733968.2	Skow_1650_32
Skow_XM_002733970.1	Skow_1650_33
Skow_XM_006815511.1	Skow_1650_34
Skow_XM_006815512.1	Skow_1650_35
Skow_XM_006815513.1	Skow_1650_36
Skow_XM_006815514.1	Skow_1650_37
Skow_XM_002733971.1	Skow_1650_38
Skow_XM_002733972.2	Skow_1650_39
Skow_XM_006815515.1	Skow_1650_40
Skow_XM_006815523.1	Skow_1651_1
Skow_XM_006815524.1	Skow_1651_2
Skow_XM_006815525.1	Skow_1651_3
Skow_XM_006815526.1	Skow_1651_4
Skow_XM_006815527.1	Skow_1651_5
Skow_XM_006815516.1	Skow_1651_6
Skow_XM_006815528.1	Skow_1651_7
Skow_XM_006815517.1	Skow_1651_8
Skow_XM_006815518.1	Skow_1651_9
Skow_XM_006815519.1	Skow_1651_10
Skow_XM_006815529.1	Skow_1651_11
Skow_XM_006815530.1	Skow_1651_12
Skow_XM_006815531.1	Skow_1651_13
Skow_XM_006815520.1	Skow_1651_14
Skow_XM_006815521.1	Skow_1651_15
Skow_XM_006815532.1	Skow_1651_16
Skow_XM_006815533.1	Skow_1651_17
Skow_XM_006815534.1	Skow_1651_18
Skow_XM_006815535.1	Skow_1651_19
Skow_XM_002733982.2	Skow_1651_20
Skow_XM_006815522.1	Skow_1651_21
Skow_XM_002733993.2	Skow_1651_22
Skow_XM_002733994.2	Skow_1651_23
Skow_XM_006815536.1	Skow_1651_24
Skow_XM_006815537.1	Skow_1651_25
Skow_XM_006815538.1	Skow_1651_26
Skow_XM_006815539.1	Skow_1651_27
Skow_XM_002733992.2	Skow_1651_28
Skow_XM_002733973.2	Skow_1651_29
Skow_NM_001168121.1	Skow_1651_30
Skow_XM_006815540.1	Skow_1651_31
Skow_XM_006815541.1	Skow_1651_32
Skow_XM_006815542.1	Skow_1651_33
Skow_XM_006815543.1	Skow_1651_34
Skow_XM_006815544.1	Skow_1651_35
Skow_XM_002733977.2	Skow_1651_36
Skow_XM_006815545.1	Skow_1651_37
Skow_XM_002733979.2	Skow_1651_38
Skow_XM_006815546.1	Skow_1651_39
Skow_XM_006815555.1	Skow_1652_1
Skow_XM_006815556.1	Skow_1652_2
Skow_NM_001184878.1	Skow_1652_3
Skow_XM_006815557.1	Skow_1652_4
Skow_XM_006815558.1	Skow_1652_5
Skow_XM_006815559.1	Skow_1652_6
Skow_XM_006815560.1	Skow_1652_7
Skow_XM_006815561.1	Skow_1652_8
Skow_XM_006815562.1	Skow_1652_9
Skow_XM_006815548.1	Skow_1652_10
Skow_XM_002734003.2	Skow_1652_11
Skow_XM_006815563.1	Skow_1652_12
Skow_XM_006815564.1	Skow_1652_13
Skow_XM_006815565.1	Skow_1652_14
Skow_XM_006815549.1	Skow_1652_15
Skow_XM_006815550.1	Skow_1652_16
Skow_XM_006815566.1	Skow_1652_17
Skow_XM_006815551.1	Skow_1652_18
Skow_XM_006815567.1	Skow_1652_19
Skow_XM_006815552.1	Skow_1652_20
Skow_XM_006815568.1	Skow_1652_21
Skow_XM_006815553.1	Skow_1652_22
Skow_XM_006815569.1	Skow_1652_23
Skow_XM_002734007.2	Skow_1652_24
Skow_NM_001164954.1	Skow_1652_25
Skow_XM_006815554.1	Skow_1652_26
Skow_XM_002733998.2	Skow_1652_27
Skow_XM_002733999.2	Skow_1652_28
Skow_XM_006815570.1	Skow_1652_29
Skow_XM_006815573.1	Skow_1653_1
Skow_XM_006815574.1	Skow_1653_2
Skow_XM_006815575.1	Skow_1653_3
Skow_XM_006815571.1	Skow_1653_4
Skow_XM_006815572.1	Skow_1653_5
Skow_XM_002734010.2	Skow_1653_6
Skow_XM_006815576.1	Skow_1653_7
Skow_XM_006815577.1	Skow_1653_8
Skow_XM_006815578.1	Skow_1654_1
Skow_XM_006815579.1	Skow_1654_2
Skow_XM_002734016.1	Skow_1655_1
Skow_XM_002734017.2	Skow_1655_2
Skow_XM_006815580.1	Skow_1655_3
Skow_XM_006815581.1	Skow_1655_4
Skow_XM_006815582.1	Skow_1655_5
Skow_XM_006815583.1	Skow_1655_6
Skow_XM_006815584.1	Skow_1655_7
Skow_XM_006815585.1	Skow_1656_1
Skow_XM_002734022.1	Skow_1657_1
Skow_XM_006815588.1	Skow_1657_2
Skow_XM_006815586.1	Skow_1657_3
Skow_XM_002734024.2	Skow_1657_4
Skow_XM_006815589.1	Skow_1658_1
Skow_XM_002734026.1	Skow_1658_2
Skow_XM_006815590.1	Skow_1658_3
Skow_XM_006815592.1	Skow_1659_1
Skow_XM_006815591.1	Skow_1659_2
Skow_XM_006815593.1	Skow_1659_3
Skow_XM_006815594.1	Skow_1659_4
Skow_XM_006815595.1	Skow_1660_1
Skow_XM_002734029.2	Skow_1660_2
Skow_XM_006815596.1	Skow_1661_1
Skow_XM_006815597.1	Skow_1661_2
Skow_NM_001164911.1	Skow_1662_1
Skow_XM_006815599.1	Skow_1662_2
Skow_XM_006815598.1	Skow_1662_3
Skow_XM_002734033.2	Skow_1663_1
Skow_XM_006815600.1	Skow_1663_2
Skow_XM_002734034.2	Skow_1663_3
Skow_XM_006815614.1	Skow_1664_1
Skow_XM_006815617.1	Skow_1664_2
Skow_XM_006815618.1	Skow_1664_3
Skow_XM_006815615.1	Skow_1664_4
Skow_XM_006815619.1	Skow_1664_5
Skow_XM_006815616.1	Skow_1664_6
Skow_XM_006815620.1	Skow_1664_7
Skow_XM_006815621.1	Skow_1664_8
Skow_XM_006815623.1	Skow_1665_1
Skow_XM_006815622.1	Skow_1665_2
Skow_XM_002734039.2	Skow_1665_3
Skow_XM_002734040.2	Skow_1666_1
Skow_XM_006815624.1	Skow_1666_2
