Otau_gene-OstapCp01	Otau_1_1
Otau_XM_022984451.1	Otau_6_134
Otau_XM_003075042.2	Otau_6_135
Otau_XM_003075041.2	Otau_6_136
Otau_XM_003075040.1	Otau_6_137
Otau_XM_003075039.1	Otau_6_138
Otau_XM_003075038.1	Otau_6_139
Otau_XM_022984452.1	Otau_6_140
Otau_XM_003078621.2	Otau_6_141
Otau_XM_022984453.1	Otau_6_142
Otau_XM_022984455.1	Otau_6_143
Otau_XM_022984456.1	Otau_6_144
Otau_XM_003078627.2	Otau_6_145
Otau_XM_022984457.1	Otau_6_146
Otau_XM_003078629.2	Otau_6_147
Otau_XM_003078630.1	Otau_6_148
Otau_XM_022984458.1	Otau_6_149
Otau_XM_003078632.2	Otau_6_150
Otau_XM_003078633.1	Otau_6_151
Otau_XM_003078635.2	Otau_6_152
Otau_XM_003078636.2	Otau_6_153
Otau_XM_003078637.2	Otau_6_154
Otau_XM_003078638.2	Otau_6_155
Otau_XM_022984460.1	Otau_6_156
Otau_XM_003078640.1	Otau_6_157
Otau_XM_022984461.1	Otau_6_158
Otau_XM_003078641.2	Otau_6_159
Otau_XM_003078642.1	Otau_6_160
Otau_XM_022984462.1	Otau_6_161
Otau_XM_022984463.1	Otau_6_162
Otau_XM_003078644.2	Otau_6_163
Otau_XM_022984465.1	Otau_6_164
Otau_XM_022984466.1	Otau_6_165
Otau_XM_022984467.1	Otau_6_166
Otau_XM_003078649.2	Otau_6_167
Otau_XM_003078650.2	Otau_6_168
Otau_XM_022984468.1	Otau_6_169
Otau_XM_022984469.1	Otau_6_170
Otau_XM_022984470.1	Otau_6_171
Otau_XM_003078652.1	Otau_6_172
Otau_XM_022984472.1	Otau_6_173
Otau_XM_003078653.2	Otau_6_174
Otau_XM_003078654.1	Otau_6_175
Otau_XM_003078655.1	Otau_6_176
Otau_XM_003078656.1	Otau_6_177
Otau_XM_003078657.1	Otau_6_178
Otau_XM_003078658.1	Otau_6_179
Otau_XM_003078659.2	Otau_6_180
Otau_XM_022984473.1	Otau_6_181
Otau_XM_003078661.1	Otau_6_182
Otau_XM_003078662.2	Otau_6_183
Otau_XM_022984474.1	Otau_6_184
Otau_XM_003078664.1	Otau_6_185
Otau_XM_003078665.1	Otau_6_186
Otau_XM_022984475.1	Otau_6_187
Otau_XM_003078669.2	Otau_6_188
Otau_XM_022984476.1	Otau_6_189
Otau_XM_003078671.2	Otau_6_190
Otau_XM_003078672.2	Otau_6_191
Otau_XM_003078673.2	Otau_6_192
Otau_XM_003078674.2	Otau_6_193
Otau_XM_022984478.1	Otau_6_194
Otau_XM_003078675.2	Otau_6_195
Otau_XM_003078676.1	Otau_6_196
Otau_XM_003078677.2	Otau_6_197
Otau_XM_022984479.1	Otau_6_198
Otau_XM_003078681.1	Otau_6_199
Otau_XM_003078682.1	Otau_6_200
Otau_XM_022984480.1	Otau_6_201
Otau_XM_003078684.1	Otau_6_202
Otau_XM_003078685.2	Otau_6_203
Otau_XM_003078686.2	Otau_6_204
Otau_XM_022984482.1	Otau_6_205
Otau_XM_003078689.2	Otau_6_206
Otau_XM_003078690.1	Otau_6_207
Otau_XM_003078691.1	Otau_6_208
Otau_XM_022984483.1	Otau_6_209
Otau_XM_003078692.2	Otau_6_210
Otau_XM_003078693.1	Otau_6_211
Otau_XM_022984484.1	Otau_6_212
Otau_XM_003078695.2	Otau_6_213
Otau_XM_022984487.1	Otau_6_214
Otau_XM_022984488.1	Otau_6_215
Otau_XM_003078696.2	Otau_6_216
Otau_XM_003078697.2	Otau_6_217
Otau_XM_022984489.1	Otau_6_218
Otau_XM_022984490.1	Otau_6_219
Otau_XM_022984491.1	Otau_6_220
Otau_XM_022984492.1	Otau_6_221
Otau_XM_022984493.1	Otau_6_222
Otau_XM_022984494.1	Otau_6_223
Otau_XM_003078706.1	Otau_6_224
Otau_XM_003078707.2	Otau_6_225
Otau_XM_003078708.2	Otau_6_226
Otau_XM_022984495.1	Otau_6_227
Otau_XM_003078712.2	Otau_6_228
Otau_XM_022984496.1	Otau_6_229
Otau_XM_003078714.1	Otau_6_230
Otau_XM_003078715.1	Otau_6_231
Otau_XM_003078716.1	Otau_6_232
Otau_XM_003078717.1	Otau_6_233
Otau_XM_022984497.1	Otau_6_234
Otau_XM_003078719.2	Otau_6_235
Otau_XM_003078720.1	Otau_6_236
Otau_XM_003078721.2	Otau_6_237
Otau_XM_022984498.1	Otau_6_238
Otau_XM_003078723.1	Otau_6_239
Otau_XM_003078724.2	Otau_6_240
Otau_XM_022984499.1	Otau_6_241
Otau_XM_003078727.2	Otau_6_242
Otau_XM_022984500.1	Otau_6_243
Otau_XM_022984501.1	Otau_6_244
Otau_XM_003078731.1	Otau_6_245
Otau_XM_022984502.1	Otau_6_246
Otau_XM_003078732.2	Otau_6_247
Otau_XM_022984503.1	Otau_6_248
Otau_XM_022984504.1	Otau_6_249
Otau_XM_003078736.2	Otau_6_250
Otau_XM_003078737.1	Otau_6_251
Otau_XM_022984505.1	Otau_6_252
Otau_XM_022984506.1	Otau_6_253
Otau_XM_003078740.2	Otau_6_254
Otau_XM_003078741.2	Otau_6_255
Otau_XM_022984507.1	Otau_6_256
Otau_XM_022984508.1	Otau_6_257
Otau_XM_003078744.2	Otau_6_258
Otau_XM_003078745.2	Otau_6_259
Otau_XM_022984509.1	Otau_6_260
Otau_XM_003078747.1	Otau_6_261
Otau_XM_003078748.1	Otau_6_262
Otau_XM_022984510.1	Otau_6_263
Otau_XM_003078750.2	Otau_6_264
Otau_XM_003078751.2	Otau_6_265
Otau_XM_003078752.1	Otau_6_266
Otau_XM_022984511.1	Otau_6_267
Otau_XM_003078754.2	Otau_6_268
Otau_XM_022984512.1	Otau_6_269
Otau_XM_003078755.2	Otau_6_270
Otau_XM_003078756.1	Otau_6_271
Otau_XM_003078757.2	Otau_6_272
Otau_XM_003078758.1	Otau_6_273
Otau_XM_003078759.2	Otau_6_274
Otau_XM_022984513.1	Otau_6_275
Otau_XM_022984514.1	Otau_6_276
Otau_XM_003078761.2	Otau_6_277
Otau_XM_003078762.1	Otau_6_278
Otau_XM_003078763.1	Otau_6_279
Otau_XM_022984515.1	Otau_6_280
Otau_XM_022984516.1	Otau_6_281
Otau_XM_003078766.1	Otau_6_282
Otau_XM_003078767.1	Otau_6_283
Otau_XM_022984518.1	Otau_6_284
Otau_XM_022984519.1	Otau_6_285
Otau_XM_003078770.2	Otau_6_286
Otau_XM_022984520.1	Otau_6_287
Otau_XM_003078772.1	Otau_6_288
Otau_XM_003078773.1	Otau_6_289
Otau_XM_022984521.1	Otau_6_290
Otau_XM_003078777.1	Otau_6_291
Otau_XM_022984522.1	Otau_6_292
Otau_XM_022984524.1	Otau_6_293
Otau_XM_003078780.2	Otau_6_294
Otau_XM_003078781.2	Otau_6_295
Otau_XM_022984525.1	Otau_6_296
Otau_XM_022984526.1	Otau_6_297
Otau_XM_022984527.1	Otau_6_298
Otau_XM_022984528.1	Otau_6_299
Otau_XM_003078786.2	Otau_6_300
Otau_XM_003078787.1	Otau_6_301
Otau_XM_003078788.1	Otau_6_302
Otau_XM_003078789.2	Otau_6_303
Otau_XM_003078790.1	Otau_6_304
Otau_XM_022984529.1	Otau_6_305
Otau_XM_022984530.1	Otau_6_306
Otau_XM_022984531.1	Otau_6_307
Otau_XM_003078793.1	Otau_6_308
Otau_XM_003078794.2	Otau_6_309
Otau_XM_022984532.1	Otau_6_310
Otau_XM_003078796.2	Otau_6_311
Otau_XM_022984533.1	Otau_6_312
Otau_XM_022984535.1	Otau_6_313
Otau_XM_003078799.2	Otau_6_314
Otau_XM_003078800.2	Otau_6_315
Otau_XM_022984536.1	Otau_6_316
Otau_XM_022984537.1	Otau_6_317
Otau_XM_022984538.1	Otau_6_318
Otau_XM_003078803.2	Otau_6_319
Otau_XM_022984539.1	Otau_6_320
Otau_XM_022984540.1	Otau_6_321
Otau_XM_003078807.2	Otau_6_322
Otau_XM_003078808.1	Otau_6_323
Otau_XM_003078809.2	Otau_6_324
Otau_XM_003078810.1	Otau_6_325
Otau_XM_003078811.1	Otau_6_326
Otau_XM_022984542.1	Otau_6_327
Otau_XM_003078813.1	Otau_6_328
Otau_XM_022984543.1	Otau_6_329
Otau_XM_022984544.1	Otau_6_330
Otau_XM_022984545.1	Otau_6_331
Otau_XM_003078817.2	Otau_6_332
Otau_XM_003078818.1	Otau_6_333
Otau_XM_003078819.1	Otau_6_334
Otau_XM_003078820.1	Otau_6_335
Otau_XM_003078821.1	Otau_6_336
Otau_XM_022984546.1	Otau_6_337
Otau_XM_003078823.1	Otau_6_338
Otau_XM_003078824.1	Otau_6_339
Otau_XM_003078825.1	Otau_6_340
Otau_XM_003078826.1	Otau_6_341
Otau_XM_022984547.1	Otau_6_342
Otau_XM_022984548.1	Otau_6_343
Otau_XM_003078830.2	Otau_6_344
Otau_XM_022984549.1	Otau_6_345
Otau_XM_003078831.2	Otau_6_346
Otau_XM_003078832.1	Otau_6_347
Otau_XM_003078833.1	Otau_6_348
Otau_XM_003078834.1	Otau_6_349
Otau_XM_022984550.1	Otau_6_350
Otau_XM_003078838.2	Otau_6_351
Otau_XM_003078839.1	Otau_6_352
Otau_XM_022984552.1	Otau_6_353
Otau_XM_003078841.2	Otau_6_354
Otau_XM_022984553.1	Otau_6_355
Otau_XM_022984554.1	Otau_6_356
Otau_XM_003078843.2	Otau_6_357
Otau_XM_003078844.1	Otau_6_358
Otau_XM_003078845.2	Otau_6_359
Otau_XM_003078846.1	Otau_6_360
Otau_XM_003078847.1	Otau_6_361
Otau_XM_003078848.1	Otau_6_362
Otau_XM_003078849.1	Otau_6_363
Otau_XM_022984555.1	Otau_6_364
Otau_XM_003078851.2	Otau_6_365
Otau_XM_003078852.1	Otau_6_366
Otau_XM_003078854.2	Otau_6_367
Otau_XM_022984556.1	Otau_6_368
Otau_XM_003078855.1	Otau_6_369
Otau_XM_003078856.2	Otau_6_370
Otau_XM_003078857.1	Otau_6_371
Otau_XM_022984557.1	Otau_6_372
Otau_XM_003078859.2	Otau_6_373
Otau_XM_003078860.1	Otau_6_374
Otau_XM_022984558.1	Otau_6_375
Otau_XM_022984559.1	Otau_6_376
Otau_XM_003078863.2	Otau_6_377
Otau_XM_003078864.2	Otau_6_378
Otau_XM_022984560.1	Otau_6_379
Otau_XM_003078865.2	Otau_6_380
Otau_XM_003078866.1	Otau_6_381
Otau_XM_003078867.1	Otau_6_382
Otau_XM_003078868.1	Otau_6_383
Otau_XM_022984561.1	Otau_6_384
Otau_XM_003078870.1	Otau_6_385
Otau_XM_003078871.2	Otau_6_386
Otau_XM_022984562.1	Otau_6_387
Otau_XM_022984563.1	Otau_6_388
Otau_XM_022984564.1	Otau_6_389
Otau_XM_022984565.1	Otau_6_390
Otau_XM_022984566.1	Otau_6_391
Otau_XM_022984567.1	Otau_6_392
Otau_XM_003078876.2	Otau_6_393
Otau_XM_003078877.2	Otau_6_394
Otau_XM_003078878.1	Otau_6_395
Otau_XM_003078879.2	Otau_6_396
Otau_XM_003078880.1	Otau_6_397
Otau_XM_003078881.2	Otau_6_398
Otau_XM_022984568.1	Otau_6_399
Otau_XM_022984569.1	Otau_6_400
Otau_XM_003078884.1	Otau_6_401
Otau_XM_003078885.1	Otau_6_402
Otau_XM_003078886.2	Otau_6_403
Otau_XM_003078887.2	Otau_6_404
Otau_XM_022984571.1	Otau_6_405
Otau_XM_022984572.1	Otau_6_406
Otau_XM_003078890.1	Otau_6_407
Otau_XM_003078891.1	Otau_6_408
Otau_XM_022984573.1	Otau_6_409
Otau_XM_003078893.1	Otau_6_410
Otau_XM_003078894.2	Otau_6_411
Otau_XM_003078895.2	Otau_6_412
Otau_XM_022984575.1	Otau_6_413
Otau_XM_003078897.2	Otau_6_414
Otau_XM_022984576.1	Otau_6_415
Otau_XM_022984577.1	Otau_6_416
Otau_XM_003078900.2	Otau_6_417
Otau_XM_022984578.1	Otau_6_418
Otau_XM_022984579.1	Otau_6_419
Otau_XM_022984580.1	Otau_6_420
Otau_XM_003078903.1	Otau_6_421
Otau_XM_022984581.1	Otau_6_422
Otau_XM_003078905.2	Otau_6_423
Otau_XM_003078906.1	Otau_6_424
Otau_XM_003078907.1	Otau_6_425
Otau_XM_003078908.1	Otau_6_426
Otau_XM_022984583.1	Otau_6_427
Otau_XM_022984584.1	Otau_6_428
Otau_XM_003078910.2	Otau_6_429
Otau_XM_003078911.1	Otau_6_430
Otau_XM_003078912.2	Otau_6_431
Otau_XM_003078913.1	Otau_6_432
Otau_XM_003078914.1	Otau_6_433
Otau_XM_003078915.1	Otau_6_434
Otau_XM_003078916.1	Otau_6_435
Otau_XM_003078917.2	Otau_6_436
Otau_XM_003078918.1	Otau_6_437
Otau_XM_003078919.1	Otau_6_438
Otau_XM_022984586.1	Otau_6_439
Otau_XM_003078922.1	Otau_6_440
Otau_XM_003078923.2	Otau_6_441
Otau_XM_003078924.2	Otau_6_442
Otau_XM_003078925.2	Otau_6_443
Otau_XM_022984587.1	Otau_6_444
Otau_XM_003078928.2	Otau_6_445
Otau_XM_003078929.1	Otau_6_446
Otau_XM_003078930.1	Otau_6_447
Otau_XM_003078931.1	Otau_6_448
Otau_XM_022984588.1	Otau_6_449
Otau_XM_022984589.1	Otau_6_450
Otau_XM_003078933.1	Otau_6_451
Otau_XM_003078934.1	Otau_6_452
Otau_XM_003078935.2	Otau_6_453
Otau_XM_003078937.2	Otau_6_454
Otau_XM_022984590.1	Otau_6_455
Otau_XM_003078939.1	Otau_6_456
Otau_XM_003078940.1	Otau_6_457
Otau_XM_022984591.1	Otau_6_458
Otau_XM_022984592.1	Otau_6_459
Otau_XM_003078942.2	Otau_6_460
Otau_XM_003078943.2	Otau_6_461
Otau_XM_022984593.1	Otau_6_462
Otau_XM_003078945.2	Otau_6_463
Otau_XM_022984595.1	Otau_6_464
Otau_XM_003078947.2	Otau_6_465
Otau_XM_022984596.1	Otau_6_466
Otau_XM_022984597.1	Otau_6_467
Otau_XM_022984598.1	Otau_6_468
Otau_XM_003078956.1	Otau_6_469
Otau_XM_003078957.2	Otau_6_470
Otau_XM_003078959.2	Otau_6_471
Otau_XM_022984599.1	Otau_6_472
Otau_XM_003078961.2	Otau_6_473
Otau_XM_003078962.1	Otau_6_474
Otau_XM_003078963.2	Otau_6_475
Otau_XM_003078964.2	Otau_6_476
Otau_XM_022984601.1	Otau_6_477
Otau_XM_022984602.1	Otau_6_478
Otau_XM_003078967.1	Otau_6_479
Otau_XM_022984603.1	Otau_6_480
Otau_XM_003078969.1	Otau_6_481
Otau_XM_022984604.1	Otau_6_482
Otau_XM_022984605.1	Otau_6_483
Otau_XM_003078975.1	Otau_6_484
Otau_XM_003078976.1	Otau_6_485
Otau_XM_022984606.1	Otau_6_486
Otau_XM_022984607.1	Otau_6_487
Otau_XM_003078979.2	Otau_6_488
Otau_XM_022984608.1	Otau_6_489
Otau_XM_022984609.1	Otau_6_490
Otau_XM_003078981.1	Otau_6_491
Otau_XM_003078982.2	Otau_6_492
Otau_XM_022984610.1	Otau_6_493
Otau_XM_003078983.2	Otau_6_494
Otau_XM_022984611.1	Otau_6_495
Otau_XM_022984612.1	Otau_6_496
Otau_XM_003078986.2	Otau_6_497
Otau_XM_003078987.2	Otau_6_498
Otau_XM_022984613.1	Otau_6_499
Otau_XM_022984614.1	Otau_6_500
Otau_XM_022984615.1	Otau_6_501
Otau_XM_022984616.1	Otau_6_502
Otau_XM_022984617.1	Otau_6_503
Otau_XM_022984618.1	Otau_6_504
Otau_XM_003078993.1	Otau_6_505
Otau_XM_022984619.1	Otau_6_506
Otau_XM_022984620.1	Otau_6_507
Otau_XM_022984621.1	Otau_6_508
Otau_XM_003078997.1	Otau_6_509
Otau_XM_003078998.2	Otau_6_510
Otau_XM_022984622.1	Otau_6_511
Otau_XM_003079000.1	Otau_6_512
Otau_XM_003079001.1	Otau_6_513
Otau_XM_022984625.1	Otau_6_514
Otau_XM_003079002.2	Otau_6_515
Otau_XM_003079003.1	Otau_6_516
Otau_XM_022984626.1	Otau_6_517
Otau_XM_003079005.2	Otau_6_518
Otau_XM_003079006.2	Otau_6_519
Otau_XM_003079007.2	Otau_6_520
Otau_XM_022984627.1	Otau_6_521
Otau_XM_003079009.2	Otau_6_522
Otau_XM_022984628.1	Otau_6_523
Otau_XM_003079011.2	Otau_6_524
Otau_XM_003079012.2	Otau_6_525
Otau_XM_022984629.1	Otau_6_526
Otau_XM_022984630.1	Otau_6_527
Otau_XM_022984631.1	Otau_6_528
Otau_XM_022984632.1	Otau_6_529
Otau_XM_022984633.1	Otau_6_530
Otau_XM_003079016.2	Otau_6_531
Otau_XM_022984634.1	Otau_6_532
Otau_XM_022984635.1	Otau_6_533
Otau_XM_003079019.2	Otau_6_534
Otau_XM_003079020.1	Otau_6_535
Otau_XM_003079021.2	Otau_6_536
Otau_XM_022984636.1	Otau_6_537
Otau_XM_022984637.1	Otau_6_538
Otau_XM_003079023.2	Otau_6_539
Otau_XM_022984638.1	Otau_6_540
Otau_XM_003079024.2	Otau_6_541
Otau_XM_003079025.2	Otau_6_542
Otau_XM_003079026.1	Otau_6_543
Otau_XM_003079027.2	Otau_6_544
Otau_XM_003079029.2	Otau_6_545
Otau_XM_022984640.1	Otau_6_546
Otau_XM_003079031.2	Otau_6_547
Otau_XM_022984641.1	Otau_6_548
Otau_XM_003079035.1	Otau_6_549
Otau_XM_022984642.1	Otau_6_550
Otau_XM_003079040.1	Otau_6_551
Otau_XM_003079041.2	Otau_6_552
Otau_XM_003079042.1	Otau_6_553
Otau_XM_003079043.1	Otau_6_554
Otau_XM_003079044.1	Otau_6_555
Otau_XM_003079045.2	Otau_6_556
Otau_XM_003079046.1	Otau_6_557
Otau_XM_022984643.1	Otau_6_558
Otau_XM_003079049.2	Otau_6_559
Otau_XM_022984644.1	Otau_6_560
Otau_XM_003079050.1	Otau_7_1
Otau_XM_003079051.1	Otau_7_2
Otau_XM_022984132.1	Otau_7_3
Otau_XM_003079054.2	Otau_7_4
Otau_XM_022984133.1	Otau_7_5
Otau_XM_003079056.1	Otau_7_6
Otau_XM_003079057.2	Otau_7_7
Otau_XM_022984135.1	Otau_7_8
Otau_XM_003079058.1	Otau_7_9
Otau_XM_003079059.2	Otau_7_10
Otau_XM_003079068.2	Otau_7_11
Otau_XM_022984136.1	Otau_7_12
Otau_XM_003079060.2	Otau_7_13
Otau_XM_003079061.2	Otau_7_14
Otau_XM_003079062.2	Otau_7_15
Otau_XM_003079063.2	Otau_7_16
Otau_XM_003079064.1	Otau_7_17
Otau_XM_003079065.1	Otau_7_18
Otau_XM_022984138.1	Otau_7_19
Otau_XM_022984139.1	Otau_7_20
Otau_XM_022984140.1	Otau_7_21
Otau_XM_003079071.2	Otau_7_22
Otau_XM_003079072.1	Otau_7_23
Otau_XM_022984141.1	Otau_7_24
Otau_XM_022984142.1	Otau_7_25
Otau_XM_003079074.1	Otau_7_26
Otau_XM_022984144.1	Otau_7_27
Otau_XM_022984145.1	Otau_7_28
Otau_XM_022984146.1	Otau_7_29
Otau_XM_003079076.1	Otau_7_30
Otau_XM_003079077.2	Otau_7_31
Otau_XM_022984147.1	Otau_7_32
Otau_XM_003079079.2	Otau_7_33
Otau_XM_003079080.1	Otau_7_34
Otau_XM_003079081.2	Otau_7_35
Otau_XM_022984149.1	Otau_7_36
Otau_XM_003079083.1	Otau_7_37
Otau_XM_022984150.1	Otau_7_38
Otau_XM_003079086.2	Otau_7_39
Otau_XM_003079087.1	Otau_7_40
Otau_XM_003079088.2	Otau_7_41
Otau_XM_003079089.2	Otau_7_42
Otau_XM_003079090.2	Otau_7_43
Otau_XM_022984151.1	Otau_7_44
Otau_XM_003079092.1	Otau_7_45
Otau_XM_003079093.2	Otau_7_46
Otau_XM_022984153.1	Otau_7_47
Otau_XM_003079096.2	Otau_7_48
Otau_XM_022984154.1	Otau_7_49
Otau_XM_022984155.1	Otau_7_50
Otau_XM_003079099.1	Otau_7_51
Otau_XM_003079100.1	Otau_7_52
Otau_XM_003079101.1	Otau_7_53
Otau_XM_022984156.1	Otau_7_54
Otau_XM_003079103.2	Otau_7_55
Otau_XM_022984157.1	Otau_7_56
Otau_XM_022984158.1	Otau_7_57
Otau_XM_022984159.1	Otau_7_58
Otau_XM_003079105.2	Otau_7_59
Otau_XM_022984160.1	Otau_7_60
Otau_XM_022984161.1	Otau_7_61
Otau_XM_003079108.2	Otau_7_62
Otau_XM_022984162.1	Otau_7_63
Otau_XM_022984163.1	Otau_7_64
Otau_XM_022984164.1	Otau_7_65
Otau_XM_022984166.1	Otau_7_66
Otau_XM_003079113.1	Otau_7_67
Otau_XM_022984167.1	Otau_7_68
Otau_XM_022984168.1	Otau_7_69
Otau_XM_022984169.1	Otau_7_70
Otau_XM_022984170.1	Otau_7_71
Otau_XM_003079118.2	Otau_7_72
Otau_XM_003079119.2	Otau_7_73
Otau_XM_022984171.1	Otau_7_74
Otau_XM_003079121.2	Otau_7_75
Otau_XM_003079122.1	Otau_7_76
Otau_XM_003079123.2	Otau_7_77
Otau_XM_003079125.2	Otau_7_78
Otau_XM_022984172.1	Otau_7_79
Otau_XM_022984173.1	Otau_7_80
Otau_XM_022984174.1	Otau_7_81
Otau_XM_003079130.1	Otau_7_82
Otau_XM_003079131.2	Otau_7_83
Otau_XM_022984175.1	Otau_7_84
Otau_XM_003079133.1	Otau_7_85
Otau_XM_003079134.1	Otau_7_86
Otau_XM_022984176.1	Otau_7_87
Otau_XM_003079137.1	Otau_7_88
Otau_XM_003079138.2	Otau_7_89
Otau_XM_022984177.1	Otau_7_90
Otau_XM_022984178.1	Otau_7_91
Otau_XM_003079140.1	Otau_7_92
Otau_XM_022984179.1	Otau_7_93
Otau_XM_003079142.2	Otau_7_94
Otau_XM_003079143.2	Otau_7_95
Otau_XM_022984180.1	Otau_7_96
Otau_XM_022984181.1	Otau_7_97
Otau_XM_003079146.1	Otau_7_98
Otau_XM_003079147.2	Otau_7_99
Otau_XM_022984182.1	Otau_7_100
Otau_XM_022984183.1	Otau_7_101
Otau_XM_003079149.1	Otau_7_102
Otau_XM_003079150.2	Otau_7_103
Otau_XM_022984184.1	Otau_7_104
Otau_XM_022984185.1	Otau_7_105
Otau_XM_003079153.1	Otau_7_106
Otau_XM_022984186.1	Otau_7_107
Otau_XM_022984187.1	Otau_7_108
Otau_XM_022984188.1	Otau_7_109
Otau_XM_003079157.1	Otau_7_110
Otau_XM_022984189.1	Otau_7_111
Otau_XM_022984190.1	Otau_7_112
Otau_XM_022984191.1	Otau_7_113
Otau_XM_022984192.1	Otau_7_114
Otau_XM_022984193.1	Otau_7_115
Otau_XM_003079160.2	Otau_7_116
Otau_XM_003079162.2	Otau_7_117
Otau_XM_022984194.1	Otau_7_118
Otau_XM_022984195.1	Otau_7_119
Otau_XM_003079164.2	Otau_7_120
Otau_XM_003079165.2	Otau_7_121
Otau_XM_003079166.2	Otau_7_122
Otau_XM_003079167.1	Otau_7_123
Otau_XM_003079168.2	Otau_7_124
Otau_XM_003079170.2	Otau_7_125
Otau_XM_003079171.2	Otau_7_126
Otau_XM_003079172.2	Otau_7_127
Otau_XM_003079173.2	Otau_7_128
Otau_XM_003079174.1	Otau_7_129
Otau_XM_003079175.1	Otau_7_130
Otau_XM_003079176.1	Otau_7_131
Otau_XM_022984197.1	Otau_7_132
Otau_XM_022984198.1	Otau_7_133
Otau_XM_022984199.1	Otau_7_134
Otau_XM_022984200.1	Otau_7_135
Otau_XM_003079181.2	Otau_7_136
Otau_XM_003079182.2	Otau_7_137
Otau_XM_003079183.2	Otau_7_138
Otau_XM_022984201.1	Otau_7_139
Otau_XM_022984202.1	Otau_7_140
Otau_XM_022984203.1	Otau_7_141
Otau_XM_003079189.1	Otau_7_142
Otau_XM_003079190.1	Otau_7_143
Otau_XM_003079191.2	Otau_7_144
Otau_XM_022984204.1	Otau_7_145
Otau_XM_022984205.1	Otau_7_146
Otau_XM_003079194.2	Otau_7_147
Otau_XM_022984206.1	Otau_7_148
Otau_XM_022984207.1	Otau_7_149
Otau_XM_022984208.1	Otau_7_150
Otau_XM_022984209.1	Otau_7_151
Otau_XM_003079200.2	Otau_7_152
Otau_XM_022984210.1	Otau_7_153
Otau_XM_022984211.1	Otau_7_154
Otau_XM_022984212.1	Otau_7_155
Otau_XM_022984214.1	Otau_7_156
Otau_XM_022984215.1	Otau_7_157
Otau_XM_022984216.1	Otau_7_158
Otau_XM_003079205.1	Otau_7_159
Otau_XM_022984217.1	Otau_7_160
Otau_XM_003079207.2	Otau_7_161
Otau_XM_003079208.1	Otau_7_162
Otau_XM_003079209.2	Otau_7_163
Otau_XM_022984218.1	Otau_7_164
Otau_XM_003079211.2	Otau_7_165
Otau_XM_022984219.1	Otau_7_166
Otau_XM_022984220.1	Otau_7_167
Otau_XM_003079215.1	Otau_7_168
Otau_XM_003079216.2	Otau_7_169
Otau_XM_003079218.1	Otau_7_170
Otau_XM_022984221.1	Otau_7_171
Otau_XM_022984222.1	Otau_7_172
Otau_XM_003079220.1	Otau_7_173
Otau_XM_003079221.1	Otau_7_174
Otau_XM_003079222.1	Otau_7_175
Otau_XM_022984224.1	Otau_7_176
Otau_XM_003079224.2	Otau_7_177
Otau_XM_003079225.1	Otau_7_178
Otau_XM_003079226.2	Otau_7_179
Otau_XM_022984225.1	Otau_7_180
Otau_XM_003079228.1	Otau_7_181
Otau_XM_003079229.2	Otau_7_182
Otau_XM_022984226.1	Otau_7_183
Otau_XM_003079231.2	Otau_7_184
Otau_XM_003079232.1	Otau_7_185
Otau_XM_022984227.1	Otau_7_186
Otau_XM_003079236.1	Otau_7_187
Otau_XM_003079237.1	Otau_7_188
Otau_XM_003079238.2	Otau_7_189
Otau_XM_022984228.1	Otau_7_190
Otau_XM_003079241.2	Otau_7_191
Otau_XM_003079242.1	Otau_7_192
Otau_XM_003079243.1	Otau_7_193
Otau_XM_003079244.1	Otau_7_194
Otau_XM_003079245.1	Otau_7_195
Otau_XM_003079246.2	Otau_7_196
Otau_XM_022984229.1	Otau_7_197
Otau_XM_022984230.1	Otau_7_198
Otau_XM_003079247.1	Otau_7_199
Otau_XM_022984231.1	Otau_7_200
Otau_XM_022984232.1	Otau_7_201
Otau_XM_003079250.2	Otau_7_202
Otau_XM_022984233.1	Otau_7_203
Otau_XM_003079251.2	Otau_7_204
Otau_XM_022984234.1	Otau_7_205
Otau_XM_022984235.1	Otau_7_206
Otau_XM_022984236.1	Otau_7_207
Otau_XM_003079261.1	Otau_7_208
Otau_XM_003079262.2	Otau_7_209
Otau_XM_003079266.2	Otau_7_210
Otau_XM_022984237.1	Otau_7_211
Otau_XM_022984238.1	Otau_7_212
Otau_XM_003079269.2	Otau_7_213
Otau_XM_022984239.1	Otau_7_214
Otau_XM_022984240.1	Otau_7_215
Otau_XM_022984241.1	Otau_7_216
Otau_XM_003079273.2	Otau_7_217
Otau_XM_003079274.1	Otau_7_218
Otau_XM_022984242.1	Otau_7_219
Otau_XM_003079276.2	Otau_7_220
Otau_XM_022984243.1	Otau_7_221
Otau_XM_003079278.2	Otau_7_222
Otau_XM_022984244.1	Otau_7_223
Otau_XM_022984245.1	Otau_7_224
Otau_XM_003079281.2	Otau_7_225
Otau_XM_022984247.1	Otau_7_226
Otau_XM_022984248.1	Otau_7_227
Otau_XM_003079284.1	Otau_7_228
Otau_XM_003079285.1	Otau_7_229
Otau_XM_003079286.1	Otau_7_230
Otau_XM_003079287.1	Otau_7_231
Otau_XM_003079289.2	Otau_7_232
Otau_XM_022984249.1	Otau_7_233
Otau_XM_022984250.1	Otau_7_234
Otau_XM_003079292.1	Otau_7_235
Otau_XM_003079293.1	Otau_7_236
Otau_XM_022984252.1	Otau_7_237
Otau_XM_022984253.1	Otau_7_238
