Spur_gene-ND1	Spur_1_1
Spur_XM_030984023.1	Spur_222_156
Spur_XM_030984024.1	Spur_222_157
Spur_XM_003731320.3	Spur_222_158
Spur_XM_003729239.3	Spur_222_159
Spur_XM_030984032.1	Spur_222_160
Spur_XM_030985018.1	Spur_222_161
Spur_XM_781483.5	Spur_222_162
Spur_XM_001200590.4	Spur_222_163
Spur_XM_030984034.1	Spur_222_164
Spur_XM_011674797.2	Spur_222_165
Spur_XM_030984953.1	Spur_222_166
Spur_XM_030984954.1	Spur_222_167
Spur_XM_030985019.1	Spur_222_168
Spur_XM_030984035.1	Spur_222_169
Spur_XM_030984955.1	Spur_222_170
Spur_XM_030984958.1	Spur_222_171
Spur_XM_030984959.1	Spur_222_172
Spur_XM_030984038.1	Spur_222_173
Spur_XM_003723598.3	Spur_222_174
Spur_XM_030984960.1	Spur_222_175
Spur_XM_781928.4	Spur_222_176
Spur_XM_030984040.1	Spur_222_177
Spur_XM_030984961.1	Spur_222_178
Spur_XM_030984962.1	Spur_222_179
Spur_XM_003723597.3	Spur_222_180
Spur_XM_030984044.1	Spur_222_181
Spur_XM_030984050.1	Spur_222_182
Spur_XM_775551.5	Spur_222_183
Spur_XM_030984055.1	Spur_222_184
Spur_XM_788576.5	Spur_222_185
Spur_XM_030984056.1	Spur_222_186
Spur_XM_011674755.2	Spur_222_187
Spur_XM_030984057.1	Spur_222_188
Spur_XM_030984059.1	Spur_222_189
Spur_XM_030984963.1	Spur_222_190
Spur_XM_011675383.2	Spur_222_191
Spur_XM_030984062.1	Spur_222_192
Spur_XM_030984060.1	Spur_222_193
Spur_XM_030984063.1	Spur_222_194
Spur_XM_030984066.1	Spur_222_195
Spur_XM_030984067.1	Spur_222_196
Spur_XM_030984068.1	Spur_222_197
Spur_XM_030984964.1	Spur_222_198
Spur_XM_030984069.1	Spur_222_199
Spur_XM_003726519.3	Spur_222_200
Spur_XM_782970.5	Spur_222_201
Spur_XM_782993.5	Spur_222_202
Spur_XM_030984070.1	Spur_222_203
Spur_XM_030985020.1	Spur_222_204
Spur_XM_011682873.2	Spur_222_205
Spur_XM_003727573.3	Spur_222_206
Spur_XM_003727572.3	Spur_222_207
Spur_XM_003727571.3	Spur_222_208
Spur_XM_003727570.3	Spur_222_209
Spur_XM_011682874.2	Spur_222_210
Spur_XM_030984071.1	Spur_222_211
Spur_XM_030985021.1	Spur_222_212
Spur_XM_001178085.3	Spur_222_213
Spur_XM_030985022.1	Spur_222_214
Spur_XM_003728161.3	Spur_222_215
Spur_XM_782761.5	Spur_222_216
Spur_XM_030984074.1	Spur_222_217
Spur_XM_011672912.2	Spur_222_218
Spur_XM_030984075.1	Spur_222_219
Spur_XM_003727574.3	Spur_222_220
Spur_XM_030984965.1	Spur_222_221
Spur_XM_030984966.1	Spur_222_222
Spur_XM_030984076.1	Spur_222_223
Spur_XM_030984078.1	Spur_222_224
Spur_NM_214532.1	Spur_222_225
Spur_NM_001242655.1	Spur_222_226
Spur_XM_030984967.1	Spur_222_227
Spur_XM_030984968.1	Spur_222_228
Spur_XM_030984969.1	Spur_222_229
Spur_XM_030984970.1	Spur_222_230
Spur_XM_030984971.1	Spur_222_231
Spur_XM_030984972.1	Spur_222_232
Spur_XM_003726357.3	Spur_222_233
Spur_XM_030984079.1	Spur_222_234
Spur_XM_783124.5	Spur_222_235
Spur_XM_030984081.1	Spur_222_236
Spur_XM_781716.5	Spur_222_237
Spur_XM_030984084.1	Spur_222_238
Spur_XM_011681077.2	Spur_222_239
Spur_XM_787883.5	Spur_222_240
Spur_NM_001242652.1	Spur_222_241
Spur_NM_001098460.1	Spur_222_242
Spur_XM_030984086.1	Spur_222_243
Spur_XM_011681071.2	Spur_222_244
Spur_XM_030984087.1	Spur_222_245
Spur_XM_003730256.3	Spur_222_246
Spur_XM_030984089.1	Spur_222_247
Spur_XM_003730255.3	Spur_222_248
Spur_XM_030984090.1	Spur_222_249
Spur_XM_794705.5	Spur_222_250
Spur_XM_001182835.4	Spur_222_251
Spur_XM_030984100.1	Spur_222_252
Spur_XM_030984101.1	Spur_222_253
Spur_XM_030984973.1	Spur_222_254
Spur_XM_030984102.1	Spur_222_255
Spur_XM_030984103.1	Spur_222_256
Spur_XM_003727085.3	Spur_222_257
Spur_XM_003727084.3	Spur_222_258
Spur_XM_778755.5	Spur_222_259
Spur_XM_778707.5	Spur_222_260
Spur_XM_778645.5	Spur_222_261
Spur_XM_030984974.1	Spur_222_262
Spur_XM_030984106.1	Spur_222_263
Spur_XM_030984108.1	Spur_222_264
Spur_XM_030984109.1	Spur_222_265
Spur_XM_791574.5	Spur_222_266
Spur_XM_030984110.1	Spur_222_267
Spur_XM_795548.5	Spur_222_268
Spur_XM_030984113.1	Spur_222_269
Spur_XM_774870.5	Spur_222_270
Spur_XM_776776.5	Spur_222_271
Spur_XM_030984114.1	Spur_222_272
Spur_XM_030984976.1	Spur_222_273
Spur_XM_780911.4	Spur_222_274
Spur_XM_011682262.2	Spur_222_275
Spur_XM_011682265.2	Spur_222_276
Spur_XM_030984117.1	Spur_222_277
Spur_XM_030984977.1	Spur_222_278
Spur_XM_790748.5	Spur_222_279
Spur_XM_003727079.3	Spur_222_280
Spur_XM_003727078.3	Spur_222_281
Spur_XM_777555.5	Spur_222_282
Spur_XM_030984122.1	Spur_222_283
Spur_XM_030984123.1	Spur_222_284
Spur_XM_030984125.1	Spur_222_285
Spur_XM_775142.5	Spur_222_286
Spur_XM_030984126.1	Spur_222_287
Spur_XM_011665019.2	Spur_222_288
Spur_XM_030984127.1	Spur_222_289
Spur_XM_011682257.2	Spur_222_290
Spur_XM_011682258.2	Spur_222_291
Spur_XM_030984129.1	Spur_222_292
Spur_XM_030984128.1	Spur_222_293
Spur_XM_030984130.1	Spur_222_294
Spur_XM_011682395.2	Spur_222_295
Spur_XM_030984978.1	Spur_222_296
Spur_XM_003726923.3	Spur_222_297
Spur_XM_011682393.2	Spur_222_298
Spur_XM_030984132.1	Spur_222_299
Spur_XM_030984133.1	Spur_222_300
Spur_XM_030984979.1	Spur_222_301
Spur_XM_030984980.1	Spur_222_302
Spur_XM_030984134.1	Spur_222_303
Spur_XM_030985023.1	Spur_222_304
Spur_XM_030985024.1	Spur_222_305
Spur_XM_030984135.1	Spur_222_306
Spur_XM_030984142.1	Spur_222_307
Spur_XM_030984145.1	Spur_222_308
Spur_XM_030984144.1	Spur_222_309
Spur_XM_030984146.1	Spur_222_310
Spur_XM_780693.5	Spur_222_311
Spur_XM_030984147.1	Spur_222_312
Spur_XM_030984981.1	Spur_222_313
Spur_XM_030984982.1	Spur_222_314
Spur_XM_030984149.1	Spur_222_315
Spur_XM_030984984.1	Spur_222_316
Spur_XM_030984985.1	Spur_222_317
Spur_XM_030984986.1	Spur_222_318
Spur_XM_030984150.1	Spur_222_319
Spur_XM_030984987.1	Spur_222_320
Spur_XM_030984988.1	Spur_222_321
Spur_XM_030984989.1	Spur_222_322
Spur_XM_030984151.1	Spur_222_323
Spur_XM_030984990.1	Spur_222_324
Spur_XM_030984992.1	Spur_222_325
Spur_XM_030984993.1	Spur_222_326
Spur_XM_030984152.1	Spur_222_327
Spur_XM_003730589.3	Spur_222_328
Spur_XM_003730587.3	Spur_222_329
Spur_XM_030984155.1	Spur_222_330
Spur_XM_030984157.1	Spur_222_331
Spur_XM_030984158.1	Spur_222_332
Spur_XM_030984159.1	Spur_222_333
Spur_XM_030984160.1	Spur_222_334
Spur_XM_784215.5	Spur_222_335
Spur_XM_011676866.2	Spur_222_336
Spur_XM_011676865.2	Spur_222_337
Spur_XM_001197896.4	Spur_222_338
Spur_XM_003726378.3	Spur_222_339
Spur_XM_011676863.2	Spur_222_340
Spur_XM_781499.5	Spur_222_341
Spur_XM_030984161.1	Spur_222_342
Spur_NM_001079545.1	Spur_222_343
Spur_XM_030984162.1	Spur_222_344
Spur_XM_030984164.1	Spur_222_345
Spur_XM_030984163.1	Spur_222_346
Spur_XM_030984165.1	Spur_222_347
Spur_XM_030984166.1	Spur_222_348
Spur_XM_030984994.1	Spur_222_349
Spur_XM_786096.5	Spur_222_350
Spur_XM_030984995.1	Spur_222_351
Spur_XM_030984168.1	Spur_222_352
Spur_XM_030984996.1	Spur_222_353
Spur_XM_030984997.1	Spur_222_354
Spur_XM_030984998.1	Spur_222_355
Spur_XM_030984169.1	Spur_222_356
Spur_XM_030984170.1	Spur_222_357
Spur_XM_030984999.1	Spur_222_358
Spur_XM_030985000.1	Spur_222_359
Spur_XM_030984171.1	Spur_222_360
Spur_XM_003726535.2	Spur_222_361
Spur_XM_030985002.1	Spur_222_362
Spur_XM_011680088.2	Spur_222_363
Spur_XM_011680091.2	Spur_222_364
Spur_XM_011680092.2	Spur_222_365
Spur_XM_030984173.1	Spur_222_366
Spur_XM_030984191.1	Spur_222_367
Spur_XM_788246.5	Spur_222_368
Spur_XM_030985003.1	Spur_222_369
Spur_XM_030985004.1	Spur_222_370
Spur_XM_011674453.2	Spur_222_371
Spur_XM_011674456.2	Spur_222_372
Spur_XM_030984194.1	Spur_222_373
Spur_XM_030984196.1	Spur_222_374
Spur_XM_030984195.1	Spur_222_375
Spur_XM_001177627.4	Spur_222_376
Spur_XM_030984198.1	Spur_222_377
Spur_XM_030984200.1	Spur_222_378
Spur_XM_030984202.1	Spur_222_379
Spur_NM_001204313.1	Spur_222_380
Spur_XM_789661.2	Spur_222_381
Spur_XM_030984203.1	Spur_222_382
Spur_XM_001199195.2	Spur_222_383
Spur_XM_030984204.1	Spur_222_384
Spur_XM_030985005.1	Spur_222_385
Spur_XM_001198078.1	Spur_222_386
Spur_XM_030985007.1	Spur_222_387
Spur_XM_011678616.2	Spur_222_388
Spur_XM_001199620.2	Spur_222_389
Spur_XM_030984205.1	Spur_222_390
Spur_XM_011678607.2	Spur_222_391
Spur_XM_003727329.3	Spur_222_392
Spur_XM_030984207.1	Spur_222_393
Spur_XM_011683508.2	Spur_222_394
Spur_XM_791680.5	Spur_222_395
Spur_XM_011683493.2	Spur_222_396
Spur_XM_003731435.1	Spur_222_397
Spur_XM_030985025.1	Spur_222_398
Spur_XM_030985008.1	Spur_222_399
Spur_XM_030985009.1	Spur_222_400
Spur_XM_011683497.2	Spur_222_401
Spur_XM_030985010.1	Spur_222_402
Spur_XM_030985011.1	Spur_222_403
Spur_XM_030985068.1	Spur_222_404
Spur_XM_030985069.1	Spur_222_405
Spur_XM_030985071.1	Spur_222_406
Spur_XM_030984210.1	Spur_222_407
Spur_XM_011683499.2	Spur_222_408
Spur_XM_030984215.1	Spur_222_409
Spur_XM_011683505.2	Spur_222_410
Spur_XM_030985072.1	Spur_222_411
Spur_XM_030984216.1	Spur_222_412
Spur_XM_003731312.3	Spur_222_413
Spur_XM_011677871.2	Spur_222_414
Spur_XM_030984217.1	Spur_222_415
Spur_XM_011678669.2	Spur_222_416
Spur_XM_030984225.1	Spur_222_417
Spur_XM_030984227.1	Spur_222_418
Spur_XM_030984226.1	Spur_222_419
Spur_XM_030984228.1	Spur_222_420
Spur_XM_003730375.3	Spur_222_421
Spur_XM_030984231.1	Spur_222_422
Spur_XM_030984230.1	Spur_222_423
Spur_XM_030984233.1	Spur_222_424
Spur_XM_030984234.1	Spur_222_425
Spur_XM_011674472.2	Spur_222_426
Spur_XM_030984240.1	Spur_222_427
Spur_XM_003724154.3	Spur_222_428
Spur_XM_030984246.1	Spur_222_429
Spur_XM_030984241.1	Spur_222_430
Spur_XM_030984247.1	Spur_222_431
Spur_XM_780621.5	Spur_222_432
Spur_XM_030985073.1	Spur_222_433
Spur_XM_003724152.3	Spur_222_434
Spur_XM_030985074.1	Spur_222_435
Spur_XM_011683621.2	Spur_222_436
Spur_XM_030985075.1	Spur_222_437
Spur_XM_030984251.1	Spur_222_438
Spur_XM_030985076.1	Spur_222_439
Spur_XM_030985078.1	Spur_222_440
Spur_XM_030985079.1	Spur_222_441
Spur_XM_030984253.1	Spur_222_442
Spur_XM_030985080.1	Spur_222_443
Spur_XM_030985081.1	Spur_222_444
Spur_XM_030985082.1	Spur_222_445
Spur_XM_030985083.1	Spur_222_446
Spur_XM_030984254.1	Spur_222_447
Spur_XM_030985084.1	Spur_222_448
Spur_XM_030984255.1	Spur_222_449
Spur_XM_030985085.1	Spur_222_450
Spur_XM_030984256.1	Spur_222_451
Spur_XM_776279.5	Spur_222_452
Spur_XM_030984258.1	Spur_222_453
Spur_XM_030984260.1	Spur_222_454
Spur_XM_003724155.3	Spur_222_455
Spur_XM_030984261.1	Spur_222_456
Spur_XM_030984263.1	Spur_222_457
Spur_XM_030984262.1	Spur_222_458
Spur_XM_030984264.1	Spur_222_459
Spur_XM_030984265.1	Spur_222_460
Spur_XM_030984267.1	Spur_222_461
Spur_XM_775734.5	Spur_222_462
Spur_XM_030984269.1	Spur_222_463
Spur_XM_011669768.1	Spur_222_464
Spur_XM_030985087.1	Spur_222_465
Spur_XM_030985088.1	Spur_222_466
Spur_XM_030984272.1	Spur_222_467
Spur_XM_003730664.3	Spur_222_468
Spur_XM_003730662.3	Spur_222_469
Spur_XM_030984273.1	Spur_222_470
Spur_XM_030985089.1	Spur_222_471
Spur_XM_003727751.3	Spur_222_472
Spur_XM_030984276.1	Spur_222_473
Spur_XM_030984277.1	Spur_222_474
Spur_XM_011668891.2	Spur_222_475
Spur_XM_030985090.1	Spur_222_476
Spur_XM_001176939.4	Spur_222_477
Spur_XM_011668885.2	Spur_222_478
Spur_XM_030984279.1	Spur_222_479
Spur_XM_786748.3	Spur_222_480
Spur_XM_030985091.1	Spur_222_481
Spur_XM_030985092.1	Spur_222_482
Spur_XM_011682458.2	Spur_222_483
Spur_XM_783568.5	Spur_222_484
Spur_XM_030984283.1	Spur_222_485
Spur_XM_030985093.1	Spur_222_486
Spur_XM_030984284.1	Spur_222_487
Spur_XM_011670751.2	Spur_222_488
Spur_XM_030984286.1	Spur_222_489
Spur_XM_030984287.1	Spur_222_490
Spur_XM_794845.5	Spur_222_491
Spur_XM_777317.5	Spur_222_492
Spur_XM_030984288.1	Spur_222_493
Spur_XM_003728413.3	Spur_222_494
Spur_XM_030985026.1	Spur_222_495
Spur_XM_789340.5	Spur_222_496
Spur_XM_003728412.3	Spur_222_497
Spur_XM_789405.5	Spur_222_498
Spur_XM_030985094.1	Spur_222_499
Spur_XM_030985028.1	Spur_222_500
Spur_XM_030985096.1	Spur_222_501
Spur_XM_030985097.1	Spur_222_502
Spur_XM_030985098.1	Spur_222_503
Spur_XM_030985099.1	Spur_222_504
Spur_XM_030985100.1	Spur_222_505
Spur_XM_030985101.1	Spur_222_506
Spur_XM_030985102.1	Spur_222_507
Spur_XM_030984290.1	Spur_222_508
Spur_XM_791618.5	Spur_222_509
Spur_XM_030985029.1	Spur_222_510
Spur_XM_030985103.1	Spur_222_511
Spur_XM_030985104.1	Spur_222_512
Spur_XM_030984291.1	Spur_222_513
Spur_XM_030984292.1	Spur_222_514
Spur_XM_003727535.1	Spur_222_515
Spur_XM_030985030.1	Spur_222_516
Spur_XM_030985106.1	Spur_222_517
Spur_XM_030984293.1	Spur_222_518
Spur_XM_011672317.2	Spur_222_519
Spur_XM_030984294.1	Spur_222_520
Spur_XM_030985107.1	Spur_222_521
Spur_XM_030984295.1	Spur_222_522
Spur_XM_030985108.1	Spur_222_523
Spur_XM_003728530.3	Spur_222_524
Spur_XM_030985109.1	Spur_222_525
Spur_XM_030985110.1	Spur_222_526
Spur_XM_030985111.1	Spur_222_527
Spur_XM_030984296.1	Spur_222_528
Spur_XM_003725939.3	Spur_222_529
Spur_XM_030984303.1	Spur_222_530
Spur_XM_030985113.1	Spur_222_531
Spur_XM_030984304.1	Spur_222_532
Spur_XM_030984308.1	Spur_222_533
Spur_XM_011679496.2	Spur_222_534
Spur_XM_003725941.2	Spur_222_535
Spur_XM_030984309.1	Spur_222_536
Spur_XM_030985114.1	Spur_222_537
Spur_XM_030984310.1	Spur_222_538
Spur_XM_030984312.1	Spur_222_539
Spur_XM_030984313.1	Spur_222_540
Spur_XM_030984314.1	Spur_222_541
Spur_XM_030985116.1	Spur_222_542
Spur_XM_030984315.1	Spur_222_543
Spur_XM_003727353.3	Spur_222_544
Spur_XM_030985117.1	Spur_222_545
Spur_XM_030984317.1	Spur_222_546
Spur_XM_030985118.1	Spur_222_547
Spur_XM_030984318.1	Spur_222_548
Spur_XM_030984319.1	Spur_222_549
Spur_XM_003727352.3	Spur_222_550
Spur_XM_030984320.1	Spur_222_551
Spur_XM_003729525.3	Spur_222_552
Spur_XM_030985031.1	Spur_222_553
Spur_XM_030984323.1	Spur_222_554
Spur_XM_030984325.1	Spur_222_555
Spur_XM_030984326.1	Spur_222_556
Spur_XM_030984336.1	Spur_222_557
Spur_XM_030985119.1	Spur_222_558
Spur_XM_011669674.2	Spur_222_559
Spur_XM_030984337.1	Spur_222_560
Spur_NM_214622.2	Spur_222_561
Spur_XM_030984338.1	Spur_222_562
Spur_XM_786257.4	Spur_222_563
Spur_XM_030985120.1	Spur_222_564
Spur_XM_011671308.2	Spur_222_565
Spur_XM_011671298.2	Spur_222_566
Spur_XM_030984339.1	Spur_222_567
Spur_XM_030984340.1	Spur_222_568
Spur_XM_030985121.1	Spur_222_569
Spur_XM_030984341.1	Spur_222_570
Spur_XM_030984342.1	Spur_222_571
Spur_XM_011671294.2	Spur_222_572
Spur_XM_794154.5	Spur_222_573
Spur_XM_030985123.1	Spur_222_574
Spur_XM_030984344.1	Spur_222_575
Spur_XM_030984346.1	Spur_222_576
Spur_XM_030984348.1	Spur_222_577
Spur_XM_011671292.2	Spur_222_578
Spur_XM_030984351.1	Spur_222_579
Spur_XM_030985124.1	Spur_222_580
Spur_XM_030985125.1	Spur_222_581
Spur_XM_030985126.1	Spur_222_582
Spur_XM_030985127.1	Spur_222_583
Spur_XM_030985128.1	Spur_222_584
Spur_XM_030984353.1	Spur_222_585
Spur_XM_003729978.3	Spur_222_586
Spur_XM_030984355.1	Spur_222_587
Spur_XM_030984357.1	Spur_222_588
Spur_XM_784798.5	Spur_222_589
Spur_XM_030984358.1	Spur_222_590
Spur_XM_011684592.2	Spur_222_591
Spur_XM_030985129.1	Spur_222_592
Spur_XM_011684606.1	Spur_222_593
Spur_XM_030984362.1	Spur_222_594
Spur_XM_030984363.1	Spur_222_595
Spur_XM_030984365.1	Spur_222_596
Spur_XM_030984371.1	Spur_222_597
Spur_XM_001181890.4	Spur_222_598
Spur_XM_030984372.1	Spur_222_599
Spur_XM_003727431.3	Spur_222_600
Spur_XM_030985130.1	Spur_222_601
Spur_XM_030985132.1	Spur_222_602
Spur_XM_001199035.4	Spur_222_603
Spur_XM_030984374.1	Spur_222_604
Spur_XM_003730422.3	Spur_222_605
Spur_XM_030984375.1	Spur_222_606
Spur_XM_030984378.1	Spur_222_607
Spur_XM_779281.4	Spur_222_608
Spur_XM_011678783.2	Spur_222_609
Spur_XM_779455.4	Spur_222_610
Spur_XM_030984379.1	Spur_222_611
Spur_XM_791113.5	Spur_222_612
Spur_XM_030984380.1	Spur_222_613
Spur_XM_030984382.1	Spur_222_614
Spur_XM_030984384.1	Spur_222_615
Spur_XM_030984386.1	Spur_222_616
Spur_XM_030984387.1	Spur_222_617
Spur_XM_030985133.1	Spur_222_618
Spur_XM_030984388.1	Spur_222_619
Spur_XM_030984390.1	Spur_222_620
Spur_XM_030984393.1	Spur_222_621
Spur_XM_030984394.1	Spur_222_622
Spur_XM_030984396.1	Spur_222_623
Spur_XM_030984395.1	Spur_222_624
Spur_XM_030984397.1	Spur_222_625
Spur_XM_030984398.1	Spur_222_626
Spur_XM_781196.5	Spur_222_627
Spur_XM_030984400.1	Spur_222_628
Spur_XM_030984404.1	Spur_222_629
Spur_XM_030984405.1	Spur_222_630
Spur_XM_030984406.1	Spur_222_631
Spur_XM_003725324.3	Spur_222_632
Spur_XM_030984407.1	Spur_222_633
Spur_NM_214527.1	Spur_222_634
Spur_XM_030985134.1	Spur_222_635
Spur_NM_214529.1	Spur_222_636
Spur_XM_030984408.1	Spur_222_637
Spur_XM_030985135.1	Spur_222_638
Spur_XM_030985136.1	Spur_222_639
Spur_XM_030985046.1	Spur_222_640
Spur_XM_785057.5	Spur_222_641
Spur_XM_001178348.4	Spur_222_642
Spur_XM_030984409.1	Spur_222_643
Spur_XM_030984411.1	Spur_222_644
Spur_XM_030984416.1	Spur_222_645
Spur_XM_030984410.1	Spur_222_646
Spur_XM_030984417.1	Spur_222_647
Spur_XM_003726714.3	Spur_222_648
Spur_XM_030984419.1	Spur_222_649
Spur_XM_030984424.1	Spur_222_650
Spur_XM_030984425.1	Spur_222_651
Spur_XM_030984426.1	Spur_222_652
Spur_XM_030985047.1	Spur_222_653
Spur_XM_030985137.1	Spur_222_654
Spur_XM_030985139.1	Spur_222_655
Spur_XM_030984428.1	Spur_222_656
Spur_XM_030984429.1	Spur_222_657
Spur_XM_011671068.2	Spur_222_658
Spur_XM_030984431.1	Spur_222_659
Spur_XM_030983879.1	Spur_222_660
Spur_XM_030984432.1	Spur_222_661
Spur_XM_030984433.1	Spur_222_662
Spur_XM_030984436.1	Spur_222_663
Spur_XM_030984437.1	Spur_222_664
Spur_XM_011677098.2	Spur_222_665
Spur_XM_030984440.1	Spur_222_666
Spur_XM_030984441.1	Spur_222_667
Spur_XM_030984445.1	Spur_222_668
Spur_XM_030984447.1	Spur_222_669
Spur_XM_030984448.1	Spur_222_670
Spur_XM_030984449.1	Spur_222_671
Spur_XM_030984451.1	Spur_222_672
Spur_XM_030984452.1	Spur_222_673
Spur_XM_030984453.1	Spur_222_674
Spur_XM_030985140.1	Spur_222_675
Spur_XM_030984455.1	Spur_222_676
Spur_XM_030984457.1	Spur_222_677
Spur_XM_003727845.3	Spur_222_678
Spur_XM_030985141.1	Spur_222_679
Spur_XM_030985142.1	Spur_222_680
Spur_XM_030984458.1	Spur_222_681
Spur_XM_030985143.1	Spur_222_682
Spur_XM_030984460.1	Spur_222_683
Spur_XM_030984461.1	Spur_222_684
Spur_XM_030984462.1	Spur_222_685
Spur_XM_788768.5	Spur_222_686
Spur_XM_030984463.1	Spur_222_687
Spur_XM_030984464.1	Spur_222_688
Spur_XM_030984467.1	Spur_222_689
Spur_XM_030985144.1	Spur_222_690
Spur_XM_030985049.1	Spur_222_691
Spur_XM_030985050.1	Spur_222_692
Spur_XM_785005.2	Spur_222_693
Spur_XM_030984468.1	Spur_222_694
Spur_XM_030984469.1	Spur_222_695
Spur_XM_003726170.1	Spur_222_696
Spur_XM_030984471.1	Spur_222_697
Spur_XM_030984472.1	Spur_222_698
Spur_XM_011672201.2	Spur_222_699
Spur_XM_784501.5	Spur_222_700
Spur_XM_030985145.1	Spur_222_701
Spur_XM_001178245.4	Spur_222_702
Spur_XM_030984473.1	Spur_222_703
Spur_XM_011664842.2	Spur_222_704
Spur_XM_030984475.1	Spur_222_705
Spur_XM_011669247.2	Spur_222_706
Spur_XM_030985147.1	Spur_222_707
Spur_XM_030985148.1	Spur_222_708
Spur_XM_030984476.1	Spur_222_709
Spur_XM_003730933.3	Spur_222_710
Spur_XM_030984477.1	Spur_222_711
Spur_XM_030984478.1	Spur_222_712
Spur_XM_011680459.2	Spur_222_713
Spur_XM_030985149.1	Spur_222_714
Spur_XM_011680471.2	Spur_222_715
Spur_XM_788059.5	Spur_222_716
Spur_XM_030984479.1	Spur_222_717
Spur_XM_030984480.1	Spur_222_718
Spur_XM_003726984.3	Spur_222_719
Spur_XM_030984483.1	Spur_222_720
Spur_XM_001196664.4	Spur_222_721
Spur_XM_776958.5	Spur_222_722
Spur_XM_003729028.3	Spur_222_723
Spur_XM_030984486.1	Spur_222_724
Spur_XM_030984490.1	Spur_222_725
Spur_XM_003729029.3	Spur_222_726
Spur_XM_030984491.1	Spur_222_727
Spur_XM_030984493.1	Spur_222_728
Spur_XM_030984495.1	Spur_222_729
Spur_XM_778812.5	Spur_222_730
Spur_XM_003727744.3	Spur_222_731
Spur_XM_030984496.1	Spur_222_732
Spur_XM_030984499.1	Spur_222_733
Spur_XM_792580.5	Spur_222_734
Spur_XM_030985150.1	Spur_222_735
Spur_XM_030985151.1	Spur_222_736
Spur_XM_030984500.1	Spur_222_737
Spur_XM_030984503.1	Spur_222_738
Spur_XM_780164.4	Spur_222_739
Spur_XM_011682481.2	Spur_222_740
Spur_XM_030984505.1	Spur_222_741
Spur_XM_030985153.1	Spur_222_742
Spur_XM_030984507.1	Spur_222_743
Spur_XM_030984508.1	Spur_222_744
Spur_XM_003723728.3	Spur_222_745
Spur_XM_030984509.1	Spur_222_746
Spur_XM_780854.5	Spur_222_747
Spur_XM_030984510.1	Spur_222_748
Spur_XM_030985154.1	Spur_222_749
Spur_XM_030984512.1	Spur_222_750
Spur_XM_030984513.1	Spur_222_751
Spur_XM_003723726.3	Spur_222_752
Spur_XM_030984514.1	Spur_222_753
Spur_XM_011677177.2	Spur_222_754
Spur_XM_030984515.1	Spur_222_755
Spur_XM_776018.5	Spur_222_756
Spur_XM_030984516.1	Spur_222_757
Spur_XM_776135.5	Spur_222_758
Spur_XM_776201.4	Spur_222_759
Spur_XM_030985155.1	Spur_222_760
Spur_XM_030985051.1	Spur_222_761
Spur_NM_214536.1	Spur_222_762
Spur_XM_011677176.2	Spur_222_763
Spur_XM_030984521.1	Spur_222_764
Spur_XM_785078.5	Spur_222_765
Spur_XM_030984523.1	Spur_222_766
Spur_XM_030984524.1	Spur_222_767
Spur_XM_030985052.1	Spur_222_768
Spur_XM_030985156.1	Spur_222_769
Spur_XM_030984525.1	Spur_222_770
Spur_XM_011675823.2	Spur_222_771
Spur_XM_003731509.2	Spur_222_772
Spur_XM_030985053.1	Spur_222_773
Spur_XM_030984526.1	Spur_222_774
Spur_XM_030984527.1	Spur_222_775
Spur_XM_030984528.1	Spur_222_776
Spur_XM_030985157.1	Spur_222_777
Spur_XM_030985159.1	Spur_222_778
Spur_XM_030985160.1	Spur_222_779
Spur_XM_030984529.1	Spur_222_780
Spur_XM_030985161.1	Spur_222_781
Spur_XM_030985162.1	Spur_222_782
Spur_XM_030985163.1	Spur_222_783
Spur_XM_030985164.1	Spur_222_784
Spur_XM_777035.4	Spur_222_785
Spur_XM_030984531.1	Spur_222_786
Spur_XM_030984535.1	Spur_222_787
Spur_XM_030984536.1	Spur_222_788
Spur_XM_030984537.1	Spur_222_789
Spur_XM_030984538.1	Spur_222_790
Spur_XM_030984539.1	Spur_222_791
Spur_XM_030984540.1	Spur_222_792
Spur_XM_030984541.1	Spur_222_793
Spur_XM_030984543.1	Spur_222_794
Spur_XM_011681954.2	Spur_222_795
Spur_XM_030984544.1	Spur_222_796
Spur_XM_030984545.1	Spur_222_797
Spur_XM_011672008.2	Spur_222_798
Spur_XM_030984547.1	Spur_222_799
Spur_XM_030984548.1	Spur_222_800
Spur_XM_030984550.1	Spur_222_801
Spur_XM_030984551.1	Spur_222_802
Spur_XM_779462.4	Spur_222_803
Spur_XM_779401.3	Spur_222_804
Spur_XM_030984552.1	Spur_222_805
Spur_XM_030984553.1	Spur_222_806
Spur_XM_030984555.1	Spur_222_807
Spur_XM_782690.5	Spur_222_808
Spur_XM_782752.5	Spur_222_809
Spur_XM_030984556.1	Spur_222_810
Spur_XM_030985165.1	Spur_222_811
Spur_XM_030985166.1	Spur_222_812
Spur_XM_030984558.1	Spur_222_813
Spur_XM_030985167.1	Spur_222_814
Spur_XM_030984559.1	Spur_222_815
Spur_XM_030984560.1	Spur_222_816
Spur_XM_777685.5	Spur_222_817
Spur_XM_030985054.1	Spur_222_818
Spur_XM_011665923.2	Spur_222_819
Spur_XM_030984564.1	Spur_222_820
Spur_XM_030984565.1	Spur_222_821
Spur_XM_030985169.1	Spur_222_822
Spur_XM_030984566.1	Spur_222_823
Spur_XM_030984567.1	Spur_222_824
