Gracho_gnl_WGS_NBIV_mrna.BWQ96_00001	Gracho_1_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02455	Gracho_20_68
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02456	Gracho_20_69
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02457	Gracho_20_70
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02458	Gracho_20_71
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02459	Gracho_20_72
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02460	Gracho_20_73
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02461	Gracho_20_74
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02462	Gracho_20_75
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02463	Gracho_20_76
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02464	Gracho_20_77
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02465	Gracho_20_78
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02466	Gracho_20_79
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02467	Gracho_20_80
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02468	Gracho_20_81
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02469	Gracho_20_82
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02470	Gracho_20_83
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02471	Gracho_20_84
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02472	Gracho_20_85
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02473	Gracho_20_86
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02474	Gracho_20_87
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02475	Gracho_20_88
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02476	Gracho_20_89
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02477	Gracho_20_90
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02478	Gracho_20_91
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02479	Gracho_20_92
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02480	Gracho_20_93
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02481	Gracho_20_94
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02482	Gracho_20_95
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02483	Gracho_20_96
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02484	Gracho_20_97
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02485	Gracho_20_98
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02486	Gracho_20_99
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02487	Gracho_20_100
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02488	Gracho_20_101
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02489	Gracho_20_102
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02490	Gracho_20_103
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02491	Gracho_20_104
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02492	Gracho_20_105
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02493	Gracho_20_106
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02494	Gracho_20_107
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02495	Gracho_20_108
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02496	Gracho_20_109
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02497	Gracho_20_110
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02498	Gracho_20_111
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02499	Gracho_20_112
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02500	Gracho_20_113
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02501	Gracho_20_114
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02502	Gracho_20_115
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02503	Gracho_20_116
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02504	Gracho_20_117
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02505	Gracho_20_118
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02506	Gracho_20_119
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02507	Gracho_20_120
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02508	Gracho_20_121
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02509	Gracho_20_122
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02510	Gracho_20_123
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02511	Gracho_20_124
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02513	Gracho_21_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02514	Gracho_21_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02515	Gracho_21_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02516	Gracho_21_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02517	Gracho_21_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02518	Gracho_21_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02519	Gracho_21_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02520	Gracho_21_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02521	Gracho_21_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02522	Gracho_21_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02523	Gracho_21_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02524	Gracho_21_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02525	Gracho_21_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02526	Gracho_21_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02527	Gracho_21_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02528	Gracho_21_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02529	Gracho_21_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02530	Gracho_21_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02531	Gracho_21_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02532	Gracho_21_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02533	Gracho_21_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02534	Gracho_21_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02535	Gracho_21_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02536	Gracho_21_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02537	Gracho_21_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02538	Gracho_21_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02539	Gracho_21_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02540	Gracho_21_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02541	Gracho_21_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02542	Gracho_21_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02543	Gracho_21_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02544	Gracho_21_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02545	Gracho_21_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02546	Gracho_21_34
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02547	Gracho_21_35
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02548	Gracho_21_36
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02549	Gracho_21_37
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02550	Gracho_21_38
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02551	Gracho_21_39
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02552	Gracho_21_40
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02553	Gracho_21_41
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02554	Gracho_21_42
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02555	Gracho_21_43
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02556	Gracho_21_44
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02557	Gracho_21_45
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02558	Gracho_21_46
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02559	Gracho_21_47
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02560	Gracho_21_48
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02561	Gracho_21_49
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02562	Gracho_21_50
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02563	Gracho_21_51
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02564	Gracho_21_52
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02565	Gracho_21_53
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02566	Gracho_21_54
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02567	Gracho_21_55
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02569	Gracho_22_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02570	Gracho_22_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02571	Gracho_22_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02572	Gracho_22_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02573	Gracho_22_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02574	Gracho_22_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02575	Gracho_22_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02576	Gracho_22_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02577	Gracho_22_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02578	Gracho_22_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02579	Gracho_22_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02580	Gracho_22_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02581	Gracho_22_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02582	Gracho_22_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02583	Gracho_22_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02584	Gracho_22_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02585	Gracho_22_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02586	Gracho_22_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02587	Gracho_22_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02588	Gracho_22_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02589	Gracho_22_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02590	Gracho_22_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02591	Gracho_22_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02592	Gracho_22_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02593	Gracho_22_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02594	Gracho_22_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02595	Gracho_22_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02596	Gracho_22_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02597	Gracho_22_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02598	Gracho_22_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02599	Gracho_22_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02600	Gracho_22_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02601	Gracho_22_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02602	Gracho_22_34
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02603	Gracho_22_35
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02604	Gracho_22_36
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02605	Gracho_22_37
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02606	Gracho_22_38
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02607	Gracho_22_39
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02608	Gracho_22_40
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02609	Gracho_22_41
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02610	Gracho_22_42
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02611	Gracho_22_43
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02612	Gracho_22_44
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02613	Gracho_22_45
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02614	Gracho_22_46
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02615	Gracho_22_47
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02616	Gracho_22_48
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02617	Gracho_22_49
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02618	Gracho_22_50
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02619	Gracho_22_51
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02620	Gracho_22_52
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02621	Gracho_22_53
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02622	Gracho_22_54
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02623	Gracho_22_55
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02624	Gracho_22_56
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02625	Gracho_22_57
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02626	Gracho_22_58
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02627	Gracho_22_59
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02628	Gracho_22_60
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02629	Gracho_22_61
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02632	Gracho_23_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02633	Gracho_23_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02634	Gracho_23_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02635	Gracho_23_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02636	Gracho_23_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02637	Gracho_23_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02638	Gracho_23_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02639	Gracho_23_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02640	Gracho_23_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02641	Gracho_23_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02642	Gracho_23_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02643	Gracho_23_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02644	Gracho_23_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02645	Gracho_23_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02646	Gracho_23_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02647	Gracho_23_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02648	Gracho_23_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02649	Gracho_23_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02650	Gracho_23_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02651	Gracho_23_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02652	Gracho_23_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02653	Gracho_23_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02654	Gracho_23_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02655	Gracho_23_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02656	Gracho_23_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02657	Gracho_23_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02658	Gracho_23_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02659	Gracho_23_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02660	Gracho_23_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02661	Gracho_23_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02662	Gracho_23_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02663	Gracho_23_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02664	Gracho_23_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02665	Gracho_23_34
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02666	Gracho_23_35
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02667	Gracho_23_36
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02668	Gracho_23_37
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02669	Gracho_23_38
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02670	Gracho_23_39
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02671	Gracho_23_40
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02672	Gracho_23_41
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02673	Gracho_23_42
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02674	Gracho_23_43
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02675	Gracho_23_44
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02676	Gracho_23_45
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02677	Gracho_23_46
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02678	Gracho_23_47
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02679	Gracho_23_48
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02680	Gracho_23_49
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02681	Gracho_23_50
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02682	Gracho_23_51
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02683	Gracho_23_52
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02684	Gracho_23_53
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02685	Gracho_23_54
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02686	Gracho_23_55
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02687	Gracho_23_56
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02688	Gracho_23_57
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02689	Gracho_23_58
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02690	Gracho_23_59
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02691	Gracho_23_60
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02692	Gracho_23_61
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02693	Gracho_23_62
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02694	Gracho_23_63
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02695	Gracho_23_64
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02696	Gracho_23_65
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02697	Gracho_23_66
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02698	Gracho_23_67
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02699	Gracho_23_68
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02700	Gracho_23_69
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02701	Gracho_23_70
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02702	Gracho_23_71
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02703	Gracho_23_72
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02704	Gracho_23_73
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02705	Gracho_23_74
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02706	Gracho_23_75
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02707	Gracho_23_76
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02708	Gracho_23_77
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02709	Gracho_23_78
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02710	Gracho_23_79
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02711	Gracho_23_80
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02712	Gracho_23_81
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02713	Gracho_23_82
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02714	Gracho_23_83
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02715	Gracho_23_84
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02716	Gracho_23_85
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02717	Gracho_23_86
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02718	Gracho_23_87
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02719	Gracho_23_88
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02720	Gracho_23_89
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02721	Gracho_23_90
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02722	Gracho_23_91
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02723	Gracho_23_92
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02724	Gracho_23_93
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02725	Gracho_23_94
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02726	Gracho_23_95
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02727	Gracho_23_96
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02728	Gracho_23_97
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02729	Gracho_23_98
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02730	Gracho_23_99
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02731	Gracho_23_100
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02732	Gracho_23_101
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02733	Gracho_23_102
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02734	Gracho_24_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02735	Gracho_24_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02736	Gracho_24_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02737	Gracho_24_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02738	Gracho_24_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02739	Gracho_24_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02740	Gracho_24_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02741	Gracho_24_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02742	Gracho_24_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02743	Gracho_24_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02744	Gracho_24_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02745	Gracho_24_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02746	Gracho_24_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02747	Gracho_24_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02748	Gracho_24_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02749	Gracho_24_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02750	Gracho_24_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02751	Gracho_24_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02752	Gracho_24_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02753	Gracho_24_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02754	Gracho_24_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02755	Gracho_24_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02756	Gracho_24_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02757	Gracho_24_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02758	Gracho_24_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02759	Gracho_24_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02760	Gracho_24_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02761	Gracho_24_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02762	Gracho_24_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02763	Gracho_24_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02764	Gracho_24_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02765	Gracho_24_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02766	Gracho_24_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02767	Gracho_24_34
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02768	Gracho_24_35
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02769	Gracho_24_36
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02770	Gracho_24_37
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02771	Gracho_24_38
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02772	Gracho_24_39
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02773	Gracho_24_40
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02774	Gracho_24_41
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02775	Gracho_24_42
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02776	Gracho_24_43
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02777	Gracho_24_44
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02778	Gracho_24_45
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02779	Gracho_24_46
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02780	Gracho_24_47
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02781	Gracho_24_48
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02782	Gracho_24_49
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02783	Gracho_24_50
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02784	Gracho_24_51
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02785	Gracho_24_52
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02786	Gracho_24_53
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02787	Gracho_24_54
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02788	Gracho_24_55
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02789	Gracho_24_56
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02790	Gracho_24_57
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02791	Gracho_24_58
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02792	Gracho_24_59
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02793	Gracho_24_60
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02794	Gracho_24_61
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02795	Gracho_24_62
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02796	Gracho_24_63
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02797	Gracho_24_64
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02798	Gracho_24_65
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02799	Gracho_24_66
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02800	Gracho_24_67
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02801	Gracho_24_68
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02802	Gracho_24_69
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02803	Gracho_24_70
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02804	Gracho_24_71
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02805	Gracho_24_72
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02806	Gracho_24_73
Gracho_gnl_WGS_NBIV_mrna.BWQ96_02807	Gracho_24_74
