Spun_KND04265	Spun_1_1
Spun_KND03250	Spun_3_617
Spun_KND03251	Spun_3_618
Spun_KND03252	Spun_3_619
Spun_KND03254	Spun_3_620
Spun_KND03255	Spun_3_621
Spun_KND03256	Spun_3_622
Spun_KND03257	Spun_3_623
Spun_KND03258	Spun_3_624
Spun_KND03259	Spun_3_625
Spun_KND03261	Spun_3_626
Spun_KND03262	Spun_3_627
Spun_KND03263	Spun_3_628
Spun_KND03264	Spun_3_629
Spun_KND03265	Spun_3_630
Spun_KND03266	Spun_3_631
Spun_KND03267	Spun_3_632
Spun_KND03268	Spun_3_633
Spun_KND03269	Spun_3_634
Spun_KND03270	Spun_3_635
Spun_KND03271	Spun_3_636
Spun_KND03272	Spun_3_637
Spun_KND03273	Spun_3_638
Spun_KND03274	Spun_3_639
Spun_KND03275	Spun_3_640
Spun_KND03276	Spun_3_641
Spun_KND03277	Spun_3_642
Spun_KND03278	Spun_3_643
Spun_KND03279	Spun_3_644
Spun_KND03280	Spun_3_645
Spun_KND03281	Spun_3_646
Spun_KND03282	Spun_3_647
Spun_KND03283	Spun_3_648
Spun_KND03284	Spun_3_649
Spun_KND03285	Spun_3_650
Spun_KND03287	Spun_3_651
Spun_KND03288	Spun_3_652
Spun_KND03289	Spun_3_653
Spun_KND03290	Spun_3_654
Spun_KND03291	Spun_3_655
Spun_KND03292	Spun_3_656
Spun_KND03293	Spun_3_657
Spun_KND03294	Spun_3_658
Spun_KND03295	Spun_3_659
Spun_KND03296	Spun_3_660
Spun_KND03297	Spun_3_661
Spun_KND03298	Spun_3_662
Spun_KND03300	Spun_3_663
Spun_KND03301	Spun_3_664
Spun_KND03302	Spun_3_665
Spun_KND03303	Spun_3_666
Spun_KND03304	Spun_3_667
Spun_KND03305	Spun_3_668
Spun_KND03306	Spun_3_669
Spun_KND03307	Spun_3_670
Spun_KND03308	Spun_3_671
Spun_KND03310	Spun_3_672
Spun_KND03311	Spun_3_673
Spun_KND03312	Spun_3_674
Spun_KND03313	Spun_3_675
Spun_KND03314	Spun_3_676
Spun_KND03315	Spun_3_677
Spun_KND03316	Spun_3_678
Spun_KND03317	Spun_3_679
Spun_KND03318	Spun_3_680
Spun_KND03319	Spun_3_681
Spun_KND03320	Spun_3_682
Spun_KND03321	Spun_3_683
Spun_KND03322	Spun_3_684
Spun_KND03323	Spun_3_685
Spun_KND03324	Spun_3_686
Spun_KND03325	Spun_3_687
Spun_KND03326	Spun_3_688
Spun_KND03327	Spun_3_689
Spun_KND03329	Spun_3_690
Spun_KND03330	Spun_3_691
Spun_KND03332	Spun_3_692
Spun_KND03333	Spun_3_693
Spun_KND03334	Spun_3_694
Spun_KND03335	Spun_3_695
Spun_KND03336	Spun_3_696
Spun_KND03338	Spun_3_697
Spun_KND03339	Spun_3_698
Spun_KND03340	Spun_3_699
Spun_KND03341	Spun_3_700
Spun_KND03342	Spun_3_701
Spun_KND03343	Spun_3_702
Spun_KND03344	Spun_3_703
Spun_KND03345	Spun_3_704
Spun_KND03346	Spun_3_705
Spun_KND03347	Spun_3_706
Spun_KND03348	Spun_3_707
Spun_KND03349	Spun_3_708
Spun_KND03350	Spun_3_709
Spun_KND03351	Spun_3_710
Spun_KND03352	Spun_3_711
Spun_KND03353	Spun_3_712
Spun_KND03354	Spun_3_713
Spun_KND03355	Spun_3_714
Spun_KND03356	Spun_3_715
Spun_KND03357	Spun_3_716
Spun_KND03358	Spun_3_717
Spun_KND03359	Spun_3_718
Spun_KND03360	Spun_3_719
Spun_KND03361	Spun_3_720
Spun_KND03362	Spun_3_721
Spun_KND03363	Spun_3_722
Spun_KND03364	Spun_3_723
Spun_KND03365	Spun_3_724
Spun_KND03366	Spun_3_725
Spun_KND03367	Spun_3_726
Spun_KND03368	Spun_3_727
Spun_KND03369	Spun_3_728
Spun_KND03370	Spun_3_729
Spun_KND03371	Spun_3_730
Spun_KND03372	Spun_3_731
Spun_KND03373	Spun_3_732
Spun_KND03374	Spun_3_733
Spun_KND03375	Spun_3_734
Spun_KND03376	Spun_3_735
Spun_KND03377	Spun_3_736
Spun_KND03378	Spun_3_737
Spun_KND01912	Spun_4_1
Spun_KND01913	Spun_4_2
Spun_KND01914	Spun_4_3
Spun_KND01915	Spun_4_4
Spun_KND01916	Spun_4_5
Spun_KND01917	Spun_4_6
Spun_KND01918	Spun_4_7
Spun_KND01919	Spun_4_8
Spun_KND01920	Spun_4_9
Spun_KND01921	Spun_4_10
Spun_KND01922	Spun_4_11
Spun_KND01923	Spun_4_12
Spun_KND01925	Spun_4_13
Spun_KND01926	Spun_4_14
Spun_KND01927	Spun_4_15
Spun_KND01928	Spun_4_16
Spun_KND01929	Spun_4_17
Spun_KND01930	Spun_4_18
Spun_KND01931	Spun_4_19
Spun_KND01932	Spun_4_20
Spun_KND01933	Spun_4_21
Spun_KND01934	Spun_4_22
Spun_KND01935	Spun_4_23
Spun_KND01936	Spun_4_24
Spun_KND01937	Spun_4_25
Spun_KND01938	Spun_4_26
Spun_KND01939	Spun_4_27
Spun_KND01940	Spun_4_28
Spun_KND01942	Spun_4_29
Spun_KND01943	Spun_4_30
Spun_KND01944	Spun_4_31
Spun_KND01945	Spun_4_32
Spun_KND01946	Spun_4_33
Spun_KND01947	Spun_4_34
Spun_KND01948	Spun_4_35
Spun_KND01949	Spun_4_36
Spun_KND01950	Spun_4_37
Spun_KND01951	Spun_4_38
Spun_KND01952	Spun_4_39
Spun_KND01953	Spun_4_40
Spun_KND01954	Spun_4_41
Spun_KND01955	Spun_4_42
Spun_KND01956	Spun_4_43
Spun_KND01957	Spun_4_44
Spun_KND01958	Spun_4_45
Spun_KND01959	Spun_4_46
Spun_KND01960	Spun_4_47
Spun_KND01962	Spun_4_48
Spun_KND01963	Spun_4_49
Spun_KND01964	Spun_4_50
Spun_KND01965	Spun_4_51
Spun_KND01966	Spun_4_52
Spun_KND01967	Spun_4_53
Spun_KND01968	Spun_4_54
Spun_KND01969	Spun_4_55
Spun_KND01970	Spun_4_56
Spun_KND01971	Spun_4_57
Spun_KND01972	Spun_4_58
Spun_KND01973	Spun_4_59
Spun_KND01974	Spun_4_60
Spun_KND01975	Spun_4_61
Spun_KND01976	Spun_4_62
Spun_KND01977	Spun_4_63
Spun_KND01978	Spun_4_64
Spun_KND01979	Spun_4_65
Spun_KND01980	Spun_4_66
Spun_KND01981	Spun_4_67
Spun_KND01982	Spun_4_68
Spun_KND01983	Spun_4_69
Spun_KND01984	Spun_4_70
Spun_KND01985	Spun_4_71
Spun_KND01986	Spun_4_72
Spun_KND01987	Spun_4_73
Spun_KND01988	Spun_4_74
Spun_KND01989	Spun_4_75
Spun_KND01990	Spun_4_76
Spun_KND01991	Spun_4_77
Spun_KND01992	Spun_4_78
Spun_KND01993	Spun_4_79
Spun_KND01994	Spun_4_80
Spun_KND01995	Spun_4_81
Spun_KND01996	Spun_4_82
Spun_KND01997	Spun_4_83
Spun_KND01998	Spun_4_84
Spun_KND01999	Spun_4_85
Spun_KND02000	Spun_4_86
Spun_KND02001	Spun_4_87
Spun_KND02002	Spun_4_88
Spun_KND02003	Spun_4_89
Spun_KND02004	Spun_4_90
Spun_KND02005	Spun_4_91
Spun_KND02006	Spun_4_92
Spun_KND02007	Spun_4_93
Spun_KND02008	Spun_4_94
Spun_KND02009	Spun_4_95
Spun_KND02010	Spun_4_96
Spun_KND02011	Spun_4_97
Spun_KND02012	Spun_4_98
Spun_KND02013	Spun_4_99
Spun_KND02014	Spun_4_100
Spun_KND02015	Spun_4_101
Spun_KND02016	Spun_4_102
Spun_KND02017	Spun_4_103
Spun_KND02018	Spun_4_104
Spun_KND02019	Spun_4_105
Spun_KND02020	Spun_4_106
Spun_KND02021	Spun_4_107
Spun_KND02022	Spun_4_108
Spun_KND02023	Spun_4_109
Spun_KND02024	Spun_4_110
Spun_KND02025	Spun_4_111
Spun_KND02026	Spun_4_112
Spun_KND02027	Spun_4_113
Spun_KND02028	Spun_4_114
Spun_KND02029	Spun_4_115
Spun_KND02030	Spun_4_116
Spun_KND02031	Spun_4_117
Spun_KND02032	Spun_4_118
Spun_KND02033	Spun_4_119
Spun_KND02034	Spun_4_120
Spun_KND02035	Spun_4_121
Spun_KND02036	Spun_4_122
Spun_KND02037	Spun_4_123
Spun_KND02038	Spun_4_124
Spun_KND02039	Spun_4_125
Spun_KND02040	Spun_4_126
Spun_KND02041	Spun_4_127
Spun_KND02042	Spun_4_128
Spun_KND02043	Spun_4_129
Spun_KND02044	Spun_4_130
Spun_KND02045	Spun_4_131
Spun_KND02046	Spun_4_132
Spun_KND02047	Spun_4_133
Spun_KND02048	Spun_4_134
Spun_KND02049	Spun_4_135
Spun_KND02050	Spun_4_136
Spun_KND02051	Spun_4_137
Spun_KND02052	Spun_4_138
Spun_KND02053	Spun_4_139
Spun_KND02054	Spun_4_140
Spun_KND02055	Spun_4_141
Spun_KND02056	Spun_4_142
Spun_KND02057	Spun_4_143
Spun_KND02058	Spun_4_144
Spun_KND02059	Spun_4_145
Spun_KND02060	Spun_4_146
Spun_KND02061	Spun_4_147
Spun_KND02062	Spun_4_148
Spun_KND02063	Spun_4_149
Spun_KND02064	Spun_4_150
Spun_KND02065	Spun_4_151
Spun_KND02066	Spun_4_152
Spun_KND02067	Spun_4_153
Spun_KND02068	Spun_4_154
Spun_KND02069	Spun_4_155
Spun_KND02070	Spun_4_156
Spun_KND02071	Spun_4_157
Spun_KND02072	Spun_4_158
Spun_KND02073	Spun_4_159
Spun_KND02074	Spun_4_160
Spun_KND02075	Spun_4_161
Spun_KND02076	Spun_4_162
Spun_KND02078	Spun_4_163
Spun_KND02079	Spun_4_164
Spun_KND02080	Spun_4_165
Spun_KND02081	Spun_4_166
Spun_KND02082	Spun_4_167
Spun_KND02083	Spun_4_168
Spun_KND02084	Spun_4_169
Spun_KND02085	Spun_4_170
Spun_KND02086	Spun_4_171
Spun_KND02087	Spun_4_172
Spun_KND02088	Spun_4_173
Spun_KND02089	Spun_4_174
Spun_KND02090	Spun_4_175
Spun_KND02091	Spun_4_176
Spun_KND02092	Spun_4_177
Spun_KND02093	Spun_4_178
Spun_KND02094	Spun_4_179
Spun_KND02095	Spun_4_180
Spun_KND02096	Spun_4_181
Spun_KND02097	Spun_4_182
Spun_KND02098	Spun_4_183
Spun_KND02099	Spun_4_184
Spun_KND02100	Spun_4_185
Spun_KND02101	Spun_4_186
Spun_KND02102	Spun_4_187
Spun_KND02104	Spun_4_188
Spun_KND02105	Spun_4_189
Spun_KND02107	Spun_4_190
Spun_KND02108	Spun_4_191
Spun_KND02109	Spun_4_192
Spun_KND02110	Spun_4_193
Spun_KND02112	Spun_4_194
Spun_KND02113	Spun_4_195
Spun_KND02114	Spun_4_196
Spun_KND02115	Spun_4_197
Spun_KND02116	Spun_4_198
Spun_KND02117	Spun_4_199
Spun_KND02118	Spun_4_200
Spun_KND02119	Spun_4_201
Spun_KND02120	Spun_4_202
Spun_KND02121	Spun_4_203
Spun_KND02122	Spun_4_204
Spun_KND02123	Spun_4_205
Spun_KND02124	Spun_4_206
Spun_KND02125	Spun_4_207
Spun_KND02126	Spun_4_208
Spun_KND02127	Spun_4_209
Spun_KND02128	Spun_4_210
Spun_KND02129	Spun_4_211
Spun_KND02130	Spun_4_212
Spun_KND02131	Spun_4_213
Spun_KND02132	Spun_4_214
Spun_KND02133	Spun_4_215
Spun_KND02134	Spun_4_216
Spun_KND02135	Spun_4_217
Spun_KND02136	Spun_4_218
Spun_KND02137	Spun_4_219
Spun_KND02138	Spun_4_220
Spun_KND02139	Spun_4_221
Spun_KND02140	Spun_4_222
Spun_KND02142	Spun_4_223
Spun_KND02143	Spun_4_224
Spun_KND02144	Spun_4_225
Spun_KND02145	Spun_4_226
Spun_KND02146	Spun_4_227
Spun_KND02147	Spun_4_228
Spun_KND02148	Spun_4_229
Spun_KND02149	Spun_4_230
Spun_KND02150	Spun_4_231
Spun_KND02151	Spun_4_232
Spun_KND02152	Spun_4_233
Spun_KND02153	Spun_4_234
Spun_KND02154	Spun_4_235
Spun_KND02156	Spun_4_236
Spun_KND02157	Spun_4_237
Spun_KND02158	Spun_4_238
Spun_KND02159	Spun_4_239
Spun_KND02160	Spun_4_240
Spun_KND02161	Spun_4_241
Spun_KND02162	Spun_4_242
Spun_KND02163	Spun_4_243
Spun_KND02164	Spun_4_244
Spun_KND02165	Spun_4_245
Spun_KND02166	Spun_4_246
Spun_KND02167	Spun_4_247
Spun_KND02168	Spun_4_248
Spun_KND02169	Spun_4_249
Spun_KND02170	Spun_4_250
Spun_KND02171	Spun_4_251
Spun_KND02173	Spun_4_252
Spun_KND02175	Spun_4_253
Spun_KND02177	Spun_4_254
Spun_KND02178	Spun_4_255
Spun_KND02179	Spun_4_256
Spun_KND02180	Spun_4_257
Spun_KND02181	Spun_4_258
Spun_KND02182	Spun_4_259
Spun_KND02183	Spun_4_260
Spun_KND02184	Spun_4_261
Spun_KND02185	Spun_4_262
Spun_KND02186	Spun_4_263
Spun_KND02187	Spun_4_264
Spun_KND02188	Spun_4_265
Spun_KND02189	Spun_4_266
Spun_KND02190	Spun_4_267
Spun_KND02192	Spun_4_268
Spun_KND02193	Spun_4_269
Spun_KND02194	Spun_4_270
Spun_KND02195	Spun_4_271
Spun_KND02196	Spun_4_272
Spun_KND02197	Spun_4_273
Spun_KND02198	Spun_4_274
Spun_KND02199	Spun_4_275
Spun_KND02200	Spun_4_276
Spun_KND02201	Spun_4_277
Spun_KND02202	Spun_4_278
Spun_KND02203	Spun_4_279
Spun_KND02204	Spun_4_280
Spun_KND02205	Spun_4_281
Spun_KND02206	Spun_4_282
Spun_KND02207	Spun_4_283
Spun_KND02208	Spun_4_284
Spun_KND02209	Spun_4_285
Spun_KND02210	Spun_4_286
Spun_KND02211	Spun_4_287
Spun_KND02212	Spun_4_288
Spun_KND02213	Spun_4_289
Spun_KND02215	Spun_4_290
Spun_KND02216	Spun_4_291
Spun_KND02217	Spun_4_292
Spun_KND02219	Spun_4_293
Spun_KND02221	Spun_4_294
Spun_KND02222	Spun_4_295
Spun_KND02223	Spun_4_296
Spun_KND02224	Spun_4_297
Spun_KND02225	Spun_4_298
Spun_KND02226	Spun_4_299
Spun_KND02227	Spun_4_300
Spun_KND02228	Spun_4_301
Spun_KND02229	Spun_4_302
Spun_KND02230	Spun_4_303
Spun_KND02231	Spun_4_304
Spun_KND02232	Spun_4_305
Spun_KND02233	Spun_4_306
Spun_KND02234	Spun_4_307
Spun_KND02235	Spun_4_308
Spun_KND02236	Spun_4_309
Spun_KND02237	Spun_4_310
Spun_KND02238	Spun_4_311
Spun_KND02239	Spun_4_312
Spun_KND02240	Spun_4_313
Spun_KND02241	Spun_4_314
Spun_KND02242	Spun_4_315
Spun_KND02243	Spun_4_316
Spun_KND02244	Spun_4_317
Spun_KND02245	Spun_4_318
Spun_KND02246	Spun_4_319
Spun_KND02247	Spun_4_320
Spun_KND02248	Spun_4_321
Spun_KND02249	Spun_4_322
Spun_KND02250	Spun_4_323
Spun_KND02251	Spun_4_324
Spun_KND02252	Spun_4_325
Spun_KND02253	Spun_4_326
Spun_KND02254	Spun_4_327
Spun_KND02255	Spun_4_328
Spun_KND02256	Spun_4_329
Spun_KND02257	Spun_4_330
Spun_KND02258	Spun_4_331
Spun_KND02259	Spun_4_332
Spun_KND02260	Spun_4_333
Spun_KND02261	Spun_4_334
Spun_KND02262	Spun_4_335
Spun_KND02264	Spun_4_336
Spun_KND02265	Spun_4_337
Spun_KND02266	Spun_4_338
Spun_KND02267	Spun_4_339
Spun_KND02268	Spun_4_340
Spun_KND02269	Spun_4_341
Spun_KND02270	Spun_4_342
Spun_KND02271	Spun_4_343
Spun_KND02272	Spun_4_344
Spun_KND02273	Spun_4_345
Spun_KND02274	Spun_4_346
Spun_KND02275	Spun_4_347
Spun_KND02276	Spun_4_348
Spun_KND02277	Spun_4_349
Spun_KND02278	Spun_4_350
Spun_KND02279	Spun_4_351
Spun_KND02280	Spun_4_352
Spun_KND02281	Spun_4_353
Spun_KND02283	Spun_4_354
Spun_KND02285	Spun_4_355
Spun_KND02286	Spun_4_356
Spun_KND02288	Spun_4_357
Spun_KND02289	Spun_4_358
Spun_KND02290	Spun_4_359
Spun_KND02291	Spun_4_360
Spun_KND02292	Spun_4_361
Spun_KND02293	Spun_4_362
Spun_KND02294	Spun_4_363
Spun_KND02295	Spun_4_364
Spun_KND02296	Spun_4_365
Spun_KND02298	Spun_4_366
Spun_KND02299	Spun_4_367
Spun_KND02300	Spun_4_368
Spun_KND02301	Spun_4_369
Spun_KND02302	Spun_4_370
Spun_KND02303	Spun_4_371
Spun_KND02304	Spun_4_372
Spun_KND02305	Spun_4_373
Spun_KND02306	Spun_4_374
Spun_KND02307	Spun_4_375
Spun_KND02308	Spun_4_376
Spun_KND02309	Spun_4_377
Spun_KND02310	Spun_4_378
Spun_KND02311	Spun_4_379
Spun_KND02312	Spun_4_380
Spun_KND02313	Spun_4_381
Spun_KND02314	Spun_4_382
Spun_KND02315	Spun_4_383
Spun_KND02316	Spun_4_384
Spun_KND02317	Spun_4_385
Spun_KND02318	Spun_4_386
Spun_KND02320	Spun_4_387
Spun_KND02321	Spun_4_388
Spun_KND02322	Spun_4_389
Spun_KND02324	Spun_4_390
Spun_KND02325	Spun_4_391
Spun_KND02326	Spun_4_392
Spun_KND02327	Spun_4_393
Spun_KND02328	Spun_4_394
Spun_KND02329	Spun_4_395
Spun_KND02330	Spun_4_396
Spun_KND02331	Spun_4_397
Spun_KND02332	Spun_4_398
Spun_KND02333	Spun_4_399
Spun_KND02335	Spun_4_400
Spun_KND02336	Spun_4_401
Spun_KND02337	Spun_4_402
Spun_KND02338	Spun_4_403
Spun_KND02339	Spun_4_404
Spun_KND02340	Spun_4_405
Spun_KND02341	Spun_4_406
Spun_KND02342	Spun_4_407
Spun_KND02343	Spun_4_408
Spun_KND02344	Spun_4_409
Spun_KND02345	Spun_4_410
Spun_KND02346	Spun_4_411
Spun_KND02347	Spun_4_412
Spun_KND02348	Spun_4_413
Spun_KND02350	Spun_4_414
Spun_KND02351	Spun_4_415
Spun_KND02353	Spun_4_416
Spun_KND02354	Spun_4_417
Spun_KND02355	Spun_4_418
Spun_KND02356	Spun_4_419
Spun_KND02357	Spun_4_420
Spun_KND02358	Spun_4_421
Spun_KND02359	Spun_4_422
Spun_KND02360	Spun_4_423
Spun_KND02361	Spun_4_424
Spun_KND02362	Spun_4_425
Spun_KND02363	Spun_4_426
Spun_KND02364	Spun_4_427
Spun_KND02365	Spun_4_428
Spun_KND02366	Spun_4_429
Spun_KND02367	Spun_4_430
Spun_KND02368	Spun_4_431
Spun_KND02369	Spun_4_432
Spun_KND02370	Spun_4_433
Spun_KND02371	Spun_4_434
Spun_KND02372	Spun_4_435
Spun_KND02373	Spun_4_436
Spun_KND02374	Spun_4_437
Spun_KND02375	Spun_4_438
Spun_KND02376	Spun_4_439
Spun_KND02377	Spun_4_440
Spun_KND02378	Spun_4_441
Spun_KND02379	Spun_4_442
Spun_KND02380	Spun_4_443
Spun_KND02382	Spun_4_444
Spun_KND02383	Spun_4_445
Spun_KND02384	Spun_4_446
Spun_KND02385	Spun_4_447
Spun_KND02386	Spun_4_448
Spun_KND02387	Spun_4_449
Spun_KND02388	Spun_4_450
Spun_KND02389	Spun_4_451
Spun_KND02390	Spun_4_452
Spun_KND02391	Spun_4_453
Spun_KND02392	Spun_4_454
Spun_KND02393	Spun_4_455
Spun_KND02394	Spun_4_456
Spun_KND02395	Spun_4_457
Spun_KND02396	Spun_4_458
Spun_KND02397	Spun_4_459
Spun_KND02398	Spun_4_460
Spun_KND02399	Spun_4_461
Spun_KND02400	Spun_4_462
Spun_KND02401	Spun_4_463
Spun_KND02402	Spun_4_464
Spun_KND02403	Spun_4_465
Spun_KND02404	Spun_4_466
Spun_KND02405	Spun_4_467
Spun_KND02406	Spun_4_468
Spun_KND02407	Spun_4_469
Spun_KND02408	Spun_4_470
Spun_KND02409	Spun_4_471
Spun_KND02410	Spun_4_472
Spun_KND02411	Spun_4_473
Spun_KND02413	Spun_4_474
Spun_KND02414	Spun_4_475
Spun_KND02415	Spun_4_476
Spun_KND02416	Spun_4_477
Spun_KND02417	Spun_4_478
Spun_KND02418	Spun_4_479
Spun_KND02419	Spun_4_480
Spun_KND02420	Spun_4_481
Spun_KND02421	Spun_4_482
Spun_KND02422	Spun_4_483
Spun_KND02424	Spun_4_484
Spun_KND02426	Spun_4_485
Spun_KND02427	Spun_4_486
Spun_KND02428	Spun_4_487
Spun_KND02429	Spun_4_488
Spun_KND02430	Spun_4_489
Spun_KND02431	Spun_4_490
Spun_KND02432	Spun_4_491
Spun_KND02433	Spun_4_492
Spun_KND02434	Spun_4_493
Spun_KND02435	Spun_4_494
Spun_KND02436	Spun_4_495
Spun_KND02437	Spun_4_496
Spun_KND02438	Spun_4_497
Spun_KND02439	Spun_4_498
Spun_KND02440	Spun_4_499
Spun_KND02441	Spun_4_500
Spun_KND02442	Spun_4_501
Spun_KND02443	Spun_4_502
Spun_KND02444	Spun_4_503
Spun_KND02445	Spun_4_504
Spun_KND02446	Spun_4_505
Spun_KND02447	Spun_4_506
Spun_KND02448	Spun_4_507
Spun_KND02449	Spun_4_508
Spun_KND02450	Spun_4_509
Spun_KND02451	Spun_4_510
Spun_KND02452	Spun_4_511
Spun_KND02453	Spun_4_512
Spun_KND02454	Spun_4_513
Spun_KND02456	Spun_4_514
Spun_KND02457	Spun_4_515
Spun_KND02458	Spun_4_516
Spun_KND02459	Spun_4_517
Spun_KND02460	Spun_4_518
Spun_KND02461	Spun_4_519
Spun_KND02463	Spun_4_520
Spun_KND02464	Spun_4_521
Spun_KND02465	Spun_4_522
Spun_KND02466	Spun_4_523
Spun_KND02468	Spun_4_524
Spun_KND02469	Spun_4_525
Spun_KND02470	Spun_4_526
Spun_KND02471	Spun_4_527
Spun_KND02472	Spun_4_528
Spun_KND02473	Spun_4_529
Spun_KND02474	Spun_4_530
Spun_KND02475	Spun_4_531
Spun_KND02476	Spun_4_532
Spun_KND02477	Spun_4_533
Spun_KND02478	Spun_4_534
Spun_KND02479	Spun_4_535
Spun_KND02480	Spun_4_536
Spun_KND02481	Spun_4_537
Spun_KND02482	Spun_4_538
Spun_KND02483	Spun_4_539
Spun_KND02484	Spun_4_540
Spun_KND02485	Spun_4_541
Spun_KND02486	Spun_4_542
Spun_KND02487	Spun_4_543
Spun_KND02488	Spun_4_544
Spun_KND02489	Spun_4_545
Spun_KND02490	Spun_4_546
Spun_KND02491	Spun_4_547
Spun_KND02493	Spun_4_548
Spun_KND02494	Spun_4_549
Spun_KND02495	Spun_4_550
Spun_KND02496	Spun_4_551
Spun_KND02497	Spun_4_552
Spun_KND02498	Spun_4_553
Spun_KND02499	Spun_4_554
Spun_KND02500	Spun_4_555
Spun_KND02501	Spun_4_556
Spun_KND02502	Spun_4_557
Spun_KND02503	Spun_4_558
Spun_KND02504	Spun_4_559
Spun_KND02505	Spun_4_560
Spun_KND02506	Spun_4_561
Spun_KND02507	Spun_4_562
Spun_KND02508	Spun_4_563
Spun_KND02509	Spun_4_564
Spun_KND02510	Spun_4_565
Spun_KND02511	Spun_4_566
Spun_KND02512	Spun_4_567
Spun_KND02513	Spun_4_568
Spun_KND02514	Spun_4_569
Spun_KND02515	Spun_4_570
Spun_KND02516	Spun_4_571
Spun_KND02517	Spun_4_572
Spun_KND02518	Spun_4_573
Spun_KND02519	Spun_4_574
Spun_KND02520	Spun_4_575
Spun_KND02521	Spun_4_576
Spun_KND02522	Spun_4_577
Spun_KND02523	Spun_4_578
Spun_KND02524	Spun_4_579
Spun_KND02525	Spun_4_580
Spun_KND02526	Spun_4_581
Spun_KND02527	Spun_4_582
Spun_KND02528	Spun_4_583
Spun_KND02529	Spun_4_584
Spun_KND02530	Spun_4_585
Spun_KND02531	Spun_4_586
Spun_KND02532	Spun_4_587
Spun_KND02533	Spun_4_588
Spun_KND02534	Spun_4_589
Spun_KND02535	Spun_4_590
Spun_KND02536	Spun_4_591
Spun_KND02537	Spun_4_592
Spun_KND02538	Spun_4_593
Spun_KND02539	Spun_4_594
Spun_KND02540	Spun_4_595
Spun_KND02541	Spun_4_596
Spun_KND02542	Spun_4_597
Spun_KND02543	Spun_4_598
Spun_KND02544	Spun_4_599
Spun_KND02545	Spun_4_600
Spun_KND02546	Spun_4_601
Spun_KND02547	Spun_4_602
Spun_KND02548	Spun_4_603
Spun_KND02549	Spun_4_604
Spun_KND02550	Spun_4_605
Spun_KND02551	Spun_4_606
Spun_KND02552	Spun_4_607
Spun_KND02553	Spun_4_608
Spun_KND02554	Spun_4_609
Spun_KND02555	Spun_4_610
Spun_KND02556	Spun_4_611
Spun_KND02557	Spun_4_612
Spun_KND02558	Spun_4_613
Spun_KND02559	Spun_4_614
Spun_KND02560	Spun_4_615
Spun_KND02561	Spun_4_616
Spun_KND02563	Spun_4_617
Spun_KND02564	Spun_4_618
Spun_KND02565	Spun_4_619
Spun_KND02566	Spun_4_620
Spun_KND02567	Spun_4_621
Spun_KND02568	Spun_4_622
Spun_KND02569	Spun_4_623
Spun_KND02570	Spun_4_624
Spun_KND02571	Spun_4_625
Spun_KND02572	Spun_4_626
Spun_KND02573	Spun_4_627
Spun_KND02574	Spun_4_628
Spun_KND02575	Spun_4_629
Spun_KND02576	Spun_4_630
Spun_KND02577	Spun_4_631
Spun_KND02578	Spun_4_632
Spun_KND02579	Spun_4_633
Spun_KND02580	Spun_4_634
Spun_KND02581	Spun_4_635
Spun_KND02582	Spun_4_636
Spun_KND02583	Spun_4_637
Spun_KND02584	Spun_4_638
Spun_KND02586	Spun_4_639
Spun_KND02587	Spun_4_640
Spun_KND02588	Spun_4_641
Spun_KND02589	Spun_4_642
Spun_KND02590	Spun_4_643
Spun_KND02591	Spun_4_644
Spun_KND02592	Spun_4_645
Spun_KND02593	Spun_4_646
Spun_KND02594	Spun_4_647
Spun_KND02595	Spun_4_648
Spun_KND02596	Spun_4_649
Spun_KND02597	Spun_4_650
Spun_KND02598	Spun_4_651
Spun_KND02599	Spun_4_652
Spun_KND02600	Spun_4_653
Spun_KND02601	Spun_4_654
Spun_KND02603	Spun_4_655
Spun_KND02604	Spun_4_656
Spun_KND02605	Spun_4_657
Spun_KND02606	Spun_4_658
Spun_KND02607	Spun_4_659
Spun_KND01247	Spun_5_1
Spun_KND01248	Spun_5_2
Spun_KND01249	Spun_5_3
Spun_KND01250	Spun_5_4
Spun_KND01251	Spun_5_5
Spun_KND01252	Spun_5_6
Spun_KND01253	Spun_5_7
Spun_KND01254	Spun_5_8
Spun_KND01255	Spun_5_9
Spun_KND01256	Spun_5_10
Spun_KND01257	Spun_5_11
Spun_KND01258	Spun_5_12
Spun_KND01259	Spun_5_13
Spun_KND01260	Spun_5_14
Spun_KND01262	Spun_5_15
Spun_KND01263	Spun_5_16
Spun_KND01264	Spun_5_17
Spun_KND01267	Spun_5_18
Spun_KND01268	Spun_5_19
Spun_KND01269	Spun_5_20
Spun_KND01270	Spun_5_21
Spun_KND01271	Spun_5_22
Spun_KND01272	Spun_5_23
Spun_KND01273	Spun_5_24
Spun_KND01274	Spun_5_25
Spun_KND01275	Spun_5_26
Spun_KND01276	Spun_5_27
Spun_KND01277	Spun_5_28
Spun_KND01278	Spun_5_29
Spun_KND01279	Spun_5_30
Spun_KND01280	Spun_5_31
Spun_KND01281	Spun_5_32
Spun_KND01282	Spun_5_33
Spun_KND01283	Spun_5_34
Spun_KND01284	Spun_5_35
Spun_KND01285	Spun_5_36
Spun_KND01286	Spun_5_37
Spun_KND01287	Spun_5_38
Spun_KND01288	Spun_5_39
Spun_KND01289	Spun_5_40
Spun_KND01290	Spun_5_41
Spun_KND01291	Spun_5_42
