Porumb_gnl_WGS_MXAK_Pum0014s0001.1.V1.5	Porumb_1_1
Porumb_gnl_WGS_MXAK_Pum0066s0025.1.V1.5	Porumb_23_25
Porumb_gnl_WGS_MXAK_Pum0066s0026.1.V1.5	Porumb_23_26
Porumb_gnl_WGS_MXAK_Pum0066s0027.1.V1.5	Porumb_23_27
Porumb_gnl_WGS_MXAK_Pum0066s0028.1.V1.5	Porumb_23_28
Porumb_gnl_WGS_MXAK_Pum0066s0029.1.V1.5	Porumb_23_29
Porumb_gnl_WGS_MXAK_Pum0066s0030.1.V1.5	Porumb_23_30
Porumb_gnl_WGS_MXAK_Pum0066s0031.1.V1.5	Porumb_23_31
Porumb_gnl_WGS_MXAK_Pum0066s0032.1.V1.5	Porumb_23_32
Porumb_gnl_WGS_MXAK_Pum0066s0033.1.V1.5	Porumb_23_33
Porumb_gnl_WGS_MXAK_Pum0066s0034.1.V1.5	Porumb_23_34
Porumb_gnl_WGS_MXAK_Pum0066s0035.1.V1.5	Porumb_23_35
Porumb_gnl_WGS_MXAK_Pum0066s0036.1.V1.5	Porumb_23_36
Porumb_gnl_WGS_MXAK_Pum0066s0037.1.V1.5	Porumb_23_37
Porumb_gnl_WGS_MXAK_Pum0066s0038.1.V1.5	Porumb_23_38
Porumb_gnl_WGS_MXAK_Pum0066s0039.1.V1.5	Porumb_23_39
Porumb_gnl_WGS_MXAK_Pum0066s0040.1.V1.5	Porumb_23_40
Porumb_gnl_WGS_MXAK_Pum0066s0041.1.V1.5	Porumb_23_41
Porumb_gnl_WGS_MXAK_Pum0066s0042.1.V1.5	Porumb_23_42
Porumb_gnl_WGS_MXAK_Pum0066s0043.1.V1.5	Porumb_23_43
Porumb_gnl_WGS_MXAK_Pum0066s0044.1.V1.5	Porumb_23_44
Porumb_gnl_WGS_MXAK_Pum0066s0045.1.V1.5	Porumb_23_45
Porumb_gnl_WGS_MXAK_Pum0066s0046.1.V1.5	Porumb_23_46
Porumb_gnl_WGS_MXAK_Pum0066s0047.1.V1.5	Porumb_23_47
Porumb_gnl_WGS_MXAK_Pum0066s0048.1.V1.5	Porumb_23_48
Porumb_gnl_WGS_MXAK_Pum0068s0001.1.V1.5	Porumb_24_1
Porumb_gnl_WGS_MXAK_Pum0068s0002.1.V1.5	Porumb_24_2
Porumb_gnl_WGS_MXAK_Pum0068s0003.1.V1.5	Porumb_24_3
Porumb_gnl_WGS_MXAK_Pum0068s0004.1.V1.5	Porumb_24_4
Porumb_gnl_WGS_MXAK_Pum0068s0005.1.V1.5	Porumb_24_5
Porumb_gnl_WGS_MXAK_Pum0068s0006.1.V1.5	Porumb_24_6
Porumb_gnl_WGS_MXAK_Pum0068s0007.1.V1.5	Porumb_24_7
Porumb_gnl_WGS_MXAK_Pum0068s0008.1.V1.5	Porumb_24_8
Porumb_gnl_WGS_MXAK_Pum0068s0009.1.V1.5	Porumb_24_9
Porumb_gnl_WGS_MXAK_Pum0068s0010.1.V1.5	Porumb_24_10
Porumb_gnl_WGS_MXAK_Pum0068s0011.1.V1.5	Porumb_24_11
Porumb_gnl_WGS_MXAK_Pum0068s0012.1.V1.5	Porumb_24_12
Porumb_gnl_WGS_MXAK_Pum0068s0013.1.V1.5	Porumb_24_13
Porumb_gnl_WGS_MXAK_Pum0068s0014.1.V1.5	Porumb_24_14
Porumb_gnl_WGS_MXAK_Pum0068s0015.1.V1.5	Porumb_24_15
Porumb_gnl_WGS_MXAK_Pum0068s0016.1.V1.5	Porumb_24_16
Porumb_gnl_WGS_MXAK_Pum0068s0017.1.V1.5	Porumb_24_17
Porumb_gnl_WGS_MXAK_Pum0068s0018.1.V1.5	Porumb_24_18
Porumb_gnl_WGS_MXAK_Pum0068s0019.1.V1.5	Porumb_24_19
Porumb_gnl_WGS_MXAK_Pum0068s0020.1.V1.5	Porumb_24_20
Porumb_gnl_WGS_MXAK_Pum0068s0021.1.V1.5	Porumb_24_21
Porumb_gnl_WGS_MXAK_Pum0068s0022.1.V1.5	Porumb_24_22
Porumb_gnl_WGS_MXAK_Pum0068s0023.1.V1.5	Porumb_24_23
Porumb_gnl_WGS_MXAK_Pum0068s0024.1.V1.5	Porumb_24_24
Porumb_gnl_WGS_MXAK_Pum0068s0025.1.V1.5	Porumb_24_25
Porumb_gnl_WGS_MXAK_Pum0068s0026.1.V1.5	Porumb_24_26
Porumb_gnl_WGS_MXAK_Pum0068s0027.1.V1.5	Porumb_24_27
Porumb_gnl_WGS_MXAK_Pum0068s0028.1.V1.5	Porumb_24_28
Porumb_gnl_WGS_MXAK_Pum0068s0029.1.V1.5	Porumb_24_29
Porumb_gnl_WGS_MXAK_Pum0068s0030.1.V1.5	Porumb_24_30
Porumb_gnl_WGS_MXAK_Pum0068s0031.1.V1.5	Porumb_24_31
Porumb_gnl_WGS_MXAK_Pum0068s0032.1.V1.5	Porumb_24_32
Porumb_gnl_WGS_MXAK_Pum0068s0033.1.V1.5	Porumb_24_33
Porumb_gnl_WGS_MXAK_Pum0068s0034.1.V1.5	Porumb_24_34
Porumb_gnl_WGS_MXAK_Pum0068s0035.1.V1.5	Porumb_24_35
Porumb_gnl_WGS_MXAK_Pum0068s0036.1.V1.5	Porumb_24_36
Porumb_gnl_WGS_MXAK_Pum0068s0037.1.V1.5	Porumb_24_37
Porumb_gnl_WGS_MXAK_Pum0068s0038.1.V1.5	Porumb_24_38
Porumb_gnl_WGS_MXAK_Pum0068s0039.1.V1.5	Porumb_24_39
Porumb_gnl_WGS_MXAK_Pum0068s0040.1.V1.5	Porumb_24_40
Porumb_gnl_WGS_MXAK_Pum0068s0041.1.V1.5	Porumb_24_41
Porumb_gnl_WGS_MXAK_Pum0068s0042.1.V1.5	Porumb_24_42
Porumb_gnl_WGS_MXAK_Pum0070s0001.1.V1.5	Porumb_25_1
Porumb_gnl_WGS_MXAK_Pum0070s0002.1.V1.5	Porumb_25_2
Porumb_gnl_WGS_MXAK_Pum0070s0003.1.V1.5	Porumb_25_3
Porumb_gnl_WGS_MXAK_Pum0070s0004.1.V1.5	Porumb_25_4
Porumb_gnl_WGS_MXAK_Pum0070s0005.1.V1.5	Porumb_25_5
Porumb_gnl_WGS_MXAK_Pum0070s0006.1.V1.5	Porumb_25_6
Porumb_gnl_WGS_MXAK_Pum0070s0007.1.V1.5	Porumb_25_7
Porumb_gnl_WGS_MXAK_Pum0070s0008.1.V1.5	Porumb_25_8
Porumb_gnl_WGS_MXAK_Pum0070s0009.1.V1.5	Porumb_25_9
Porumb_gnl_WGS_MXAK_Pum0070s0010.1.V1.5	Porumb_25_10
Porumb_gnl_WGS_MXAK_Pum0070s0011.1.V1.5	Porumb_25_11
Porumb_gnl_WGS_MXAK_Pum0070s0012.1.V1.5	Porumb_25_12
Porumb_gnl_WGS_MXAK_Pum0070s0013.1.V1.5	Porumb_25_13
Porumb_gnl_WGS_MXAK_Pum0070s0014.1.V1.5	Porumb_25_14
Porumb_gnl_WGS_MXAK_Pum0070s0015.1.V1.5	Porumb_25_15
Porumb_gnl_WGS_MXAK_Pum0070s0016.1.V1.5	Porumb_25_16
Porumb_gnl_WGS_MXAK_Pum0070s0017.1.V1.5	Porumb_25_17
Porumb_gnl_WGS_MXAK_Pum0070s0018.1.V1.5	Porumb_25_18
Porumb_gnl_WGS_MXAK_Pum0070s0019.1.V1.5	Porumb_25_19
Porumb_gnl_WGS_MXAK_Pum0070s0020.1.V1.5	Porumb_25_20
Porumb_gnl_WGS_MXAK_Pum0070s0021.1.V1.5	Porumb_25_21
Porumb_gnl_WGS_MXAK_Pum0070s0022.1.V1.5	Porumb_25_22
Porumb_gnl_WGS_MXAK_Pum0070s0023.1.V1.5	Porumb_25_23
Porumb_gnl_WGS_MXAK_Pum0070s0024.1.V1.5	Porumb_25_24
Porumb_gnl_WGS_MXAK_Pum0070s0025.1.V1.5	Porumb_25_25
Porumb_gnl_WGS_MXAK_Pum0070s0026.1.V1.5	Porumb_25_26
Porumb_gnl_WGS_MXAK_Pum0070s0027.1.V1.5	Porumb_25_27
Porumb_gnl_WGS_MXAK_Pum0070s0028.1.V1.5	Porumb_25_28
Porumb_gnl_WGS_MXAK_Pum0070s0029.1.V1.5	Porumb_25_29
Porumb_gnl_WGS_MXAK_Pum0070s0030.1.V1.5	Porumb_25_30
Porumb_gnl_WGS_MXAK_Pum0070s0031.1.V1.5	Porumb_25_31
Porumb_gnl_WGS_MXAK_Pum0070s0032.1.V1.5	Porumb_25_32
Porumb_gnl_WGS_MXAK_Pum0070s0033.1.V1.5	Porumb_25_33
Porumb_gnl_WGS_MXAK_Pum0070s0034.1.V1.5	Porumb_25_34
Porumb_gnl_WGS_MXAK_Pum0070s0035.1.V1.5	Porumb_25_35
Porumb_gnl_WGS_MXAK_Pum0070s0036.1.V1.5	Porumb_25_36
Porumb_gnl_WGS_MXAK_Pum0070s0037.1.V1.5	Porumb_25_37
Porumb_gnl_WGS_MXAK_Pum0070s0038.1.V1.5	Porumb_25_38
Porumb_gnl_WGS_MXAK_Pum0070s0039.1.V1.5	Porumb_25_39
Porumb_gnl_WGS_MXAK_Pum0070s0040.1.V1.5	Porumb_25_40
Porumb_gnl_WGS_MXAK_Pum0070s0041.1.V1.5	Porumb_25_41
Porumb_gnl_WGS_MXAK_Pum0070s0042.1.V1.5	Porumb_25_42
Porumb_gnl_WGS_MXAK_Pum0070s0043.1.V1.5	Porumb_25_43
Porumb_gnl_WGS_MXAK_Pum0070s0044.1.V1.5	Porumb_25_44
Porumb_gnl_WGS_MXAK_Pum0070s0045.1.V1.5	Porumb_25_45
Porumb_gnl_WGS_MXAK_Pum0070s0046.1.V1.5	Porumb_25_46
Porumb_gnl_WGS_MXAK_Pum0070s0047.1.V1.5	Porumb_25_47
Porumb_gnl_WGS_MXAK_Pum0070s0048.1.V1.5	Porumb_25_48
Porumb_gnl_WGS_MXAK_Pum0070s0049.1.V1.5	Porumb_25_49
Porumb_gnl_WGS_MXAK_Pum0070s0050.1.V1.5	Porumb_25_50
Porumb_gnl_WGS_MXAK_Pum0070s0051.1.V1.5	Porumb_25_51
Porumb_gnl_WGS_MXAK_Pum0070s0052.1.V1.5	Porumb_25_52
Porumb_gnl_WGS_MXAK_Pum0070s0053.1.V1.5	Porumb_25_53
Porumb_gnl_WGS_MXAK_Pum0070s0054.1.V1.5	Porumb_25_54
Porumb_gnl_WGS_MXAK_Pum0070s0055.1.V1.5	Porumb_25_55
Porumb_gnl_WGS_MXAK_Pum0070s0056.1.V1.5	Porumb_25_56
Porumb_gnl_WGS_MXAK_Pum0070s0057.1.V1.5	Porumb_25_57
Porumb_gnl_WGS_MXAK_Pum0070s0058.1.V1.5	Porumb_25_58
Porumb_gnl_WGS_MXAK_Pum0070s0059.1.V1.5	Porumb_25_59
Porumb_gnl_WGS_MXAK_Pum0070s0060.1.V1.5	Porumb_25_60
Porumb_gnl_WGS_MXAK_Pum0070s0061.1.V1.5	Porumb_25_61
Porumb_gnl_WGS_MXAK_Pum0070s0062.1.V1.5	Porumb_25_62
Porumb_gnl_WGS_MXAK_Pum0070s0063.1.V1.5	Porumb_25_63
Porumb_gnl_WGS_MXAK_Pum0070s0064.1.V1.5	Porumb_25_64
Porumb_gnl_WGS_MXAK_Pum0070s0065.1.V1.5	Porumb_25_65
Porumb_gnl_WGS_MXAK_Pum0070s0066.1.V1.5	Porumb_25_66
Porumb_gnl_WGS_MXAK_Pum0070s0067.1.V1.5	Porumb_25_67
Porumb_gnl_WGS_MXAK_Pum0070s0068.1.V1.5	Porumb_25_68
Porumb_gnl_WGS_MXAK_Pum0070s0069.1.V1.5	Porumb_25_69
Porumb_gnl_WGS_MXAK_Pum0070s0070.1.V1.5	Porumb_25_70
Porumb_gnl_WGS_MXAK_Pum0070s0071.1.V1.5	Porumb_25_71
Porumb_gnl_WGS_MXAK_Pum0070s0072.1.V1.5	Porumb_25_72
Porumb_gnl_WGS_MXAK_Pum0070s0073.1.V1.5	Porumb_25_73
Porumb_gnl_WGS_MXAK_Pum0070s0074.1.V1.5	Porumb_25_74
Porumb_gnl_WGS_MXAK_Pum0070s0075.1.V1.5	Porumb_25_75
Porumb_gnl_WGS_MXAK_Pum0070s0076.1.V1.5	Porumb_25_76
Porumb_gnl_WGS_MXAK_Pum0070s0077.1.V1.5	Porumb_25_77
Porumb_gnl_WGS_MXAK_Pum0071s0001.1.V1.5	Porumb_26_1
Porumb_gnl_WGS_MXAK_Pum0071s0002.1.V1.5	Porumb_26_2
Porumb_gnl_WGS_MXAK_Pum0071s0003.1.V1.5	Porumb_26_3
Porumb_gnl_WGS_MXAK_Pum0071s0004.1.V1.5	Porumb_26_4
Porumb_gnl_WGS_MXAK_Pum0071s0005.1.V1.5	Porumb_26_5
Porumb_gnl_WGS_MXAK_Pum0071s0006.1.V1.5	Porumb_26_6
Porumb_gnl_WGS_MXAK_Pum0071s0007.1.V1.5	Porumb_26_7
Porumb_gnl_WGS_MXAK_Pum0071s0008.1.V1.5	Porumb_26_8
Porumb_gnl_WGS_MXAK_Pum0071s0009.1.V1.5	Porumb_26_9
Porumb_gnl_WGS_MXAK_Pum0071s0010.1.V1.5	Porumb_26_10
Porumb_gnl_WGS_MXAK_Pum0071s0011.1.V1.5	Porumb_26_11
Porumb_gnl_WGS_MXAK_Pum0071s0012.1.V1.5	Porumb_26_12
Porumb_gnl_WGS_MXAK_Pum0071s0013.1.V1.5	Porumb_26_13
Porumb_gnl_WGS_MXAK_Pum0071s0014.1.V1.5	Porumb_26_14
Porumb_gnl_WGS_MXAK_Pum0071s0015.1.V1.5	Porumb_26_15
Porumb_gnl_WGS_MXAK_Pum0071s0016.1.V1.5	Porumb_26_16
Porumb_gnl_WGS_MXAK_Pum0071s0017.1.V1.5	Porumb_26_17
Porumb_gnl_WGS_MXAK_Pum0071s0018.1.V1.5	Porumb_26_18
Porumb_gnl_WGS_MXAK_Pum0071s0019.1.V1.5	Porumb_26_19
Porumb_gnl_WGS_MXAK_Pum0071s0020.1.V1.5	Porumb_26_20
Porumb_gnl_WGS_MXAK_Pum0071s0021.1.V1.5	Porumb_26_21
Porumb_gnl_WGS_MXAK_Pum0071s0022.1.V1.5	Porumb_26_22
Porumb_gnl_WGS_MXAK_Pum0071s0023.1.V1.5	Porumb_26_23
Porumb_gnl_WGS_MXAK_Pum0071s0024.1.V1.5	Porumb_26_24
Porumb_gnl_WGS_MXAK_Pum0071s0025.1.V1.5	Porumb_26_25
Porumb_gnl_WGS_MXAK_Pum0071s0026.1.V1.5	Porumb_26_26
Porumb_gnl_WGS_MXAK_Pum0071s0027.1.V1.5	Porumb_26_27
Porumb_gnl_WGS_MXAK_Pum0071s0028.1.V1.5	Porumb_26_28
Porumb_gnl_WGS_MXAK_Pum0071s0029.1.V1.5	Porumb_26_29
Porumb_gnl_WGS_MXAK_Pum0071s0030.1.V1.5	Porumb_26_30
Porumb_gnl_WGS_MXAK_Pum0071s0031.1.V1.5	Porumb_26_31
Porumb_gnl_WGS_MXAK_Pum0071s0032.1.V1.5	Porumb_26_32
Porumb_gnl_WGS_MXAK_Pum0071s0033.1.V1.5	Porumb_26_33
Porumb_gnl_WGS_MXAK_Pum0071s0034.1.V1.5	Porumb_26_34
Porumb_gnl_WGS_MXAK_Pum0071s0035.1.V1.5	Porumb_26_35
Porumb_gnl_WGS_MXAK_Pum0071s0036.1.V1.5	Porumb_26_36
Porumb_gnl_WGS_MXAK_Pum0071s0037.1.V1.5	Porumb_26_37
Porumb_gnl_WGS_MXAK_Pum0071s0038.1.V1.5	Porumb_26_38
Porumb_gnl_WGS_MXAK_Pum0071s0039.1.V1.5	Porumb_26_39
Porumb_gnl_WGS_MXAK_Pum0071s0040.1.V1.5	Porumb_26_40
Porumb_gnl_WGS_MXAK_Pum0071s0041.1.V1.5	Porumb_26_41
Porumb_gnl_WGS_MXAK_Pum0071s0042.1.V1.5	Porumb_26_42
Porumb_gnl_WGS_MXAK_Pum0071s0043.1.V1.5	Porumb_26_43
Porumb_gnl_WGS_MXAK_Pum0071s0044.1.V1.5	Porumb_26_44
Porumb_gnl_WGS_MXAK_Pum0071s0045.1.V1.5	Porumb_26_45
Porumb_gnl_WGS_MXAK_Pum0071s0046.1.V1.5	Porumb_26_46
Porumb_gnl_WGS_MXAK_Pum0071s0047.1.V1.5	Porumb_26_47
Porumb_gnl_WGS_MXAK_Pum0071s0048.1.V1.5	Porumb_26_48
Porumb_gnl_WGS_MXAK_Pum0071s0049.1.V1.5	Porumb_26_49
Porumb_gnl_WGS_MXAK_Pum0071s0050.1.V1.5	Porumb_26_50
Porumb_gnl_WGS_MXAK_Pum0071s0051.1.V1.5	Porumb_26_51
Porumb_gnl_WGS_MXAK_Pum0071s0052.1.V1.5	Porumb_26_52
Porumb_gnl_WGS_MXAK_Pum0071s0053.1.V1.5	Porumb_26_53
Porumb_gnl_WGS_MXAK_Pum0071s0054.1.V1.5	Porumb_26_54
Porumb_gnl_WGS_MXAK_Pum0071s0055.1.V1.5	Porumb_26_55
Porumb_gnl_WGS_MXAK_Pum0071s0056.1.V1.5	Porumb_26_56
Porumb_gnl_WGS_MXAK_Pum0071s0057.1.V1.5	Porumb_26_57
Porumb_gnl_WGS_MXAK_Pum0071s0058.1.V1.5	Porumb_26_58
Porumb_gnl_WGS_MXAK_Pum0071s0059.1.V1.5	Porumb_26_59
Porumb_gnl_WGS_MXAK_Pum0071s0060.1.V1.5	Porumb_26_60
Porumb_gnl_WGS_MXAK_Pum0071s0061.1.V1.5	Porumb_26_61
Porumb_gnl_WGS_MXAK_Pum0071s0062.1.V1.5	Porumb_26_62
Porumb_gnl_WGS_MXAK_Pum0071s0063.1.V1.5	Porumb_26_63
Porumb_gnl_WGS_MXAK_Pum0071s0064.1.V1.5	Porumb_26_64
Porumb_gnl_WGS_MXAK_Pum0071s0065.1.V1.5	Porumb_26_65
Porumb_gnl_WGS_MXAK_Pum0071s0066.1.V1.5	Porumb_26_66
Porumb_gnl_WGS_MXAK_Pum0071s0067.1.V1.5	Porumb_26_67
Porumb_gnl_WGS_MXAK_Pum0071s0068.1.V1.5	Porumb_26_68
Porumb_gnl_WGS_MXAK_Pum0071s0069.1.V1.5	Porumb_26_69
Porumb_gnl_WGS_MXAK_Pum0071s0070.1.V1.5	Porumb_26_70
Porumb_gnl_WGS_MXAK_Pum0071s0071.1.V1.5	Porumb_26_71
Porumb_gnl_WGS_MXAK_Pum0071s0072.1.V1.5	Porumb_26_72
Porumb_gnl_WGS_MXAK_Pum0071s0073.1.V1.5	Porumb_26_73
Porumb_gnl_WGS_MXAK_Pum0071s0074.1.V1.5	Porumb_26_74
Porumb_gnl_WGS_MXAK_Pum0071s0075.1.V1.5	Porumb_26_75
Porumb_gnl_WGS_MXAK_Pum0071s0076.1.V1.5	Porumb_26_76
Porumb_gnl_WGS_MXAK_Pum0071s0077.1.V1.5	Porumb_26_77
Porumb_gnl_WGS_MXAK_Pum0071s0078.1.V1.5	Porumb_26_78
Porumb_gnl_WGS_MXAK_Pum0071s0079.1.V1.5	Porumb_26_79
Porumb_gnl_WGS_MXAK_Pum0072s0001.1.V1.5	Porumb_27_1
Porumb_gnl_WGS_MXAK_Pum0072s0002.1.V1.5	Porumb_27_2
Porumb_gnl_WGS_MXAK_Pum0072s0003.1.V1.5	Porumb_27_3
Porumb_gnl_WGS_MXAK_Pum0072s0004.1.V1.5	Porumb_27_4
Porumb_gnl_WGS_MXAK_Pum0072s0005.1.V1.5	Porumb_27_5
Porumb_gnl_WGS_MXAK_Pum0072s0006.1.V1.5	Porumb_27_6
Porumb_gnl_WGS_MXAK_Pum0072s0007.1.V1.5	Porumb_27_7
Porumb_gnl_WGS_MXAK_Pum0072s0008.1.V1.5	Porumb_27_8
Porumb_gnl_WGS_MXAK_Pum0072s0009.1.V1.5	Porumb_27_9
Porumb_gnl_WGS_MXAK_Pum0072s0010.1.V1.5	Porumb_27_10
Porumb_gnl_WGS_MXAK_Pum0072s0011.1.V1.5	Porumb_27_11
Porumb_gnl_WGS_MXAK_Pum0072s0012.1.V1.5	Porumb_27_12
Porumb_gnl_WGS_MXAK_Pum0072s0013.1.V1.5	Porumb_27_13
Porumb_gnl_WGS_MXAK_Pum0072s0014.1.V1.5	Porumb_27_14
Porumb_gnl_WGS_MXAK_Pum0072s0015.1.V1.5	Porumb_27_15
Porumb_gnl_WGS_MXAK_Pum0072s0016.1.V1.5	Porumb_27_16
Porumb_gnl_WGS_MXAK_Pum0072s0017.1.V1.5	Porumb_27_17
Porumb_gnl_WGS_MXAK_Pum0072s0018.1.V1.5	Porumb_27_18
Porumb_gnl_WGS_MXAK_Pum0072s0019.1.V1.5	Porumb_27_19
Porumb_gnl_WGS_MXAK_Pum0072s0020.1.V1.5	Porumb_27_20
Porumb_gnl_WGS_MXAK_Pum0072s0021.1.V1.5	Porumb_27_21
Porumb_gnl_WGS_MXAK_Pum0072s0022.1.V1.5	Porumb_27_22
Porumb_gnl_WGS_MXAK_Pum0072s0023.1.V1.5	Porumb_27_23
Porumb_gnl_WGS_MXAK_Pum0072s0024.1.V1.5	Porumb_27_24
Porumb_gnl_WGS_MXAK_Pum0072s0025.1.V1.5	Porumb_27_25
Porumb_gnl_WGS_MXAK_Pum0072s0026.1.V1.5	Porumb_27_26
Porumb_gnl_WGS_MXAK_Pum0072s0027.1.V1.5	Porumb_27_27
Porumb_gnl_WGS_MXAK_Pum0072s0028.1.V1.5	Porumb_27_28
Porumb_gnl_WGS_MXAK_Pum0072s0029.1.V1.5	Porumb_27_29
Porumb_gnl_WGS_MXAK_Pum0072s0030.1.V1.5	Porumb_27_30
Porumb_gnl_WGS_MXAK_Pum0072s0031.1.V1.5	Porumb_27_31
Porumb_gnl_WGS_MXAK_Pum0072s0032.1.V1.5	Porumb_27_32
Porumb_gnl_WGS_MXAK_Pum0072s0033.1.V1.5	Porumb_27_33
Porumb_gnl_WGS_MXAK_Pum0072s0034.1.V1.5	Porumb_27_34
Porumb_gnl_WGS_MXAK_Pum0072s0035.1.V1.5	Porumb_27_35
Porumb_gnl_WGS_MXAK_Pum0072s0036.1.V1.5	Porumb_27_36
Porumb_gnl_WGS_MXAK_Pum0072s0037.1.V1.5	Porumb_27_37
Porumb_gnl_WGS_MXAK_Pum0072s0038.1.V1.5	Porumb_27_38
Porumb_gnl_WGS_MXAK_Pum0072s0039.1.V1.5	Porumb_27_39
Porumb_gnl_WGS_MXAK_Pum0072s0040.1.V1.5	Porumb_27_40
Porumb_gnl_WGS_MXAK_Pum0072s0041.1.V1.5	Porumb_27_41
Porumb_gnl_WGS_MXAK_Pum0072s0042.1.V1.5	Porumb_27_42
Porumb_gnl_WGS_MXAK_Pum0072s0043.1.V1.5	Porumb_27_43
Porumb_gnl_WGS_MXAK_Pum0072s0044.1.V1.5	Porumb_27_44
Porumb_gnl_WGS_MXAK_Pum0072s0045.1.V1.5	Porumb_27_45
Porumb_gnl_WGS_MXAK_Pum0072s0046.1.V1.5	Porumb_27_46
Porumb_gnl_WGS_MXAK_Pum0072s0047.1.V1.5	Porumb_27_47
Porumb_gnl_WGS_MXAK_Pum0072s0048.1.V1.5	Porumb_27_48
Porumb_gnl_WGS_MXAK_Pum0072s0049.1.V1.5	Porumb_27_49
Porumb_gnl_WGS_MXAK_Pum0072s0050.1.V1.5	Porumb_27_50
Porumb_gnl_WGS_MXAK_Pum0072s0051.1.V1.5	Porumb_27_51
Porumb_gnl_WGS_MXAK_Pum0072s0052.1.V1.5	Porumb_27_52
Porumb_gnl_WGS_MXAK_Pum0072s0053.1.V1.5	Porumb_27_53
Porumb_gnl_WGS_MXAK_Pum0072s0054.1.V1.5	Porumb_27_54
Porumb_gnl_WGS_MXAK_Pum0072s0055.1.V1.5	Porumb_27_55
Porumb_gnl_WGS_MXAK_Pum0072s0056.1.V1.5	Porumb_27_56
Porumb_gnl_WGS_MXAK_Pum0072s0057.1.V1.5	Porumb_27_57
Porumb_gnl_WGS_MXAK_Pum0072s0058.1.V1.5	Porumb_27_58
Porumb_gnl_WGS_MXAK_Pum0072s0059.1.V1.5	Porumb_27_59
Porumb_gnl_WGS_MXAK_Pum0072s0060.1.V1.5	Porumb_27_60
Porumb_gnl_WGS_MXAK_Pum0072s0061.1.V1.5	Porumb_27_61
Porumb_gnl_WGS_MXAK_Pum0072s0062.1.V1.5	Porumb_27_62
Porumb_gnl_WGS_MXAK_Pum0072s0063.1.V1.5	Porumb_27_63
Porumb_gnl_WGS_MXAK_Pum0072s0064.1.V1.5	Porumb_27_64
Porumb_gnl_WGS_MXAK_Pum0072s0065.1.V1.5	Porumb_27_65
Porumb_gnl_WGS_MXAK_Pum0072s0066.1.V1.5	Porumb_27_66
Porumb_gnl_WGS_MXAK_Pum0072s0067.1.V1.5	Porumb_27_67
Porumb_gnl_WGS_MXAK_Pum0072s0068.1.V1.5	Porumb_27_68
Porumb_gnl_WGS_MXAK_Pum0072s0069.1.V1.5	Porumb_27_69
Porumb_gnl_WGS_MXAK_Pum0072s0070.1.V1.5	Porumb_27_70
Porumb_gnl_WGS_MXAK_Pum0072s0071.1.V1.5	Porumb_27_71
Porumb_gnl_WGS_MXAK_Pum0072s0072.1.V1.5	Porumb_27_72
Porumb_gnl_WGS_MXAK_Pum0072s0073.1.V1.5	Porumb_27_73
Porumb_gnl_WGS_MXAK_Pum0072s0074.1.V1.5	Porumb_27_74
Porumb_gnl_WGS_MXAK_Pum0072s0075.1.V1.5	Porumb_27_75
Porumb_gnl_WGS_MXAK_Pum0072s0076.1.V1.5	Porumb_27_76
Porumb_gnl_WGS_MXAK_Pum0072s0077.1.V1.5	Porumb_27_77
Porumb_gnl_WGS_MXAK_Pum0072s0078.1.V1.5	Porumb_27_78
Porumb_gnl_WGS_MXAK_Pum0072s0079.1.V1.5	Porumb_27_79
Porumb_gnl_WGS_MXAK_Pum0072s0080.1.V1.5	Porumb_27_80
Porumb_gnl_WGS_MXAK_Pum0072s0081.1.V1.5	Porumb_27_81
Porumb_gnl_WGS_MXAK_Pum0072s0082.1.V1.5	Porumb_27_82
Porumb_gnl_WGS_MXAK_Pum0072s0083.1.V1.5	Porumb_27_83
Porumb_gnl_WGS_MXAK_Pum0072s0084.1.V1.5	Porumb_27_84
Porumb_gnl_WGS_MXAK_Pum0072s0085.1.V1.5	Porumb_27_85
Porumb_gnl_WGS_MXAK_Pum0072s0086.1.V1.5	Porumb_27_86
Porumb_gnl_WGS_MXAK_Pum0072s0087.1.V1.5	Porumb_27_87
Porumb_gnl_WGS_MXAK_Pum0072s0088.1.V1.5	Porumb_27_88
Porumb_gnl_WGS_MXAK_Pum0072s0089.1.V1.5	Porumb_27_89
Porumb_gnl_WGS_MXAK_Pum0072s0090.1.V1.5	Porumb_27_90
Porumb_gnl_WGS_MXAK_Pum0072s0091.1.V1.5	Porumb_27_91
Porumb_gnl_WGS_MXAK_Pum0072s0092.1.V1.5	Porumb_27_92
Porumb_gnl_WGS_MXAK_Pum0072s0093.1.V1.5	Porumb_27_93
Porumb_gnl_WGS_MXAK_Pum0072s0094.1.V1.5	Porumb_27_94
Porumb_gnl_WGS_MXAK_Pum0072s0095.1.V1.5	Porumb_27_95
Porumb_gnl_WGS_MXAK_Pum0072s0096.1.V1.5	Porumb_27_96
Porumb_gnl_WGS_MXAK_Pum0072s0097.1.V1.5	Porumb_27_97
Porumb_gnl_WGS_MXAK_Pum0072s0098.1.V1.5	Porumb_27_98
Porumb_gnl_WGS_MXAK_Pum0072s0099.1.V1.5	Porumb_27_99
Porumb_gnl_WGS_MXAK_Pum0072s0100.1.V1.5	Porumb_27_100
Porumb_gnl_WGS_MXAK_Pum0072s0101.1.V1.5	Porumb_27_101
Porumb_gnl_WGS_MXAK_Pum0072s0102.1.V1.5	Porumb_27_102
