i	j	weight
PseudoU_synth_2	SNF2_N	1
PseudoU_synth_2	Tudor_1_RapA	1
PseudoU_synth_2	Tudor_RapA	1
QLQ	SNF2_N	77
QLQ	SnAC	62
RAMA	SNF2_N	1
RAMA	zf-HC5HC2H_2	1
RAP	SNF2_N	1
RCC1	RCC1_2	3
RCC1	SNF2_N	9
RCC1_2	SNF2_N	3
RGM_C	RGM_N	1
RGM_C	SNF2_N	1
RGM_N	SNF2_N	1
RIG-I_C	RIG-I_C-RD	1
RIG-I_C	ResIII	1
RIG-I_C-RD	ResIII	1
RNA_pol_Rpb1_5	RNA_pol_Rpb1_7	1
RNA_pol_Rpb1_5	SNF2_N	1
RNA_pol_Rpb1_7	SNF2_N	1
RRM_1	SLIDE	4
RRM_1	SNF2_N	4
RT_RNaseH	SNF2_N	1
RVT_1	SNF2_N	10
RVT_1	SprT-like	2
RVT_1	zf-HC5HC2H	1
RVT_2	SNF2_N	1
RVT_2	rve	1
RVT_2	zf-RING_2	1
Rad54_N	SNF2_N	28
Rad60-SLD	SNF2_N	3
RapA_C	ResIII	1
RapA_C	SNF2_N	2
RapA_C	Tudor_1_RapA	3
RapA_C	Tudor_RapA	3
ResIII	ResIII	4
ResIII	SNF2_N	1
ResIII	Tudor_1_RapA	1
ResIII	Tudor_RapA	1
Ribosomal_S21e	SNF2_N	1
Ribosomal_S3_C	SNF2_N	1
Rieske	SNF2_N	1
RrnaAD	SNF2_N	1
SAM_2	SNF2_N	7
SAP	SNF2_N	8
SAP	UBA	2
SAP	zf-RING_2	3
SAP	zf-RING_5	1
SAWADEE	SNF2_N	5
SCP2	SNF2_N	1
SCP2	START	1
SLIDE	SNF2_N	185
SLIDE	zf-RING_2	1
SMN	SNF2_N	2
SMP	SNF2_N	2
SNF2_N	SNF2_N	680
SNF2_N	SPICE	1
SNF2_N	START	1
SNF2_N	SWIM	4
SNF2_N	Sacchrp_dh_C	1
SNF2_N	Sacchrp_dh_NADP	1
SNF2_N	Slx4	1
SNF2_N	SnAC	154
SNF2_N	Sod_Ni	1
SNF2_N	SprT-like	3
SNF2_N	Sugar_tr	1
SNF2_N	Sulf_transp	1
SNF2_N	TPR_11	1
SNF2_N	TTL	1
SNF2_N	TUDOR	1
SNF2_N	Tet_JBP	7
SNF2_N	Thioredoxin	1
SNF2_N	Thymidylate_kin	1
SNF2_N	TonB_dep_Rec	1
SNF2_N	Tudor_1_RapA	2
SNF2_N	Tudor_RapA	2
SNF2_N	U-box	1
SNF2_N	UBA	5
SNF2_N	UBA_4	7
SNF2_N	UCH	1
SNF2_N	UQ_con	1
SNF2_N	Ufd2P_core	1
SNF2_N	VIGSSK	19
SNF2_N	Vac14_Fab1_bd	1
SNF2_N	Vps53_N	1
SNF2_N	WD40	2
SNF2_N	WW	3
SNF2_N	WWE	2
SNF2_N	YqaJ	1
SNF2_N	cobW	1
SNF2_N	p450	2
SNF2_N	rve	1
SNF2_N	ubiquitin	2
SNF2_N	zf-4CXXC_R1	1
SNF2_N	zf-B_box	2
SNF2_N	zf-C3HC4	129
SNF2_N	zf-C3HC4_2	55
SNF2_N	zf-C3HC4_3	159
SNF2_N	zf-C3HC4_4	3
SNF2_N	zf-C4_Topoisom	1
SNF2_N	zf-C4pol	1
SNF2_N	zf-CCCH_6	2
SNF2_N	zf-CCCH_7	1
SNF2_N	zf-CCHC	1
SNF2_N	zf-CW	27
SNF2_N	zf-CXXC	3
SNF2_N	zf-GRF	30
SNF2_N	zf-HC5HC2H	6
SNF2_N	zf-HC5HC2H_2	10
SNF2_N	zf-PARP	11
SNF2_N	zf-PHD-like	3
SNF2_N	zf-RING_11	2
SNF2_N	zf-RING_2	62
SNF2_N	zf-RING_5	10
SNF2_N	zf-RING_UBOX	40
SNF2_N	zf-RanBP	3
SNF2_N	zf-met2	1
Sacchrp_dh_C	Sacchrp_dh_NADP	1
TUDOR	VIGSSK	1
Tudor_1_RapA	Tudor_RapA	3
U-box	YqaJ	1
UBA	zf-RING_2	1
UBA_4	zf-C3HC4_2	1
UBA_4	zf-C3HC4_3	4
UQ_con	Ufd2P_core	1
WW	zf-C3HC4	1
WW	zf-C3HC4_2	1
rve	zf-RING_2	1
zf-B_box	zf-RING_UBOX	1
zf-C3HC4	zf-PARP	1
zf-C3HC4_3	zf-PARP	3
zf-CCCH_6	zf-CCCH_7	1
zf-CCCH_6	zf-PHD-like	1
zf-PARP	zf-RING_2	4
zf-RING_2	zf-RING_UBOX	1
