og_class	orthogroup	Pattern	og_id	og_tmp	og_name	og_name_short	og_id_short	gene_class	gene_type	domains	search	inflation	min_size	sum_gain	sum_loss	sum_pres_total	sum_pres_extant	n_presence_bin	ancestral_support_string	ancestral_support_count	ancestral_support_summary
TUDOR	TUDOR.HG1.27:TDRD7	1201000022001000001000000000111110000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TUDOR.HG1.27	TUDOR.HG1.27:TDRD7	TDRD7	TDRD7	TUDOR.HG1.27 | TDRD7	Readers	Readers	TUDOR	GA	1.1	2	NA	NA	39.1106744845612	14	14	BilCniTri,Porifera	2	BilCniTri,Porifera
TUDOR	TUDOR.HG1.29:like:TDRD6/TDRD15:likeclu:20	0001000000000001120011002101000000222022000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TUDOR.HG1.29	TUDOR.HG1.29:like_TDRD6/TDRD15	like:TDRD6/TDRD15	like:TDRD6/TDRD15	TUDOR.HG1.29 | like:TDRD6/TDRD15	Readers	Readers	TUDOR	GA	1.1	2	NA	NA	40.5162279988437	15	15	BilCniTri,Porifera	2	BilCniTri,Porifera
TUDOR	TUDOR.HG1.3:like:TDRD6/TDRD15:likeclu:20	0011102110010000111312001221113102020011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000	TUDOR.HG1.3	TUDOR.HG1.3:like_TDRD6/TDRD15	like:TDRD6/TDRD15	like:TDRD6/TDRD15	TUDOR.HG1.3 | like:TDRD6/TDRD15	Readers	Readers	TUDOR	GA	1.1	2	NA	NA	62.6109584201294	26	26	BilCniTri,Mlei,Porifera	3	BilCniTri,Mlei,Porifera
TUDOR	TUDOR.HG1.30:like:TDRD6/TDRD15:likeclu:20	0000002113(18)11002011421101000000110200003000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TUDOR.HG1.30	TUDOR.HG1.30:like_TDRD6/TDRD15	like:TDRD6/TDRD15	like:TDRD6/TDRD15	TUDOR.HG1.30 | like:TDRD6/TDRD15	Readers	Readers	TUDOR	GA	1.1	2	NA	NA	55.4188938709648	20	20	BilCniTri,Porifera	2	BilCniTri,Porifera
TUDOR	TUDOR.HG1.34:TDRD5	1111111203001002311221002101101100004032000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TUDOR.HG1.34	TUDOR.HG1.34:TDRD5	TDRD5	TDRD5	TUDOR.HG1.34 | TDRD5	Readers	Readers	TUDOR	GA	1.1	2	NA	NA	63.5891694581808	26	26	BilCniTri,Porifera	2	BilCniTri,Porifera
TUDOR	TUDOR.HG1.40:TDRKH	1202011111121001111111001011110000014121000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TUDOR.HG1.40	TUDOR.HG1.40:TDRKH	TDRKH	TDRKH	TUDOR.HG1.40 | TDRKH	Readers	Readers	TUDOR	GA	1.1	2	NA	NA	65.423576733201	28	28	BilCniTri,Porifera	2	BilCniTri,Porifera
TUDOR	TUDOR.HG1.42:like:AKAP1:likeclu:43	0000111100130000000402001121101002011012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TUDOR.HG1.42	TUDOR.HG1.42:like_AKAP1	like:AKAP1	like:AKAP1	TUDOR.HG1.42 | like:AKAP1	Readers	Readers	TUDOR	GA	1.1	2	NA	NA	52.6410897568626	19	19	BilCniTri,Mlei,Porifera	3	BilCniTri,Mlei,Porifera
TUDOR	TUDOR.HG1.43:AKAP1	1210111111142111112111111111011101101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TUDOR.HG1.43	TUDOR.HG1.43:AKAP1	AKAP1	AKAP1	TUDOR.HG1.43 | AKAP1	Readers	Readers	TUDOR	GA	1.1	2	NA	NA	73.1633844092144	35	35	BilCniTri,Mlei,Porifera	3	BilCniTri,Mlei,Porifera
TUDOR	TUDOR.HG1.47:TDRD10	1001002100000001031223002232010101031000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TUDOR.HG1.47	TUDOR.HG1.47:TDRD10	TDRD10	TDRD10	TUDOR.HG1.47 | TDRD10	Readers	Readers	TUDOR	GA	1.1	2	NA	NA	50.6083818371012	19	19	BilCniTri,Mlei,Porifera	3	BilCniTri,Mlei,Porifera
TUDOR	TUDOR.HG1.5:like:TDRD6/TDRD15:likeclu:20	0001000000001001000011000011211000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TUDOR.HG1.5	TUDOR.HG1.5:like_TDRD6/TDRD15	like:TDRD6/TDRD15	like:TDRD6/TDRD15	TUDOR.HG1.5 | like:TDRD6/TDRD15	Readers	Readers	TUDOR	GA	1.1	2	NA	NA	38.8961979938373	12	12	BilCniTri,Porifera	2	BilCniTri,Porifera
TUDOR	TUDOR.HG1.51:STK31	1000000000020020111011001110110001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TUDOR.HG1.51	TUDOR.HG1.51:STK31	STK31	STK31	TUDOR.HG1.51 | STK31	Readers	Readers	TUDOR	GA	1.1	2	NA	NA	45.2363288109097	15	15	BilCniTri,Mlei,Porifera	3	BilCniTri,Mlei,Porifera
TUDOR	TUDOR.HG1.7:like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH:likeclu:17/18/25/26/27/34/40/43/47/51/56	0111010000011001110202001111011101001301000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TUDOR.HG1.7	TUDOR.HG1.7:like_AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH	like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/T...	TUDOR.HG1.7 | like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/T...	Readers	Readers	TUDOR	GA	1.1	2	NA	NA	55.9624301891337	22	22	BilCniTri,Mlei,Porifera	3	BilCniTri,Mlei,Porifera
WD40	WD40.HG0.1:like:RBBP5:likeclu:7	0000102000000001100110000000013000000001000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000100000000000001000	WD40.HG0.1	WD40.HG0.1:like_RBBP5	like:RBBP5	like:RBBP5	WD40.HG0.1 | like:RBBP5	Complexes	common	WD40	diamond	1.1	2	NA	NA	41.0379228597147	13	13	BilCniTri,Porifera	2	BilCniTri,Porifera
YAF2_RYBP	YAF2_RYBP.HG1.0:RYBP/YAF2	3311101111140001100111100111012110112011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	YAF2_RYBP.HG1.0	YAF2_RYBP.HG1.0:RYBP/YAF2	RYBP/YAF2	RYBP/YAF2	YAF2_RYBP.HG1.0 | RYBP/YAF2	Complexes	PC1	YAF2_RYBP	GA	1.1	2	NA	NA	66.3305159897392	29	29	BilCniTri,Porifera	2	BilCniTri,Porifera
zf-C2H2	zf-C2H2.HG1.0:AEBP2	1111101115172001111111111111110210121011000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	zf-C2H2.HG1.0	zf-C2H2.HG1.0:AEBP2	AEBP2	AEBP2	zf-C2H2.HG1.0 | AEBP2	Complexes	common	zf-C2H2	diamond	1.15	2	NA	NA	73.2441268435814	35	35	BilCniTri,Porifera	2	BilCniTri,Porifera
zf-CW	zf-CW.HG1.14:AC098650.1/ZCWPW2	2000000200000001110112000011011100110100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000	zf-CW.HG1.14	zf-CW.HG1.14:AC098650.1/ZCWPW2	AC098650.1/ZCWPW2	AC098650.1/ZCWPW2	zf-CW.HG1.14 | AC098650.1/ZCWPW2	Readers	Readers	zf-CW	GA	1.1	2	NA	NA	47.9010346745014	18	18	BilCniTri,Porifera	2	BilCniTri,Porifera
zf-CW	zf-CW.HG1.17:KDM1B	1011110100011000101111001111010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000	zf-CW.HG1.17	zf-CW.HG1.17:KDM1B	KDM1B	KDM1B	zf-CW.HG1.17 | KDM1B	Readers	Readers	zf-CW	GA	1.1	2	NA	NA	51.2317400693126	20	20	BilCniTri,Mlei	2	BilCniTri,Mlei
zf-CW	zf-CW.HG1.18:ZCWPW1	1001002100010000110212011111011101121012000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010100000000000000010000000000000000000000000	zf-CW.HG1.18	zf-CW.HG1.18:ZCWPW1	ZCWPW1	ZCWPW1	zf-CW.HG1.18 | ZCWPW1	Readers	Readers	zf-CW	GA	1.1	2	NA	NA	69.9174818969306	28	28	BilCniTri,Mlei,Porifera	3	BilCniTri,Mlei,Porifera
zf-CXXC	zf-CXXC.HG1.4:like:AP001267.5/KMT2A/KMT2B:likeclu:5	0010000000000000000000001101000000132011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000	zf-CXXC.HG1.4	zf-CXXC.HG1.4:like_AP001267.5/KMT2A/KMT2B	like:AP001267.5/KMT2A/KMT2B	like:AP001267.5/KMT2A/KMT2B	zf-CXXC.HG1.4 | like:AP001267.5/KMT2A/KMT2B	Complexes	common	zf-CXXC	GA	1.1	2	NA	NA	23.3931309619366	10	10	BilCniTri,Porifera	2	BilCniTri,Porifera
