gene	architecture	core_class_string	TE_class_string	is_contiguous_assembly	num_expressed	is_expressed	is_contiguous_coverage	is_monoexonic	is_in_cluster	is_validated	species	TE_class	TE_type	TE_classtype	TE_domain_string	architecture_simple	evidence_status	structure_status	core_class_string_simple
Morvir_scaffold21.g164.t3	TUDOR TUDOR RVT_1	TUDOR	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-1;R4-like;Dong-R4	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Morvir	RT	R4-like	RT R4-like	RVT_1	TUDOR,RVT_1	contiguous assembly, complete expression	multiexon, no cluster	TUDOR
Morvir_scaffold21.g38.t1	RVT_1 SNF2_N Helicase_C SprT-like	SNF2_N	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-1;R2-like;NeSL	FALSE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Morvir	RT	R2-like	RT R2-like	RVT_1	RVT_1,SNF2_N,Helicase_C,SprT-like	broken assembly, partial expression	multiexon, cluster	SNF2_N
Morvir_scaffold21.g38.t2	RVT_1 SNF2_N Helicase_C SprT-like	SNF2_N	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-1;R2-like;NeSL	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Morvir	RT	R2-like	RT R2-like	RVT_1	RVT_1,SNF2_N,Helicase_C,SprT-like	contiguous assembly, partial expression	multiexon, cluster	SNF2_N
Morvir_scaffold217.g1.t1	RVT_1 TUDOR TUDOR TUDOR	TUDOR	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Morvir	RT	RTE-group	RT RTE-group	RVT_1	RVT_1,TUDOR	contiguous assembly, partial expression	multiexon, no cluster	TUDOR
Morvir_scaffold233.g32.t2	RVT_1 PHD Ras	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	Morvir	RT	RTE-group	RT RTE-group	RVT_1	RVT_1,PHD,Ras	broken assembly, no expression	multiexon, no cluster	PHD
Morvir_scaffold238.g19.t1	RVT_1 SNF2_N Helicase_C	SNF2_N	Interspersed_Repeat;Unknown	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Morvir	Unknown	Interspersed_Repeat	Unknown	RVT_1	RVT_1,SNF2_N,Helicase_C	contiguous assembly, partial expression	multiexon, no cluster	SNF2_N
Morvir_scaffold238.g19.t2	RVT_1 SNF2_N Helicase_C	SNF2_N	Interspersed_Repeat;Unknown	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	Morvir	Unknown	Interspersed_Repeat	Unknown	RVT_1	RVT_1,SNF2_N,Helicase_C	broken assembly, no expression	multiexon, no cluster	SNF2_N
Morvir_scaffold240.g28.t1	TUDOR RVT_1	TUDOR	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-1;R4-like;Dong-R4	TRUE	1	TRUE	TRUE	TRUE	FALSE	TRUE	Morvir	RT	R4-like	RT R4-like	RVT_1	TUDOR,RVT_1	contiguous assembly, complete expression	monoexon, no cluster	TUDOR
Morvir_scaffold263.g3.t2	RVT_1 PHD Proteasome_A_N Proteasome	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Morvir	RT	RTE-group	RT RTE-group	RVT_1	RVT_1,PHD,Proteasome_A_N,Proteasome	contiguous assembly, complete expression	multiexon, no cluster	PHD
Morvir_scaffold2848.g1.t1	RVT_1 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Morvir	RT	RTE-group	RT RTE-group	RVT_1	RVT_1,PHD	contiguous assembly, partial expression	monoexon, no cluster	PHD
Morvir_scaffold32.g2.t1	RVT_1 HATPase_c_3 Morc6_S5 zf-CW	zf-CW	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Morvir	RT	RTE-group	RT RTE-group	RVT_1	RVT_1,HATPase_c_3,Morc6_S5,zf-CW	contiguous assembly, partial expression	multiexon, no cluster	zf-CW
Morvir_scaffold39.g109.t1	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;DNA_Polymerase;Maverick	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Morvir	DNA	DNA_Polymerase	DNA DNA_Polymerase	rve	rve,Chromo	contiguous assembly, partial expression	monoexon, no cluster	Chromo
Morvir_scaffold390.g6.t3	SH3_9 SAM_1 C1_1 RhoGAP SH2 Exo_endo_phos_2 RVT_1 SH2	SAM	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Morvir	RT	RTE-group	RT RTE-group	RVT_1	SH3_9,SAM_1,C1_1,RhoGAP,SH2,Exo_endo_phos_2,RVT_1	contiguous assembly, partial expression	multiexon, no cluster	SAM
Morvir_scaffold434.g2.t1	S1 RVT_1 PHD EIF_2_alpha	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Morvir	RT	RTE-group	RT RTE-group	RVT_1	S1,RVT_1,PHD,EIF_2_alpha	contiguous assembly, complete expression	multiexon, no cluster	PHD
Morvir_scaffold44.g13.t1	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve YEATS	YEATS	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Morvir	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,YEATS	contiguous assembly, partial expression	multiexon, no cluster	Others
Morvir_scaffold44.g6.t2	Cupin_8 RVT_1 Cupin_8	CupinJmjC	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-1;R4-like;Dong-R4	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Morvir	RT	R4-like	RT R4-like	RVT_1	Cupin_8,RVT_1	contiguous assembly, complete expression	multiexon, no cluster	CupinJmjC
Morvir_scaffold5.g135.t1	RVT_1 PHD WD40 WD40 WD40 WD40	PHD,WD40	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Morvir	RT	RTE-group	RT RTE-group	RVT_1	RVT_1,PHD,WD40	contiguous assembly, complete expression	multiexon, no cluster	Others
Morvir_scaffold56.g37.t3	BRO1 RVT_1 PHD BRO1 ALIX_LYPXL_bnd	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Morvir	RT	RTE-group	RT RTE-group	RVT_1	BRO1,RVT_1,PHD,ALIX_LYPXL_bnd	contiguous assembly, complete expression	multiexon, no cluster	PHD
Morvir_scaffold7.g45.t2	Exo_endo_phos_2 RVT_1 DBINO SNF2_N RVT_1 Helicase_C	SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Tc2	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Morvir	DNA	Tc2-group	DNA Tc2-group	RVT_1	Exo_endo_phos_2,RVT_1,DBINO,SNF2_N,Helicase_C	contiguous assembly, complete expression	multiexon, no cluster	SNF2_N
Morvir_scaffold707.g4.t2	Vps26 RVT_1 PHD Vps26	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Morvir	RT	RTE-group	RT RTE-group	RVT_1	Vps26,RVT_1,PHD	contiguous assembly, complete expression	multiexon, no cluster	PHD
Morvir_scaffold76.g69.t2	SNF2_N RVT_1	SNF2_N	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;R1-like;CR1-group;L2-group;L2	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Morvir	RT	L2-group	RT L2-group	RVT_1	SNF2_N,RVT_1	contiguous assembly, complete expression	multiexon, no cluster	SNF2_N
Morvir_scaffold81.g59.t1	RVT_1 Bromodomain	Bromodomain	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Morvir	RT	RTE-group	RT RTE-group	RVT_1	RVT_1,Bromodomain	contiguous assembly, partial expression	multiexon, cluster	Others
Morvir_scaffold81.g60.t1	PCAF_N Acetyltransf_1 DDE_1	Acetyltransf_1	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Tc2	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Morvir	DNA	Tc2-group	DNA Tc2-group	DDE_1	PCAF_N,Acetyltransf_1,DDE_1	contiguous assembly, partial expression	multiexon, cluster	Acetyltransf_1
Morvir_scaffold92.g50.t2	RVT_1 PHD Rsm22 Rsm22	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Morvir	RT	RTE-group	RT RTE-group	RVT_1	RVT_1,PHD,Rsm22	contiguous assembly, complete expression	multiexon, no cluster	PHD
Tadh_P27056	PHD Chromo SNF2_N Helicase_C DUF1087	Chromo,PHD,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Tadh	RT	Gypsy-ERV	RT Gypsy-ERV	DUF1087	PHD,Chromo,SNF2_N,Helicase_C,DUF1087	contiguous assembly, complete expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Tadh_wf_g12272_t1	DUF5679 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;DNA_Polymerase;Maverick	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Tadh	DNA	DNA_Polymerase	DNA DNA_Polymerase	rve	DUF5679,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Mlei_ML0763_g19_t1	TUDOR dsrm DDE_Tnp_4	TUDOR	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;PIF-Harbinger;Harbinger	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Mlei	DNA	PIF-Harbinger	DNA PIF-Harbinger	DDE_Tnp_4	TUDOR,dsrm,DDE_Tnp_4	contiguous assembly, partial expression	multiexon, no cluster	TUDOR
Mlei_ML1025_g4_t1	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;DNA_Polymerase;Maverick	TRUE	1	TRUE	TRUE	TRUE	FALSE	TRUE	Mlei	DNA	DNA_Polymerase	DNA DNA_Polymerase	rve	rve,Chromo	contiguous assembly, complete expression	monoexon, no cluster	Chromo
Mlei_ML1029_g2_t1	PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Unknown	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Mlei	Unknown	Interspersed_Repeat	Unknown	DUF1087	PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	contiguous assembly, complete expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Mlei_ML1463_g1_t1	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;DNA_Polymerase;Maverick	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Mlei	DNA	DNA_Polymerase	DNA DNA_Polymerase	rve	rve,Chromo	contiguous assembly, partial expression	monoexon, no cluster	Chromo
Mlei_ML4358_g19_t1	RVT_1 RRM_1 TUDOR TUDOR	TUDOR	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;R1-like;CR1-group;CR1	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	Mlei	RT	CR1-group	RT CR1-group	RVT_1	RVT_1,RRM_1,TUDOR	broken assembly, no expression	multiexon, no cluster	TUDOR
Aque_Aqu2.1.23472_001	Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Aque	DNA	Mutator-like	DNA Mutator-like	DUF1087	Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	no evidence	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Tetwil_Twilhelma_g17013.t1	FAR1 MULE PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Tetwil	DNA	Mutator-like	DNA Mutator-like	MULE	FAR1,MULE,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Tetwil_Twilhelma_g1711.t1	HTH_psq DDE_1 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Fot1	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Tetwil	DNA	Tc2-group	DNA Tc2-group	DDE_1	HTH_psq,DDE_1,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Tetwil_Twilhelma_g17229.t2	MULE zf-CXXC OTU	zf-CXXC	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;PiggyBac_Group;PiggyBac	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Tetwil	DNA	PiggyBac_Group	DNA PiggyBac_Group	MULE	MULE,zf-CXXC,OTU	contiguous assembly, partial expression	multiexon, no cluster	zf-CXXC
Tetwil_Twilhelma_g21272.t1	ALS2CR8 MULE zf-CXXC	zf-CXXC	NA	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	Tetwil	Unknown	NA	Unknown	MULE	ALS2CR8,MULE,zf-CXXC	broken assembly, no expression	multiexon, no cluster	zf-CXXC
Tetwil_Twilhelma_g21272.t2	ALS2CR8 MULE zf-CXXC	zf-CXXC	NA	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Tetwil	Unknown	NA	Unknown	MULE	ALS2CR8,MULE,zf-CXXC	contiguous assembly, partial expression	multiexon, no cluster	zf-CXXC
Tetwil_Twilhelma_g26107.t1	DDE_1 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Fot1	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Tetwil	DNA	Tc2-group	DNA Tc2-group	DDE_1	DDE_1,PHD	contiguous assembly, partial expression	monoexon, no cluster	PHD
Tetwil_Twilhelma_g26416.t1	HTH_Tnp_Tc5 DDE_1 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Fot1	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Tetwil	DNA	Tc2-group	DNA Tc2-group	DDE_1,HTH_Tnp_Tc5	HTH_Tnp_Tc5,DDE_1,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Tetwil_Twilhelma_g26440.t2	SWIM zf-CXXC DUF4371 Dimer_Tnp_hAT	zf-CXXC	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;hAT	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Tetwil	DNA	Transposase	DNA Transposase	Dimer_Tnp_hAT	SWIM,zf-CXXC,DUF4371,Dimer_Tnp_hAT	contiguous assembly, partial expression	multiexon, no cluster	zf-CXXC
Tetwil_Twilhelma_g27061.t1	Transposase_mut PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;hAT;Tip100	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Tetwil	DNA	hAT	DNA hAT	Transposase_mut	Transposase_mut,PHD	contiguous assembly, partial expression	multiexon, cluster	PHD
Tetwil_Twilhelma_g27062.t1	MULE zf-CXXC OTU	zf-CXXC	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;PiggyBac_Group;PiggyBac	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Tetwil	DNA	PiggyBac_Group	DNA PiggyBac_Group	MULE	MULE,zf-CXXC,OTU	contiguous assembly, partial expression	multiexon, cluster	zf-CXXC
Tetwil_Twilhelma_g3641.t2	MULE PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Tetwil	DNA	Mutator-like	DNA Mutator-like	MULE	MULE,PHD	contiguous assembly, partial expression	multiexon, cluster	PHD
Tetwil_Twilhelma_g44.t1	DDE_1 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Fot1	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Tetwil	DNA	Tc2-group	DNA Tc2-group	DDE_1	DDE_1,PHD	contiguous assembly, partial expression	monoexon, no cluster	PHD
Tetwil_Twilhelma_g5649.t1	MULE PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	FALSE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Tetwil	DNA	Mutator-like	DNA Mutator-like	MULE	MULE,PHD	broken assembly, partial expression	multiexon, cluster	PHD
Tetwil_Twilhelma_g5649.t2	MULE PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Tetwil	DNA	Mutator-like	DNA Mutator-like	MULE	MULE,PHD	contiguous assembly, partial expression	multiexon, cluster	PHD
Emue_0001g2281a	DDE_1 Chromo Dimer_Tnp_hAT	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Tc2	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	DNA	Tc2-group	DNA Tc2-group	DDE_1,Dimer_Tnp_hAT	DDE_1,Chromo,Dimer_Tnp_hAT	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Emue_0001g3034a	Chromo Dimer_Tnp_hAT	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;hAT;Activator	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	DNA	hAT	DNA hAT	Dimer_Tnp_hAT	Chromo,Dimer_Tnp_hAT	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Emue_0001g3113a	Chromo Dimer_Tnp_hAT	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;hAT;Activator	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	DNA	hAT	DNA hAT	Dimer_Tnp_hAT	Chromo,Dimer_Tnp_hAT	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Emue_0001g369a	Cupin_4 RVT_1	CupinJmjC	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Tyrosine_Recombinase_Elements;Ngaro	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	RT	Tyrosine_Recombinase_Elements	RT Tyrosine_Recombinase_Elements	RVT_1	Cupin_4,RVT_1	contiguous assembly, partial expression	multiexon, no cluster	CupinJmjC
Emue_0001g551a	Integrase_H2C2 Peptidase_C48 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	Integrase_H2C2,Peptidase_C48,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Emue_0001g564a	Integrase_H2C2 Peptidase_C48 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	Integrase_H2C2,Peptidase_C48,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Emue_0001g823a	Integrase_H2C2 rve PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	Integrase_H2C2,rve,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Emue_0001g887a	Integrase_H2C2 rve Peptidase_C48 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	Integrase_H2C2,rve,Peptidase_C48,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Emue_0001g992a	Chromo Dimer_Tnp_hAT	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;hAT;Activator	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	DNA	hAT	DNA hAT	Dimer_Tnp_hAT	Chromo,Dimer_Tnp_hAT	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Emue_0002g1361a	Chromo Dimer_Tnp_hAT	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Mariner	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	DNA	Tc1-Mariner	DNA Tc1-Mariner	Dimer_Tnp_hAT	Chromo,Dimer_Tnp_hAT	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Emue_0002g478a	WAPL Chromo Dimer_Tnp_hAT	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;hAT;Activator	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	DNA	hAT	DNA hAT	Dimer_Tnp_hAT	WAPL,Chromo,Dimer_Tnp_hAT	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Emue_0003g1767a	Chromo Dimer_Tnp_hAT	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;hAT;Activator	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	DNA	hAT	DNA hAT	Dimer_Tnp_hAT	Chromo,Dimer_Tnp_hAT	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Emue_0003g775a	Chromo Dimer_Tnp_hAT Ank_2	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;hAT;Activator	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	DNA	hAT	DNA hAT	Dimer_Tnp_hAT	Chromo,Dimer_Tnp_hAT,Ank_2	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Emue_0003g974a	Chromo Dimer_Tnp_hAT	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Mariner	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	DNA	Tc1-Mariner	DNA Tc1-Mariner	Dimer_Tnp_hAT	Chromo,Dimer_Tnp_hAT	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Emue_0004g175a	Chitin_synth_2 SAM_1 RVT_1 RT_RNaseH_2 Integrase_H2C2 rve SAM_2	SAM	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	Chitin_synth_2,SAM_1,RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,SAM_2	contiguous assembly, partial expression	multiexon, no cluster	SAM
Emue_0004g695a	Integrase_H2C2 rve Peptidase_C48 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	Integrase_H2C2,rve,Peptidase_C48,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Emue_0005g304a	Chromo Dimer_Tnp_hAT	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;R1-like;CR1-group;L2-group;L2	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	RT	L2-group	RT L2-group	Dimer_Tnp_hAT	Chromo,Dimer_Tnp_hAT	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Emue_0008g1027a	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Emue	DNA	Mutator-like	DNA Mutator-like	DUF1087	PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	contiguous assembly, complete expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Emue_0009g754a	RVT_1 RT_RNaseH Integrase_H2C2 rve Acetyltransf_1	Acetyltransf_1	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Emue	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,rve,Acetyltransf_1	contiguous assembly, partial expression	multiexon, no cluster	Acetyltransf_1
