orthogroup	closest_group	closest_score	LECA_probability	is_probability
Bromodomain.HG2.4:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5	NA	NA	0.0161812553111413	TRUE
Bromodomain.HG2.5:BRD1/BRPF1/BRPF3	NA	NA	0.999999377717678	TRUE
Bromodomain.HG3.0:like:BPTF/CECR2/KAT2A/KAT2B:likeclu:6/7/10	NA	NA	0.0027003059300692	TRUE
Bromodomain.HG3.1:like:BPTF/CECR2/KAT2A/KAT2B:likeclu:6/7/10	NA	NA	0.000539520981078789	TRUE
Bromodomain.HG3.10:KAT2A/KAT2B	NA	NA	1	TRUE
Bromodomain.HG3.11:like:KAT2A/KAT2B:likeclu:10	NA	NA	0.00159732719425643	TRUE
Bromodomain.HG3.2:like:BPTF/CECR2/KAT2A/KAT2B:likeclu:6/7/10	NA	NA	0.0588688139957152	TRUE
Bromodomain.HG3.3:like:BPTF/CECR2/KAT2A/KAT2B:likeclu:6/7/10	NA	NA	0.869367460792034	TRUE
Bromodomain.HG3.4:like:BPTF/CECR2/KAT2A/KAT2B:likeclu:6/7/10	NA	NA	0.138202881458562	TRUE
Bromodomain.HG3.5:like:BPTF/CECR2/KAT2A/KAT2B:likeclu:6/7/10	NA	NA	0.999999983213711	TRUE
Bromodomain.HG3.6:BPTF	NA	NA	0.00452105195372043	TRUE
Bromodomain.HG3.7:CECR2	NA	NA	0.908486294090602	TRUE
Bromodomain.HG3.8:like:KAT2A/KAT2B:likeclu:10	NA	NA	0.00133800080542879	TRUE
Bromodomain.HG3.9:like:KAT2A/KAT2B:likeclu:10	NA	NA	0.00130470380281245	TRUE
Bromodomain.HG4.0:like:ASH1L/PBRM1/SMARCA2/SMARCA4:likeclu:5/8	NA	NA	0.999598699673378	TRUE
Bromodomain.HG4.1:like:ASH1L/PBRM1/SMARCA2/SMARCA4:likeclu:5/8	NA	NA	0.00106588692030218	TRUE
Bromodomain.HG4.10:like:ASH1L/PBRM1/SMARCA2/SMARCA4:likeclu:5/8	NA	NA	0.000224494441819045	TRUE
Bromodomain.HG4.11:like:SMARCA2/SMARCA4:likeclu:8	NA	NA	0.000506122835339906	TRUE
Bromodomain.HG4.12:like:SMARCA2/SMARCA4:likeclu:8	NA	NA	0.00976839052570611	TRUE
Bromodomain.HG4.2:like:ASH1L/PBRM1:likeclu:5	NA	NA	0.0760389914417366	TRUE
Bromodomain.HG4.3:like:ASH1L/PBRM1/SMARCA2/SMARCA4:likeclu:5/8	NA	NA	0.33805380595384	TRUE
Bromodomain.HG4.4:like:ASH1L/PBRM1:likeclu:5	NA	NA	0.000660321442492062	TRUE
Bromodomain.HG4.5:ASH1L/PBRM1	NA	NA	0.985195093318733	TRUE
Bromodomain.HG4.6:like:ASH1L/PBRM1/SMARCA2/SMARCA4:likeclu:5/8	NA	NA	0.000529755071235871	TRUE
Bromodomain.HG4.7:like:SMARCA2/SMARCA4:likeclu:8	NA	NA	0.964819492387991	TRUE
Bromodomain.HG4.8:SMARCA2/SMARCA4	NA	NA	1	TRUE
Bromodomain.HG4.9:like:ASH1L/PBRM1/SMARCA2/SMARCA4:likeclu:5/8	NA	NA	0.000651471327641207	TRUE
Bromodomain.HG5.0:ZMYND8/ZMYND11	NA	NA	0.99941296104068	TRUE
Bromodomain.HG5.1:SP100/SP140/SP140L/TRIM24/TRIM33/TRIM66	NA	NA	0.00868644190183709	TRUE
Bromodomain.HG5.2:BAZ1A/BAZ1B/BAZ2A/BAZ2B	NA	NA	0.998059267569935	TRUE
Bromodomain.HG5.3:like:BAZ1A/BAZ1B/BAZ2A/BAZ2B:likeclu:2	NA	NA	0.00213256805623063	TRUE
Bromodomain.HG5.4:like:BAZ1A/BAZ1B/BAZ2A/BAZ2B:likeclu:2	NA	NA	0.000889204319568515	TRUE
Bromodomain.HG5.5:like:BAZ1A/BAZ1B/BAZ2A/BAZ2B:likeclu:2	NA	NA	0.000449925460477951	TRUE
Bromodomain.HG6.0:TAF1/TAF1L	NA	NA	1	TRUE
Bromodomain.HG7.0:like:BRWD1/BRWD3/PHIP:likeclu:1	NA	NA	0.000563344349521877	TRUE
Bromodomain.HG7.1:BRWD1/BRWD3/PHIP	NA	NA	0.999999999945436	TRUE
Bromodomain.HG8.0:ATAD2/ATAD2B	NA	NA	0.999999999995728	TRUE
CAF1A.HG1.0:CHAF1A	NA	NA	0.999999999956432	TRUE
CAF1C.HG1.0:like:RBBP4/RBBP7:likeclu:1	NA	NA	0.0112558786430068	TRUE
CAF1C.HG1.1:RBBP4/RBBP7	NA	NA	0.99999999999998	TRUE
CAF1C.HG2.0:like:GRWD1:likeclu:1	NA	NA	3.11463050981509e-05	TRUE
CAF1C.HG2.1:GRWD1	NA	NA	0.999999999999784	TRUE
Chromo.HG1.0:SUV39H1/SUV39H2	NA	NA	0.999935621937627	TRUE
Chromo.HG1.1:like:CBX2/CBX4/CBX6/CBX7/CBX8/CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/44/46	NA	NA	0.000517207109699935	TRUE
Chromo.HG1.10:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.000433340203127353	TRUE
Chromo.HG1.11:like:CBX2/CBX4/CBX6/CBX7/CBX8/CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/44/46	NA	NA	0.0138802321102065	TRUE
Chromo.HG1.12:like:CBX2/CBX4/CBX6/CBX7/CBX8/CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/44/46	NA	NA	0.607724249096148	TRUE
Chromo.HG1.13:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.000537069186362982	TRUE
Chromo.HG1.14:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.000622412533338834	TRUE
Chromo.HG1.15:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.360647481242961	TRUE
Chromo.HG1.16:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.998715896358309	TRUE
Chromo.HG1.17:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.00198620005309835	TRUE
Chromo.HG1.18:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.0116872775835593	TRUE
Chromo.HG1.19:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44	NA	NA	0.0111838941841043	TRUE
Chromo.HG1.2:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.999989461919416	TRUE
Chromo.HG1.20:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.00184106835672571	TRUE
Chromo.HG1.21:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44	NA	NA	0.0458742386696696	TRUE
Chromo.HG1.22:MPHOSPH8	NA	NA	0.00026105433268242	TRUE
Chromo.HG1.23:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.652298304272943	TRUE
Chromo.HG1.24:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.000412976759520012	TRUE
Chromo.HG1.25:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.99981824692147	TRUE
Chromo.HG1.26:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.000685285358450249	TRUE
Chromo.HG1.27:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.584405242680217	TRUE
Chromo.HG1.28:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44	NA	NA	0.106653644476635	TRUE
Chromo.HG1.29:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2:likeclu:46	NA	NA	0.000588318713591107	TRUE
Chromo.HG1.3:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.000156426153150813	TRUE
Chromo.HG1.30:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44	NA	NA	0.0132561403464059	TRUE
Chromo.HG1.31:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2:likeclu:46	NA	NA	0.000612976272908572	TRUE
Chromo.HG1.32:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	NA	NA	0.000915645867044734	TRUE
Chromo.HG1.33:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	NA	NA	0.00258570959727744	TRUE
Chromo.HG1.34:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	NA	NA	0.0263750123440276	TRUE
Chromo.HG1.35:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	NA	NA	0.00125463309160467	TRUE
Chromo.HG1.36:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	NA	NA	0.0619628852747571	TRUE
Chromo.HG1.37:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	NA	NA	0.000810297614138866	TRUE
Chromo.HG1.38:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44	NA	NA	0.999999998120582	TRUE
Chromo.HG1.39:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2:likeclu:46	NA	NA	0.0538571002213677	TRUE
Chromo.HG1.4:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	1	FALSE
Chromo.HG1.40:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	NA	NA	0.00102704481834337	TRUE
Chromo.HG1.41:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	NA	NA	0.0559448469134334	TRUE
Chromo.HG1.42:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	NA	NA	0.00141479434843805	TRUE
Chromo.HG1.43:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44	NA	NA	0.000503005024088843	TRUE
Chromo.HG1.44:CBX2/CBX4/CBX6/CBX7/CBX8	NA	NA	0.173404617661346	TRUE
Chromo.HG1.45:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2:likeclu:46	NA	NA	0.000569039315933995	TRUE
Chromo.HG1.46:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2	NA	NA	0.0362888526165367	TRUE
Chromo.HG1.47:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	NA	NA	0.0122623284746451	TRUE
Chromo.HG1.48:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	NA	NA	0.00797443710463874	TRUE
Chromo.HG1.49:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.00159732719425643	TRUE
Chromo.HG1.5:like:CBX2/CBX4/CBX6/CBX7/CBX8/CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/44/46	NA	NA	0.00159211069119447	TRUE
Chromo.HG1.6:like:CBX2/CBX4/CBX6/CBX7/CBX8/CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/44/46	NA	NA	0.0010620248877824	TRUE
Chromo.HG1.7:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.0334172684055787	TRUE
Chromo.HG1.8:like:CBX1/CBX3/CBX5:likeclu:9	NA	NA	0.000720107996606933	TRUE
Chromo.HG1.9:CBX1/CBX3/CBX5	NA	NA	0.741114695654746	TRUE
Chromo.HG2.0:NA	NA	NA	0.00990550292705672	TRUE
Chromo.HG2.1:NA	NA	NA	1	FALSE
Chromo.HG3.0:NA	NA	NA	0.999999999999932	TRUE
Chromo.HG3.1:NA	NA	NA	0.000459388750458811	TRUE
Chromo.HG3.10:NA	NA	NA	0.000276267280378328	TRUE
Chromo.HG3.11:NA	NA	NA	0.000276267280378328	TRUE
Chromo.HG3.12:NA	NA	NA	0.000276267280378328	TRUE
Chromo.HG3.13:NA	NA	NA	0.000276267280378328	TRUE
Chromo.HG3.2:NA	NA	NA	0.174909102990354	TRUE
Chromo.HG3.3:NA	NA	NA	0.456659886267521	TRUE
Chromo.HG3.4:NA	NA	NA	0.0124892268101677	TRUE
Chromo.HG3.5:NA	NA	NA	1	FALSE
Chromo.HG3.6:NA	NA	NA	0.000276267280378328	TRUE
Chromo.HG3.7:NA	NA	NA	0.000276267280378328	TRUE
Chromo.HG3.8:NA	NA	NA	0.000276267280378328	TRUE
Chromo.HG3.9:NA	NA	NA	0.000276267280378328	TRUE
Chromo.HG4.0:like:AC006064.6/CHD1/CHD2/CHD3/CHD4/CHD5:likeclu:1/2	NA	NA	0.999582287991539	TRUE
Chromo.HG4.1:CHD1/CHD2	NA	NA	0.999999999999489	TRUE
Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	NA	NA	1	TRUE
Chromo.HG5.0:like:CHD6/CHD7/CHD8/CHD9:likeclu:6	NA	NA	0.0313127850131385	TRUE
Chromo.HG5.1:like:CHD6/CHD7/CHD8/CHD9:likeclu:6	NA	NA	0.00053845451249579	TRUE
Chromo.HG5.2:like:CHD6/CHD7/CHD8/CHD9:likeclu:6	NA	NA	0.954789035521191	TRUE
Chromo.HG5.3:like:CHD6/CHD7/CHD8/CHD9:likeclu:6	NA	NA	0.791343625135184	TRUE
Chromo.HG5.4:like:CHD6/CHD7/CHD8/CHD9:likeclu:6	NA	NA	0.0780093342259349	TRUE
Chromo.HG5.5:like:CHD6/CHD7/CHD8/CHD9:likeclu:6	NA	NA	0.147638995313045	TRUE
Chromo.HG5.6:CHD6/CHD7/CHD8/CHD9	NA	NA	1	TRUE
Chromo.HG5.7:like:CHD6/CHD7/CHD8/CHD9:likeclu:6	NA	NA	0.0252910131609735	TRUE
Chromo.HG6.0:NA	NA	NA	1	FALSE
Chromo.HG7.0:NA	NA	NA	0.998131496849192	TRUE
Chromo.HG8.0:NA	NA	NA	0.834135496545845	TRUE
CHZ.HG1.0:HIRIP3	NA	NA	0.999920802245393	TRUE
CupinJmjC.HG1.0:like:KDM8:likeclu:45	eukoth	0.722222222222222	0.464875460947863	TRUE
CupinJmjC.HG1.1:like:KDM8:likeclu:45	bac	0.748031496062992	0.999929654562638	TRUE
CupinJmjC.HG1.10:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	bac	1	0.975781636259144	TRUE
CupinJmjC.HG1.11:like:HIF1AN:likeclu:31	bac	0.8	0.247714107379958	TRUE
CupinJmjC.HG1.12:like:HIF1AN:likeclu:31	eukoth	0.555555555555556	0.0153148442533931	TRUE
CupinJmjC.HG1.13:like:KDM8:likeclu:45	eukoth	1	0.160251817515229	TRUE
CupinJmjC.HG1.14:like:KDM8:likeclu:45	eukoth	1	0.999999950045852	TRUE
CupinJmjC.HG1.15:like:KDM8:likeclu:45	eukoth	1	0.961416020298885	TRUE
CupinJmjC.HG1.16:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	eukoth	1	0.081330361698541	TRUE
CupinJmjC.HG1.17:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	eukoth	1	0.987514054787765	TRUE
CupinJmjC.HG1.18:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	eukoth	1	0.331735147015278	TRUE
CupinJmjC.HG1.19:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	bac	0.886075949367089	0.330858937585343	TRUE
CupinJmjC.HG1.2:like:KDM8:likeclu:45	eukoth	1	0.0737197646698187	TRUE
CupinJmjC.HG1.20:like:TYW5:likeclu:21	bac	0.5	0.0165999092606239	TRUE
CupinJmjC.HG1.21:TYW5	bac	0.981617647058823	0.999997374993246	TRUE
CupinJmjC.HG1.22:like:HIF1AN:likeclu:31	eukoth	0.943502824858757	0.760851814746835	TRUE
CupinJmjC.HG1.23:like:KDM8:likeclu:45	eukoth	1	0.97377162028619	TRUE
CupinJmjC.HG1.24:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	bac	0.6	0.0072267742218356	TRUE
CupinJmjC.HG1.25:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	bac	0.722222222222222	0.000609615826276166	TRUE
CupinJmjC.HG1.26:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	eukoth	0.666666666666667	0.000589436238008223	TRUE
CupinJmjC.HG1.27:like:HSPBAP1:likeclu:29	eukoth	1	0.00112968080878839	TRUE
CupinJmjC.HG1.28:like:HSPBAP1:likeclu:29	eukoth	0.784615384615385	0.997269284655781	TRUE
CupinJmjC.HG1.29:HSPBAP1	bac	0.883720930232558	0.987389747915972	TRUE
CupinJmjC.HG1.3:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	bac	0.896457765667575	0.999326009547495	TRUE
CupinJmjC.HG1.30:like:HIF1AN:likeclu:31	eukoth	0.8	0.111343254170672	TRUE
CupinJmjC.HG1.31:HIF1AN	eukoth	1	0.999991596981192	TRUE
CupinJmjC.HG1.32:like:KDM8:likeclu:45	eukoth	1	0.226450278701599	TRUE
CupinJmjC.HG1.33:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	eukoth	1	0.00466753774759632	TRUE
CupinJmjC.HG1.34:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	eukoth	0.568464730290456	0.999470173138325	TRUE
CupinJmjC.HG1.35:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	eukoth	0.971223021582734	0.999987146486504	TRUE
CupinJmjC.HG1.36:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	eukoth	1	0.00490839387795272	TRUE
CupinJmjC.HG1.37:JMJD7/JMJD7-PLA2G4B	eukoth	1	0.999999999982937	TRUE
CupinJmjC.HG1.38:like:HIF1AN:likeclu:31	eukoth	0.722222222222222	0.0245603607107994	TRUE
CupinJmjC.HG1.39:like:HIF1AN:likeclu:31	bac	0.9453125	0.640692314908925	TRUE
CupinJmjC.HG1.4:like:HIF1AN/HSPBAP1/TYW5:likeclu:21/29/31	bac	1	0.861494695928973	TRUE
CupinJmjC.HG1.40:like:HIF1AN:likeclu:31	eukoth	1	0.00162846733952415	TRUE
CupinJmjC.HG1.41:like:HIF1AN:likeclu:31	eukoth	0.764705882352941	0.999952907291106	TRUE
CupinJmjC.HG1.42:like:HIF1AN:likeclu:31	eukoth	0.674418604651163	0.000564137975444079	TRUE
CupinJmjC.HG1.43:like:HIF1AN:likeclu:31	eukoth	0.915094339622642	0.370378502150704	TRUE
CupinJmjC.HG1.44:like:KDM8:likeclu:45	eukoth	1	0.999999980236192	TRUE
CupinJmjC.HG1.45:KDM8	eukoth	1	0.728721802240128	TRUE
CupinJmjC.HG1.46:like:HIF1AN:likeclu:31	eukoth	1	0.0376103317186635	TRUE
CupinJmjC.HG1.47:like:HIF1AN:likeclu:31	eukoth	0.793650793650794	0.603785194881351	TRUE
CupinJmjC.HG1.48:like:HIF1AN:likeclu:31	eukoth	0.838095238095238	0.902105546212376	TRUE
CupinJmjC.HG1.49:like:HIF1AN:likeclu:31	eukoth	1	0.117878286543786	TRUE
CupinJmjC.HG1.5:like:KDM8:likeclu:45	bac	0.577464788732394	0.131506987522459	TRUE
CupinJmjC.HG1.50:like:HIF1AN:likeclu:31	eukoth	0.961783439490446	0.996294056684579	TRUE
CupinJmjC.HG1.51:like:HIF1AN:likeclu:31	eukoth	0.96875	0.999172296003864	TRUE
CupinJmjC.HG1.52:like:HIF1AN:likeclu:31	eukoth	1	0.0371944100884061	TRUE
CupinJmjC.HG1.53:like:HIF1AN:likeclu:31	eukoth	0.892857142857143	0.160325082401426	TRUE
CupinJmjC.HG1.54:like:HIF1AN:likeclu:31	eukoth	1	0.997494657704376	TRUE
CupinJmjC.HG1.55:like:HIF1AN:likeclu:31	eukoth	1	0.995657028957709	TRUE
CupinJmjC.HG1.56:like:HIF1AN:likeclu:31	eukoth	1	0.900411245830801	TRUE
CupinJmjC.HG1.57:like:HIF1AN:likeclu:31	eukoth	1	0.999998606498697	TRUE
CupinJmjC.HG1.58:like:KDM8:likeclu:45	eukoth	1	0.000651471327641207	TRUE
CupinJmjC.HG1.59:like:HIF1AN/HSPBAP1/JMJD7/JMJD7-PLA2G4B/TYW5:likeclu:21/29/31/37	bac	1	0.00710274285004875	TRUE
CupinJmjC.HG1.6:like:KDM8:likeclu:45	eukoth	1	0.0396999859418745	TRUE
CupinJmjC.HG1.60:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	eukoth	1	0.000811556944838698	TRUE
CupinJmjC.HG1.61:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	eukoth	1	0.00159732719425643	TRUE
CupinJmjC.HG1.62:like:HSPBAP1:likeclu:29	bac	1	0.00159732719425643	TRUE
CupinJmjC.HG1.63:like:HIF1AN:likeclu:31	eukoth	1	0.00984135251313412	TRUE
CupinJmjC.HG1.64:like:HIF1AN:likeclu:31	bac	1	0.000153368855760116	TRUE
CupinJmjC.HG1.65:like:HIF1AN:likeclu:31	eukoth	1	0.0252910131609735	TRUE
CupinJmjC.HG1.7:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	bac	0.8	0.0488868755018638	TRUE
CupinJmjC.HG1.8:like:HSPBAP1/TYW5:likeclu:21/29	bac	0.5	0.999698614584792	TRUE
CupinJmjC.HG1.9:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	eukoth	0.769230769230769	0.00110446946957432	TRUE
CupinJmjC.HG10.0:KDM6A/KDM6B/UTY	eukoth	1	0.999999996816855	TRUE
CupinJmjC.HG2.0:like:JMJD6/JMJD8:likeclu:7/16	eukoth	0.655172413793103	0.0120906859061649	TRUE
CupinJmjC.HG2.1:like:JMJD8:likeclu:7	eukoth	0.965994962216625	1	TRUE
CupinJmjC.HG2.10:like:JMJD6:likeclu:16	eukoth	1	0.999997523802971	TRUE
CupinJmjC.HG2.11:like:JMJD6/JMJD8:likeclu:7/16	bac	0.5	0.0941750372297265	TRUE
CupinJmjC.HG2.12:like:JMJD6:likeclu:16	eukoth	1	0.267778745662645	TRUE
CupinJmjC.HG2.13:like:JMJD6:likeclu:16	eukoth	0.978021978021978	0.99999978863527	TRUE
CupinJmjC.HG2.14:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.0251235842854226	TRUE
CupinJmjC.HG2.15:like:JMJD6:likeclu:16	eukoth	1	0.000792940218753313	TRUE
CupinJmjC.HG2.16:JMJD6	eukoth	1	0.999443382701856	TRUE
CupinJmjC.HG2.17:like:JMJD6/JMJD8:likeclu:7/16	bac	0.971731448763251	0.999989804296606	TRUE
CupinJmjC.HG2.18:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.001034095995331	TRUE
CupinJmjC.HG2.19:like:JMJD6/JMJD8:likeclu:7/16	eukoth	0.588235294117647	0.000923201519448913	TRUE
CupinJmjC.HG2.2:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.00291678348342517	TRUE
CupinJmjC.HG2.20:like:JMJD6/JMJD8:likeclu:7/16	bac	0.714285714285714	0.326417837346532	TRUE
CupinJmjC.HG2.21:like:JMJD6/JMJD8:likeclu:7/16	bac	0.666666666666667	0.0134493094008358	TRUE
CupinJmjC.HG2.22:like:JMJD6/JMJD8:likeclu:7/16	bac	1	0.00153744920188825	TRUE
CupinJmjC.HG2.23:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.127490188168843	TRUE
CupinJmjC.HG2.24:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.00204846798679426	TRUE
CupinJmjC.HG2.25:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.211127428100307	TRUE
CupinJmjC.HG2.26:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.999719593199869	TRUE
CupinJmjC.HG2.27:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.182643726412674	TRUE
CupinJmjC.HG2.28:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.162075002267119	TRUE
CupinJmjC.HG2.29:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.00134289779902363	TRUE
CupinJmjC.HG2.3:like:JMJD8:likeclu:7	eukoth	1	0.880220274758055	TRUE
CupinJmjC.HG2.30:like:JMJD6/JMJD8:likeclu:7/16	bac	1	0.00258848984873006	TRUE
CupinJmjC.HG2.31:like:JMJD6:likeclu:16	eukoth	1	0.000272893472984759	TRUE
CupinJmjC.HG2.32:like:JMJD6:likeclu:16	eukoth	1	0.00710274285004875	TRUE
CupinJmjC.HG2.4:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.988272959300404	TRUE
CupinJmjC.HG2.5:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.0345419144212677	TRUE
CupinJmjC.HG2.6:like:JMJD8:likeclu:7	eukoth	1	0.030092096833668	TRUE
CupinJmjC.HG2.7:JMJD8	eukoth	0.984848484848485	0.99999898213769	TRUE
CupinJmjC.HG2.8:like:JMJD6/JMJD8:likeclu:7/16	eukoth	1	0.612591223252229	TRUE
CupinJmjC.HG2.9:like:JMJD6:likeclu:16	eukoth	1	0.486642595205093	TRUE
CupinJmjC.HG3.0:RIOX2	bac	0.565030146425495	1	FALSE
CupinJmjC.HG3.1:like:RIOX1:likeclu:3	eukoth	1	0.999999999999594	TRUE
CupinJmjC.HG3.2:like:RIOX1:likeclu:3	eukoth	1	0.00479338869889623	TRUE
CupinJmjC.HG3.3:RIOX1	eukoth	1	0.000139935352392651	TRUE
CupinJmjC.HG4.0:like:JARID2/KDM5A/KDM5B/KDM5C/KDM5D:likeclu:1	eukoth	1	0.0123307772031738	TRUE
CupinJmjC.HG4.1:JARID2/KDM5A/KDM5B/KDM5C/KDM5D	eukoth	1	1	TRUE
CupinJmjC.HG5.0:NA	eukoth	1	0.219797626357918	TRUE
CupinJmjC.HG5.1:NA	eukoth	0.969107198022861	1	FALSE
CupinJmjC.HG6.0:like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F:likeclu:4	eukoth	1	4.98514317932575e-05	TRUE
CupinJmjC.HG6.1:like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F:likeclu:4	eukoth	1	0.00125231941286819	TRUE
CupinJmjC.HG6.2:like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F:likeclu:4	eukoth	1	0.00119255155716891	TRUE
CupinJmjC.HG6.3:like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F:likeclu:4	eukoth	1	0.527678960541921	TRUE
CupinJmjC.HG6.4:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	eukoth	1	1	TRUE
CupinJmjC.HG6.5:like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F:likeclu:4	eukoth	1	0.000312289016765499	TRUE
CupinJmjC.HG6.6:like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F:likeclu:4	eukoth	1	0.000404073763153545	TRUE
CupinJmjC.HG7.0:HR/JMJD1C/KDM3A/KDM3B	NA	NA	0	FALSE
CupinJmjC.HG8.0:like:KDM2A/KDM2B/KDM7A/PHF2/PHF8:likeclu:1	eukoth	1	0.0225668713538711	TRUE
CupinJmjC.HG8.1:KDM2A/KDM2B/KDM7A/PHF2/PHF8	eukoth	1	0.99999999350024	TRUE
CupinJmjC.HG9.0:like:JMJD4:likeclu:1	bac	0.527272727272727	0.99951769304705	TRUE
CupinJmjC.HG9.1:JMJD4	NA	NA	0.999208978865093	TRUE
CupinJmjC.HG9.2:like:JMJD4:likeclu:1	NA	NA	0.000370496679501953	TRUE
